field_id,year,crop_id,target_yield_t_ha,model_pred_t_ha,pred_kind,cropwise_pred_t_ha
217,2011,40.0,24.75,20.29206052315596,oof_reg,
217,2012,40.0,16.152,19.802213804645216,oof_reg,
217,2013,40.0,22.975,23.73747773164464,oof_reg,
217,2014,40.0,30.689,31.32364188565077,oof_reg,
217,2015,40.0,12.51,14.861585621024398,oof_reg,
217,2016,40.0,22.364,23.445707133911363,oof_reg,
217,2017,20.0,9.526,16.95138382574896,oof_reg,
217,2018,40.0,11.881,17.962534049712048,oof_reg,11.881
217,2019,40.0,21.411,26.99465217299949,oof_reg,21.411
217,2020,43.0,19.61,19.48383898454214,oof_reg,19.61
217,2021,40.0,31.133,28.07129702959925,oof_reg,31.133
217,2022,43.0,34.127,26.940303590350688,oof_reg,34.127
217,2023,3.0,16.278,28.013389066390616,oof_reg,16.278
217,2024,40.0,33.542,30.89815612903037,oof_reg,33.542
217,2025,43.0,27.186,28.37507984221261,oof_reg,27.186
218,2010,40.0,24.997,21.36648848388012,oof_reg,
218,2011,40.0,16.986,18.111987139443315,oof_reg,
218,2012,40.0,18.592,18.5098753537503,oof_reg,
218,2013,40.0,13.76,16.917662555000238,oof_reg,
218,2014,40.0,21.887,19.236858810323803,oof_reg,
218,2015,40.0,18.712,19.514825681476605,oof_reg,
218,2016,40.0,14.839,17.71899607938841,oof_reg,
218,2017,40.0,12.974,18.779235786047217,oof_reg,
218,2018,40.0,16.403,18.11686966808865,oof_reg,16.403
218,2019,40.0,17.299,23.61906255691802,oof_reg,17.299
218,2020,43.0,17.929,17.789400373426535,oof_reg,17.929
218,2021,40.0,25.34,23.571042162056653,oof_reg,25.34
218,2022,43.0,25.543,23.84227504306804,oof_reg,25.543
218,2023,3.0,23.995,27.76341743757949,oof_reg,23.995
218,2024,43.0,34.0,33.18770463721103,oof_reg,34.0
218,2025,43.0,26.461,29.088867830042428,oof_reg,26.461
219,2010,40.0,24.063,20.9191753572774,oof_reg,
219,2011,40.0,20.567,21.6785653225892,oof_reg,
219,2012,40.0,18.639,24.111758993592243,oof_reg,
219,2013,40.0,17.676,24.43665612975427,oof_reg,
219,2014,40.0,23.038,30.380128808480325,oof_reg,
219,2015,40.0,25.288,24.945585677123628,oof_reg,
219,2016,40.0,22.132,20.49300697636469,oof_reg,
219,2017,44.0,30.346,34.18204573272632,oof_reg,
219,2018,40.0,18.597,21.56869664158758,oof_reg,18.597
219,2019,40.0,21.936,25.86344883704129,oof_reg,21.936
219,2020,43.0,11.434,18.57681635373248,oof_reg,11.434
219,2021,40.0,32.401,26.91979304867516,oof_reg,32.401
219,2022,43.0,34.281,25.64707400804688,oof_reg,34.281
219,2023,40.0,26.039,24.02738987024219,oof_reg,26.039
219,2024,43.0,33.588,31.89506145103951,oof_reg,33.588
219,2025,3.0,38.607,30.09798138043405,oof_reg,38.607
220,2010,40.0,19.949,20.88433487450325,oof_reg,
220,2011,40.0,24.819,20.745641240019378,oof_reg,
220,2012,40.0,17.906,20.62785128765984,oof_reg,
220,2013,40.0,18.199,20.5791549233519,oof_reg,
220,2014,40.0,20.431,23.236173212269907,oof_reg,
220,2015,40.0,23.007,20.261495246154105,oof_reg,
220,2016,40.0,27.921,19.206248100706976,oof_reg,
220,2017,20.0,20.171,17.670701876916407,oof_reg,
220,2018,40.0,19.641,22.07073121761788,oof_reg,19.641
220,2019,40.0,22.518,25.52901922977836,oof_reg,22.518
220,2020,43.0,17.675,25.724044655129426,oof_reg,17.675
220,2021,40.0,25.487,27.32557216108444,oof_reg,25.487
220,2022,43.0,32.34,35.54722076141135,oof_reg,32.34
220,2023,3.0,25.408,32.17019306364876,oof_reg,25.408
220,2024,43.0,39.769,31.97221596834144,oof_reg,39.769
220,2025,43.0,36.214,30.078699082889298,oof_reg,36.214
221,2017,20.0,12.331,24.204146498825597,oof_reg,
221,2019,40.0,28.217,26.62404478630346,oof_reg,28.217
221,2020,43.0,28.632,27.96500447039625,oof_reg,28.632
221,2021,40.0,27.167,28.01814641082297,oof_reg,27.167
221,2022,43.0,41.328,33.15913676914821,oof_reg,41.328
222,2010,40.0,24.025,22.43358136012992,oof_reg,
222,2011,40.0,22.814,23.27785442064807,oof_reg,
222,2012,40.0,13.562,19.3164625610778,oof_reg,
222,2013,40.0,11.753,13.57797315693687,oof_reg,
222,2014,40.0,23.248,28.23254511758246,oof_reg,
222,2015,40.0,19.893,17.783383155767957,oof_reg,
222,2016,40.0,16.724,17.55403933936561,oof_reg,
222,2017,20.0,14.756,20.072870470921764,oof_reg,
222,2018,40.0,20.337,18.479000891177755,oof_reg,20.337
222,2019,40.0,25.605,23.41812731745164,oof_reg,25.605
222,2020,43.0,9.872,18.59633133943811,oof_reg,9.872
222,2021,40.0,27.129,27.4598433170419,oof_reg,27.129
222,2022,43.0,34.904,32.74588547261747,oof_reg,34.904
222,2023,3.0,20.631,26.00777879077145,oof_reg,20.631
222,2024,43.0,42.83,31.25639460585097,oof_reg,42.83
222,2025,40.0,29.642,26.061090363006265,oof_reg,29.642
223,2010,40.0,28.213,21.82363400126576,oof_reg,
223,2011,40.0,29.624,22.9678878603673,oof_reg,
223,2012,40.0,13.923,22.06891562454898,oof_reg,
223,2013,40.0,14.59,14.84022405109512,oof_reg,
223,2014,40.0,24.033,28.63323001981519,oof_reg,
223,2015,40.0,14.01,18.03143085175398,oof_reg,
223,2016,40.0,21.369,21.31415465406033,oof_reg,
223,2017,20.0,15.957,20.290907099331008,oof_reg,
223,2018,40.0,15.562,15.746241519503478,oof_reg,15.562
223,2019,40.0,24.601,28.491348921116646,oof_reg,24.601
223,2020,43.0,11.26,19.72567895067902,oof_reg,11.26
223,2021,40.0,26.7,28.566024920201524,oof_reg,26.7
223,2022,43.0,28.408,27.338211747786072,oof_reg,28.408
223,2023,3.0,19.374,26.559658012360966,oof_reg,19.374
223,2024,43.0,42.385,30.65237735755252,oof_reg,42.385
223,2025,40.0,27.165,27.77970289079097,oof_reg,27.165
224,2010,40.0,27.485,24.00452210824165,oof_reg,
224,2011,40.0,22.157,23.936947230298376,oof_reg,
224,2012,40.0,28.529,22.6517551600238,oof_reg,
224,2013,40.0,24.626,28.912791848353717,oof_reg,
224,2014,40.0,26.593,27.592052797631208,oof_reg,
224,2015,40.0,19.421,20.40020994863633,oof_reg,
224,2016,40.0,27.308,25.635223083087904,oof_reg,
224,2017,20.0,18.488,17.87521844674416,oof_reg,
224,2018,40.0,21.925,24.0595417460268,oof_reg,21.925
224,2019,40.0,23.3,30.0007147919463,oof_reg,23.3
224,2020,43.0,17.282,21.20434985559937,oof_reg,17.282
224,2021,40.0,24.671,25.649366564367423,oof_reg,24.671
224,2022,43.0,33.052,31.13659631455747,oof_reg,33.052
224,2023,3.0,22.415,27.229928155208302,oof_reg,22.415
224,2024,44.0,49.363,35.807581015243734,oof_reg,49.363
224,2025,40.0,29.077,26.114808928147774,oof_reg,29.077
225,2017,20.0,20.693,26.357871600575297,oof_reg,
225,2019,40.0,19.401,26.599968199046504,oof_reg,19.401
225,2020,43.0,35.471,30.440391095866524,oof_reg,35.471
225,2021,40.0,21.724,22.015899874301844,oof_reg,21.724
225,2022,43.0,45.8,33.55311919626313,oof_reg,45.8
226,2010,40.0,20.662,18.877327509262408,oof_reg,
226,2011,40.0,25.954,21.93915021305755,oof_reg,
226,2012,40.0,13.478,22.43227169570476,oof_reg,
226,2013,40.0,18.177,25.74364239800588,oof_reg,
226,2014,40.0,22.283,25.6161229291137,oof_reg,
226,2015,40.0,18.338,24.113913395789933,oof_reg,
226,2016,40.0,27.698,21.44794385608492,oof_reg,
226,2017,40.0,26.29,24.005392682958348,oof_reg,
226,2018,40.0,20.143,26.16476954382441,oof_reg,20.143
226,2019,40.0,23.403,24.63425921718685,oof_reg,23.403
226,2020,43.0,15.046,19.806391574001854,oof_reg,15.046
226,2021,40.0,27.516,25.769239997333973,oof_reg,27.516
226,2022,43.0,29.26,30.03077553979676,oof_reg,29.26
226,2023,3.0,21.623,28.30217471156072,oof_reg,21.623
226,2024,44.0,45.445,32.684735387944535,oof_reg,45.445
226,2025,40.0,32.845,24.581743296311323,oof_reg,32.845
227,2010,40.0,27.361,24.614123416660973,oof_reg,
227,2011,40.0,17.692,19.329435306836864,oof_reg,
227,2012,40.0,16.476,18.347422852707734,oof_reg,
227,2013,40.0,20.165,22.870905671690497,oof_reg,
227,2014,40.0,24.01,21.27421275667517,oof_reg,
227,2015,40.0,16.342,22.94779915652585,oof_reg,
227,2016,40.0,18.933,18.091854537469235,oof_reg,
227,2017,40.0,17.968,22.399474435073103,oof_reg,
227,2018,40.0,24.438,25.74133264990878,oof_reg,24.438
227,2019,20.0,19.179,15.126684959704429,oof_reg,19.179
227,2020,44.0,22.098,18.39180943022881,oof_reg,22.098
227,2021,44.0,35.711,38.30968376833778,oof_reg,35.711
227,2022,44.0,32.383,26.136224775041367,oof_reg,32.383
227,2023,40.0,25.029,29.17808213370477,oof_reg,25.029
227,2024,3.0,35.776,35.46072243240535,oof_reg,35.776
227,2025,24.0,28.22,20.297107821348945,oof_reg,28.22
228,2010,40.0,23.478,19.288182586619588,oof_reg,
228,2011,40.0,18.424,23.91824466195447,oof_reg,
228,2012,40.0,11.162,15.609275979754775,oof_reg,
228,2013,40.0,24.112,24.79017870349179,oof_reg,
228,2014,40.0,30.21,23.89084532022088,oof_reg,
228,2015,40.0,16.277,19.629028092469387,oof_reg,
228,2016,40.0,15.54,23.757024360297116,oof_reg,
228,2017,40.0,30.466,26.32963632896387,oof_reg,
228,2018,16.0,64.855,20.18291532722731,oof_reg,64.855
228,2019,36.0,22.165,26.413485576207883,oof_reg,22.165
228,2020,44.0,20.305,27.136022316144583,oof_reg,20.305
228,2021,44.0,37.058,39.88631643829802,oof_reg,37.058
228,2022,43.0,32.991,27.477880908777717,oof_reg,32.991
228,2023,44.0,22.995,21.16866530446764,oof_reg,22.995
228,2024,40.0,26.042,33.75394115761082,oof_reg,26.042
228,2025,43.0,35.23,32.134974199261094,oof_reg,35.23
229,2010,40.0,14.924,16.068249567448454,oof_reg,
229,2011,40.0,16.809,15.297990501265708,oof_reg,
229,2012,40.0,9.024,14.647808443314666,oof_reg,
229,2013,40.0,18.671,25.817598725645954,oof_reg,
229,2014,40.0,18.888,16.755238348380182,oof_reg,
229,2015,40.0,16.917,17.003342862954355,oof_reg,
229,2016,40.0,15.335,14.991806078227397,oof_reg,
229,2017,40.0,23.881,23.539684541389622,oof_reg,
229,2018,16.0,28.837,19.296600200264184,oof_reg,28.837
229,2019,36.0,16.983,21.101079923507783,oof_reg,16.983
229,2020,44.0,22.21,24.743395451100916,oof_reg,22.21
229,2021,44.0,24.469,27.71055507791704,oof_reg,24.469
229,2022,43.0,26.656,22.34640523016138,oof_reg,26.656
229,2023,44.0,20.76,22.84683522806704,oof_reg,20.76
229,2024,40.0,20.838,26.609973558076774,oof_reg,20.838
229,2025,43.0,31.488,29.568692449875247,oof_reg,31.488
230,2010,40.0,25.814,23.061765433422774,oof_reg,
230,2011,40.0,17.643,21.020452246022725,oof_reg,
230,2012,40.0,22.159,26.26470032161089,oof_reg,
230,2013,40.0,28.546,23.42471146138051,oof_reg,
230,2014,40.0,20.745,23.343090054654372,oof_reg,
230,2015,40.0,20.985,21.662957050151057,oof_reg,
230,2016,40.0,21.473,19.32489648428931,oof_reg,
230,2017,40.0,28.902,27.42199246579516,oof_reg,
230,2018,40.0,16.839,23.341161539139858,oof_reg,16.839
230,2019,44.0,39.929,32.65239769965198,oof_reg,39.929
230,2020,21.0,12.317,17.308360312846986,oof_reg,12.317
230,2021,44.0,31.34,34.40303026060357,oof_reg,31.34
230,2022,40.0,31.92,26.697708829347317,oof_reg,31.92
230,2023,43.0,15.378,18.52320281224805,oof_reg,15.378
230,2024,40.0,31.278,30.95385384863316,oof_reg,31.278
230,2025,43.0,29.788,29.477473369662764,oof_reg,29.788
231,2010,40.0,27.244,22.458619129920287,oof_reg,
231,2011,40.0,16.755,18.47549946902054,oof_reg,
231,2012,40.0,17.558,16.991722560249578,oof_reg,
231,2013,40.0,22.302,26.7159200414926,oof_reg,
231,2014,40.0,26.751,24.55279176131168,oof_reg,
231,2015,40.0,19.308,20.08101518075832,oof_reg,
231,2016,40.0,33.901,25.83398224628987,oof_reg,
231,2017,43.0,22.209,19.64129200593333,oof_reg,
231,2018,36.0,9.584,22.899886367908564,oof_reg,9.584
231,2019,44.0,42.558,34.78310438798052,oof_reg,42.558
231,2020,21.0,16.897,16.57908108536956,oof_reg,16.897
231,2021,44.0,34.016,33.74450799538345,oof_reg,34.016
231,2022,44.0,22.88,21.67970541740513,oof_reg,22.88
231,2023,40.0,22.106,22.64567088465462,oof_reg,22.106
231,2024,43.0,36.423,35.81754013837877,oof_reg,36.423
231,2025,24.0,24.7,22.16823821979001,oof_reg,24.7
232,2010,40.0,20.457,22.668309448171307,oof_reg,
232,2011,40.0,17.736,18.20876668067307,oof_reg,
232,2012,40.0,23.602,26.20770732398042,oof_reg,
232,2013,40.0,23.915,25.47227404874908,oof_reg,
232,2014,40.0,24.254,23.91408707355581,oof_reg,
232,2015,40.0,13.354,17.418419347093185,oof_reg,
232,2016,40.0,22.876,21.206942486229828,oof_reg,
232,2017,43.0,27.603,31.66238064511401,oof_reg,
232,2018,36.0,12.02,22.42773793849636,oof_reg,12.02
232,2019,44.0,41.161,30.35647131577845,oof_reg,41.161
232,2020,21.0,18.421,14.409773379706628,oof_reg,18.421
232,2021,44.0,29.818,36.57973476425234,oof_reg,29.818
232,2022,44.0,18.508,18.003532667917202,oof_reg,18.508
232,2023,40.0,23.085,24.412862412360543,oof_reg,23.085
232,2024,43.0,41.416,33.45734349341862,oof_reg,41.416
232,2025,24.0,24.7,19.589428527788137,oof_reg,24.7
233,2010,40.0,29.024,23.909465455295965,oof_reg,
233,2011,40.0,21.271,21.62054111370945,oof_reg,
233,2012,40.0,19.567,19.08746229594154,oof_reg,
233,2013,40.0,15.523,18.45527052531864,oof_reg,
233,2014,40.0,24.834,34.250739176211525,oof_reg,
233,2015,40.0,22.576,22.652821418422604,oof_reg,
233,2016,40.0,22.677,20.230960294919573,oof_reg,
233,2017,40.0,20.928,19.50925396776752,oof_reg,
233,2018,40.0,19.316,25.139836029646933,oof_reg,19.316
233,2019,40.0,25.64,25.922367316125783,oof_reg,25.64
233,2020,43.0,17.5,20.744589705077725,oof_reg,17.5
