field_id,year,crop_id,std_name,target_yield_t_ha,target_source,unit_fix_applied,kept
211,2001,,,,no_data,False,False
211,2002,,,,no_data,False,False
211,2003,,,,no_data,False,False
211,2004,,,,no_data,False,False
211,2005,,,,no_data,False,False
211,2006,,,,no_data,False,False
211,2007,,,,no_data,False,False
211,2008,,,,no_data,False,False
211,2009,,,,no_data,False,False
211,2010,,,,no_data,False,False
211,2011,,,,no_data,False,False
211,2012,,,,no_data,False,False
211,2013,,,,no_data,False,False
211,2014,,,,no_data,False,False
211,2015,,,,no_data,False,False
211,2016,,,,no_data,False,False
211,2017,44.0,wheat_winter,2.4379999999999997,productivity_normalized,True,True
211,2018,,,,no_data,False,False
211,2019,40.0,sunflower,1.8679999999999999,productivity_normalized,True,True
211,2020,44.0,wheat_winter,3.19,productivity_normalized,False,True
211,2021,40.0,sunflower,2.1389247311827955,physical_harvested_weight,False,True
211,2022,43.0,wheat_spring,3.4704,estimate_normalized,True,True
211,2023,,,,no_data,False,False
211,2024,,,,no_data,False,False
211,2025,,,,no_data,False,False
211,2026,,,,no_data,False,False
211,2027,,,,no_data,False,False
211,2028,,,,no_data,False,False
211,2029,,,,no_data,False,False
211,2030,,,,no_data,False,False
212,2000,40.0,sunflower,,no_data,False,False
212,2001,40.0,sunflower,,no_data,False,False
212,2002,40.0,sunflower,,no_data,False,False
212,2003,40.0,sunflower,,no_data,False,False
212,2004,40.0,sunflower,,no_data,False,False
212,2005,40.0,sunflower,,no_data,False,False
212,2006,40.0,sunflower,,no_data,False,False
212,2007,40.0,sunflower,,no_data,False,False
212,2008,40.0,sunflower,,no_data,False,False
212,2009,40.0,sunflower,,no_data,False,False
212,2010,40.0,sunflower,2.5728999999999997,estimate_normalized,True,True
212,2011,40.0,sunflower,2.1887,estimate_normalized,True,True
212,2012,40.0,sunflower,2.4481,estimate_normalized,True,True
212,2013,40.0,sunflower,2.199,estimate_normalized,True,True
212,2014,40.0,sunflower,2.45,estimate_normalized,True,True
212,2015,40.0,sunflower,1.6854,estimate_normalized,True,True
212,2016,40.0,sunflower,2.7669,estimate_normalized,True,True
212,2017,40.0,sunflower,1.6862,estimate_normalized,True,True
212,2018,40.0,sunflower,1.3272,estimate_normalized,True,True
212,2019,40.0,sunflower,2.478,estimate_normalized,True,True
212,2020,43.0,wheat_spring,1.3132,estimate_normalized,True,True
212,2021,40.0,sunflower,3.3983823529411765,physical_harvested_weight,False,True
212,2022,43.0,wheat_spring,3.1773529411764705,physical_harvested_weight,False,True
212,2023,43.0,wheat_spring,2.9445588235294116,physical_harvested_weight,False,True
212,2024,40.0,sunflower,1.9008823529411762,physical_harvested_weight,False,True
212,2025,43.0,wheat_spring,1.7024264705882353,physical_harvested_weight,False,True
212,2026,40.0,sunflower,,no_data,False,False
212,2027,43.0,wheat_spring,,no_data,False,False
212,2028,,,,no_data,False,False
212,2029,,,,no_data,False,False
212,2030,,,,no_data,False,False
213,2000,40.0,sunflower,,no_data,False,False
213,2001,40.0,sunflower,,no_data,False,False
213,2002,40.0,sunflower,,no_data,False,False
213,2003,40.0,sunflower,,no_data,False,False
213,2004,40.0,sunflower,,no_data,False,False
213,2005,40.0,sunflower,,no_data,False,False
213,2006,40.0,sunflower,,no_data,False,False
213,2007,40.0,sunflower,,no_data,False,False
213,2008,40.0,sunflower,,no_data,False,False
213,2009,40.0,sunflower,,no_data,False,False
213,2010,40.0,sunflower,2.1619,estimate_normalized,True,True
213,2011,40.0,sunflower,1.984,estimate_normalized,True,True
213,2012,40.0,sunflower,1.6418,estimate_normalized,True,True
213,2013,40.0,sunflower,2.0484,estimate_normalized,True,True
213,2014,40.0,sunflower,2.4244,estimate_normalized,True,True
213,2015,40.0,sunflower,2.1305,estimate_normalized,True,True
213,2016,40.0,sunflower,2.4173999999999998,estimate_normalized,True,True
213,2017,40.0,sunflower,2.4459,estimate_normalized,True,True
213,2018,40.0,sunflower,2.6765,estimate_normalized,True,True
213,2019,20.0,oil_seed_raps_spring,1.9759,estimate_normalized,True,True
213,2020,43.0,wheat_spring,5.78,productivity_normalized,False,True
213,2021,43.0,wheat_spring,1.3155714285714286,physical_harvested_weight,False,True
213,2022,40.0,sunflower,1.4814285714285713,physical_harvested_weight,False,True
213,2023,43.0,wheat_spring,1.6768999999999998,estimate_normalized,True,True
213,2024,9.0,fallow,,no_data,False,False
213,2025,3.0,barley_spring,1.53,physical_harvested_weight,False,True
213,2026,46.0,nan,,no_data,False,False
213,2027,46.0,nan,,no_data,False,False
213,2028,,,,no_data,False,False
213,2029,,,,no_data,False,False
213,2030,,,,no_data,False,False
214,2000,40.0,sunflower,,no_data,False,False
214,2001,40.0,sunflower,,no_data,False,False
214,2002,40.0,sunflower,,no_data,False,False
214,2003,40.0,sunflower,,no_data,False,False
214,2004,40.0,sunflower,,no_data,False,False
214,2005,40.0,sunflower,,no_data,False,False
214,2006,40.0,sunflower,,no_data,False,False
214,2007,40.0,sunflower,,no_data,False,False
214,2008,40.0,sunflower,,no_data,False,False
214,2009,40.0,sunflower,,no_data,False,False
214,2010,40.0,sunflower,1.955,estimate_normalized,True,True
214,2011,40.0,sunflower,2.053,estimate_normalized,True,True
214,2012,40.0,sunflower,1.6657,estimate_normalized,True,True
214,2013,40.0,sunflower,2.064,estimate_normalized,True,True
214,2014,40.0,sunflower,2.6513,estimate_normalized,True,True
214,2015,40.0,sunflower,2.2145,estimate_normalized,True,True
214,2016,40.0,sunflower,2.3114,estimate_normalized,True,True
214,2017,40.0,sunflower,2.4927,estimate_normalized,True,True
214,2018,40.0,sunflower,2.665,estimate_normalized,True,True
214,2019,40.0,sunflower,2.1573,estimate_normalized,True,True
214,2020,43.0,wheat_spring,3.19,productivity_normalized,False,True
214,2021,43.0,wheat_spring,1.5857777777777777,physical_harvested_weight,False,True
214,2022,40.0,sunflower,1.0022222222222221,physical_harvested_weight,False,True
214,2023,43.0,wheat_spring,1.6103999999999998,estimate_normalized,True,True
214,2024,9.0,fallow,,no_data,False,False
214,2025,3.0,barley_spring,1.53,physical_harvested_weight,False,True
214,2026,46.0,nan,,no_data,False,False
214,2027,46.0,nan,,no_data,False,False
214,2028,,,,no_data,False,False
214,2029,,,,no_data,False,False
214,2030,,,,no_data,False,False
215,2000,40.0,sunflower,,no_data,False,False
215,2001,40.0,sunflower,,no_data,False,False
215,2002,40.0,sunflower,,no_data,False,False
215,2003,40.0,sunflower,,no_data,False,False
215,2004,40.0,sunflower,,no_data,False,False
215,2005,40.0,sunflower,,no_data,False,False
215,2006,40.0,sunflower,,no_data,False,False
215,2007,40.0,sunflower,,no_data,False,False
215,2008,40.0,sunflower,,no_data,False,False
215,2009,40.0,sunflower,,no_data,False,False
215,2010,40.0,sunflower,2.5285,estimate_normalized,True,True
215,2011,40.0,sunflower,2.2013000000000003,estimate_normalized,True,True
215,2012,40.0,sunflower,1.9233,estimate_normalized,True,True
215,2013,40.0,sunflower,1.1653,estimate_normalized,True,True
215,2014,40.0,sunflower,2.6138000000000003,estimate_normalized,True,True
215,2015,40.0,sunflower,1.4253,estimate_normalized,True,True
215,2016,40.0,sunflower,1.9726,estimate_normalized,True,True
215,2017,20.0,oil_seed_raps_spring,3.08,productivity_normalized,False,True
215,2018,40.0,sunflower,2.353,estimate_normalized,True,True
215,2019,40.0,sunflower,1.672,productivity_normalized,True,True
215,2020,43.0,wheat_spring,1.409,productivity_normalized,True,True
215,2021,40.0,sunflower,2.9865822784810128,physical_harvested_weight,False,True
215,2022,43.0,wheat_spring,2.858987341772152,physical_harvested_weight,False,True
215,2023,3.0,barley_spring,2.2745063291139243,physical_harvested_weight,False,True
215,2024,44.0,wheat_winter,4.476708860759494,physical_harvested_weight,False,True
215,2025,40.0,sunflower,3.0739240506329115,physical_harvested_weight,False,True
215,2026,3.0,barley_spring,,no_data,False,False
215,2027,3.0,barley_spring,,no_data,False,False
215,2028,,,,no_data,False,False
215,2029,,,,no_data,False,False
215,2030,,,,no_data,False,False
216,2000,40.0,sunflower,,no_data,False,False
216,2001,40.0,sunflower,,no_data,False,False
216,2002,40.0,sunflower,,no_data,False,False
216,2003,40.0,sunflower,,no_data,False,False
216,2004,40.0,sunflower,,no_data,False,False
216,2005,40.0,sunflower,,no_data,False,False
216,2006,40.0,sunflower,,no_data,False,False
216,2007,40.0,sunflower,,no_data,False,False
216,2008,40.0,sunflower,,no_data,False,False
216,2009,40.0,sunflower,,no_data,False,False
