field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_calculated_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_p10_max_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_srad_mean_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_gdd_wheat_to_asof,wx_hot_d30_to_asof,wx_hot_d35_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_precip_sum_last30d,wx_srad_sum_last30d,wx_et0_sum_last30d,wx_vpd_max_last30d,wx_temp_max_last30d,wx_apr_precip,wx_apr_temp_mean,wx_apr_temp_max,wx_apr_srad,wx_apr_et0,wx_apr_vpd_max,wx_apr_hot_d30,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_may_hot_d30,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years
215,2014,40.0,40.0,2.6138000000000003,estimate_normalized,True,79.0,78.14849,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,41.0,0.6211219512195121,0.74,0.371,0.1138405378357346,0.546,0.72,0.73525,0.0042212869851092,0.697,25.466,161.0,0.369,33.0,1,99,40__40,12.041758241758242,31.3,194.2,1943.2,21.353846153846153,3.0,1.3321978021978025,15,341.28,-147.07999999999998,581.9,745.3999999999999,4,0,66,14,2,72.0,721.9599999999999,135.32999999999996,3.0,31.3,62.0,6.58,19.5,525.82,83.65,1.79,0,60.2,11.893548387096772,25.3,695.42,122.3,2.24,0,72.0,17.65666666666667,31.3,721.96,135.33,3.0,4,0.26095420063567387,0.38006481481481486,0.11687040816326522,0.11727448979591837,0.20926285346858653,7
216,2014,40.0,40.0,2.9909,estimate_normalized,True,37.0,37.51924,6.4,3.71,242.68,688.96085,7.64,540.0,40.0,0.4929,0.748,0.181,0.2136115399504436,0.27225,0.70675,0.7442500000000001,0.0087018669256424,0.747,19.716,179.0,0.567,22.0,1,99,40__40,12.542857142857146,31.9,194.2,1943.2,21.353846153846153,3.09,1.363076923076923,16,346.02,-151.82,623.6,789.1,4,0,66,14,2,72.0,721.9599999999999,137.08999999999995,3.09,31.9,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,0.043590387785122205,0.09121258503401353,-0.029763888888888895,0.07320034013605436,0.07243403523913725,7
217,2014,40.0,40.0,3.0689,estimate_normalized,True,408.0,408.48131,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,45.0,0.3060222222222222,0.67,0.159,0.1503494431706629,0.185,0.443,0.6194999999999999,0.0047746717636535,0.67,13.771,180.0,0.511,7.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,-0.016817619909467917,0.08699024943310651,-0.11641017316017321,0.08699024943310651,-0.03630557831117896,7
218,2014,40.0,40.0,2.1887,estimate_normalized,True,39.0,39.30376,7.2,3.87,198.74,289.9543,4.86,390.0,43.0,0.3827441860465116,0.606,0.156,0.1513837097658695,0.2309999999999999,0.539,0.59425,0.0062254195026619,0.606,16.458000000000002,179.0,0.4499999999999999,13.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,0.03531645857987221,0.08825595238095235,-0.0032159863945577793,0.015988945578231384,0.03415177850305402,7
219,2014,40.0,40.0,2.3038,estimate_normalized,True,210.0,209.86423,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,45.0,0.3652222222222221,0.752,0.156,0.2252133693376018,0.172,0.609,0.7422499999999999,0.0073735856734791,0.752,16.435,180.0,0.596,14.0,1,99,40__40,12.26923076923077,31.8,194.2,1943.2,21.353846153846153,3.25,1.4175824175824177,18,350.51000000000005,-156.31000000000006,604.7,767.4,4,0,66,14,2,72.0,721.9599999999999,138.58,3.25,31.8,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,0.061275428838111545,0.20427172232529367,-0.018512499999999987,0.1701423469387754,0.13102305158937813,7
220,2014,40.0,40.0,2.0431,estimate_normalized,True,25.0,24.0006,7.3,3.74,197.06,380.11444,6.0,420.0,38.0,0.4873684210526315,0.711,0.165,0.2013819911789312,0.28225,0.698,0.7096666666666667,0.0078304816823423,0.701,18.52,172.0,0.5459999999999999,20.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,0.07766219391771552,0.1645094627594627,0.015000000000000013,0.06824773242630378,0.09244058952951806,7
222,2014,40.0,40.0,2.3248,estimate_normalized,True,62.0,62.12991,6.9,3.725,206.315,278.80506,4.845,420.0,43.0,0.5784883720930233,0.735,0.265,0.1559005902838032,0.398,0.726,0.73225,0.0059416518075732,0.712,24.875,173.0,0.47,29.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,0.21533119496496195,0.34336527777777776,0.1243738095238095,0.1243738095238095,0.19751949997596255,7
223,2014,40.0,40.0,2.4033,estimate_normalized,True,70.0,70.93112,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,40.0,0.5927,0.733,0.253,0.1474513818178724,0.4187499999999999,0.72025,0.731,0.0055800564990096,0.7,23.708,170.0,0.48,28.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,0.2255132477175517,0.40656388888888895,0.09327392290249437,0.09327392290249437,0.18196676734641015,7
224,2014,40.0,40.0,2.6593,estimate_normalized,True,104.0,106.08424,6.5,3.808,191.728,598.903534,18.618,516.0,41.0,0.4129268292682926,0.725,0.169,0.1694804672886686,0.252,0.552,0.69225,0.0069090068058359,0.725,16.93,182.0,0.5559999999999999,14.0,1,99,40__40,12.542857142857146,31.9,194.2,1943.2,21.353846153846153,3.09,1.363076923076923,16,346.02,-151.82,623.6,789.1,4,0,66,14,2,72.0,721.9599999999999,137.08999999999995,3.09,31.9,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,0.03562920320420322,0.10498968253968255,-0.03965182436611003,0.07674002267573699,0.031393525698287635,7
226,2014,40.0,40.0,2.2283,estimate_normalized,True,40.0,41.00801,7.2,3.79,218.81,806.48818,8.56,420.0,40.0,0.555375,0.724,0.228,0.1666752362380206,0.442,0.7115,0.7202500000000001,0.006070396554837,0.715,22.215,175.0,0.496,23.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,0.17600042310620315,0.273725,0.08091269841269838,0.09848843537414964,0.1666889762597469,7
227,2014,40.0,40.0,2.401,estimate_normalized,True,346.0,348.50924,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,50.0,0.34676,0.69,0.161,0.19846768603478,0.1825,0.568,0.6828000000000001,0.0064172301072336,0.689,17.338,180.0,0.5289999999999999,14.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,0.020573695296738605,0.10820198412698412,-0.09976700680272116,0.08376689342403631,0.035205835632621335,7
228,2014,40.0,40.0,3.021,estimate_normalized,True,59.0,55.06353,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,38.0,0.3495263157894736,0.641,0.205,0.1314461540431761,0.23875,0.43275,0.6146666666666666,0.0042216770703402,0.641,13.281999999999998,182.0,0.436,8.0,1,99,40__40,12.542857142857146,31.9,194.2,1943.2,21.353846153846153,3.09,1.363076923076923,16,346.02,-151.82,623.6,789.1,4,0,66,14,2,72.0,721.9599999999999,137.08999999999995,3.09,31.9,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,-0.03462141294368477,0.045558503401360584,-0.20225060125060124,0.045558503401360584,-0.07757861225298202,7
229,2014,40.0,40.0,1.8888000000000005,estimate_normalized,True,12.0,9.82891,6.4,2.36,225.3,220.85171,12.11,480.0,40.0,0.3120249999999999,0.576,0.086,0.1400318691405638,0.15525,0.437,0.5317500000000001,0.0047874218825942,0.576,12.480999999999998,182.0,0.49,3.0,1,99,40__40,12.542857142857146,31.9,194.2,1943.2,21.353846153846153,3.09,1.363076923076923,16,346.02,-151.82,623.6,789.1,4,0,66,14,2,72.0,721.9599999999999,137.08999999999995,3.09,31.9,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,-0.0011835882335882505,0.08607916666666665,-0.09555447330447325,0.048904761904761895,-0.032909699713866404,7
230,2014,40.0,40.0,2.0745,estimate_normalized,True,223.0,222.45567,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,46.0,0.374195652173913,0.726,0.148,0.2120545068941942,0.19,0.58775,0.7235,0.0072204936212449,0.726,17.213,180.0,0.578,15.0,1,99,40__40,12.26923076923077,31.8,194.2,1943.2,21.353846153846153,3.25,1.4175824175824177,18,350.51000000000005,-156.31000000000006,604.7,767.4,4,0,66,14,2,72.0,721.9599999999999,138.58,3.25,31.8,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,0.0562970205757083,0.16677519583591016,-0.012972023809523836,0.12558231292517008,0.1141916418489548,7
231,2014,40.0,40.0,2.6751,estimate_normalized,True,235.0,231.50464,7.2625,3.685,204.0575,646.09227125,9.26,453.75,46.0,0.3716086956521738,0.724,0.161,0.2138856336274405,0.19225,0.63025,0.70675,0.0068917286371763,0.724,17.093999999999998,182.0,0.563,14.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,0.01936987748869809,0.1224040404040404,-0.06739213564213559,0.08146230158730161,0.053421531853759745,7
232,2014,40.0,40.0,2.4254,estimate_normalized,True,296.0,296.88138,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,46.0,0.3586086956521739,0.745,0.149,0.216577978552647,0.18375,0.5872499999999999,0.734,0.0068441768329627,0.745,16.496,182.0,0.596,14.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,0.015181294722872805,0.09989863945578237,-0.05228611111111109,0.09562500000000007,0.03702207280625649,7
233,2014,40.0,40.0,2.4834,estimate_normalized,True,39.0,38.82,6.7,3.57,211.75,698.55237,6.06,510.0,42.0,0.6534047619047618,0.801,0.328,0.111953659529674,0.59525,0.738,0.77775,0.00363669399138,0.691,27.443,153.0,0.473,37.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,0.2801964374167499,0.383679761904762,0.10239563492063497,0.10239563492063497,0.21421742179117176,7
234,2014,40.0,40.0,2.2455,estimate_normalized,True,35.0,36.18,6.5,3.73,181.31,492.74302,14.32,480.0,37.0,0.4555135135135135,0.65,0.222,0.116731760337275,0.38,0.532,0.6396666666666667,0.0043652193603693,0.65,16.854,182.0,0.428,11.0,1,99,40__40,12.542857142857146,31.9,194.2,1943.2,21.353846153846153,3.09,1.363076923076923,16,346.02,-151.82,623.6,789.1,4,0,66,14,2,72.0,721.9599999999999,137.08999999999995,3.09,31.9,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,-0.0046255539379051165,0.1356220538720539,-0.16026904761904764,-0.022280272108843646,-0.0845909374807871,7
195,2015,40.0,40.0,0.8484,estimate_normalized,True,123.0,122.42127,6.9,3.6425,225.2,499.4803025,7.5175,427.5,37.0,0.318027027027027,0.511,0.189,0.0773910695617923,0.243,0.358,0.478,0.0018572539998189,0.337,11.767,152.0,0.322,2.0,1,99,40__40,11.852747252747251,31.0,171.0,1989.38,21.86131868131868,2.78,1.3145054945054944,13,333.76,-162.76,650.8000000000001,800.3000000000001,1,0,61,11,1,43.2,759.84,147.26000000000002,2.78,31.0,57.2,3.33,20.0,563.13,71.04,1.54,0,70.6,13.025806451612905,24.5,666.41,115.46,1.98,0,43.2,19.163333333333338,31.0,759.84,147.26,2.78,1,-0.03542344590067803,0.22609722222222228,-0.28099781746031743,-0.28037663690476194,-0.11869273060414638,8
197,2015,40.0,40.0,2.0006,estimate_normalized,True,343.0,343.71311,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,37.0,0.4203783783783784,0.658,0.163,0.2044117930896529,0.206,0.639,0.6556666666666667,0.0092203145428586,0.633,15.554000000000002,168.0,0.495,16.0,1,99,40__40,12.692307692307695,31.9,171.0,1989.38,21.86131868131868,2.87,1.3903296703296704,18,341.65,-170.64999999999998,716.8000000000001,869.3000000000001,3,0,61,11,3,43.2,759.84,150.35000000000002,2.87,31.9,57.2,4.086666666666667,20.7,563.13,72.73,1.59,0,70.6,13.919354838709678,25.4,666.41,118.57,2.11,0,43.2,20.03,31.9,759.84,150.35,2.87,3,0.03510372343568029,0.16477437354312358,-0.04397485119047617,-0.04397485119047617,0.0562031140095285,8
207,2015,40.0,40.0,1.7668,estimate_normalized,True,110.91,110.91329,6.875,3.55,244.935,425.663535,5.4125,412.5,37.0,0.4042702702702702,0.613,0.164,0.1865979416254259,0.193,0.603,0.6126666666666667,0.0083437917457078,0.556,14.957999999999998,162.0,0.4489999999999999,16.0,1,99,40__40,11.852747252747251,31.0,171.0,1989.38,21.86131868131868,2.78,1.3145054945054944,13,333.76,-162.76,650.8000000000001,800.3000000000001,1,0,61,11,1,43.2,759.84,147.26000000000002,2.78,31.0,57.2,3.33,20.0,563.13,71.04,1.54,0,70.6,13.025806451612905,24.5,666.41,115.46,1.98,0,43.2,19.163333333333338,31.0,759.84,147.26,2.78,1,0.023564987068707303,0.18125408653846153,-0.11831944444444431,-0.11831944444444431,0.04949003227922871,8
208,2015,40.0,40.0,1.4288,estimate_normalized,True,130.0,128.21593,6.8,3.916,202.758,706.31834,5.7,504.0,39.0,0.421076923076923,0.592,0.196,0.1437635852426288,0.249,0.5475000000000001,0.5883333333333334,0.006099265338426,0.485,16.422,164.0,0.3959999999999999,19.0,1,99,40__40,11.516483516483516,30.7,140.1,2002.79,22.00868131868132,2.85,1.3194505494505495,16,339.0199999999999,-198.91999999999993,635.5999999999999,782.9,1,0,62,11,1,37.0,764.49,150.67,2.85,30.7,44.5,2.853333333333333,20.8,564.41,70.32,1.58,0,58.6,12.774193548387096,24.3,673.89,118.03,2.05,0,37.0,18.88,30.7,764.49,150.67,2.85,1,0.016923687884014493,0.14154090354090354,-0.1501325396825397,-0.1501325396825397,0.006866200171131199,8
209,2015,40.0,40.0,1.9986,estimate_normalized,True,301.65,301.6502,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,40.0,0.414575,0.682,0.17,0.2031899219326588,0.212,0.64225,0.6775,0.009152377788428,0.682,16.583000000000002,182.0,0.512,18.0,1,99,40__40,12.692307692307695,31.9,171.0,1989.38,21.86131868131868,2.87,1.3903296703296704,18,341.65,-170.64999999999998,716.8000000000001,869.3000000000001,3,0,61,11,3,43.2,759.84,150.35000000000002,2.87,31.9,57.2,4.086666666666667,20.7,563.13,72.73,1.59,0,70.6,13.919354838709678,25.4,666.41,118.57,2.11,0,43.2,20.03,31.9,759.84,150.35,2.87,3,0.05206068010388066,0.1330532967032967,-0.05130729270729267,0.06491562500000003,0.08579830876645,8
210,2015,40.0,40.0,2.4408000000000003,estimate_normalized,True,247.0,245.92428,7.2125,3.72,230.06625,480.10587375,9.455,423.75,41.0,0.3872926829268293,0.685,0.174,0.1566081398224739,0.215,0.496,0.6577500000000001,0.0070066097355332,0.685,15.879,182.0,0.5110000000000001,10.0,1,99,40__40,12.692307692307695,31.9,171.0,1989.38,21.86131868131868,2.87,1.3903296703296704,18,341.65,-170.64999999999998,716.8000000000001,869.3000000000001,3,0,61,11,3,43.2,759.84,150.35000000000002,2.87,31.9,57.2,4.086666666666667,20.7,563.13,72.73,1.59,0,70.6,13.919354838709678,25.4,666.41,118.57,2.11,0,43.2,20.03,31.9,759.84,150.35,2.87,3,-0.006205045296551988,0.059976343795093756,-0.09112062728937725,0.04832103174603175,-0.0175300947181426,8
212,2015,40.0,40.0,1.6854,estimate_normalized,True,136.0,134.83369,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,36.0,0.4738888888888888,0.66,0.17,0.1981554913834892,0.253,0.65,0.6596666666666667,0.0088904073622103,0.66,17.06,180.0,0.49,21.0,1,99,40__40,11.516483516483516,30.7,140.1,2002.79,22.00868131868132,2.85,1.3194505494505495,16,339.0199999999999,-198.91999999999993,635.5999999999999,782.9,1,0,62,11,1,37.0,764.49,150.67,2.85,30.7,44.5,2.853333333333333,20.8,564.41,70.32,1.58,0,58.6,12.774193548387096,24.3,673.89,118.03,2.05,0,37.0,18.88,30.7,764.49,150.67,2.85,1,0.10826747854469793,0.280560989010989,-0.007796825396825413,0.03229166666666672,0.1551795874016856,8
213,2015,40.0,40.0,2.1305,estimate_normalized,True,14.0,16.53751,7.2,3.39,148.5,272.23874,13.42,420.0,35.0,0.4464285714285714,0.69,0.194,0.174231912070302,0.27,0.625,0.672,0.0078815672306322,0.69,15.624999999999998,182.0,0.4959999999999999,17.0,1,99,40__40,12.692307692307695,31.9,171.0,1989.38,21.86131868131868,2.87,1.3903296703296704,18,341.65,-170.64999999999998,716.8000000000001,869.3000000000001,3,0,61,11,3,43.2,759.84,150.35000000000002,2.87,31.9,57.2,4.086666666666667,20.7,563.13,72.73,1.59,0,70.6,13.919354838709678,25.4,666.41,118.57,2.11,0,43.2,20.03,31.9,759.84,150.35,2.87,3,0.03689830474001953,0.08019880952380948,-0.010638321995464828,0.05470431547619048,0.048577069960934756,8
214,2015,40.0,40.0,2.2145,estimate_normalized,True,9.0,10.99122,7.1,3.67,236.12,399.02591,8.82,420.0,35.0,0.4379428571428571,0.69,0.194,0.1692457119705198,0.269,0.616,0.6683333333333333,0.0076453181724775,0.69,15.328,182.0,0.4959999999999999,14.0,1,99,40__40,12.692307692307695,31.9,171.0,1989.38,21.86131868131868,2.87,1.3903296703296704,18,341.65,-170.64999999999998,716.8000000000001,869.3000000000001,3,0,61,11,3,43.2,759.84,150.35000000000002,2.87,31.9,57.2,4.086666666666667,20.7,563.13,72.73,1.59,0,70.6,13.919354838709678,25.4,666.41,118.57,2.11,0,43.2,20.03,31.9,759.84,150.35,2.87,3,0.026330596533485195,0.07505000000000006,-0.009824999999999973,0.04792440476190474,0.032553247329012644,8
215,2015,40.0,40.0,1.4253,estimate_normalized,True,79.0,78.14849,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,34.0,0.3902058823529412,0.519,0.191,0.1157331564194534,0.2655,0.4785,0.508,0.0050676637883489,0.5,13.267,155.0,0.328,2.0,1,99,40__40,12.486813186813189,31.5,171.0,1989.38,21.86131868131868,2.71,1.3195604395604394,14,335.5,-164.5,692.5,845.3000000000001,2,0,61,11,2,43.2,759.84,147.21999999999997,2.71,31.5,57.2,4.003333333333334,20.4,563.13,72.13,1.62,0,70.6,13.716129032258063,25.2,666.41,116.15,2.02,0,43.2,19.7,31.5,759.84,147.22,2.71,2,-0.04013257715819427,0.07080821995464853,-0.13350461309523803,-0.09923204365079363,-0.052777762121311224,8
216,2015,40.0,40.0,2.7174,estimate_normalized,True,37.0,37.51924,6.4,3.71,242.68,688.96085,7.64,540.0,36.0,0.5319444444444446,0.711,0.196,0.1961750839944943,0.36925,0.7022499999999999,0.7086666666666667,0.0093352845503506,0.693,19.15,164.0,0.5149999999999999,22.0,1,99,40__40,12.993406593406592,31.9,171.0,1989.38,21.86131868131868,2.69,1.3476923076923075,16,339.41,-168.41000000000005,734.3,888.8,2,0,61,11,2,43.2,759.84,148.67999999999998,2.69,31.9,57.2,4.4433333333333325,20.9,563.13,72.72,1.64,0,70.6,14.287096774193548,25.6,666.41,118.01,2.07,0,43.2,20.206666666666667,31.9,759.84,148.68,2.69,2,0.0581903296907017,0.13260362811791382,-0.036359693877551,0.01728640873015863,0.08054953756088958,8
217,2015,40.0,40.0,1.251,estimate_normalized,True,408.0,408.48131,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,38.0,0.3283684210526316,0.495,0.179,0.1018480346431133,0.238,0.401,0.49,0.0038965328883393,0.439,12.478,162.0,0.316,0.0,1,99,40__40,11.516483516483516,30.7,140.1,2002.79,22.00868131868132,2.85,1.3194505494505495,16,339.0199999999999,-198.91999999999993,635.5999999999999,782.9,1,0,62,11,1,37.0,764.49,150.67,2.85,30.7,44.5,2.853333333333333,20.8,564.41,70.32,1.58,0,58.6,12.774193548387096,24.3,673.89,118.03,2.05,0,37.0,18.88,30.7,764.49,150.67,2.85,1,-0.015890622427229564,0.13824206349206353,-0.18846562499999997,-0.1722942460317461,-0.05650224796532831,8
218,2015,40.0,40.0,1.8712,estimate_normalized,True,39.0,39.30376,7.2,3.87,198.74,289.9543,4.86,390.0,34.0,0.4030882352941177,0.63,0.187,0.16583077264401,0.2335,0.5555000000000001,0.6243333333333333,0.0077311619856816,0.63,13.705000000000002,182.0,0.443,14.0,1,99,40__40,11.516483516483516,30.7,140.1,2002.79,22.00868131868132,2.85,1.3194505494505495,16,339.0199999999999,-198.91999999999993,635.5999999999999,782.9,1,0,62,11,1,37.0,764.49,150.67,2.85,30.7,44.5,2.853333333333333,20.8,564.41,70.32,1.58,0,58.6,12.774193548387096,24.3,673.89,118.03,2.05,0,37.0,18.88,30.7,764.49,150.67,2.85,1,0.011763144207584151,0.05894883935508938,-0.1085726844583988,0.030276785714285714,0.02208730669380224,8
219,2015,40.0,40.0,2.5288,estimate_normalized,True,210.0,209.86423,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,39.0,0.4101282051282051,0.711,0.172,0.2038918993985984,0.1985,0.613,0.6973333333333332,0.0091907411214472,0.711,15.995,182.0,0.5389999999999999,18.0,1,99,40__40,12.692307692307695,31.9,171.0,1989.38,21.86131868131868,2.87,1.3903296703296704,18,341.65,-170.64999999999998,716.8000000000001,869.3000000000001,3,0,61,11,3,43.2,759.84,150.35000000000002,2.87,31.9,57.2,4.086666666666667,20.7,563.13,72.73,1.59,0,70.6,13.919354838709678,25.4,666.41,118.57,2.11,0,43.2,20.03,31.9,759.84,150.35,2.87,3,0.04810580122936795,0.124859375,-0.032876373626373634,0.09174955357142855,0.08049255132043281,8
220,2015,40.0,40.0,2.3007,estimate_normalized,True,25.0,24.0006,7.3,3.74,197.06,380.11444,6.0,420.0,34.0,0.4730294117647058,0.673,0.177,0.1847151201324254,0.27425,0.6577500000000001,0.669,0.0082245884760944,0.673,16.083,182.0,0.496,17.0,1,99,40__40,11.516483516483516,30.7,140.1,2002.79,22.00868131868132,2.85,1.3194505494505495,16,339.0199999999999,-198.91999999999993,635.5999999999999,782.9,1,0,62,11,1,37.0,764.49,150.67,2.85,30.7,44.5,2.853333333333333,20.8,564.41,70.32,1.58,0,58.6,12.774193548387096,24.3,673.89,118.03,2.05,0,37.0,18.88,30.7,764.49,150.67,2.85,1,0.01912505095583831,0.08836649659863943,-0.0680276033490319,0.026356696428571524,0.018201586782578355,8
