field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_hot_d30_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_apr_precip,wx_apr_srad,wx_apr_et0,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,wx_aug_precip,wx_aug_temp_mean,wx_aug_temp_max,wx_aug_srad,wx_aug_et0,wx_aug_vpd_max,wx_aug_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years
209,2017,44.0,40.0,2.22,productivity_normalized,True,301.65,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,81.0,0.4178518518518519,0.65,0.183,0.1592628164977402,0.277,0.581,0.0022290905745741,0.271,33.846000000000004,211.0,0.467,28.0,1,99,40__44,15.96470588235294,34.8,190.6,3315.5,4.17,1.881437908496732,67,660.4599999999999,-469.8599999999999,1608.5,18,108,19,7,49.2,541.91,77.05,25.5,14.038709677419355,29.9,733.58,146.23,3.49,32.1,21.03,33.4,709.78,157.02,3.95,11,63.4,20.296774193548387,34.8,695.12,144.08,4.17,4,20.4,18.506451612903227,32.6,635.11,136.08,3.64,3,-0.0307740249634624,0.0402666666666666,-0.1362770757020757,-0.1359663802863802,-0.0637864316794316,10
210,2017,44.0,40.0,2.002,productivity_normalized,True,247.0,7.2125,3.72,230.06625,480.10587375,9.455,423.75,81.0,0.4600864197530864,0.691,0.192,0.1490168767914001,0.328,0.575,0.0002900022478956,0.269,37.267,165.0,0.4989999999999999,38.0,1,99,40__44,15.96470588235294,34.8,190.6,3315.5,4.17,1.881437908496732,67,660.4599999999999,-469.8599999999999,1608.5,18,108,19,7,49.2,541.91,77.05,25.5,14.038709677419355,29.9,733.58,146.23,3.49,32.1,21.03,33.4,709.78,157.02,3.95,11,63.4,20.296774193548387,34.8,695.12,144.08,4.17,4,20.4,18.506451612903227,32.6,635.11,136.08,3.64,3,-0.0103034684011012,0.2031510137085135,-0.2063435009435008,-0.204852654012654,-0.1828470673354423,10
211,2017,44.0,,2.4379999999999997,productivity_normalized,True,93.0,6.245,4.8,25.325,403.5,,342.0,73.0,0.419013698630137,0.603,0.185,0.1185793177871591,0.32,0.517,4.8029287979773095e-05,0.267,30.588,178.0,0.418,28.0,99,99,-1__44,15.96470588235294,34.8,190.6,3315.5,4.17,1.881437908496732,67,660.4599999999999,-469.8599999999999,1608.5,18,108,19,7,49.2,541.91,77.05,25.5,14.038709677419355,29.9,733.58,146.23,3.49,32.1,21.03,33.4,709.78,157.02,3.95,11,63.4,20.296774193548387,34.8,695.12,144.08,4.17,4,20.4,18.506451612903227,32.6,635.11,136.08,3.64,3,-0.0313465064056528,0.1978992945326279,-0.2659621794871794,-0.1838413894438894,-0.1788481355727605,10
215,2017,20.0,40.0,3.08,productivity_normalized,False,79.0,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,75.0,0.51428,0.699,0.157,0.1582515769273722,0.4285,0.646,0.002744725944765,0.501,38.571,195.0,0.5419999999999999,47.0,1,99,40__20,15.497385620915033,35.1,246.90000000000003,3273.63,4.19,1.8612418300653593,65,623.29,-376.38999999999993,1539.1,17,100,19,6,56.0,531.28,73.51,37.6,13.432258064516128,29.5,726.16,135.7,3.34,39.0,20.51,33.1,702.21,147.64,3.79,10,89.80000000000001,19.799999999999997,35.1,685.97,136.2,4.19,4,24.5,18.37741935483871,33.2,628.01,130.24,3.68,3,0.0339833856085046,0.0958806277056277,-0.0681071428571428,0.0493434859584859,0.0665021242939893,10
216,2017,20.0,40.0,2.26,productivity_normalized,False,37.0,6.4,3.71,242.68,688.96085,7.64,540.0,68.0,0.5698382352941177,0.741,0.199,0.1508409378718598,0.5065,0.70875,0.0020082533821443,0.482,38.749,172.0,0.542,51.0,1,99,40__20,15.497385620915033,35.1,246.90000000000003,3273.63,4.19,1.8612418300653593,65,622.47,-375.57,1539.1,17,100,19,6,56.0,531.28,73.35,37.6,13.432258064516128,29.5,726.16,135.54,3.34,39.0,20.51,33.1,702.21,147.49,3.79,10,89.80000000000001,19.799999999999997,35.1,685.97,135.98,4.19,4,24.5,18.37741935483871,33.2,628.01,130.11,3.68,3,0.0226311523444079,0.1203072310405643,-0.0296973376623376,-0.0246929678654678,-0.0020978866760811,10
217,2017,20.0,40.0,0.8960000000000001,productivity_normalized,True,408.0,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,79.0,0.4604303797468355,0.7,0.159,0.1825927670274534,0.296,0.6405000000000001,0.0041065732563335,0.562,36.374,200.0,0.5409999999999999,38.0,1,99,40__20,14.961437908496734,33.6,194.4,3320.66,3.76,1.759411764705883,59,645.92,-451.52,1471.0,11,108,19,4,45.1,549.77,74.68,29.9,12.935483870967742,29.1,735.9300000000001,141.1,3.37,32.7,20.023333333333333,32.2,708.03,154.27,3.65,7,66.5,19.274193548387096,33.6,697.63,140.59,3.76,3,20.2,17.703225806451613,31.6,629.3,135.28,3.41,1,0.0062045582460432,0.1418823015873015,-0.1785055128205128,0.1304124517149516,0.1072891106424439,10
219,2017,44.0,40.0,1.873,productivity_normalized,True,210.0,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,76.0,0.4502236842105263,0.705,0.19,0.1767695197800477,0.24025,0.60525,-0.0004644742449984,0.217,34.217,165.0,0.5149999999999999,35.0,1,99,40__44,15.96470588235294,34.8,190.6,3315.5,4.17,1.881437908496732,67,660.4599999999999,-469.8599999999999,1608.5,18,108,19,7,49.2,541.91,77.05,25.5,14.038709677419355,29.9,733.58,146.23,3.49,32.1,21.03,33.4,709.78,157.02,3.95,11,63.4,20.296774193548387,34.8,695.12,144.08,4.17,4,20.4,18.506451612903227,32.6,635.11,136.08,3.64,3,0.0095455756675423,0.2813821869488537,-0.2683562484737485,-0.2034003904428904,-0.2105830565334136,10
220,2017,20.0,40.0,1.93,productivity_normalized,False,25.0,7.3,3.74,197.06,380.11444,6.0,420.0,66.0,0.5165757575757576,0.651,0.274,0.0951579326150878,0.50125,0.569,0.0014520134865709,0.49,34.094,189.0,0.377,51.0,1,99,40__20,14.961437908496734,33.6,194.4,3320.66,3.76,1.759411764705883,59,645.92,-451.52,1471.0,11,108,19,4,45.1,549.77,74.68,29.9,12.935483870967742,29.1,735.9300000000001,141.1,3.37,32.7,20.023333333333333,32.2,708.03,154.27,3.65,7,66.5,19.274193548387096,33.6,697.63,140.59,3.76,3,20.2,17.703225806451613,31.6,629.3,135.28,3.41,1,0.0228269983307291,0.1795216049382716,-0.1242316142191143,0.0232163986013986,0.0158627262769909,10
221,2017,20.0,,1.06,productivity_normalized,False,8.0,,,,,,,68.0,0.5759852941176472,0.732,0.177,0.1471601261378689,0.5245,0.70175,0.0020080009315863,0.508,39.16700000000001,187.0,0.5549999999999999,54.0,99,99,-1__20,15.497385620915033,35.1,246.90000000000003,3273.63,4.19,1.8612418300653593,65,622.47,-375.57,1539.1,17,100,19,6,56.0,531.28,73.35,37.6,13.432258064516128,29.5,726.16,135.54,3.34,39.0,20.51,33.1,702.21,147.49,3.79,10,89.80000000000001,19.799999999999997,35.1,685.97,135.98,4.19,4,24.5,18.37741935483871,33.2,628.01,130.11,3.68,3,0.0116837512947711,0.1053993386243386,-0.0533984126984126,-0.0225978205128204,-0.0148380368876665,10
222,2017,20.0,40.0,1.664,productivity_normalized,True,62.0,6.9,3.725,206.315,278.80506,4.845,420.0,75.0,0.4658133333333332,0.733,0.186,0.1834594736962059,0.33,0.6555,0.0043050941311722,0.611,34.93599999999999,205.0,0.5469999999999999,33.0,1,99,40__20,14.961437908496734,33.6,194.4,3320.66,3.76,1.759411764705883,59,645.92,-451.52,1471.0,11,108,19,4,45.1,549.77,74.68,29.9,12.935483870967742,29.1,735.9300000000001,141.1,3.37,32.7,20.023333333333333,32.2,708.03,154.27,3.65,7,66.5,19.274193548387096,33.6,697.63,140.59,3.76,3,20.2,17.703225806451613,31.6,629.3,135.28,3.41,1,0.0140842131150464,0.2701924170274171,-0.2078721103896103,0.2535513564213564,0.2150035444672287,10
