field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_calculated_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_p10_max_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_srad_mean_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_gdd_wheat_to_asof,wx_hot_d30_to_asof,wx_hot_d35_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_precip_sum_last30d,wx_srad_sum_last30d,wx_et0_sum_last30d,wx_vpd_max_last30d,wx_temp_max_last30d,wx_apr_precip,wx_apr_temp_mean,wx_apr_temp_max,wx_apr_srad,wx_apr_et0,wx_apr_vpd_max,wx_apr_hot_d30,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_may_hot_d30,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30
208,2013,40.0,40.0,2.7517,estimate_normalized,True,130.0,128.21593,6.8,3.916,202.758,706.31834,5.7,504.0,38.0,0.4945789473684212,0.748,0.177,0.2051200715856764,0.274,0.6935,0.7426666666666666,0.0075186515411449,0.699,18.794000000000008,192.0,0.571,20.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02000000000004,-213.62000000000003,809.5999999999999,1018.1000000000001,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.900000000000002,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.28999999999999,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0
209,2013,40.0,40.0,1.7872,estimate_normalized,True,301.65,301.6502,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,35.0,0.4679999999999999,0.667,0.157,0.181438537409071,0.3145,0.661,0.665,0.0065176972059896,0.581,16.38,198.0,0.51,18.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.96999999999997,-166.56999999999994,922.3000000000001,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.89999999999999,19.009677419354837,30.7,660.15,126.02,2.98,2
210,2013,40.0,40.0,1.9414,estimate_normalized,True,247.0,245.92428,7.2125,3.72,230.06625,480.10587375,9.455,423.75,36.0,0.4462777777777778,0.717,0.15,0.1690216309482164,0.33725,0.60875,0.7143333333333333,0.0059281765505227,0.717,16.066,213.0,0.567,13.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.96999999999997,-166.56999999999994,922.3000000000001,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.89999999999999,19.009677419354837,30.7,660.15,126.02,2.98,2
212,2013,40.0,40.0,2.199,estimate_normalized,True,136.0,134.83369,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,37.0,0.4861891891891892,0.687,0.202,0.1815542265562101,0.302,0.663,0.6859999999999999,0.0068969422035331,0.66,17.989,193.0,0.485,21.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02000000000004,-213.62000000000003,809.5999999999999,1018.1000000000001,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.900000000000002,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.28999999999999,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0
213,2013,40.0,40.0,2.0484,estimate_normalized,True,14.0,16.53751,7.2,3.39,148.5,272.23874,13.42,420.0,31.0,0.4761290322580644,0.698,0.136,0.1733842910500673,0.347,0.677,0.6886666666666666,0.0064380108015801,0.677,14.759999999999998,199.0,0.5619999999999999,17.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.96999999999997,-166.56999999999994,922.3000000000001,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.89999999999999,19.009677419354837,30.7,660.15,126.02,2.98,2
214,2013,40.0,40.0,2.064,estimate_normalized,True,9.0,10.99122,7.1,3.67,236.12,399.02591,8.82,420.0,30.0,0.4803666666666667,0.7,0.138,0.1707845588908891,0.38,0.6665000000000001,0.691,0.0063250005790209,0.688,14.411,199.0,0.5619999999999999,15.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.96999999999997,-166.56999999999994,922.3000000000001,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.89999999999999,19.009677419354837,30.7,660.15,126.02,2.98,2
215,2013,40.0,40.0,1.1653,estimate_normalized,True,79.0,78.14849,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,29.0,0.4629655172413793,0.603,0.223,0.1181703862659748,0.377,0.564,0.6025,0.004585946492456,0.59,13.426,198.0,0.38,13.0,1,99,40__40,12.61229508196721,30.0,280.40000000000003,2566.25,21.03483606557377,2.78,1.259590163934426,14,434.88,-154.47999999999996,884.8000000000001,1102.8,1,0,71,13,1,127.0,632.39,118.52,2.78,30.0,31.3,5.180000000000001,23.5,558.45,74.71,2.21,0,82.1,10.435483870967742,25.5,662.22,108.66,2.42,0,39.1,15.993333333333334,27.1,685.43,128.3,2.6,0,127.89999999999999,18.70967741935484,30.0,660.15,123.21000000000001,2.78,1
216,2013,40.0,40.0,2.4091,estimate_normalized,True,37.0,37.51924,6.4,3.71,242.68,688.96085,7.64,540.0,30.0,0.5725666666666667,0.739,0.238,0.1546856346127705,0.507,0.7184999999999999,0.738,0.0058891268611478,0.732,17.177,192.0,0.501,22.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540983,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77000000000001,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.89999999999999,19.258064516129032,30.5,660.15,124.51,2.84,2
217,2013,40.0,40.0,2.2975000000000003,estimate_normalized,True,408.0,408.48131,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,38.0,0.4484210526315789,0.684,0.177,0.1748130778527901,0.3235,0.6285000000000001,0.684,0.0068784579648647,0.677,17.04,190.0,0.5070000000000001,18.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02000000000004,-213.62000000000003,809.5999999999999,1018.1000000000001,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.900000000000002,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.28999999999999,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0
218,2013,40.0,40.0,1.376,estimate_normalized,True,39.0,39.30376,7.2,3.87,198.74,289.9543,4.86,390.0,28.0,0.3860357142857143,0.469,0.218,0.0720076792248364,0.381,0.429,0.4645,0.0025369053704478,0.402,10.809,195.0,0.251,0.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02000000000004,-213.62000000000003,809.5999999999999,1018.1000000000001,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.900000000000002,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.28999999999999,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0
219,2013,40.0,40.0,1.7675999999999998,estimate_normalized,True,210.0,209.86423,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,35.0,0.4233714285714285,0.69,0.161,0.1870095621259261,0.2299999999999999,0.598,0.6846666666666668,0.0066438652446487,0.69,14.818,201.0,0.5289999999999999,16.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.96999999999997,-166.56999999999994,922.3000000000001,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.89999999999999,19.009677419354837,30.7,660.15,126.02,2.98,2
220,2013,40.0,40.0,1.8199,estimate_normalized,True,25.0,24.0006,7.3,3.74,197.06,380.11444,6.0,420.0,36.0,0.4639166666666667,0.668,0.187,0.1226864510766277,0.4679999999999999,0.529,0.6333333333333333,0.0037820979165107,0.515,16.701,163.0,0.481,21.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02000000000004,-213.62000000000003,809.5999999999999,1018.1000000000001,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.900000000000002,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.28999999999999,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0
222,2013,40.0,40.0,1.1753,estimate_normalized,True,62.0,62.12991,6.9,3.725,206.315,278.80506,4.845,420.0,32.0,0.40096875,0.538,0.227,0.0874855289372905,0.363,0.46325,0.533,0.0018257053912164,0.37,12.831,162.0,0.311,4.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02000000000004,-213.62000000000003,809.5999999999999,1018.1000000000001,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.900000000000002,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.28999999999999,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0
223,2013,40.0,40.0,1.459,estimate_normalized,True,70.0,70.93112,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,35.0,0.4392857142857143,0.606,0.193,0.1021876625006509,0.4155,0.501,0.6053333333333333,0.0021555307589688,0.403,15.375,165.0,0.413,9.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,21.113688524590163,2.89,1.288688524590164,16,442.02000000000004,-213.62000000000003,809.5999999999999,1018.1000000000001,0,0,77,17,0,108.8,634.6799999999998,120.51,2.89,29.6,23.900000000000002,4.36,23.1,561.12,74.3,2.07,0,64.0,9.551612903225807,24.9,666.87,110.28999999999999,2.43,0,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0
224,2013,40.0,40.0,2.4626,estimate_normalized,True,104.0,106.08424,6.5,3.808,191.728,598.903534,18.618,516.0,33.0,0.5107878787878787,0.738,0.215,0.1899793860549177,0.347,0.715,0.7376666666666667,0.0076045779208648,0.715,16.855999999999998,191.0,0.523,16.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540983,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77000000000001,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.89999999999999,19.258064516129032,30.5,660.15,124.51,2.84,2
226,2013,40.0,40.0,1.8177,estimate_normalized,True,40.0,41.00801,7.2,3.79,218.81,806.48818,8.56,420.0,28.0,0.5555714285714286,0.653,0.264,0.1189316816410126,0.5385,0.63325,0.6515,0.004060158116118,0.635,15.556,198.0,0.389,22.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.04999999999995,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.780645161290321,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.89999999999999,18.11935483870968,29.8,660.15,123.24,2.82,0
227,2013,40.0,40.0,2.0164999999999997,estimate_normalized,True,346.0,348.50924,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,35.0,0.4291999999999999,0.719,0.179,0.2047065914215479,0.228,0.646,0.7183333333333333,0.0071997690607661,0.718,15.021999999999998,198.0,0.54,13.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.04999999999995,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.780645161290321,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.89999999999999,18.11935483870968,29.8,660.15,123.24,2.82,0
228,2013,40.0,40.0,2.4112,estimate_normalized,True,59.0,55.06353,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,30.0,0.6266333333333332,0.707,0.506,0.0587029149380354,0.57675,0.6847500000000001,0.699,0.0004919845888335,0.528,18.798999999999996,179.0,0.2009999999999999,30.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540983,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77000000000001,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.89999999999999,19.258064516129032,30.5,660.15,124.51,2.84,2
229,2013,40.0,40.0,1.8671,estimate_normalized,True,12.0,9.82891,6.4,2.36,225.3,220.85171,12.11,480.0,31.0,0.558258064516129,0.647,0.339,0.0831170832725606,0.5215000000000001,0.622,0.6456666666666667,0.0021631723880499,0.52,17.306,170.0,0.308,24.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540983,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77000000000001,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.89999999999999,19.258064516129032,30.5,660.15,124.51,2.84,2
230,2013,40.0,40.0,2.8546,estimate_normalized,True,223.0,222.45567,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,39.0,0.4774615384615383,0.716,0.155,0.2130030511583374,0.267,0.6944999999999999,0.7153333333333333,0.0077218482890073,0.682,18.620999999999995,192.0,0.5609999999999999,21.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,21.03483606557377,2.98,1.3490983606557376,21,446.96999999999997,-166.56999999999994,922.3000000000001,1139.7,2,0,71,13,1,127.0,632.39,121.27,2.98,30.7,31.3,5.536666666666666,24.4,558.45,76.84,2.21,0,82.1,10.680645161290323,25.9,662.22,111.63,2.54,0,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.89999999999999,19.009677419354837,30.7,660.15,126.02,2.98,2
231,2013,40.0,40.0,2.2302,estimate_normalized,True,235.0,231.50464,7.2625,3.685,204.0575,646.09227125,9.26,453.75,39.0,0.4608974358974358,0.744,0.16,0.2149364598859326,0.2805,0.716,0.7440000000000001,0.0074678924375091,0.744,17.974999999999998,198.0,0.584,18.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.04999999999995,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.780645161290321,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.89999999999999,18.11935483870968,29.8,660.15,123.24,2.82,0
232,2013,40.0,40.0,2.3914999999999997,estimate_normalized,True,296.0,296.88138,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,40.0,0.488575,0.746,0.175,0.2314694242767281,0.28175,0.7224999999999999,0.74575,0.00795519979582,0.72,19.543,190.0,0.571,19.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.04999999999995,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.780645161290321,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.89999999999999,18.11935483870968,29.8,660.15,123.24,2.82,0
233,2013,40.0,40.0,1.5523,estimate_normalized,True,39.0,38.82,6.7,3.57,211.75,698.55237,6.06,510.0,31.0,0.4735483870967742,0.603,0.207,0.1047879082871921,0.4295,0.533,0.6,0.003175351201794,0.603,14.68,201.0,0.396,16.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,21.03483606557377,2.82,1.267622950819672,16,435.04999999999995,-154.64999999999992,829.9,1042.5,0,0,71,13,0,127.0,632.39,118.60000000000002,2.82,29.8,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.780645161290321,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,127.89999999999999,18.11935483870968,29.8,660.15,123.24,2.82,0
234,2013,40.0,40.0,2.1286,estimate_normalized,True,35.0,36.18,6.5,3.73,181.31,492.74302,14.32,480.0,27.0,0.6466296296296297,0.736,0.489,0.0736654842278898,0.613,0.7064999999999999,0.7324999999999999,0.0014232401428431,0.617,17.459,177.0,0.247,26.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,21.03483606557377,2.84,1.2922131147540983,16,440.76,-160.35999999999996,942.2,1162.3,2,0,71,13,1,127.0,632.39,119.77000000000001,2.84,30.5,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.89999999999999,19.258064516129032,30.5,660.15,124.51,2.84,2
195,2014,40.0,40.0,2.7474,estimate_normalized,True,123.0,122.42127,6.9,3.6425,225.2,499.4803025,7.5175,427.5,60.0,0.4122333333333333,0.737,0.148,0.2305578283689847,0.19675,0.67025,0.726,0.0062738614279538,0.719,24.734,179.0,0.589,25.0,1,99,40__40,13.198360655737705,34.1,339.09999999999997,2588.22,21.214918032786883,4.02,1.4863934426229506,30,468.46,-129.36,922.7,1142.6,7,0,79,14,3,144.89999999999998,617.51,122.45000000000002,4.02,34.1,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57000000000001,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5
197,2014,40.0,40.0,2.2187,estimate_normalized,True,343.0,343.71311,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,62.0,0.4321290322580645,0.713,0.154,0.22275680966898,0.196,0.67,0.7025,0.0062774861274658,0.571,26.792,182.0,0.5589999999999999,28.0,1,99,40__40,14.078688524590163,35.2,339.09999999999997,2588.22,21.214918032786883,4.38,1.579754098360656,32,481.59,-142.49,1019.8,1244.5,11,1,79,14,4,144.89999999999998,617.51,125.80999999999999,4.38,35.2,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7
207,2014,40.0,40.0,2.2424,estimate_normalized,True,110.91,110.91329,6.875,3.55,244.935,425.663535,5.4125,412.5,58.0,0.4172758620689655,0.703,0.168,0.2113949395133267,0.204,0.6485000000000001,0.6926,0.0057876797369194,0.637,24.202,182.0,0.5349999999999999,25.0,1,99,40__40,13.198360655737705,34.1,339.09999999999997,2588.22,21.214918032786883,4.02,1.4863934426229506,30,468.46,-129.36,922.7,1142.6,7,0,79,14,3,144.89999999999998,617.51,122.45000000000002,4.02,34.1,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57000000000001,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5
208,2014,40.0,40.0,2.9195,estimate_normalized,True,130.0,128.21593,6.8,3.916,202.758,706.31834,5.7,504.0,57.0,0.4465263157894736,0.738,0.145,0.2164860601049405,0.225,0.692,0.7325999999999999,0.006241939530186,0.708,25.452,190.0,0.593,25.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,21.327950819672132,4.32,1.5083606557377047,30,478.41,-190.31000000000006,899.1,1115.6,6,0,81,10,3,117.3,616.6199999999999,125.79999999999998,4.32,34.3,55.800000000000004,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5
209,2014,40.0,40.0,2.7874,estimate_normalized,True,301.65,301.6502,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,63.0,0.4278888888888889,0.711,0.159,0.227149074266296,0.199,0.6924999999999999,0.7098333333333332,0.0062856173828878,0.634,26.957,195.0,0.5519999999999999,28.0,1,99,40__40,14.078688524590163,35.2,339.09999999999997,2588.22,21.214918032786883,4.38,1.579754098360656,32,481.59,-142.49,1019.8,1244.5,11,1,79,14,4,144.89999999999998,617.51,125.80999999999999,4.38,35.2,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7
210,2014,40.0,40.0,2.9256,estimate_normalized,True,247.0,245.92428,7.2125,3.72,230.06625,480.10587375,9.455,423.75,61.0,0.4389836065573769,0.783,0.167,0.2325892384217629,0.214,0.699,0.7666666666666667,0.0065314991594278,0.717,26.777999999999995,188.0,0.616,25.0,1,99,40__40,14.078688524590163,35.2,339.09999999999997,2588.22,21.214918032786883,4.38,1.579754098360656,32,481.59,-142.49,1019.8,1244.5,11,1,79,14,4,144.89999999999998,617.51,125.80999999999999,4.38,35.2,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7
212,2014,40.0,40.0,2.45,estimate_normalized,True,136.0,134.83369,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,57.0,0.3712631578947369,0.728,0.148,0.2097535334219906,0.18,0.605,0.6961999999999999,0.0058469093023135,0.728,21.162000000000003,213.0,0.58,20.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,21.327950819672132,4.32,1.5083606557377047,30,478.41,-190.31000000000006,899.1,1115.6,6,0,81,10,3,117.3,616.6199999999999,125.79999999999998,4.32,34.3,55.800000000000004,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5
213,2014,40.0,40.0,2.4244,estimate_normalized,True,14.0,16.53751,7.2,3.39,148.5,272.23874,13.42,420.0,58.0,0.4468793103448276,0.732,0.169,0.215379382804983,0.233,0.68225,0.7232,0.0060521183885049,0.674,25.919,188.0,0.563,26.0,1,99,40__40,14.078688524590163,35.2,339.09999999999997,2588.22,21.214918032786883,4.38,1.579754098360656,32,481.59,-142.49,1019.8,1244.5,11,1,79,14,4,144.89999999999998,617.51,125.80999999999999,4.38,35.2,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7
214,2014,40.0,40.0,2.6513,estimate_normalized,True,9.0,10.99122,7.1,3.67,236.12,399.02591,8.82,420.0,58.0,0.4475689655172413,0.736,0.17,0.2164729904366478,0.2335,0.68525,0.7276,0.0060909542862727,0.68,25.959,188.0,0.566,26.0,1,99,40__40,14.078688524590163,35.2,339.09999999999997,2588.22,21.214918032786883,4.38,1.579754098360656,32,481.59,-142.49,1019.8,1244.5,11,1,79,14,4,144.89999999999998,617.51,125.80999999999999,4.38,35.2,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7
215,2014,40.0,40.0,2.6138000000000003,estimate_normalized,True,79.0,78.14849,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,54.0,0.6127037037037035,0.74,0.371,0.1068572307523471,0.54625,0.71,0.7342000000000001,0.0016439951009857,0.443,33.08599999999999,161.0,0.369,44.0,1,99,40__40,13.798360655737707,34.0,339.09999999999997,2588.22,21.214918032786883,3.79,1.465573770491803,29,467.41999999999996,-128.32,983.5,1209.0,11,0,79,14,4,144.89999999999998,617.51,120.96000000000001,3.79,34.0,62.0,6.58,19.5,525.82,83.65,1.79,0,60.2,11.893548387096773,25.3,695.42,122.3,2.24,0,72.0,17.65666666666667,31.3,721.96,135.33,3.0,4,144.9,18.95483870967742,34.0,645.02,126.14,3.79,7
