field_id,year,target_yield_t_ha,crop_id,prev_crop_id,field_tillable_area,field_calculated_area,field_lat,field_long,ndvi_observations,ndvi_mean_season,ndvi_max_season,ndvi_early,ndvi_mid,ndvi_late,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_N_NO3,field_soil_Mg,field_soil_CEC,field_soil_Ca_saturation,weather_temp_avg_season,weather_gdd_season,weather_precip_sum_season,weather_precip_sum_early,weather_hot_days,field_group_id,wx_wheat_p1_precip_sum,wx_wheat_p2_precip_sum,wx_wheat_p3_precip_sum,wx_sunflower_p1_hot_days,wx_sunflower_p2_hot_days,wx_sunflower_p3_hot_days,ndvi_wheat_p1_max,ndvi_wheat_p2_max,ndvi_wheat_p3_max,ndvi_wheat_p1_mean,ndvi_wheat_p2_mean,ndvi_wheat_p3_mean,ndvi_sunflower_p1_max,ndvi_sunflower_p2_max,ndvi_sunflower_p3_max,ndvi_sunflower_p1_mean,ndvi_sunflower_p2_mean,ndvi_sunflower_p3_mean
195,2020,14.514,20.0,43.0,123.0,122.42127,50.42198096600295,82.4644614849937,83,0.4010843373493977,0.617,0.2565714285714285,0.5516071428571429,0.3948518518518518,6.9,3.6425,225.2,499.4803025,7.5175,,427.5,,,15.329728260869564,1212.46,248.2,92.20000000000002,41.0,1,,,,,,,,,,,,,,,,,,
195,2021,35.18,3.0,20.0,123.0,122.42127,50.42198096600295,82.4644614849937,94,0.4027978723404255,0.753,0.36684375,0.6269677419354839,0.215741935483871,6.9,3.6425,225.2,499.4803025,7.5175,,427.5,,,14.716576086956524,1128.4399999999998,256.4,142.1,35.0,1,,,,,,,,,,,,,,,,,,
195,2022,24.872,44.0,3.0,123.0,122.42127,50.42198096600295,82.4644614849937,107,0.3462990654205607,0.686,0.4512222222222222,0.3968888888888889,0.1863428571428571,6.9,3.6425,225.2,499.4803025,7.5175,,427.5,,,15.912065217391303,1263.7199999999998,169.0,110.9,42.0,1,,,,,,,,,,,,,,,,,,
195,2023,18.031,44.0,44.0,123.0,122.42127,50.42198096600295,82.4644614849937,93,0.367784946236559,0.617,0.3234193548387096,0.4559999999999999,0.3239354838709676,6.9,3.6425,225.2,499.4803025,7.5175,,427.5,,,15.950489130434782,1221.05,324.20000000000005,89.8,42.0,1,,,,,,,,,,,,,,,,,,
195,2024,33.274,40.0,44.0,123.0,122.42127,50.42198096600295,82.4644614849937,85,0.4973647058823528,0.801,0.3612758620689656,0.7383928571428573,0.3972857142857144,6.9,3.6425,225.2,499.4803025,7.5175,,427.5,,,15.703804347826088,1234.36,266.7,189.4,32.0,1,,,,2.0,18.0,12.0,,,,,,,0.601,0.801,0.758,0.28752777777777777,0.7504000000000001,0.4154149659863946
195,2025,28.708,43.0,40.0,123.0,122.42127,50.42198096600295,82.4644614849937,85,0.4470823529411766,0.758,0.3596551724137931,0.6931785714285715,0.2915357142857143,6.9,3.6425,225.2,499.4803025,7.5175,,427.5,,,17.773464052287583,1958.2,549.16,310.95,24.0,1,193.38,127.18,676.18,,,,0.285,0.535,0.758,0.20625,0.35594117647058826,0.4521408450704225,,,,,,
197,2010,22.141,40.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,110,0.366990909090909,0.701,0.3751351351351351,0.528027027027027,0.1931111111111111,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,,,,,,1,,,,0.0,,,,,,,,,0.798,,,0.4062245567957977,,
197,2011,21.288,40.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,112,0.4397678571428571,0.747,0.3427368421052631,0.6622162162162163,0.316972972972973,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,,,,,,1,,,,0.0,,,,,,,,,0.798,,,0.40494868139700646,,
197,2012,15.663,40.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,99,0.3997272727272727,0.681,0.3005757575757576,0.5872727272727273,0.3113333333333333,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,,,,,,1,,,,0.0,,,,,,,,,0.798,,,0.4082616459627329,,
197,2013,16.961,40.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,78,0.4622179487179485,0.716,0.3659230769230769,0.6493846153846154,0.3713461538461538,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,15.11,943.92,244.0,145.8,6.0,1,,,,1.0,3.0,2.0,,,,,,,0.678,0.716,0.798,0.3512142857142857,0.6657619047619048,0.4051864406779661
197,2014,22.187,40.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,88,0.4320454545454545,0.713,0.3389666666666666,0.6453793103448278,0.315,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,14.840054347826085,1072.9499999999998,293.6,162.1,43.0,1,,,,9.0,21.0,13.0,,,,,,,0.681,0.713,0.798,0.3316590909090909,0.6397200000000001,0.40388095238095234
197,2015,20.006,40.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,84,0.4093571428571428,0.658,0.384,0.56375,0.2803214285714285,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,16.413749999999997,307.86,62.5,62.5,4.0,1,,,,3.0,1.0,,,,,,,,0.656,0.798,,0.29975,0.4087888888888889,
197,2016,24.004,40.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,86,0.4356162790697673,0.758,0.3124137931034483,0.6267586206896553,0.36525,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,11.147977528089887,403.52,183.1,0.0,2.0,1,,,,2.0,0.0,,,,,,,,0.597,0.798,,0.4670303030303031,0.403324439701174,
197,2017,18.136,40.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,102,0.3771470588235295,0.718,0.4037941176470588,0.5100588235294118,0.2175882352941176,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,15.284999999999998,1229.91,106.6,7.0,38.0,1,,,,6.0,19.0,13.0,,,,,,,0.64,0.718,0.798,0.28038709677419354,0.6452142857142856,0.4015857307249712
197,2018,30.602,40.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,91,0.4862967032967032,0.773,0.3803870967741936,0.7276666666666665,0.3543666666666666,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,14.329782608695652,1011.93,300.4,132.0,37.0,1,,,,16.0,14.0,7.0,,,,,,,0.449,0.773,0.798,0.28484615384615386,0.7197878787878788,0.40083311432325885
197,2019,33.518,43.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,79,0.4851898734177215,0.772,0.3838518518518518,0.7216153846153847,0.354,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,16.7218954248366,1807.89,207.4,127.70000000000002,36.0,1,104.7,43.3,358.9,,,,0.22,0.74,0.798,0.17925,0.5264285714285715,0.40495959595959596,,,,,,
197,2020,15.651,20.0,43.0,343.0,343.71311,50.43149523573457,82.4485335081973,81,0.4318024691358024,0.631,0.2787407407407407,0.5844814814814815,0.4321851851851852,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,15.329728260869564,1212.46,248.2,92.20000000000002,41.0,1,,,,,,,,,,,,,,,,,,
197,2021,37.068,3.0,20.0,343.0,343.71311,50.43149523573457,82.4485335081973,92,0.4306847826086957,0.758,0.3778709677419355,0.6721612903225805,0.2357333333333333,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,14.716576086956524,1128.4399999999998,256.4,142.1,35.0,1,,,,,,,,,,,,,,,,,,
197,2022,32.342,44.0,3.0,343.0,343.71311,50.43149523573457,82.4485335081973,110,0.3538454545454546,0.727,0.4344324324324324,0.4349729729729729,0.1876388888888889,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,15.912065217391303,1263.7199999999998,169.0,110.9,42.0,1,,,,,,,,,,,,,,,,,,
197,2023,21.737,44.0,44.0,343.0,343.71311,50.43149523573457,82.4485335081973,95,0.3763157894736841,0.644,0.29371875,0.4575625,0.3777096774193548,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,15.950489130434782,1221.05,324.20000000000005,89.8,42.0,1,,,,,,,,,,,,,,,,,,
197,2024,32.481,40.0,44.0,343.0,343.71311,50.43149523573457,82.4485335081973,91,0.5088241758241758,0.798,0.3762258064516129,0.7486666666666666,0.4059999999999999,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,15.703804347826088,1234.36,266.7,189.4,32.0,1,,,,2.0,18.0,12.0,,,,,,,0.529,0.798,0.762,0.27211428571428575,0.7436190476190476,0.4326114649681529
197,2025,31.238,43.0,40.0,343.0,343.71311,50.43149523573457,82.4485335081973,88,0.4477727272727272,0.762,0.3592666666666667,0.6958620689655173,0.2912413793103448,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,,454.61538461538464,,,17.773464052287583,1958.2,549.16,310.95,24.0,1,193.38,127.18,676.18,,,,0.236,0.535,0.762,0.19455,0.3474117647058823,0.46909333333333336,,,,,,
207,2010,21.087,40.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,104,0.36225,0.721,0.2871428571428571,0.5871142857142857,0.2080882352941176,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,,,,,,1,,,,0.0,,,,,,,,,0.818,,,0.37942749658002733,,
207,2011,17.486,40.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,106,0.3523679245283019,0.725,0.3691944444444444,0.4925714285714284,0.1948571428571428,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,,,,,,1,,,,0.0,,,,,,,,,0.818,,,0.38265900667160857,,
207,2012,20.149,40.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,95,0.4258842105263158,0.752,0.2975,0.5992500000000001,0.3794516129032257,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,,,,,,1,,,,0.0,,,,,,,,,0.818,,,0.3814188861985472,,
207,2013,22.497,40.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,76,0.4032368421052631,0.672,0.5357692307692309,0.42016,0.2484799999999999,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,15.11,943.92,244.0,145.8,6.0,1,,,,1.0,3.0,2.0,,,,,,,0.672,0.614,0.818,0.5140357142857143,0.46840000000000004,0.37684047019311506
207,2014,22.424,40.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,83,0.4146506024096385,0.703,0.3180357142857142,0.6312500000000002,0.2902222222222222,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,14.840054347826085,1072.9499999999998,293.6,162.1,43.0,1,,,,9.0,21.0,13.0,,,,,,,0.627,0.703,0.818,0.3027,0.6437916666666667,0.37761630036630034
207,2015,17.668,40.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,84,0.3692857142857143,0.613,0.3780357142857142,0.4998928571428571,0.2299285714285714,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,16.413749999999997,307.86,62.5,62.5,4.0,1,,,,3.0,1.0,,,,,,,,0.613,0.818,,0.30375,0.38157129094412334,
207,2016,19.816,40.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,86,0.3476976744186046,0.658,0.3592068965517242,0.4637241379310345,0.2156071428571428,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,11.147977528089887,403.52,183.1,0.0,2.0,1,,,,2.0,0.0,,,,,,,,0.403,0.818,,0.285,0.38323437499999996,
207,2017,15.516,40.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,90,0.3418111111111111,0.659,0.3767000000000001,0.4444666666666667,0.2042666666666667,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,15.284999999999998,1229.91,106.6,7.0,38.0,1,,,,6.0,19.0,13.0,,,,,,,0.591,0.659,0.818,0.26676666666666665,0.5798333333333333,0.38371188475390156
207,2018,22.995,40.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,89,0.4711910112359551,0.8,0.3452333333333332,0.7269333333333333,0.3369310344827586,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,14.329782608695652,1011.93,300.4,132.0,37.0,1,,,,16.0,14.0,7.0,,,,,,,0.437,0.8,0.818,0.25619230769230766,0.7228333333333333,0.38324523160762947
207,2019,27.728,43.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,76,0.4201710526315789,0.737,0.3284615384615384,0.6656,0.27012,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,16.7218954248366,1807.89,207.4,127.70000000000002,36.0,1,104.7,43.3,358.9,,,,0.209,0.693,0.818,0.17519047619047617,0.4809230769230769,0.38711578947368425,,,,,,
207,2020,11.702,20.0,43.0,110.91,110.91329,50.41868820400116,82.45505975772673,80,0.3942624999999999,0.61,0.263074074074074,0.5538148148148148,0.3648076923076923,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,15.329728260869564,1212.46,248.2,92.20000000000002,41.0,1,,,,,,,,,,,,,,,,,,
207,2021,31.641,3.0,20.0,110.91,110.91329,50.41868820400116,82.45505975772673,91,0.4010329670329671,0.754,0.3577096774193548,0.6396999999999999,0.2071333333333333,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,14.716576086956524,1128.4399999999998,256.4,142.1,35.0,1,,,,,,,,,,,,,,,,,,
207,2022,29.544,44.0,3.0,110.91,110.91329,50.41868820400116,82.45505975772673,109,0.3440550458715595,0.676,0.4136486486486487,0.4332777777777777,0.1833055555555555,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,15.912065217391303,1263.7199999999998,169.0,110.9,42.0,1,,,,,,,,,,,,,,,,,,
207,2023,21.542,44.0,44.0,110.91,110.91329,50.41868820400116,82.45505975772673,93,0.3575806451612905,0.604,0.3039354838709677,0.445774193548387,0.3230322580645161,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,15.950489130434782,1221.05,324.20000000000005,89.8,42.0,1,,,,,,,,,,,,,,,,,,
207,2024,30.323,40.0,44.0,110.91,110.91329,50.41868820400116,82.45505975772673,85,0.5157176470588235,0.818,0.4269310344827587,0.7378928571428572,0.3855,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,15.703804347826088,1234.36,266.7,189.4,32.0,1,,,,2.0,18.0,12.0,,,,,,,0.676,0.818,0.781,0.2913030303030303,0.7692,0.42897241379310347
207,2025,34.044,43.0,40.0,110.91,110.91329,50.41868820400116,82.45505975772673,82,0.4608658536585365,0.781,0.3428928571428571,0.7096296296296296,0.3344444444444445,6.875,3.55,244.935,425.663535,5.4125,,412.5,,,17.773464052287583,1958.2,549.16,310.95,24.0,1,193.38,127.18,676.18,,,,0.216,0.595,0.781,0.18268421052631578,0.3549411764705882,0.47965671641791047,,,,,,
208,2010,24.501,40.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,102,0.3946470588235294,0.719,0.3468529411764706,0.5746176470588235,0.2624705882352942,6.8,3.916,202.758,706.31834,5.7,,504.0,,,,,,,,1,,,,0.0,,,,,,,,,0.798,,,0.4400865051903114,,
208,2011,23.01,40.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,104,0.4288557692307692,0.798,0.4487142857142857,0.5515142857142857,0.2821470588235294,6.8,3.916,202.758,706.31834,5.7,,504.0,,,,,,,,1,,,,0.0,,,,,,,,,0.78,,,0.44221198501872655,,
208,2012,20.003,40.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,93,0.4898709677419355,0.767,0.3543225806451612,0.6473548387096775,0.4679354838709677,6.8,3.916,202.758,706.31834,5.7,,504.0,,,,,,,,1,,,,0.0,,,,,,,,,0.78,,,0.44149185667752444,,
208,2013,27.517,40.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,76,0.4473289473684211,0.748,0.4502692307692308,0.61072,0.2808799999999999,6.8,3.916,202.758,706.31834,5.7,,504.0,,,15.11,943.92,244.0,145.8,6.0,1,,,,1.0,3.0,2.0,,,,,,,0.692,0.748,0.78,0.4133928571428571,0.6617,0.4384262711864406
208,2014,29.195,40.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,82,0.5127073170731707,0.738,0.3879642857142857,0.689962962962963,0.4648148148148148,6.8,3.916,202.758,706.31834,5.7,,504.0,,,14.840054347826085,1072.9499999999998,293.6,162.1,43.0,1,,,,9.0,21.0,13.0,,,,,,,0.632,0.738,0.78,0.34156097560975607,0.7031818181818182,0.44134597594819613
208,2015,14.288,40.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,87,0.417057471264368,0.592,0.4132413793103448,0.4781379310344827,0.3597931034482758,6.8,3.916,202.758,706.31834,5.7,,504.0,,,16.413749999999997,307.86,62.5,62.5,4.0,1,,,,3.0,1.0,,,,,,,,0.592,0.78,,0.35441666666666666,0.4424103313840156,
208,2016,21.872,40.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,86,0.4473837209302325,0.751,0.3922068965517241,0.6018275862068966,0.3445714285714286,6.8,3.916,202.758,706.31834,5.7,,504.0,,,11.147977528089887,403.52,183.1,0.0,2.0,1,,,,2.0,0.0,,,,,,,,0.61,0.78,,0.42551428571428573,0.4427972665148064,
208,2017,20.779,40.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,94,0.4815212765957445,0.712,0.38134375,0.6506451612903227,0.4158064516129032,6.8,3.916,202.758,706.31834,5.7,,504.0,,,15.284999999999998,1229.91,106.6,7.0,38.0,1,,,,6.0,19.0,13.0,,,,,,,0.416,0.712,0.78,0.3007,0.5924347826086956,0.445202205882353
208,2018,16.354,40.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,90,0.454211111111111,0.673,0.3714666666666667,0.5809999999999998,0.4101666666666666,6.8,3.916,202.758,706.31834,5.7,,504.0,,,14.329782608695652,1011.93,300.4,132.0,37.0,1,,,,16.0,14.0,7.0,,,,,,,0.478,0.659,0.78,0.3587,0.5627333333333334,0.44086704384724185
208,2019,21.162,40.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,91,0.5008461538461539,0.699,0.4110322580645162,0.6758666666666666,0.4186333333333333,6.8,3.916,202.758,706.31834,5.7,,504.0,,,14.965054347826085,1104.38,287.0,127.70000000000002,36.0,1,,,,5.0,24.0,7.0,,,,,,,0.64,0.699,0.78,0.34086111111111106,0.6725,0.4369214402618658
208,2020,13.906,43.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,71,0.4276619718309858,0.524,0.3737499999999999,0.4959166666666667,0.4126956521739131,6.8,3.916,202.758,706.31834,5.7,,504.0,,,17.62261437908497,1933.59,193.2,92.20000000000002,41.0,1,125.3,1.2,306.9,,,,0.289,0.412,0.78,0.2526,0.36773333333333336,0.44023465703971115,,,,,,
208,2021,30.769,40.0,43.0,130.0,128.21593,50.38399205572653,82.34789025946256,87,0.5081264367816093,0.779,0.3973448275862069,0.7195172413793105,0.4075172413793104,6.8,3.916,202.758,706.31834,5.7,,504.0,,,14.716576086956524,1128.4399999999998,256.4,142.1,35.0,1,,,,11.0,13.0,11.0,,,,,,,0.541,0.779,0.78,0.3471875,0.7224166666666667,0.4334233409610984
208,2022,34.204,43.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,88,0.4519886363636363,0.738,0.3926333333333334,0.651103448275862,0.3142758620689654,6.8,3.916,202.758,706.31834,5.7,,504.0,,,17.957712418300652,1994.12,148.2,110.9,42.0,1,113.2,25.2,248.3,,,,0.292,0.543,0.78,0.228125,0.40599999999999997,0.4405994623655914,,,,,,
208,2023,15.494,43.0,43.0,130.0,128.21593,50.38399205572653,82.34789025946256,77,0.4454805194805195,0.592,0.3324230769230769,0.5120769230769231,0.4938,6.8,3.916,202.758,706.31834,5.7,,504.0,,,17.59457516339869,1933.47,241.6,89.8,42.0,1,128.9,0.8,423.7,,,,0.352,0.429,0.78,0.20485714285714285,0.3821428571428572,0.46253754940711467,,,,,,
208,2024,28.781,40.0,43.0,130.0,128.21593,50.38399205572653,82.34789025946256,83,0.523578313253012,0.765,0.4769285714285714,0.7131071428571429,0.3754074074074074,6.8,3.916,202.758,706.31834,5.7,,504.0,,,15.703804347826088,1234.36,266.7,189.4,32.0,1,,,,2.0,18.0,12.0,,,,,,,0.596,0.765,0.78,0.38484848484848483,0.7091904761904763,0.44202877697841725
208,2025,30.721,43.0,40.0,130.0,128.21593,50.38399205572653,82.34789025946256,80,0.4902000000000001,0.78,0.4085185185185185,0.7165555555555555,0.3399615384615384,6.8,3.916,202.758,706.31834,5.7,,504.0,,,17.773464052287583,1958.2,549.16,310.95,24.0,1,193.38,127.18,676.18,,,,0.325,0.524,0.78,0.23723529411764707,0.4433125,0.47920588235294115,,,,,,
209,2010,20.058,40.0,40.0,301.65,301.6502,50.38543507681797,82.40410883603022,112,0.3720625000000001,0.722,0.2782105263157894,0.5963783783783784,0.2441351351351351,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,,,,,,1,,,,0.0,,,,,,,,,0.817,,,0.41722056921086675,,
209,2011,21.288,40.0,40.0,301.65,301.6502,50.38543507681797,82.40410883603022,115,0.4039130434782609,0.817,0.4135641025641026,0.5698421052631579,0.228078947368421,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,,,,,,1,,,,0.0,,,,,,,,,0.792,,,0.41953862359550564,,
209,2012,21.412,40.0,40.0,301.65,301.6502,50.38543507681797,82.40410883603022,92,0.3890978260869565,0.736,0.296,0.6057419354838709,0.2614333333333334,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,,,,,,1,,,,0.0,,,,,,,,,0.792,,,0.4246641337386018,,
209,2013,17.872,40.0,40.0,301.65,301.6502,50.38543507681797,82.40410883603022,76,0.4230394736842104,0.667,0.4414230769230769,0.5386,0.28836,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,15.11,943.92,244.0,145.8,6.0,1,,,,1.0,3.0,2.0,,,,,,,0.657,0.667,0.792,0.381875,0.5838095238095238,0.4228426435877262
209,2014,27.874,40.0,40.0,301.65,301.6502,50.38543507681797,82.40410883603022,88,0.4478977272727272,0.711,0.3437,0.6676896551724136,0.3358965517241379,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,14.840054347826085,1072.9499999999998,293.6,162.1,43.0,1,,,,9.0,21.0,13.0,,,,,,,0.654,0.711,0.792,0.3025116279069767,0.6727037037037037,0.4248091143594153
209,2015,19.986,40.0,40.0,301.65,301.6502,50.38543507681797,82.40410883603022,89,0.4363595505617978,0.729,0.3771333333333332,0.6413666666666668,0.285551724137931,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,,437.1428571428572,,,16.413749999999997,307.86,62.5,62.5,4.0,1,,,,3.0,1.0,,,,,,,,0.547,0.792,,0.2847692307692308,0.43058499095840863,
