field_id,year,crop_id,prev_crop_id,field_tillable_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_hot_d30_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_apr_precip,wx_apr_srad,wx_apr_et0,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years,sowing_date,harvesting_date,sowing_date_valid,days_after_sowing_asof,sowing_doy,gdd_base_temp,gdd_from_sowing_asof,wx_sow_precip_sum,wx_sow_et0_sum,wx_sow_water_balance,wx_sow_srad_sum,wx_sow_vpd_max,wx_sow_vpd_days_high,wx_sow_hot_d30,wx_sow_dry_days,wx_sow_drought_run,ndvi_sow_n_obs,ndvi_sow_mean,ndvi_sow_max,ndvi_sow_last,ndvi_sow_peak_das,ndvi_at_das_30,ndvi_at_das_45,ndvi_at_das_60,ndvi_at_das_75,ndvi_at_das_90,ndvi_at_das_120,ndvi_sow_peak_gdd,ndvi_at_sow_gdd_200,ndvi_at_sow_gdd_400,ndvi_at_sow_gdd_600,ndvi_at_sow_gdd_800,ndvi_at_sow_gdd_1000,ndvi_at_sow_gdd_1200,ndvi_growth_per_100gdd_from_sow,scout_n_reports_asof,scout_has_report_asof,soil_sample_n_asof,soil_sample_has_asof,soil_sample_days_since_latest,soil_sample_n_tests_asof,soil_sample_latest_soil_K,soil_sample_mean_soil_K,soil_sample_latest_soil_P,soil_sample_mean_soil_P,soil_sample_latest_soil_S,soil_sample_mean_soil_S,soil_sample_latest_soil_Cu,soil_sample_mean_soil_Cu,soil_sample_latest_soil_Fe,soil_sample_mean_soil_Fe,soil_sample_latest_soil_Mg,soil_sample_mean_soil_Mg,soil_sample_latest_soil_Mn,soil_sample_mean_soil_Mn,soil_sample_latest_soil_Mo,soil_sample_mean_soil_Mo,soil_sample_latest_soil_Zn,soil_sample_mean_soil_Zn,soil_sample_latest_soil_pH,soil_sample_mean_soil_pH,soil_sample_latest_soil_N_NO3,soil_sample_mean_soil_N_NO3,soil_sample_latest_soil_organic_matter,soil_sample_mean_soil_organic_matter,soil_sample_latest_soil_B,soil_sample_mean_soil_B,soil_sample_latest_soil_N,soil_sample_mean_soil_N,scout_last_report_doy,scout_days_since_last_report,scout_growth_stage_max,scout_growth_stage_last,scout_risk_yield_decreasing_n,scout_risk_yield_decreasing_any,scout_condition_score_min,scout_condition_score_last,scout_condition_bad_n,scout_condition_not_good_n,scout_threat_reports_n,scout_threat_total_n,scout_threat_disease_any,scout_threat_insect_any,scout_threat_weed_any,standard_name,field_name,prod_crop_ru,target_yield_t_ha,target_source,unit_fix_applied,mgmt_ops_n_asof,mgmt_has_ops_asof,mgmt_op_application_n,mgmt_op_soil_n,mgmt_op_other_n,mgmt_subtype_harrowing_n,mgmt_subtype_discing_n,mgmt_fertilizer_items_n,mgmt_fertilizer_fact_rate_sum,mgmt_seed_items_n,mgmt_seed_fact_rate_sum,mgmt_chemical_items_n,mgmt_chemical_fact_rate_sum,mgmt_fert_N_rate_sum,mgmt_fert_P2O5_rate_sum,mgmt_fert_K2O_rate_sum,mgmt_fert_S_rate_sum,mgmt_fert_Mg_rate_sum,physical_t_ha,productivity_t_ha,prod_fact_t_ha,target_v17,target_v17_source,target_v17_conflict
214,2021,43.0,43.0,9.0,7.1,3.67,236.12,399.02591,8.82,420.0,36.0,0.4097777777777778,0.68,0.199,0.1627057861279253,0.246,0.55775,0.0077287474552662,0.679,14.752000000000002,180.0,0.481,13.0,2,1,43__43,11.996703296703297,32.3,135.70000000000002,1979.53,3.82,1.5926373626373629,27,360.46,-224.76,631.1999999999999,4,71,18,2,7.7,572.73,82.36,27.2,14.625806451612902,32.2,737.06,144.55,3.82,100.8,16.793333333333333,32.3,669.74,133.55,3.59,2,0.031458042310036,0.1042074417645845,-0.0226049145299145,0.0625170068027211,0.0645428546587253,14,2021-05-12,2021-09-06,1,50.0,132.0,5.0,567.3999999999999,123.3,230.17,-106.87,1158.1,3.82,22.0,4.0,34.0,15.0,24.0,0.4847678571428571,0.6717142857142857,0.6717142857142857,49.0,0.5519999999999999,0.6252857142857142,,,,,567.3999999999999,0.4353787152444871,0.5601819859726836,,,,,0.069634281492427,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wheat_spring,Лесополосы (Козлов увал правый) 05-080-025-208,Пшеница яровая,1.5857777777777777,v17_physical_t_ha,True,6,1,4.0,2.0,0.0,1.0,1.0,6.0,500.0,4.0,227.91666666666663,9.0,0.564,80.0,80.0,80.0,0.0,0.0,1.5857777777777777,1.5857778,1.5857778,1.5857777777777777,physical_t_ha,False
215,2021,40.0,43.0,79.0,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,36.0,0.3638888888888889,0.626,0.146,0.1314774542940892,0.2565,0.4675,0.0067078295488056,0.626,13.1,182.0,0.48,6.0,2,1,43__40,11.304395604395603,33.0,149.10000000000002,1971.05,3.73,1.5534065934065933,26,337.51,-188.40999999999997,582.5999999999999,4,67,9,2,9.1,569.79,76.93,28.1,13.806451612903226,32.1,734.91,134.07999999999998,3.67,111.9,16.336666666666666,33.0,666.35,126.5,3.73,2,-0.0297345100398467,0.0469225237064522,-0.0631159523809523,0.0197532029478456,-0.0213976696228069,14,2021-05-04,2021-09-26,1,58.0,124.0,5.0,606.6999999999999,138.20000000000002,249.87999999999997,-111.67999999999996,1329.71,3.73,25.0,4.0,38.0,7.0,30.0,0.3875619047619046,0.6008571428571428,0.6008571428571428,57.0,0.4117142857142856,0.5311428571428571,,,,,606.6999999999999,0.357366124893071,0.4596556456643793,0.5908976833976834,,,,0.0658608546683163,0,0,3,1,547.0,1.0,330.6666666666667,330.6666666666667,17.5,17.5,12.303333333333333,12.303333333333333,0.35,0.35,5.23,5.23,453.0,453.0,21.366666666666664,21.366666666666664,0.0933333333333333,0.0933333333333333,0.9633333333333334,0.9633333333333334,5.633333333333333,5.633333333333333,3.9,3.9,5.433333333333334,5.433333333333334,,,,,,,,,,,,,,,,,,,,sunflower,Лоскутиха,Подсолнечник,2.9865822784810128,v17_physical_t_ha,True,6,1,4.0,1.0,1.0,0.0,1.0,5.0,74.60000000000001,3.0,0.42,1.0,1.1139240506329111,7.56,33.984,0.22,0.0,0.0,2.9865822784810128,2.9865823,2.9865823,2.9865822784810128,physical_t_ha,False
216,2021,40.0,43.0,37.0,6.4,3.71,242.68,688.96085,7.64,540.0,36.0,0.4806388888888888,0.708,0.188,0.1591835336224925,0.36225,0.5945,0.008082396582972,0.702,17.302999999999997,180.0,0.52,24.0,2,1,43__40,11.304395604395603,33.0,149.10000000000002,1971.05,3.73,1.5534065934065933,26,336.92999999999995,-187.82999999999993,582.5999999999999,4,67,9,2,9.1,569.79,76.74,28.1,13.806451612903226,32.1,734.91,133.85,3.67,111.9,16.336666666666666,33.0,666.35,126.34,3.73,2,0.0148804642346819,0.1032205433455433,-0.0404757936507936,0.0253065321583179,0.0055010635056553,14,2021-05-03,2021-09-24,1,59.0,123.0,5.0,609.8999999999999,138.20000000000002,253.52,-115.32,1355.7700000000002,3.73,25.0,4.0,39.0,7.0,32.0,0.4996562499999999,0.6945714285714285,0.6945714285714285,58.0,0.5427857142857143,0.6264285714285714,,,,,609.8999999999999,0.5083130881094953,0.5833112913287585,0.6874044401544401,,,,0.0779392027125668,0,0,2,1,547.0,1.0,591.0,591.0,37.599999999999994,37.599999999999994,1.815,1.815,0.175,0.175,5.085,5.085,426.5,426.5,21.950000000000003,21.950000000000003,0.145,0.145,0.94,0.94,5.35,5.35,6.195,6.195,5.65,5.65,,,,,,,,,,,,,,,,,,,,sunflower,Никитушкин,Подсолнечник,2.925945945945946,v17_physical_t_ha,True,5,1,4.0,1.0,0.0,0.0,1.0,5.0,68.00555555555556,3.0,0.4194444444444444,1.0,1.135135135135135,6.900555555555555,30.950555555555557,0.22,0.0,0.0,2.925945945945946,2.9259459,2.9259459,2.925945945945946,physical_t_ha,False
217,2021,40.0,43.0,408.0,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,40.0,0.327625,0.694,0.174,0.1563721022912974,0.196,0.41,0.0067352809514954,0.694,13.105,182.0,0.52,6.0,2,1,43__40,10.91978021978022,31.0,140.5,1985.34,3.5,1.4250549450549448,22,349.03,-208.52999999999997,558.3,3,72,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,-0.0052776336977414,0.1205242810760668,-0.043739898989899,0.1076256132756132,0.0208048235538228,14,2021-05-06,2021-10-10,1,56.0,126.0,5.0,570.3000000000001,131.39999999999998,251.16999999999996,-119.76999999999998,1288.52,3.5,21.0,3.0,40.0,14.0,29.0,0.3640689655172414,0.6838571428571428,0.6838571428571428,55.0,0.3507619047619047,0.5581071428571429,,,,,570.3000000000001,0.2728744113029827,0.425748224151539,,,,,0.0890641124017675,0,0,14,1,547.0,1.0,435.8571428571428,435.8571428571428,43.11428571428571,43.11428571428571,6.672142857142857,6.672142857142857,0.1442857142857143,0.1442857142857143,2.87,2.87,429.1428571428572,429.1428571428572,33.885714285714286,33.885714285714286,0.0978571428571428,0.0978571428571428,1.7071428571428569,1.7071428571428569,6.021428571428572,6.021428571428572,9.128571428571428,9.128571428571428,5.757142857142858,5.757142857142858,,,,,,,,,,,,,,,,,,,,sunflower,Овчинников увал,Подсолнечник,2.768578431372549,v17_physical_t_ha,True,9,1,6.0,2.0,1.0,1.0,1.0,11.0,80.8498680024952,3.0,0.4214285714285714,3.0,1.25,7.317724542230587,33.026992834913514,0.1762611275964391,0.0,0.0,2.768578431372549,2.6894762,2.6894762,2.768578431372549,physical_t_ha,False
218,2021,40.0,43.0,39.0,7.2,3.87,198.74,289.9543,4.86,390.0,35.0,0.3707142857142858,0.666,0.135,0.1676580825760011,0.2299999999999999,0.543,0.0080831995182657,0.666,12.975000000000003,182.0,0.531,11.0,2,1,43__40,10.91978021978022,31.0,140.5,1985.34,3.5,1.4250549450549448,22,349.03,-208.52999999999997,558.3,3,72,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,0.0056720068458544,0.1235023171273171,-0.0600832341269841,0.0872509637188209,0.0667577544907427,14,2021-05-05,2021-10-19,1,57.0,125.0,5.0,577.4000000000001,131.4,255.36,-123.96,1312.2099999999998,3.5,21.0,3.0,41.0,14.0,28.0,0.4024336734693876,0.6575714285714286,0.6575714285714286,56.0,0.4165142857142857,0.5913928571428573,,,,,577.4000000000001,0.3036624803767661,0.5155386740331491,,,,,0.0789308885047969,0,0,1,1,547.0,1.0,465.0,465.0,46.0,46.0,5.52,5.52,0.21,0.21,7.24,7.24,522.0,522.0,52.5,52.5,0.19,0.19,2.36,2.36,5.5,5.5,7.14,7.14,6.6,6.6,,,,,,,,,,,,,,,,,,,,sunflower,Палатьи,Подсолнечник,2.12974358974359,v17_physical_t_ha,True,5,1,4.0,1.0,0.0,0.0,1.0,9.0,97.82857142857144,3.0,0.42,2.0,1.15625,8.642857142857144,39.75714285714286,0.0,0.0,0.0,2.12974358974359,2.595625,2.595625,2.12974358974359,physical_t_ha,False
219,2021,40.0,43.0,210.0,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,36.0,0.3201111111111111,0.653,0.184,0.1425481941461237,0.194,0.433,0.0063176981267252,0.653,11.524,182.0,0.469,4.0,2,1,43__40,11.996703296703297,32.3,135.70000000000002,1979.53,3.82,1.5926373626373629,27,360.46,-224.76,631.1999999999999,4,71,18,2,7.7,572.73,82.36,27.2,14.625806451612902,32.2,737.06,144.55,3.82,100.8,16.793333333333333,32.3,669.74,133.55,3.59,2,-0.0019316405594231,0.0534261904761904,-0.0521459060780489,0.0494588435374149,0.0085247751828452,14,2021-05-07,2021-10-16,1,55.0,127.0,5.0,614.2999999999998,125.8,252.11,-126.31,1262.2100000000005,3.82,24.0,4.0,38.0,15.0,26.0,0.3542582417582418,0.6181428571428571,0.6181428571428571,54.0,0.382,0.5287678571428571,,,,,614.2999999999998,0.2661089837997055,0.4266437847866419,0.6053497171145688,,,,0.071098280038167,0,0,9,1,547.0,1.0,339.3333333333333,339.3333333333333,32.71111111111111,32.71111111111111,9.583333333333334,9.583333333333334,0.1633333333333333,0.1633333333333333,1.9911111111111113,1.9911111111111113,406.22222222222223,406.22222222222223,19.322222222222223,19.322222222222223,0.1177777777777777,0.1177777777777777,0.8244444444444443,0.8244444444444443,6.177777777777777,6.177777777777777,7.362222222222223,7.362222222222223,5.766666666666667,5.766666666666667,,,,,,,,,,,,,,,,,,,,sunflower,Подхозный увал 1,Подсолнечник,2.818952380952381,v17_physical_t_ha,True,7,1,4.0,2.0,1.0,1.0,1.0,3.0,66.0,3.0,0.42,2.0,1.2547619047619047,6.6,30.36,0.0,0.0,0.0,2.818952380952381,2.8189523999999997,2.8189523999999997,2.818952380952381,physical_t_ha,False
220,2021,40.0,43.0,25.0,7.3,3.74,197.06,380.11444,6.0,420.0,34.0,0.4319117647058823,0.722,0.193,0.1682743501559736,0.2695,0.5805,0.0081383812229408,0.722,14.685,182.0,0.5289999999999999,12.0,2,1,43__40,10.91978021978022,31.0,140.5,1985.34,3.5,1.4250549450549448,22,349.03,-208.52999999999997,558.3,3,72,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,0.0011341980331615,0.080406166056166,-0.0533542735042734,0.0778607142857142,0.0323795836248102,14,2021-05-05,2021-10-16,1,57.0,125.0,5.0,577.4000000000001,131.4,255.36,-123.96,1312.2099999999998,3.5,21.0,3.0,41.0,14.0,27.0,0.4716031746031746,0.7008571428571428,0.7008571428571428,56.0,0.5118285714285714,0.6279107142857143,,,,,577.4000000000001,0.3947386185243328,0.5726639242084267,,,,,0.0810099947396107,0,0,1,1,547.0,1.0,453.0,453.0,38.9,38.9,6.07,6.07,0.2,0.2,6.55,6.55,430.0,430.0,41.3,41.3,0.17,0.17,1.7,1.7,5.4,5.4,6.75,6.75,5.9,5.9,,,,,,,,,,,,,,,,,,,,sunflower,Сапог,Подсолнечник,2.0263999999999998,v17_physical_t_ha,True,5,1,4.0,1.0,0.0,0.0,1.0,9.0,66.63529411764706,3.0,0.42,2.0,1.12,5.523529411764706,25.40823529411765,0.0,0.0,0.0,2.0263999999999998,2.0263999999999998,2.0263999999999998,2.0263999999999998,physical_t_ha,False
221,2021,40.0,43.0,8.0,,,,,,,36.0,0.4874166666666666,0.706,0.184,0.1617010916956207,0.33825,0.6054999999999999,0.0082457695201958,0.706,17.547,182.0,0.522,20.0,2,1,43__40,11.304395604395603,33.0,149.10000000000002,1971.05,3.73,1.5534065934065933,26,336.92999999999995,-187.82999999999993,582.5999999999999,4,67,9,2,9.1,569.79,76.74,28.1,13.806451612903226,32.1,734.91,133.85,3.67,111.9,16.336666666666666,33.0,666.35,126.34,3.73,2,0.0016308727147757,0.0498737484737484,-0.0320977182539682,0.0020225649350648,0.0057482392182646,14,2021-05-03,2021-09-24,1,59.0,123.0,5.0,609.8999999999999,138.20000000000002,253.52,-115.32,1355.7700000000002,3.73,25.0,4.0,39.0,7.0,32.0,0.50671875,0.6984285714285713,0.6984285714285713,58.0,0.5667142857142857,0.6411428571428572,,,,,609.8999999999999,0.500201881950385,0.6052177167810355,0.6934594594594594,,,,0.0772092585179778,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunflower,Сметанина пасека (низ огород) 05-080-025-120,Подсолнечник,1.7475,v17_physical_t_ha,True,4,1,3.0,1.0,0.0,0.0,1.0,2.0,1.2,3.0,0.3142857142857143,1.0,1.1,0.22,0.22,0.22,0.0,0.0,1.7475,1.7475,1.7475,1.7475,physical_t_ha,False
222,2021,40.0,43.0,62.0,6.9,3.725,206.315,278.80506,4.845,420.0,38.0,0.3643157894736843,0.65,0.161,0.1411856011115115,0.236,0.46775,0.0068457786962492,0.65,13.844000000000005,182.0,0.489,6.0,2,1,43__40,10.91978021978022,31.0,140.5,1985.34,3.5,1.4250549450549448,22,349.03,-208.52999999999997,558.3,3,72,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,-0.0067687870024408,0.0652614229024943,-0.0584373931623931,0.0579423752834467,0.0015878474500516,14,2021-05-04,2021-09-26,1,58.0,124.0,5.0,583.3000000000001,131.4,259.95,-128.54999999999998,1337.78,3.5,21.0,3.0,42.0,14.0,31.0,0.3904377880184332,0.6415714285714286,0.6415714285714286,57.0,0.3988857142857143,0.5441428571428572,,,,,583.3000000000001,0.3548021978021978,0.4468374112075768,,,,,0.0749171161363748,0,0,2,1,547.0,1.0,337.0,337.0,27.25,27.25,3.385,3.385,0.19,0.19,3.77,3.77,449.0,449.0,23.15,23.15,0.08,0.08,1.795,1.795,5.45,5.45,9.465,9.465,5.6,5.6,,,,,,,,,,,,,,,,,,,,sunflower,Соколки 1,Подсолнечник,2.9396774193548385,v17_physical_t_ha,True,6,1,4.0,1.0,1.0,0.0,1.0,5.0,57.29836065573771,3.0,0.42,1.0,1.1129032258064515,5.82983606557377,26.025245901639344,0.22,0.0,0.0,2.9396774193548385,2.9396774,2.9396774,2.9396774193548385,physical_t_ha,False
223,2021,40.0,43.0,70.0,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,38.0,0.3501842105263158,0.694,0.152,0.152397481548323,0.21575,0.4445,0.0071825843249735,0.694,13.307000000000002,182.0,0.5419999999999999,7.0,2,1,43__40,10.91978021978022,31.0,140.5,1985.34,3.5,1.4250549450549448,22,349.03,-208.52999999999997,558.3,3,72,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,-0.0208241794814597,0.0795225056689343,-0.0520153513153512,0.0795225056689343,-0.0053624673720193,14,2021-05-04,2021-09-27,1,58.0,124.0,5.0,583.3000000000001,131.4,259.95,-128.54999999999998,1337.78,3.5,21.0,3.0,42.0,14.0,30.0,0.3799095238095237,0.6662857142857143,0.6662857142857143,57.0,0.3918571428571429,0.5765714285714285,,,,,583.3000000000001,0.3158571428571428,0.4626945540647198,,,,,0.0805591042308559,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunflower,Соколки 2,Подсолнечник,2.8625714285714285,v17_physical_t_ha,True,6,1,4.0,1.0,1.0,0.0,1.0,5.0,65.2952380952381,3.0,0.42,1.0,1.1,6.62952380952381,29.703809523809525,0.22,0.0,0.0,2.8625714285714285,2.8625713999999998,2.8625713999999998,2.8625714285714285,physical_t_ha,False
224,2021,40.0,43.0,104.0,6.5,3.808,191.728,598.903534,18.618,516.0,37.0,0.3866486486486487,0.614,0.169,0.136318826646116,0.269,0.511,0.0068252091473053,0.603,14.306,178.0,0.4449999999999999,11.0,2,1,43__40,11.304395604395603,33.0,149.10000000000002,1971.05,3.73,1.5534065934065933,26,336.92999999999995,-187.82999999999993,582.5999999999999,4,67,9,2,9.1,569.79,76.74,28.1,13.806451612903226,32.1,734.91,133.85,3.67,111.9,16.336666666666666,33.0,666.35,126.34,3.73,2,0.0017133457698851,0.0482376068376069,-0.0460874510410225,-0.0328439780457637,-0.0077667982810839,14,2021-05-03,2021-09-25,1,59.0,123.0,5.0,609.8999999999999,138.20000000000002,253.52,-115.32,1355.7700000000002,3.73,25.0,4.0,39.0,7.0,32.0,0.4058928571428571,0.5988571428571429,0.5988571428571429,58.0,0.424,0.5401428571428571,,,,,609.8999999999999,0.3842343883661249,0.4829488459139114,0.5924546332046333,,,,0.0658370610069477,0,0,4,1,547.0,1.0,474.25,474.25,27.125,27.125,5.6175,5.6175,0.2075,0.2075,3.6175,3.6175,447.0,447.0,19.7,19.7,0.1575,0.1575,0.8775000000000001,0.8775000000000001,5.625,5.625,9.2325,9.2325,5.9750000000000005,5.9750000000000005,,,,,,,,,,,,,,,,,,,,sunflower,Холодный ключ,Подсолнечник,2.0925000000000002,v17_physical_t_ha,True,6,1,4.0,1.0,1.0,0.0,1.0,5.0,54.7,3.0,0.41,1.0,1.113,5.569999999999999,24.83,0.22,0.0,0.0,2.0925000000000002,2.1762,2.1762,2.0925000000000002,physical_t_ha,False
225,2021,40.0,43.0,4.0,,,,,,,37.0,0.5445945945945947,0.715,0.168,0.1843349564976698,0.376,0.693,0.0083917056876137,0.701,20.15,160.0,0.5469999999999999,27.0,2,1,43__40,11.304395604395603,33.0,149.10000000000002,1971.05,3.73,1.5534065934065933,26,336.92999999999995,-187.82999999999993,582.5999999999999,4,67,9,2,9.1,569.79,76.74,28.1,13.806451612903226,32.1,734.91,133.85,3.67,111.9,16.336666666666666,33.0,666.35,126.34,3.73,2,0.0136505628999527,0.1147334554334554,-0.0736614087301587,-0.0066628401360545,0.0175802469214458,14,2021-05-04,2021-09-25,1,58.0,124.0,5.0,606.6999999999999,138.20000000000002,249.52,-111.32,1329.71,3.73,25.0,4.0,38.0,7.0,31.0,0.5936451612903225,0.7061428571428571,0.6974285714285714,42.0,0.6622857142857143,0.6985714285714285,,,,,447.8,0.6127519247219847,0.697548970679975,0.6967818532818533,,,,0.1006309658631289,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunflower,Холодный ключ (сенокос) 05-080-025-120,Подсолнечник,1.85,v17_physical_t_ha,True,5,1,3.0,1.0,1.0,0.0,1.0,2.0,1.2,3.0,0.41,1.0,1.1,0.22,0.22,0.22,0.0,0.0,1.85,1.85,1.85,1.85,physical_t_ha,False
226,2021,40.0,43.0,40.0,7.2,3.79,218.81,806.48818,8.56,420.0,38.0,0.3921578947368421,0.643,0.156,0.1380525312518446,0.25625,0.45525,0.0066268741741498,0.643,14.902,182.0,0.487,6.0,2,1,43__40,11.56043956043956,33.2,141.20000000000002,1976.02,3.84,1.599230769230769,28,347.03000000000003,-205.83,598.3,4,69,18,2,8.0,571.28,79.95,28.5,14.109677419354838,32.5,737.35,138.06,3.83,104.7,16.413333333333334,33.2,667.39,129.02,3.84,2,-0.0409768731111588,0.0101307823129253,-0.1229160997732426,0.0085704081632652,-0.0568000287127838,14,2021-05-02,2021-09-26,1,60.0,122.0,5.0,621.4999999999999,131.9,263.75000000000006,-131.85000000000005,1385.0600000000002,3.84,27.0,4.0,41.0,7.0,33.0,0.4109696969696969,0.6305714285714286,0.6305714285714286,59.0,0.4414285714285714,0.4888571428571429,,,,,621.4999999999999,0.4151363636363636,0.4512547452547453,0.6040354285714287,,,,0.0683420803181282,0,0,1,1,547.0,1.0,443.0,443.0,29.4,29.4,1.03,1.03,0.14,0.14,1.3,1.3,388.0,388.0,18.0,18.0,0.12,0.12,0.3,0.3,6.8,6.8,5.78,5.78,5.7,5.7,,,,,,,,,,,,,,,,,,,,sunflower,Штаны,Подсолнечник,2.4555,v17_physical_t_ha,True,6,1,4.0,1.0,1.0,0.0,1.0,5.0,51.2,3.0,0.4205128205128204,1.0,1.1,5.22,23.22,0.22,0.0,0.0,2.4555,2.4555,2.4555,2.4555,physical_t_ha,False
227,2021,44.0,44.0,346.0,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,44.0,0.5287954545454544,0.719,0.208,0.1748349324811905,0.3525,0.6975,0.0078402974859697,0.702,23.266999999999996,166.0,0.511,28.0,3,1,44__44,11.56043956043956,33.2,141.20000000000002,1976.02,3.84,1.599230769230769,28,347.03000000000003,-205.83,598.3,4,69,18,2,8.0,571.28,79.95,28.5,14.109677419354838,32.5,737.35,138.06,3.83,104.7,16.413333333333334,33.2,667.39,129.02,3.84,2,0.2055006711723974,0.3385838827838827,0.0473351851851851,0.09373679138322,0.2144569707269226,14,2020-09-03,2021-08-02,1,301.0,247.0,5.0,849.9000000000001,574.7,540.44,34.25999999999999,3485.7000000000003,3.84,33.0,4.0,207.0,20.0,65.0,0.4713538461538461,0.7094285714285713,0.7012857142857143,286.0,0.3812857142857143,0.4392857142857143,0.3737857142857143,0.3599747899159664,0.3569915966386555,0.3510252100840336,704.9000000000001,0.2642448979591837,0.5501670020120725,0.6704897959183673,0.7034398868458274,,,0.0552419689549265,3,1,14,1,547.0,1.0,441.57142857142856,441.57142857142856,26.40357142857143,26.40357142857143,9.212142857142856,9.212142857142856,0.2999999999999999,0.2999999999999999,1.2228571428571426,1.2228571428571426,364.2142857142857,364.2142857142857,8.708571428571428,8.708571428571428,0.1121428571428571,0.1121428571428571,0.5778571428571428,0.5778571428571428,5.786428571428572,5.786428571428572,13.137142857142855,13.137142857142855,5.120714285714286,5.120714285714286,,,,,181.0,0.0,77.0,77.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,wheat_winter,Большая Семёниха СК,Пшеница озимая,2.8346242774566472,v17_physical_t_ha,True,5,1,4.0,1.0,0.0,0.0,0.0,3.0,153.36122857142857,1.0,0.0,12.0,1.4257142857142855,50.896989142857144,0.0,0.0,2.732094,0.0,2.8346242774566472,2.8022286000000003,2.8022286000000003,2.8346242774566472,physical_t_ha,False
