field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_calculated_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_p10_max_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_srad_mean_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_gdd_wheat_to_asof,wx_hot_d30_to_asof,wx_hot_d35_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_precip_sum_last30d,wx_srad_sum_last30d,wx_et0_sum_last30d,wx_vpd_max_last30d,wx_temp_max_last30d,wx_apr_precip,wx_apr_temp_mean,wx_apr_temp_max,wx_apr_srad,wx_apr_et0,wx_apr_vpd_max,wx_apr_hot_d30,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_may_hot_d30,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years,gdd_at_asof,ndvi_at_gdd_200,ndvi_at_gdd_400,ndvi_at_gdd_600,ndvi_at_gdd_800,ndvi_at_gdd_1000,ndvi_at_gdd_1200,ndvi_at_gdd_1400,ndvi_peak_gdd_at_asof,ndvi_peak_value_at_asof,ndvi_growth_per_100gdd
232,2013,40.0,40.0,2.3914999999999997,estimate_normalized,True,296.0,296.88138,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,28.0,0.3835714285714285,0.733,0.175,0.1992517124091012,0.229,0.4795,0.7284999999999999,0.0089973947025618,0.716,10.74,177.0,0.558,7.0,1,99,40__40,9.989010989010987,26.9,152.50000000000003,1906.1,20.946153846153845,2.56,1.1652747252747253,9,311.81000000000006,-159.31000000000003,454.2000000000001,604.8,0,0,60,13,0,39.1,685.43,128.81,2.56,26.9,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,0.0673299653289831,0.1630766293891293,0.0072124999999999,0.0992695767195767,0.1076058067353521,6,503.99999999999994,0.29730596175478063,0.6273731778425656,,,,,,503.99999999999994,0.7309999999999999,0.1255235824961689
233,2013,40.0,40.0,1.5523,estimate_normalized,True,39.0,38.82,6.7,3.57,211.75,698.55237,6.06,510.0,22.0,0.4436818181818182,0.565,0.207,0.1069138932904063,0.3582499999999999,0.523,0.563,0.0042957500931997,0.489,9.761,149.0,0.358,10.0,1,99,40__40,9.989010989010987,26.9,152.50000000000003,1906.1,20.946153846153845,2.56,1.1652747252747253,9,311.81000000000006,-159.31000000000003,454.2000000000001,604.8,0,0,60,13,0,39.1,685.43,128.81,2.56,26.9,31.3,4.7733333333333325,23.1,558.45,75.01,2.14,0,82.1,9.78064516129032,25.0,662.22,107.99,2.37,0,39.1,15.42,26.9,685.43,128.81,2.56,0,0.0386244070575888,0.1801733333333333,-0.1036273148148149,-0.1036273148148149,-0.0209787407407407,6,503.99999999999994,0.48856268221574345,0.5131656506758547,,,,,,215.10000000000002,0.5354285714285715,0.15371880804328514
234,2013,40.0,40.0,2.1286,estimate_normalized,True,35.0,36.18,6.5,3.73,181.31,492.74302,14.32,480.0,18.0,0.6472222222222221,0.736,0.489,0.0895752666480079,0.5565,0.71675,0.736,0.0040394644115574,0.697,11.65,177.0,0.247,17.0,1,99,40__40,11.03736263736264,27.7,152.50000000000003,1906.1,20.946153846153845,2.64,1.192747252747253,9,316.25,-163.74999999999997,531.1999999999999,689.3000000000001,0,0,60,13,0,39.1,685.43,130.29,2.64,27.7,31.3,5.633333333333334,23.9,558.45,75.61,2.21,0,82.1,10.98709677419355,26.0,662.22,110.35,2.47,0,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,0.2034851694190583,0.2970964646464646,0.0384484126984125,0.0384484126984125,0.1070855933484505,6,582.8999999999999,0.6430925486473659,0.7145819411620894,,,,,,517.5999999999999,0.7202857142857143,0.050642976845993365
195,2014,40.0,40.0,2.7474,estimate_normalized,True,123.0,122.42127,6.9,3.6425,225.2,499.4803025,7.5175,427.5,48.0,0.3460624999999999,0.737,0.148,0.2101813112380594,0.182,0.544,0.728,0.0064878830264784,0.71,16.610999999999997,179.0,0.589,13.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,0.0127864577089577,0.1450545454545454,-0.1200155677655678,0.1227481292517006,0.0315271519095382,7,597.1000000000001,0.24363098379193368,0.4924485049833886,,,,,,561.6000000000001,0.7202857142857143,0.11684808785280801
197,2014,40.0,40.0,2.2187,estimate_normalized,True,343.0,343.71311,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,50.0,0.3757399999999999,0.713,0.154,0.2118054588531655,0.1925,0.64075,0.7016,0.0072176217225854,0.713,18.787,182.0,0.5589999999999999,16.0,1,99,40__40,12.26923076923077,31.8,194.2,1943.2,21.353846153846153,3.25,1.4175824175824177,18,350.51000000000005,-156.31000000000006,604.7,767.4,4,0,66,14,2,72.0,721.9599999999999,138.58,3.25,31.8,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,0.0230111606335238,0.077970238095238,-0.0318006755149612,0.0403858843537414,0.034796342191959,7,667.9000000000001,0.22607733619763692,0.5234372822299651,0.692240376390077,,,,,667.9000000000001,0.7008571428571428,0.09515646258503399
207,2014,40.0,40.0,2.2424,estimate_normalized,True,110.91,110.91329,6.875,3.55,244.935,425.663535,5.4125,412.5,46.0,0.3509347826086956,0.703,0.168,0.1870916309068567,0.201,0.55625,0.68775,0.0058243355533078,0.703,16.143,182.0,0.5349999999999999,13.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,-0.0068311298310533,0.0563749999999999,-0.0815833333333333,0.0366527777777777,-0.0151284860767854,7,597.1000000000001,0.23164285714285712,0.5007087486157252,,,,,,597.1000000000001,0.6795714285714285,0.08361270953214907
208,2014,40.0,40.0,2.9195,estimate_normalized,True,130.0,128.21593,6.8,3.916,202.758,706.31834,5.7,504.0,45.0,0.3727777777777777,0.709,0.145,0.1830538340839642,0.2,0.551,0.69275,0.0064110437334852,0.709,16.775,180.0,0.564,13.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,0.0207278281439208,0.0826984126984127,-0.0118029272314986,0.0822770975056689,0.0250632270349957,7,575.8000000000001,0.3477509157509157,0.5653714285714284,,,,,,575.8000000000001,0.7107142857142856,0.09791827293754815
209,2014,40.0,40.0,2.7874,estimate_normalized,True,301.65,301.6502,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,49.0,0.3496326530612244,0.698,0.159,0.1966599358342949,0.181,0.568,0.695,0.0064202762251333,0.694,17.131999999999998,178.0,0.5389999999999999,14.0,1,99,40__40,12.26923076923077,31.8,194.2,1943.2,21.353846153846153,3.25,1.4175824175824177,18,350.51000000000005,-156.31000000000006,604.7,767.4,4,0,66,14,2,72.0,721.9599999999999,138.58,3.25,31.8,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,0.0300229781619921,0.1229900793650793,-0.071560915275201,0.0905821428571427,0.054538489911449,7,667.9000000000001,0.2471321160042964,0.41749477351916375,0.676027373823781,,,,,667.9000000000001,0.6937142857142857,0.09168879447689855
210,2014,40.0,40.0,2.9256,estimate_normalized,True,247.0,245.92428,7.2125,3.72,230.06625,480.10587375,9.455,423.75,48.0,0.3531249999999999,0.724,0.167,0.1846517696683859,0.186,0.502,0.7052499999999999,0.0061083479061205,0.724,16.95,180.0,0.5569999999999999,12.0,1,99,40__40,12.26923076923077,31.8,194.2,1943.2,21.353846153846153,3.25,1.4175824175824177,18,350.51000000000005,-156.31000000000006,604.7,767.4,4,0,66,14,2,72.0,721.9599999999999,138.58,3.25,31.8,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,0.0010942457371533,0.1216742630385487,-0.1044399877899878,0.1159179138321995,0.0160243598993599,7,667.9000000000001,0.28668635875402787,0.416911149825784,0.6864739093242087,,,,,667.9000000000001,0.7344285714285714,0.0969153759467463
212,2014,40.0,40.0,2.45,estimate_normalized,True,136.0,134.83369,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,46.0,0.297695652173913,0.656,0.148,0.16234475789467,0.1785,0.41175,0.6325000000000001,0.0050657898505021,0.656,13.694,180.0,0.508,9.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,-0.0370181580767416,0.025904761904762,-0.1753086270871985,0.025904761904762,-0.0631939240233071,7,575.8000000000001,0.22707142857142856,0.4249142857142855,,,,,,575.8000000000001,0.6465714285714286,0.1023591087811271
213,2014,40.0,40.0,2.4244,estimate_normalized,True,14.0,16.53751,7.2,3.39,148.5,272.23874,13.42,420.0,45.0,0.3708444444444444,0.71,0.169,0.1842152069432266,0.201,0.564,0.6910000000000001,0.0061727343723082,0.71,16.688,180.0,0.5409999999999999,13.0,1,99,40__40,12.26923076923077,31.8,194.2,1943.2,21.353846153846153,3.25,1.4175824175824177,18,350.51000000000005,-156.31000000000006,604.7,767.4,4,0,66,14,2,72.0,721.9599999999999,138.58,3.25,31.8,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,0.0197095554454993,0.105213095238095,-0.0629794372294371,0.105213095238095,0.033196192592366,7,667.9000000000001,0.2961772287862513,0.45191986062717765,0.6740068434559451,,,,,667.9000000000001,0.7065714285714285,0.08575319811274866
214,2014,40.0,40.0,2.6513,estimate_normalized,True,9.0,10.99122,7.1,3.67,236.12,399.02591,8.82,420.0,45.0,0.3704666666666666,0.711,0.17,0.1838969034842922,0.2,0.561,0.69275,0.0061698172797537,0.711,16.671,180.0,0.5409999999999999,13.0,1,99,40__40,12.26923076923077,31.8,194.2,1943.2,21.353846153846153,3.25,1.4175824175824177,18,350.51000000000005,-156.31000000000006,604.7,767.4,4,0,66,14,2,72.0,721.9599999999999,138.58,3.25,31.8,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,0.0172998440174715,0.1031380952380951,-0.0596571067821067,0.1031380952380951,0.0305854859803839,7,667.9000000000001,0.2978743286788399,0.44928397212543547,0.6747929854576561,,,,,667.9000000000001,0.7092857142857143,0.08631256384065371
215,2014,40.0,40.0,2.6138000000000003,estimate_normalized,True,79.0,78.14849,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,41.0,0.6211219512195121,0.74,0.371,0.1138405378357346,0.546,0.72,0.73525,0.0042212869851092,0.697,25.466,161.0,0.369,33.0,1,99,40__40,12.041758241758242,31.3,194.2,1943.2,21.353846153846153,3.0,1.3321978021978025,15,341.28,-147.07999999999998,581.9,745.3999999999999,4,0,66,14,2,72.0,721.9599999999999,135.32999999999996,3.0,31.3,62.0,6.58,19.5,525.82,83.65,1.79,0,60.2,11.893548387096772,25.3,695.42,122.3,2.24,0,72.0,17.65666666666667,31.3,721.96,135.33,3.0,4,0.2609542006356738,0.3800648148148148,0.1168704081632652,0.1172744897959183,0.2092628534685865,7,645.8000000000002,0.6556483516483518,0.7294185463659147,0.7007134146341463,,,,,370.80000000000007,0.7325714285714285,0.09986415798223913
216,2014,40.0,40.0,2.9909,estimate_normalized,True,37.0,37.51924,6.4,3.71,242.68,688.96085,7.64,540.0,40.0,0.4929,0.748,0.181,0.2136115399504436,0.27225,0.70675,0.7442500000000001,0.0087018669256424,0.747,19.716,179.0,0.567,22.0,1,99,40__40,12.542857142857146,31.9,194.2,1943.2,21.353846153846153,3.09,1.363076923076923,16,346.02,-151.82,623.6,789.1,4,0,66,14,2,72.0,721.9599999999999,137.08999999999995,3.09,31.9,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,0.0435903877851222,0.0912125850340135,-0.0297638888888888,0.0732003401360543,0.0724340352391372,7,687.5999999999998,0.3856285714285713,0.634581560283688,0.730412795793164,,,,,687.5999999999998,0.7451428571428572,0.08708446365350136
217,2014,40.0,40.0,3.0689,estimate_normalized,True,408.0,408.48131,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,45.0,0.3060222222222222,0.67,0.159,0.1503494431706629,0.185,0.443,0.6194999999999999,0.0047746717636535,0.67,13.771,180.0,0.511,7.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,-0.0168176199094679,0.0869902494331065,-0.1164101731601732,0.0869902494331065,-0.0363055783111789,7,575.8000000000001,0.24038352638352642,0.4268857142857142,,,,,,575.8000000000001,0.684142857142857,0.10674900749889718
218,2014,40.0,40.0,2.1887,estimate_normalized,True,39.0,39.30376,7.2,3.87,198.74,289.9543,4.86,390.0,43.0,0.3827441860465116,0.606,0.156,0.1513837097658695,0.2309999999999999,0.539,0.59425,0.0062254195026619,0.606,16.458000000000002,179.0,0.4499999999999999,13.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,0.0353164585798722,0.0882559523809523,-0.0032159863945577,0.0159889455782313,0.034151778503054,7,558.2,0.3879981684981685,0.5378000000000001,,,,,,558.2,0.6134285714285715,0.07997997719625129
219,2014,40.0,40.0,2.3038,estimate_normalized,True,210.0,209.86423,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,45.0,0.3652222222222221,0.752,0.156,0.2252133693376018,0.172,0.609,0.7422499999999999,0.0073735856734791,0.752,16.435,180.0,0.596,14.0,1,99,40__40,12.26923076923077,31.8,194.2,1943.2,21.353846153846153,3.25,1.4175824175824177,18,350.51000000000005,-156.31000000000006,604.7,767.4,4,0,66,14,2,72.0,721.9599999999999,138.58,3.25,31.8,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,0.0612754288381115,0.2042717223252936,-0.0185124999999999,0.1701423469387754,0.1310230515893781,7,667.9000000000001,0.22860794844253488,0.5228832752613239,0.7295220779220778,,,,,667.9000000000001,0.7575714285714287,0.11342592592592592
220,2014,40.0,40.0,2.0431,estimate_normalized,True,25.0,24.0006,7.3,3.74,197.06,380.11444,6.0,420.0,38.0,0.4873684210526315,0.711,0.165,0.2013819911789312,0.28225,0.698,0.7096666666666667,0.0078304816823423,0.701,18.52,172.0,0.5459999999999999,20.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,0.0776621939177155,0.1645094627594627,0.015,0.0682477324263037,0.092440589529518,7,558.2,0.4963243243243243,0.6900857142857142,,,,,,477.20000000000005,0.7064285714285713,0.10867545978079135
222,2014,40.0,40.0,2.3248,estimate_normalized,True,62.0,62.12991,6.9,3.725,206.315,278.80506,4.845,420.0,43.0,0.5784883720930233,0.735,0.265,0.1559005902838032,0.398,0.726,0.73225,0.0059416518075732,0.712,24.875,173.0,0.47,29.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,0.2153311949649619,0.3433652777777777,0.1243738095238095,0.1243738095238095,0.1975194999759625,7,575.8000000000001,0.6426581695875376,0.7275428571428572,,,,,,417.6000000000001,0.729142857142857,0.09927647016994946
223,2014,40.0,40.0,2.4033,estimate_normalized,True,70.0,70.93112,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,40.0,0.5927,0.733,0.253,0.1474513818178724,0.4187499999999999,0.72025,0.731,0.0055800564990096,0.7,23.708,170.0,0.48,28.0,1,99,40__40,11.08131868131868,30.6,170.8,1958.1,21.517582417582418,3.13,1.3441758241758242,16,347.40000000000003,-176.60000000000002,516.4,670.9,1,0,65,10,1,64.19999999999999,725.1500000000001,138.17000000000002,3.13,30.6,55.8,5.489999999999999,22.4,530.78,84.89,2.19,0,50.8,10.932258064516128,24.6,702.17,124.34,2.28,0,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,0.2255132477175517,0.4065638888888889,0.0932739229024943,0.0932739229024943,0.1819667673464101,7,558.2,0.6735611325611326,0.7201714285714286,,,,,,281.00000000000006,0.7247142857142858,0.14515998707175176
224,2014,40.0,40.0,2.6593,estimate_normalized,True,104.0,106.08424,6.5,3.808,191.728,598.903534,18.618,516.0,41.0,0.4129268292682926,0.725,0.169,0.1694804672886686,0.252,0.552,0.69225,0.0069090068058359,0.725,16.93,182.0,0.5559999999999999,14.0,1,99,40__40,12.542857142857146,31.9,194.2,1943.2,21.353846153846153,3.09,1.363076923076923,16,346.02,-151.82,623.6,789.1,4,0,66,14,2,72.0,721.9599999999999,137.08999999999995,3.09,31.9,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,0.0356292032042032,0.1049896825396825,-0.03965182436611,0.0767400226757369,0.0313935256982876,7,687.5999999999998,0.31985357142857135,0.47607801418439716,0.6290157756354077,,,,,687.5999999999998,0.7035714285714285,0.08163932894060473
226,2014,40.0,40.0,2.2283,estimate_normalized,True,40.0,41.00801,7.2,3.79,218.81,806.48818,8.56,420.0,40.0,0.555375,0.724,0.228,0.1666752362380206,0.442,0.7115,0.7202500000000001,0.006070396554837,0.715,22.215,175.0,0.496,23.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,0.1760004231062031,0.273725,0.0809126984126983,0.0984884353741496,0.1666889762597469,7,597.1000000000001,0.6075710678210677,0.707864406779661,,,,,,481.7000000000001,0.719142857142857,0.09642632005523363
227,2014,40.0,40.0,2.401,estimate_normalized,True,346.0,348.50924,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,50.0,0.34676,0.69,0.161,0.19846768603478,0.1825,0.568,0.6828000000000001,0.0064172301072336,0.689,17.338,180.0,0.5289999999999999,14.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,0.0205736952967386,0.1082019841269841,-0.0997670068027211,0.0837668934240363,0.0352058356326213,7,597.1000000000001,0.23478509316770185,0.5430531561461793,,,,,,579.3000000000002,0.6785714285714286,0.10606156977483777
228,2014,40.0,40.0,3.021,estimate_normalized,True,59.0,55.06353,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,38.0,0.3495263157894736,0.641,0.205,0.1314461540431761,0.23875,0.43275,0.6146666666666666,0.0042216770703402,0.641,13.281999999999998,182.0,0.436,8.0,1,99,40__40,12.542857142857146,31.9,194.2,1943.2,21.353846153846153,3.09,1.363076923076923,16,346.02,-151.82,623.6,789.1,4,0,66,14,2,72.0,721.9599999999999,137.08999999999995,3.09,31.9,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,-0.0346214129436847,0.0455585034013605,-0.2022506012506012,0.0455585034013605,-0.077578612252982,7,687.5999999999998,0.29971785714285715,0.32761904761904764,0.5414574934268187,,,,,687.5999999999998,0.626,0.060920047031158164
229,2014,40.0,40.0,1.8888000000000005,estimate_normalized,True,12.0,9.82891,6.4,2.36,225.3,220.85171,12.11,480.0,40.0,0.3120249999999999,0.576,0.086,0.1400318691405638,0.15525,0.437,0.5317500000000001,0.0047874218825942,0.576,12.480999999999998,182.0,0.49,3.0,1,99,40__40,12.542857142857146,31.9,194.2,1943.2,21.353846153846153,3.09,1.363076923076923,16,346.02,-151.82,623.6,789.1,4,0,66,14,2,72.0,721.9599999999999,137.08999999999995,3.09,31.9,62.0,7.05,20.0,525.82,84.9,1.83,0,60.2,12.374193548387098,25.9,695.42,124.03,2.28,0,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,-0.0011835882335882,0.0860791666666666,-0.0955544733044732,0.0489047619047618,-0.0329096997138664,7,687.5999999999998,0.32439642857142853,0.3609746707193515,0.48029535495179676,,,,,687.5999999999998,0.5402857142857143,0.06003992424630191
230,2014,40.0,40.0,2.0745,estimate_normalized,True,223.0,222.45567,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,46.0,0.374195652173913,0.726,0.148,0.2120545068941942,0.19,0.58775,0.7235,0.0072204936212449,0.726,17.213,180.0,0.578,15.0,1,99,40__40,12.26923076923077,31.8,194.2,1943.2,21.353846153846153,3.25,1.4175824175824177,18,350.51000000000005,-156.31000000000006,604.7,767.4,4,0,66,14,2,72.0,721.9599999999999,138.58,3.25,31.8,62.0,6.73,23.1,525.82,86.22,2.25,0,60.2,12.14516129032258,25.8,695.42,125.71,2.39,0,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,0.0562970205757083,0.1667751958359101,-0.0129720238095238,0.12558231292517,0.1141916418489548,7,667.9000000000001,0.24889258861439303,0.5294529616724739,0.7103532467532467,,,,,667.9000000000001,0.7222857142857143,0.0965215082315454
231,2014,40.0,40.0,2.6751,estimate_normalized,True,235.0,231.50464,7.2625,3.685,204.0575,646.09227125,9.26,453.75,46.0,0.3716086956521738,0.724,0.161,0.2138856336274405,0.19225,0.63025,0.70675,0.0068917286371763,0.724,17.093999999999998,182.0,0.563,14.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,0.019369877488698,0.1224040404040404,-0.0673921356421355,0.0814623015873016,0.0534215318537597,7,597.1000000000001,0.2481428571428571,0.5790265780730897,,,,,,597.1000000000001,0.7035714285714284,0.10326916304730596
232,2014,40.0,40.0,2.4254,estimate_normalized,True,296.0,296.88138,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,46.0,0.3586086956521739,0.745,0.149,0.216577978552647,0.18375,0.5872499999999999,0.734,0.0068441768329627,0.745,16.496,182.0,0.596,14.0,1,99,40__40,11.405494505494504,30.9,194.2,1943.2,21.353846153846153,3.07,1.3367032967032968,16,340.83,-146.63,536.4000000000001,694.3000000000001,2,0,66,14,1,72.0,721.9599999999999,135.17,3.07,30.9,62.0,5.8533333333333335,19.2,525.82,83.09,1.78,0,60.2,11.32258064516129,24.9,695.42,122.57,2.27,0,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,0.0151812947228728,0.0998986394557823,-0.052286111111111,0.095625,0.0370220728062564,7,597.1000000000001,0.22592857142857142,0.5362181616832778,,,,,,597.1000000000001,0.728,0.11749355567577885
