field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_hot_d30_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_apr_precip,wx_apr_srad,wx_apr_et0,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years
195,2010,40.0,40.0,1.7763000000000002,estimate_normalized,True,123.0,6.9,3.6425,225.2,499.4803025,7.5175,427.5,33.0,0.3377878787878788,0.553,0.194,0.1054852445736994,0.238,0.421,0.0060857368821886,0.553,11.147000000000002,181.0,0.359,2.0,1,99,40__40,9.01098901098901,31.5,209.1,2017.96,3.22,1.1076923076923078,12,306.39,-97.29,466.7,2,66,12,1,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,-0.0218373329252117,0.0525428571428571,-0.1009259259259259,-0.0800571428571428,-0.0358829857532238,3
197,2010,40.0,40.0,2.2140999999999997,estimate_normalized,True,343.0,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,36.0,0.3528333333333333,0.668,0.171,0.158081466339353,0.19275,0.51475,0.0086939562895523,0.668,12.702,181.0,0.497,11.0,1,99,40__40,9.810989010989012,32.4,209.1,2017.96,3.43,1.1710989010989012,13,313.37999999999994,-104.27999999999994,521.6,3,66,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,-0.0595746362433862,0.0072333333333333,-0.1468981481481481,-0.04955,-0.0902336734693877,3
207,2010,40.0,40.0,2.1087,estimate_normalized,True,110.91,6.875,3.55,244.935,425.663535,5.4125,412.5,33.0,0.2461818181818181,0.671,0.161,0.1033248641335151,0.186,0.27,0.0046335699129289,0.671,8.123999999999999,181.0,0.51,1.0,1,99,40__40,9.01098901098901,31.5,209.1,2017.96,3.22,1.1076923076923078,12,306.39,-97.29,466.7,2,66,12,1,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,-0.1058931838223504,0.0403055555555555,-0.2471250000000001,0.0403055555555555,-0.1637996957671957,3
208,2010,40.0,40.0,2.4501,estimate_normalized,True,130.0,6.8,3.916,202.758,706.31834,5.7,504.0,32.0,0.3150625,0.559,0.142,0.1320806897080341,0.1845,0.43325,0.007637891552197,0.559,10.082,171.0,0.417,4.0,1,99,40__40,8.593406593406593,31.2,179.89999999999998,2023.97,3.3,1.103076923076923,12,306.4899999999999,-126.58999999999992,450.49999999999994,1,67,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,-0.0545022796792328,-0.0038666666666666,-0.0795446428571428,-0.0451555555555555,-0.050242678182384,3
209,2010,40.0,40.0,2.0058,estimate_normalized,True,301.65,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,38.0,0.2562894736842105,0.468,0.153,0.0821605962332747,0.177,0.2995,0.0044625844269301,0.468,9.739,176.0,0.315,0.0,1,99,40__40,9.810989010989012,32.4,209.1,2017.96,3.43,1.1710989010989012,13,313.37999999999994,-104.27999999999994,521.6,3,66,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,-0.0463436125034809,-0.0122999999999999,-0.0968333333333333,-0.0387592592592592,-0.0657676851851851,3
210,2010,40.0,40.0,2.4812000000000003,estimate_normalized,True,247.0,7.2125,3.72,230.06625,480.10587375,9.455,423.75,34.0,0.3050588235294118,0.509,0.15,0.1097716724351239,0.19575,0.3805,0.0061293589562946,0.509,10.372000000000002,176.0,0.359,1.0,1,99,40__40,9.810989010989012,32.4,209.1,2017.96,3.43,1.1710989010989012,13,313.37999999999994,-104.27999999999994,521.6,3,66,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,-0.0440073432150638,0.0202285714285713,-0.1054444444444445,-0.0589148148148147,-0.0505277042915931,3
212,2010,40.0,40.0,2.5728999999999997,estimate_normalized,True,136.0,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,28.0,0.2577857142857143,0.423,0.169,0.0672805199693562,0.18775,0.29925,0.0037275667779632,0.423,7.218000000000001,176.0,0.254,0.0,1,99,40__40,8.593406593406593,31.2,179.89999999999998,2023.97,3.3,1.103076923076923,12,306.4899999999999,-126.58999999999992,450.49999999999994,1,67,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,-0.1003363874716553,-0.0092999999999999,-0.2748095238095238,-0.2080972222222223,-0.1617696676587302,3
213,2010,40.0,40.0,2.1619,estimate_normalized,True,14.0,7.2,3.39,148.5,272.23874,13.42,420.0,31.0,0.3067419354838709,0.48,0.179,0.0957665062810905,0.203,0.3805,0.0055416118206934,0.48,9.509,176.0,0.301,0.0,1,99,40__40,9.810989010989012,32.4,209.1,2017.96,3.43,1.1710989010989012,13,313.37999999999994,-104.27999999999994,521.6,3,66,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,-0.0597340288445127,-0.0149999999999999,-0.0991666666666666,-0.0687740740740742,-0.076176338313103,3
214,2010,40.0,40.0,1.955,estimate_normalized,True,9.0,7.1,3.67,236.12,399.02591,8.82,420.0,31.0,0.3121612903225806,0.489,0.18,0.0989229406102559,0.203,0.385,0.0057312028987603,0.489,9.677,176.0,0.309,0.0,1,99,40__40,9.810989010989012,32.4,209.1,2017.96,3.43,1.1710989010989012,13,313.37999999999994,-104.27999999999994,521.6,3,66,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,-0.0573473928998122,-0.01205,-0.0954999999999999,-0.0669148148148148,-0.0726065203859321,3
215,2010,40.0,40.0,2.5285,estimate_normalized,True,79.0,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,29.0,0.3719655172413794,0.589,0.187,0.1316590378941575,0.211,0.458,0.0083612812404794,0.589,10.787000000000004,171.0,0.4019999999999999,5.0,1,99,40__40,9.773626373626373,32.1,209.1,2017.96,3.21,1.1391208791208791,13,310.64000000000004,-101.54000000000003,507.9,2,66,12,1,34.0,629.11,72.83,127.3,10.058064516129033,24.4,644.56,101.06,1.95,47.8,17.7,32.1,744.29,136.75,3.21,2,0.0029865763546797,0.0741999999999999,-0.0835,0.0675833333333333,0.0288079131652661,3
216,2010,40.0,40.0,2.8838,estimate_normalized,True,37.0,6.4,3.71,242.68,688.96085,7.64,540.0,25.0,0.42612,0.643,0.193,0.1364622497249697,0.305,0.528,0.0094022633744855,0.643,10.653,175.0,0.45,10.0,1,99,40__40,10.247252747252746,32.5,209.1,2017.96,3.29,1.1625274725274726,14,314.15999999999997,-105.05999999999996,541.4,3,66,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,-0.1049077513227513,0.0090178571428571,-0.208775,0.0090178571428571,-0.0960603689006466,3
217,2010,40.0,40.0,2.0382,estimate_normalized,True,408.0,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,31.0,0.2777096774193548,0.518,0.171,0.0842876004152859,0.1895,0.3285,0.0044203225305621,0.518,8.609,181.0,0.347,1.0,1,99,40__40,8.593406593406593,31.2,179.89999999999998,2023.97,3.3,1.103076923076923,12,306.4899999999999,-126.58999999999992,450.49999999999994,1,67,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,-0.0703185718552654,0.0351,-0.2014095238095237,-0.1016396825396824,-0.1155578115814227,3
218,2010,40.0,40.0,2.4997,estimate_normalized,True,39.0,7.2,3.87,198.74,289.9543,4.86,390.0,26.0,0.3733846153846153,0.631,0.147,0.1647994298260947,0.203,0.5325,0.010501647901545,0.631,9.708,171.0,0.484,8.0,1,99,40__40,8.593406593406593,31.2,179.89999999999998,2023.97,3.3,1.103076923076923,12,306.4899999999999,-126.58999999999992,450.49999999999994,1,67,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,-0.0210598748473748,0.0651388888888889,-0.0760833333333333,0.0651388888888889,-0.0009935019841269,3
219,2010,40.0,40.0,2.4063,estimate_normalized,True,210.0,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,34.0,0.2809411764705882,0.509,0.158,0.0997163451043451,0.18,0.353,0.005428345592521,0.509,9.552,176.0,0.351,1.0,1,99,40__40,9.810989010989012,32.4,209.1,2017.96,3.43,1.1710989010989012,13,313.37999999999994,-104.27999999999994,521.6,3,66,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,-0.0197472280578898,0.0136333333333333,-0.0752555555555555,0.0136333333333333,-0.0252422514619883,3
220,2010,40.0,40.0,1.9949,estimate_normalized,True,25.0,7.3,3.74,197.06,380.11444,6.0,420.0,26.0,0.3891538461538462,0.614,0.174,0.1639835105002217,0.2135,0.5599999999999999,0.0095952726889871,0.614,10.118,176.0,0.44,8.0,1,99,40__40,8.593406593406593,31.2,179.89999999999998,2023.97,3.3,1.103076923076923,12,306.4899999999999,-126.58999999999992,450.49999999999994,1,67,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,-0.0888646265771266,-0.0396957671957671,-0.1454583333333333,-0.0396957671957671,-0.0866803527336861,3
222,2010,40.0,40.0,2.4025,estimate_normalized,True,62.0,6.9,3.725,206.315,278.80506,4.845,420.0,29.0,0.3437241379310344,0.606,0.135,0.1530530438931107,0.187,0.487,0.0087800108886841,0.606,9.968,176.0,0.471,7.0,1,99,40__40,8.593406593406593,31.2,179.89999999999998,2023.97,3.3,1.103076923076923,12,306.4899999999999,-126.58999999999992,450.49999999999994,1,67,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,-0.049549721766101,0.0288148148148148,-0.0981999999999999,0.0288148148148148,-0.0518734049175225,3
223,2010,40.0,40.0,2.8213,estimate_normalized,True,70.0,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,29.0,0.4210689655172414,0.663,0.176,0.1869993418823903,0.221,0.609,0.0107990995895803,0.663,12.211,176.0,0.487,13.0,1,99,40__40,8.593406593406593,31.2,179.89999999999998,2023.97,3.3,1.103076923076923,12,306.4899999999999,-126.58999999999992,450.49999999999994,1,67,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,0.0671996852764094,0.1695499999999999,-0.006875,0.0632555555555555,0.1090734827264238,3
224,2010,40.0,40.0,2.7485,estimate_normalized,True,104.0,6.5,3.808,191.728,598.903534,18.618,516.0,32.0,0.40328125,0.671,0.152,0.175429514758599,0.2065,0.5597500000000001,0.0101139291022183,0.662,12.905,176.0,0.519,11.0,1,99,40__40,10.247252747252746,32.5,209.1,2017.96,3.29,1.1625274725274726,14,314.15999999999997,-105.05999999999996,541.4,3,66,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,0.00976734006734,0.158375,-0.1284249999999999,0.1093472222222222,0.0472725680844728,3
226,2010,40.0,40.0,2.0662,estimate_normalized,True,40.0,7.2,3.79,218.81,806.48818,8.56,420.0,29.0,0.3758620689655173,0.585,0.165,0.1234726618179467,0.257,0.452,0.0077688232397833,0.585,10.900000000000002,178.0,0.4199999999999999,3.0,1,99,40__40,9.01098901098901,31.5,209.1,2017.96,3.22,1.1076923076923078,12,306.39,-97.29,466.7,2,66,12,1,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,-0.0733650839262908,0.0014777777777778,-0.13385,0.0014777777777778,-0.072192705026455,3
227,2010,40.0,40.0,2.7361,estimate_normalized,True,346.0,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,35.0,0.3024285714285714,0.627,0.124,0.1415460118455753,0.1875,0.423,0.0073494370779422,0.627,10.585,176.0,0.503,4.0,1,99,40__40,9.01098901098901,31.5,209.1,2017.96,3.22,1.1076923076923078,12,306.39,-97.29,466.7,2,66,12,1,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,-0.0395979931972789,0.065874074074074,-0.170047619047619,0.065874074074074,-0.0543496553884711,3
228,2010,40.0,40.0,2.3478000000000003,estimate_normalized,True,59.0,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,27.0,0.495037037037037,0.632,0.191,0.1499969089759251,0.3535,0.6114999999999999,0.0093615478331496,0.632,13.366,176.0,0.441,17.0,1,99,40__40,10.247252747252746,32.5,209.1,2017.96,3.29,1.1625274725274726,14,314.15999999999997,-105.05999999999996,541.4,3,66,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,0.1264644767783656,0.2122999999999999,0.0045,0.1340555555555555,0.157347852474323,3
229,2010,40.0,40.0,1.4924,estimate_normalized,True,12.0,6.4,2.36,225.3,220.85171,12.11,480.0,29.0,0.379448275862069,0.561,0.124,0.1654397663505688,0.236,0.532,0.0094954577248532,0.561,11.004,178.0,0.437,13.0,1,99,40__40,10.247252747252746,32.5,209.1,2017.96,3.29,1.1625274725274726,14,314.15999999999997,-105.05999999999996,541.4,3,66,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,0.0622874794745484,0.1464,-0.0413,0.0994074074074074,0.1077148148148148,3
230,2010,40.0,40.0,2.5814,estimate_normalized,True,223.0,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,33.0,0.2883030303030303,0.558,0.187,0.0929155644229177,0.2,0.311,0.0050344582761395,0.558,9.514,176.0,0.371,1.0,1,99,40__40,9.810989010989012,32.4,209.1,2017.96,3.43,1.1710989010989012,13,313.37999999999994,-104.27999999999994,521.6,3,66,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,-0.0550304312970979,0.0532166666666666,-0.1277777777777777,0.0532166666666666,-0.0739001183514341,3
231,2010,40.0,40.0,2.7244,estimate_normalized,True,235.0,7.2625,3.685,204.0575,646.09227125,9.26,453.75,32.0,0.350375,0.537,0.192,0.1118913395889065,0.236,0.45425,0.0063492243413161,0.537,11.212,181.0,0.345,3.0,1,99,40__40,9.01098901098901,31.5,209.1,2017.96,3.22,1.1076923076923078,12,306.39,-97.29,466.7,2,66,12,1,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,-0.03746243066829,0.0261,-0.094547619047619,-0.0849027777777777,-0.0457186093073593,3
232,2010,40.0,40.0,2.0457,estimate_normalized,True,296.0,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,34.0,0.2671764705882353,0.586,0.163,0.1014832558162806,0.18925,0.34475,0.0051692767079049,0.586,9.084,181.0,0.4229999999999999,1.0,1,99,40__40,9.01098901098901,31.5,209.1,2017.96,3.22,1.1076923076923078,12,306.39,-97.29,466.7,2,66,12,1,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,-0.0580791666666666,0.0106388888888888,-0.1241203703703703,0.0106388888888888,-0.0847822023809523,3
233,2010,40.0,40.0,2.9024,estimate_normalized,True,39.0,6.7,3.57,211.75,698.55237,6.06,510.0,28.0,0.4849999999999999,0.726,0.181,0.1784598794447328,0.30525,0.633,0.0112131252716322,0.726,13.579999999999998,178.0,0.5449999999999999,15.0,1,99,40__40,9.01098901098901,31.5,209.1,2017.96,3.22,1.1076923076923078,12,306.39,-97.29,466.7,2,66,12,1,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,0.0769216222600151,0.2377129629629629,-0.0637499999999999,0.2237851851851852,0.1294036688944584,3
234,2010,40.0,40.0,3.0815,estimate_normalized,True,35.0,6.5,3.73,181.31,492.74302,14.32,480.0,29.0,0.4405862068965518,0.723,0.194,0.1667582427764463,0.271,0.565,0.0102737801304652,0.723,12.777000000000005,176.0,0.5289999999999999,15.0,1,99,40__40,10.247252747252746,32.5,209.1,2017.96,3.29,1.1625274725274726,14,314.15999999999997,-105.05999999999996,541.4,3,66,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,-0.0554229337712096,0.0647936507936508,-0.1435,0.0647936507936508,-0.0415595679012345,3
195,2011,40.0,40.0,1.6393999999999995,estimate_normalized,True,123.0,6.9,3.6425,225.2,499.4803025,7.5175,427.5,43.0,0.3187441860465116,0.676,0.161,0.1714169529787632,0.1895,0.399,0.0073397037077001,0.674,13.706,178.0,0.515,9.0,1,99,40__40,12.009890109890108,28.8,194.9,1984.55,2.53,1.3526373626373625,12,339.16999999999996,-144.26999999999995,611.1,0,59,10,0,52.1,559.07,81.11,54.1,11.529032258064516,27.4,717.51,124.59,2.53,88.7,18.543333333333333,28.8,707.97,133.47,2.48,0,0.0075187985141473,0.1036687499999999,-0.0566814814814814,0.0731738095238095,0.0278666459271722,4
197,2011,40.0,40.0,2.1288,estimate_normalized,True,343.0,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,48.0,0.3275,0.707,0.111,0.1864312876102077,0.17975,0.486,0.008137090845306,0.707,15.72,180.0,0.596,11.0,1,99,40__40,12.868131868131869,29.7,194.9,1984.55,2.64,1.428241758241758,16,347.63,-152.73,680.5000000000001,0,59,10,0,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,-0.0140354272656356,0.0218791666666665,-0.0607,0.0067690476190475,-0.0203654487179487,4
207,2011,40.0,40.0,1.7486000000000002,estimate_normalized,True,110.91,6.875,3.55,244.935,425.663535,5.4125,412.5,44.0,0.3447272727272727,0.721,0.152,0.2096595035719023,0.177,0.52725,0.0089171693827247,0.712,15.168,178.0,0.569,12.0,1,99,40__40,12.009890109890108,28.8,194.9,1984.55,2.53,1.3526373626373625,12,339.16999999999996,-144.26999999999995,611.1,0,59,10,0,52.1,559.07,81.11,54.1,11.529032258064516,27.4,717.51,124.59,2.53,88.7,18.543333333333333,28.8,707.97,133.47,2.48,0,0.0464574288033094,0.1600687499999999,-0.020875,0.0781111111111111,0.1125317746946036,4
208,2011,40.0,40.0,2.301,estimate_normalized,True,130.0,6.8,3.916,202.758,706.31834,5.7,504.0,40.0,0.3974499999999999,0.798,0.119,0.2395031262843973,0.2045,0.656,0.0108778905907487,0.773,15.898,176.0,0.679,13.0,1,99,40__40,11.704395604395604,28.5,167.29999999999998,1991.23,2.56,1.3515384615384616,11,343.11999999999995,-175.81999999999996,592.1,0,61,10,0,40.6,560.67,80.32,50.4,11.261290322580646,26.9,718.78,126.58,2.49,76.3,18.333333333333332,28.5,711.78,136.22,2.56,0,0.0684169757094757,0.2248,-0.0494,0.145865873015873,0.1892011853226138,4
209,2011,40.0,40.0,2.1288,estimate_normalized,True,301.65,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,49.0,0.4014285714285714,0.8,0.155,0.2368228477670383,0.186,0.596,0.0107028067120195,0.8,19.67,180.0,0.645,19.0,1,99,40__40,12.868131868131869,29.7,194.9,1984.55,2.64,1.428241758241758,16,347.63,-152.73,680.5000000000001,0,59,10,0,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,0.1153808551048347,0.3107986111111111,-0.0147,0.25505,0.2473841409852774,4
210,2011,40.0,40.0,2.3706,estimate_normalized,True,247.0,7.2125,3.72,230.06625,480.10587375,9.455,423.75,43.0,0.3997209302325581,0.805,0.135,0.2433215238743379,0.202,0.6295,0.0107530355151716,0.805,17.188,180.0,0.67,16.0,1,99,40__40,12.868131868131869,29.7,194.9,1984.55,2.64,1.428241758241758,16,347.63,-152.73,680.5000000000001,0,59,10,0,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,0.0855866588299727,0.2716888888888888,-0.0256,0.1991861111111111,0.2324242563859751,4
212,2011,40.0,40.0,2.1887,estimate_normalized,True,136.0,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,43.0,0.3523720930232558,0.737,0.167,0.2131736952287493,0.1935,0.5455,0.0093119914756964,0.729,15.152,178.0,0.57,12.0,1,99,40__40,11.704395604395604,28.5,167.29999999999998,1991.23,2.56,1.3515384615384616,11,343.11999999999995,-175.81999999999996,592.1,0,61,10,0,40.6,560.67,80.32,50.4,11.261290322580646,26.9,718.78,126.58,2.49,76.3,18.333333333333332,28.5,711.78,136.22,2.56,0,0.0472845900869156,0.1816180555555555,-0.0665619047619047,0.0958333333333333,0.1304884965728716,4
213,2011,40.0,40.0,1.984,estimate_normalized,True,14.0,7.2,3.39,148.5,272.23874,13.42,420.0,42.0,0.3948333333333333,0.788,0.156,0.2211704704162085,0.2135,0.586,0.0101569146577493,0.788,16.583,178.0,0.632,14.0,1,99,40__40,12.868131868131869,29.7,194.9,1984.55,2.64,1.428241758241758,16,347.63,-152.73,680.5000000000001,0,59,10,0,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,0.0701421745802698,0.2587319444444445,-0.0223,0.2159062499999999,0.1840926361832612,4
214,2011,40.0,40.0,2.053,estimate_normalized,True,9.0,7.1,3.67,236.12,399.02591,8.82,420.0,42.0,0.3932619047619047,0.789,0.157,0.2210099178472497,0.20975,0.5874999999999999,0.0101484712056633,0.788,16.517,179.0,0.632,14.0,1,99,40__40,12.868131868131869,29.7,194.9,1984.55,2.64,1.428241758241758,16,347.63,-152.73,680.5000000000001,0,59,10,0,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,0.0655843288325431,0.2514388888888889,-0.0216999999999999,0.2099999999999999,0.1759908572330447,4
215,2011,40.0,40.0,2.2013000000000003,estimate_normalized,True,79.0,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,38.0,0.3607105263157895,0.672,0.136,0.1794271451467488,0.211,0.518,0.0089003790094106,0.672,13.707,180.0,0.536,11.0,1,99,40__40,12.682417582417584,29.2,194.9,1984.55,2.64,1.3556043956043955,15,340.94,-146.04,661.6999999999999,0,59,10,0,52.1,559.07,82.33,54.1,12.274193548387096,28.1,717.51,125.41,2.64,88.7,19.133333333333333,29.2,707.97,133.2,2.44,0,0.0283889117096353,0.1468125,-0.0712499999999999,0.0851374999999999,0.0882709308284308,4
216,2011,40.0,40.0,2.4407,estimate_normalized,True,37.0,6.4,3.71,242.68,688.96085,7.64,540.0,37.0,0.4130810810810811,0.689,0.209,0.1654973468193272,0.259,0.574,0.0090793834567386,0.689,15.284,180.0,0.48,13.0,1,99,40__40,13.19120879120879,29.7,194.9,1984.55,2.63,1.3892307692307693,15,345.40999999999997,-150.50999999999996,703.4,0,59,10,0,52.1,559.07,83.07,54.1,12.787096774193548,28.5,717.51,127.28,2.63,88.7,19.683333333333337,29.7,707.97,135.06,2.48,0,0.0032674826987326,0.0450689484126983,-0.058411111111111,0.032970238095238,0.013772397986851,4
217,2011,40.0,40.0,2.475,estimate_normalized,True,408.0,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,44.0,0.3369318181818181,0.696,0.167,0.1903162914881044,0.18775,0.53525,0.0085415557990295,0.696,14.824999999999998,180.0,0.5289999999999999,15.0,1,99,40__40,11.704395604395604,28.5,167.29999999999998,1991.23,2.56,1.3515384615384616,11,343.11999999999995,-175.81999999999996,592.1,0,61,10,0,40.6,560.67,80.32,50.4,11.261290322580646,26.9,718.78,126.58,2.49,76.3,18.333333333333332,28.5,711.78,136.22,2.56,0,0.0408218560059469,0.1522996031746032,-0.0610603174603174,0.1136190476190475,0.1114785961859491,4
218,2011,40.0,40.0,1.6986,estimate_normalized,True,39.0,7.2,3.87,198.74,289.9543,4.86,390.0,36.0,0.2941388888888889,0.605,0.15,0.1255010298270668,0.19,0.378,0.0060397447872841,0.605,10.589000000000002,178.0,0.4549999999999999,2.0,1,99,40__40,11.704395604395604,28.5,167.29999999999998,1991.23,2.56,1.3515384615384616,11,343.11999999999995,-175.81999999999996,592.1,0,61,10,0,40.6,560.67,80.32,50.4,11.261290322580646,26.9,718.78,126.58,2.49,76.3,18.333333333333332,28.5,711.78,136.22,2.56,0,-0.0271958912037037,0.0278,-0.1212444444444443,-0.0128333333333332,-0.0702745783730158,4
219,2011,40.0,40.0,2.0567,estimate_normalized,True,210.0,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,43.0,0.3693720930232558,0.766,0.169,0.2154570073399756,0.193,0.55,0.0094389110458883,0.744,15.883,176.0,0.597,15.0,1,99,40__40,12.868131868131869,29.7,194.9,1984.55,2.64,1.428241758241758,16,347.63,-152.73,680.5000000000001,0,59,10,0,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,0.0882436419631187,0.280225,0.0012,0.1768562499999999,0.2043392041118604,4
