field_id,year,yield_t_ha
270,2025,55.286207
271,2017,24.22
271,2018,16.2
271,2019,26.73
271,2020,5.08
271,2021,48.847458
271,2022,26.278644
271,2023,24.587627
271,2024,39.316271
271,2025,43.949153
272,2017,30.82
272,2018,8.4
272,2019,26.65
272,2020,9.02
272,2021,16.323529
272,2022,33.017647
272,2023,14.075
272,2024,42.312
272,2025,31.792
273,2017,22.95
273,2018,28.04
273,2019,40.83
273,2020,7.7
273,2021,30.677778
273,2022,20.52963
273,2023,10.088889
273,2024,35.918519
273,2025,44.196296
274,2017,15.52
274,2018,16.63
274,2019,29.45
274,2020,10.27
274,2021,58.57807
274,2022,25.334061
274,2023,10.836364
274,2024,34.264686
274,2025,40.910044
276,2017,7.1
276,2019,16.0
276,2020,2.84
276,2021,34.220968
276,2022,29.274194
276,2023,26.341935
276,2024,36.374194
276,2025,14.903226
277,2018,8.14
277,2019,25.73
277,2020,4.55
277,2021,33.421333
277,2022,15.733333
277,2023,26.744
277,2024,42.578667
277,2025,19.090667
278,2017,24.0
278,2018,14.05
278,2019,46.69
278,2020,3.95
278,2021,53.658696
278,2022,29.076087
278,2023,17.219565
278,2024,24.308696
278,2025,38.991739
279,2017,23.78
279,2018,16.12
279,2019,53.85
279,2020,2.63
279,2021,49.775
279,2023,10.690909
279,2024,18.7
279,2025,44.006061
280,2017,10.96
280,2018,6.43
280,2020,2.47
280,2021,32.53587
280,2023,19.534783
280,2025,40.194565
282,2018,27.54
282,2019,38.04
282,2020,12.22
282,2021,34.048936
282,2022,12.691489
282,2023,19.701702
282,2025,39.023404
283,2017,23.88
283,2018,31.24
283,2019,26.38
283,2020,2.86
283,2021,52.875949
283,2022,37.139241
283,2023,14.302532
283,2025,40.171456
284,2020,12.7
284,2021,35.273333
284,2022,22.233333
284,2024,13.28
284,2025,15.3
286,2020,3.33
286,2021,39.718889
286,2023,12.911111
286,2024,1.111111
286,2025,15.3
287,2020,3.95
287,2021,56.0
287,2024,5.0
287,2025,15.3
288,2020,2.5
288,2021,35.825
288,2023,14.45
288,2024,2.5
288,2025,15.3
289,2020,7.04
289,2021,38.523529
289,2023,12.705882
289,2024,5.310588
289,2025,15.3
291,2020,2.86
291,2021,31.728333
291,2023,15.506667
291,2024,1.666667
291,2025,15.3
292,2021,20.1
292,2022,22.251
292,2023,32.198
292,2024,42.0
292,2025,27.18
293,2017,18.21
293,2018,9.58
293,2019,37.3
293,2020,4.0
293,2021,23.242697
293,2022,26.255843
293,2023,21.575281
293,2024,36.25618
293,2025,30.676404
295,2017,12.27
295,2018,14.5
295,2019,28.99
295,2020,1.17
295,2021,40.902069
295,2022,19.825241
295,2023,4.579
295,2024,14.772414
295,2025,45.961379
296,2017,16.86
296,2018,16.07
296,2019,34.01
296,2020,19.72
296,2021,33.379235
296,2022,14.684699
296,2023,7.210929
296,2024,28.710383
296,2025,45.765895
297,2021,36.76
297,2023,25.72
297,2024,2.0
297,2025,15.3
298,2018,15.46
298,2019,36.0
298,2020,18.24
298,2021,88.297583
298,2022,34.287917
298,2023,20.416667
298,2024,34.083333
298,2025,22.106667
299,2018,28.0
299,2019,33.02
299,2020,25.06
299,2021,32.053456
299,2022,40.0
299,2023,33.456221
299,2024,37.202765
299,2025,25.146083
300,2018,36.0
300,2019,21.45
300,2020,19.01
300,2021,28.021818
300,2022,28.105455
300,2023,35.636364
300,2024,41.425455
300,2025,31.365455
301,2018,32.0
301,2019,19.25
301,2020,28.51
301,2021,23.384116
301,2022,33.030686
301,2023,26.101083
301,2024,28.880866
301,2025,24.951625
302,2018,29.0
302,2019,25.92
302,2020,24.3
302,2021,21.607547
302,2022,31.477778
302,2023,20.0
302,2024,43.846154
302,2025,27.764444
303,2018,21.0
303,2019,25.68
303,2020,24.63
303,2021,35.2125
303,2022,35.39
303,2023,16.28
303,2024,33.13
303,2025,56.745
304,2018,22.0
304,2019,26.65
304,2020,19.79
304,2021,26.933117
304,2022,30.357143
304,2023,21.428571
304,2024,40.714286
304,2025,21.645455
305,2018,35.42
305,2019,16.14
305,2020,33.53
305,2021,31.643689
305,2022,32.570476
305,2023,29.10936
305,2024,50.325714
305,2025,27.688571
306,2018,40.62
306,2019,25.89
306,2020,33.23
306,2021,25.819574
306,2022,36.619574
306,2023,25.234043
306,2024,35.382128
306,2025,43.204255
307,2021,18.282353
307,2022,26.147059
307,2023,16.470588
308,2018,31.28
308,2019,32.31
308,2020,21.21
308,2021,32.111111
308,2022,20.782828
308,2023,7.750649
308,2024,66.13961
308,2025,35.603896
309,2018,30.0
309,2019,30.0
309,2020,14.22
309,2021,29.490667
310,2018,34.0
310,2020,15.19
310,2021,29.762564
310,2022,49.725
310,2023,26.650943
310,2024,37.636364
310,2025,61.521515
311,2018,37.0
311,2019,25.46
311,2020,51.18
311,2021,23.825346
311,2022,31.78547
311,2023,32.208333
311,2024,39.819828
311,2025,14.650633
311,2026,0.0
311,2027,0.0
312,2018,15.0
312,2020,33.2
312,2021,39.957895
312,2022,25.855556
312,2023,18.715789
312,2024,15.944444
312,2025,39.005556
313,2018,30.85
313,2020,21.27
313,2021,37.373262
313,2022,33.391818
313,2023,34.905631
313,2024,28.992727
313,2025,53.206417
313,2027,0.0
314,2018,13.59
314,2019,30.55
314,2020,14.23
314,2021,29.976344
314,2022,37.651613
314,2023,8.548387
314,2024,53.133068
314,2025,31.980478
315,2018,30.0
315,2019,26.3
315,2020,27.2
315,2021,23.563158
315,2022,30.678947
315,2023,22.894737
315,2024,8.542105
315,2025,48.221053
315,2027,0.0
316,2018,26.0
316,2019,23.06
316,2020,24.52
316,2021,33.544828
316,2022,21.768966
316,2023,26.882759
317,2018,19.01
317,2019,32.41
317,2020,29.69
317,2021,24.812717
317,2022,35.861272
317,2023,26.909677
317,2024,46.790323
317,2025,32.478824
318,2018,21.56
318,2019,86.97
318,2020,31.76
318,2021,25.535622
318,2022,41.665021
318,2023,21.609877
318,2024,33.664167
318,2025,44.5625
319,2018,19.0
319,2019,35.11
319,2020,17.61
319,2021,31.226667
319,2022,30.208421
319,2023,18.921569
319,2024,31.522105
319,2025,47.133333
319,2027,0.0
320,2020,28.92
320,2021,39.986667
320,2022,36.64
320,2023,14.966667
320,2024,22.726667
320,2025,52.413333
320,2027,0.0
321,2018,28.0
321,2019,29.74
321,2020,32.04
321,2021,31.18866
321,2022,37.207216
321,2023,24.504124
321,2024,29.827835
321,2025,50.110769
322,2018,26.0
322,2019,23.64
322,2020,9.41
322,2021,34.038356
322,2022,28.527397
322,2023,31.232877
322,2024,27.725
322,2025,53.174286
323,2019,50.36
323,2020,28.79
323,2021,27.504545
323,2022,34.059091
323,2023,29.87013
323,2024,49.662987
323,2025,37.001299
324,2018,27.0
324,2019,28.88
324,2020,32.0
324,2021,34.877778
324,2022,30.492593
324,2023,21.296296
324,2024,40.740741
324,2025,31.233333
325,2018,26.0
325,2020,33.92
325,2021,35.964706
325,2022,28.858824
325,2023,21.070588
325,2024,54.317647
325,2025,39.029412
325,2027,0.0
327,2018,26.0
327,2020,32.77
327,2021,44.124752
327,2022,30.487129
327,2023,30.089109
327,2024,43.030303
327,2025,27.849505
328,2019,51.95
328,2020,13.88
328,2021,15.152941
328,2022,25.023529
328,2023,27.647059
329,2018,32.0
329,2019,24.61
329,2020,30.03
329,2021,34.85
330,2018,28.0
330,2019,31.65
330,2020,31.91
330,2021,34.681379
330,2022,41.83069
330,2023,31.672474
330,2024,33.73384
330,2025,16.517563
331,2018,23.0
331,2019,24.0
331,2020,23.96
331,2021,31.96
331,2022,22.347143
331,2023,31.901408
331,2024,40.175714
331,2025,28.052857
332,2018,25.0
332,2019,35.25
332,2020,18.76
332,2021,27.84181
332,2022,31.269828
332,2023,22.198276
332,2024,44.753879
332,2025,27.096983
333,2019,60.54
333,2020,32.31
333,2021,33.653797
333,2022,30.093671
333,2023,23.291139
334,2018,26.53
334,2019,23.64
334,2020,26.76
334,2021,31.40375
334,2022,33.138125
334,2023,32.4375
334,2024,28.3575
334,2025,43.83125
335,2018,13.0
335,2019,12.52
335,2020,6.59
335,2021,31.346237
335,2022,35.048387
335,2023,30.19802
335,2024,27.627723
335,2025,56.548515
335,2027,0.0
336,2018,29.0
336,2019,22.27
336,2020,26.84
336,2021,35.553333
336,2022,30.29
336,2023,35.246667
336,2024,26.793333
336,2025,52.713333
336,2027,0.0
337,2018,33.0
337,2020,29.34
337,2021,32.88
337,2022,32.695
337,2023,18.25
338,2018,29.69
338,2020,34.13
338,2021,29.725
338,2022,28.49375
338,2023,13.0125
338,2024,50.55
338,2025,35.034375
339,2018,14.0
339,2020,21.75
339,2021,41.225
339,2022,31.95
339,2023,14.583333
339,2024,36.233333
339,2025,55.616667
340,2018,23.0
340,2020,44.99
340,2021,13.229508
340,2022,37.00082
340,2023,34.262295
340,2024,22.95082
340,2025,52.339344
341,2018,27.0
341,2021,33.516667
341,2022,28.089583
341,2023,17.916667
341,2024,15.833333
341,2025,50.783333
342,2018,23.0
342,2021,19.413636
342,2022,37.125
342,2023,23.409091
342,2024,20.454545
342,2025,48.731818
343,2018,25.0
343,2020,29.13
343,2021,40.285714
343,2022,34.228571
343,2023,23.171429
344,2020,13.79
344,2021,21.748454
344,2022,41.587629
344,2023,20.016495
344,2024,57.474227
344,2025,37.732836
345,2019,22.47
345,2020,4.61
345,2021,26.784
345,2022,44.988
345,2023,16.133333
345,2024,33.066667
346,2020,5.99
346,2021,19.183784
346,2022,44.437838
346,2023,33.237838
346,2024,71.443243
347,2019,32.12
347,2022,27.738983
347,2023,13.714286
347,2024,26.532203
347,2025,40.764912
349,2019,18.28
349,2020,5.82
349,2021,33.484146
349,2022,35.331707
349,2023,30.681707
349,2024,30.159756
349,2025,40.804878
350,2019,14.86
350,2020,27.78
350,2021,26.869291
350,2022,35.513386
350,2023,25.440945
350,2024,47.319685
350,2025,39.76378
351,2020,7.0
351,2021,45.0
351,2022,40.4
352,2019,23.1
352,2020,14.19
352,2021,20.75493
352,2022,40.807477
352,2023,21.001869
352,2024,61.259813
352,2025,35.908411
353,2019,14.52
353,2020,2.99
353,2021,20.75
353,2022,39.052083
354,2019,22.13
354,2020,0.83
354,2021,22.144304
354,2022,38.073418
354,2023,26.594937
355,2019,21.87
355,2020,0.21
355,2021,33.528571
355,2022,46.685714
355,2023,31.621429
356,2020,20.84
356,2021,26.103448
356,2022,32.897701
356,2023,21.677011
356,2024,39.057471
356,2025,30.81954
357,2019,22.85
357,2020,7.33
357,2021,31.505556
358,2019,23.01
358,2020,8.58
358,2021,33.279
358,2022,36.284337
358,2023,29.368675
358,2024,33.918072
358,2025,49.091566
359,2019,29.97
359,2020,15.52
359,2021,29.375
359,2022,33.601316
359,2023,30.155263
359,2024,44.235526
359,2025,37.894737
360,2019,24.14
360,2020,7.37
360,2021,23.14375
360,2022,29.36875
360,2023,21.7
361,2019,16.47
361,2020,23.6
361,2021,35.955
361,2022,43.57
361,2023,23.02
361,2024,47.005
361,2025,44.92381
362,2019,11.03
362,2020,23.35
362,2021,27.748718
362,2022,35.694017
362,2023,33.333333
362,2024,34.919658
362,2025,35.128205
363,2019,13.42
363,2020,20.88
363,2021,25.181818
363,2022,44.602597
363,2023,23.038961
363,2024,39.771429
363,2025,30.779221
364,2019,21.67
364,2020,12.16
364,2021,28.564167
364,2022,41.041667
364,2023,30.8
364,2024,32.275
364,2025,50.883333
365,2019,28.97
365,2020,12.99
365,2021,31.29
365,2022,38.606667
365,2023,12.231034
365,2024,32.166667
365,2025,40.233333
366,2019,9.71
366,2021,33.985714
367,2019,12.39
367,2021,39.545455
367,2022,25.854545
367,2023,26.066667
367,2024,39.521212
367,2025,54.835294
368,2019,25.64
368,2021,36.238503
368,2022,28.727273
368,2023,25.308108
368,2024,39.760428
368,2025,29.998913
369,2019,14.8
369,2021,40.962431
369,2022,26.805594
369,2023,22.557597
369,2024,38.210877
369,2025,35.814516
370,2019,14.8
370,2021,17.52
370,2022,34.28
370,2023,17.092308
370,2024,42.746154
370,2025,35.738462
371,2019,19.23
371,2021,20.984615
371,2022,39.461538
371,2023,32.169231
371,2024,51.769231
371,2025,56.153846
372,2019,14.76
372,2021,18.360417
372,2022,37.022222
372,2023,16.726
372,2024,22.544231
372,2025,40.169231
373,2019,9.31
373,2021,30.874336
373,2022,22.598326
373,2023,23.37533
373,2024,39.784141
373,2025,31.368889
374,2019,12.36
374,2021,47.760714
374,2022,38.834615
374,2023,23.169231
374,2024,44.792157
374,2025,53.494118
375,2019,11.54
375,2021,22.061538
375,2022,43.415385
375,2023,40.8
375,2024,46.584615
375,2025,52.261538
376,2019,24.8
376,2021,32.995604
377,2019,7.6
377,2021,34.756522
377,2022,27.578261
377,2023,23.673913
377,2024,37.969565
377,2025,30.659574
378,2019,5.58
378,2021,35.507692
378,2022,42.071795
378,2023,20.811111
378,2024,26.641026
378,2025,55.364103
379,2017,9.17
379,2018,9.84
379,2019,7.05
379,2020,4.44
379,2021,21.544498
379,2022,20.983575
379,2023,27.225121
379,2024,38.770335
379,2025,44.708738
380,2019,10.0
380,2021,19.683333
381,2017,9.46
381,2018,1.77
381,2019,5.21
381,2020,13.23
381,2021,26.253333
381,2022,32.013333
381,2023,28.49
381,2024,19.67
381,2025,44.022951
382,2017,13.79
382,2018,8.19
382,2019,39.93
382,2020,7.55
382,2021,31.325984
382,2022,39.132283
382,2023,18.373228
382,2024,36.35969
382,2025,52.145736
383,2017,16.82
383,2018,2.01
383,2019,30.11
383,2020,3.72
383,2021,31.752632
384,2017,16.67
384,2018,36.96
384,2019,35.76
384,2020,12.06
384,2021,23.592258
384,2022,38.010323
384,2023,13.834839
384,2024,33.430573
384,2025,39.028025
386,2017,11.61
386,2018,26.34
386,2019,33.32
386,2020,15.27
386,2021,34.056881
386,2022,24.176147
386,2023,29.414679
386,2024,51.72844
386,2025,29.811009
387,2017,15.35
387,2018,3.93
387,2019,29.15
387,2020,5.38
387,2021,29.64625
387,2022,22.010204
387,2023,32.834694
387,2024,41.988
387,2025,41.764
388,2017,10.71
388,2018,3.92
388,2019,19.2
388,2020,4.47
388,2022,32.36
388,2023,22.08
388,2024,28.03
388,2025,52.19
389,2017,10.71
389,2018,3.92
389,2019,19.2
389,2020,5.0
389,2022,37.428571
389,2023,35.257143
389,2024,44.775
389,2025,51.225
390,2017,12.22
390,2018,8.76
390,2019,32.68
390,2020,15.35
390,2021,32.039286
390,2022,24.207143
390,2023,26.717857
390,2024,40.285714
390,2025,48.682143
391,2017,16.65
391,2018,10.52
391,2019,48.79
391,2020,12.5
391,2021,21.729032
391,2022,30.354839
391,2023,20.2
391,2024,46.24375
391,2025,41.0
392,2017,10.12
392,2018,16.44
392,2019,48.03
392,2020,12.21
392,2021,45.145946
392,2022,27.394595
392,2023,12.345946
392,2024,46.237838
392,2025,35.0
393,2017,6.28
393,2018,17.46
393,2019,41.96
393,2020,14.49
393,2021,29.732143
393,2022,26.412766
393,2023,28.076596
393,2024,30.976224
393,2025,49.243357
394,2017,9.7
394,2018,19.34
394,2020,8.03
394,2021,30.0875
395,2017,7.88
395,2019,46.64
395,2020,15.38
395,2021,27.353125
395,2022,29.053125
395,2023,24.253125
395,2024,39.8
395,2025,41.759375
396,2017,11.61
396,2018,5.31
396,2019,40.5
396,2020,9.61
396,2021,41.63125
396,2022,13.16875
396,2023,19.825
396,2024,49.260606
396,2025,32.727273
397,2017,22.53
397,2018,2.31
