field_id,year,crop_id,prev_crop_id,field_tillable_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_hot_d30_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_apr_precip,wx_apr_srad,wx_apr_et0,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years,sowing_date,harvesting_date,sowing_date_valid,days_after_sowing_asof,sowing_doy,gdd_base_temp,gdd_from_sowing_asof,wx_sow_precip_sum,wx_sow_et0_sum,wx_sow_water_balance,wx_sow_srad_sum,wx_sow_vpd_max,wx_sow_vpd_days_high,wx_sow_hot_d30,wx_sow_dry_days,wx_sow_drought_run,ndvi_sow_n_obs,ndvi_sow_mean,ndvi_sow_max,ndvi_sow_last,ndvi_sow_peak_das,ndvi_at_das_30,ndvi_at_das_45,ndvi_at_das_60,ndvi_at_das_75,ndvi_at_das_90,ndvi_at_das_120,ndvi_sow_peak_gdd,ndvi_at_sow_gdd_200,ndvi_at_sow_gdd_400,ndvi_at_sow_gdd_600,ndvi_at_sow_gdd_800,ndvi_at_sow_gdd_1000,ndvi_at_sow_gdd_1200,ndvi_growth_per_100gdd_from_sow,scout_n_reports_asof,scout_has_report_asof,soil_sample_n_asof,soil_sample_has_asof,soil_sample_days_since_latest,soil_sample_n_tests_asof,soil_sample_latest_soil_K,soil_sample_mean_soil_K,soil_sample_latest_soil_P,soil_sample_mean_soil_P,soil_sample_latest_soil_S,soil_sample_mean_soil_S,soil_sample_latest_soil_Cu,soil_sample_mean_soil_Cu,soil_sample_latest_soil_Fe,soil_sample_mean_soil_Fe,soil_sample_latest_soil_Mg,soil_sample_mean_soil_Mg,soil_sample_latest_soil_Mn,soil_sample_mean_soil_Mn,soil_sample_latest_soil_Mo,soil_sample_mean_soil_Mo,soil_sample_latest_soil_Zn,soil_sample_mean_soil_Zn,soil_sample_latest_soil_pH,soil_sample_mean_soil_pH,soil_sample_latest_soil_N_NO3,soil_sample_mean_soil_N_NO3,soil_sample_latest_soil_organic_matter,soil_sample_mean_soil_organic_matter,soil_sample_latest_soil_B,soil_sample_mean_soil_B,soil_sample_latest_soil_N,soil_sample_mean_soil_N,scout_last_report_doy,scout_days_since_last_report,scout_growth_stage_max,scout_growth_stage_last,scout_risk_yield_decreasing_n,scout_risk_yield_decreasing_any,scout_condition_score_min,scout_condition_score_last,scout_condition_bad_n,scout_condition_not_good_n,scout_threat_reports_n,scout_threat_total_n,scout_threat_disease_any,scout_threat_insect_any,scout_threat_weed_any,standard_name,field_name,prod_crop_ru,target_yield_t_ha,target_source,unit_fix_applied,mgmt_fertilizer_items_n,mgmt_fertilizer_fact_rate_sum,mgmt_seed_items_n,mgmt_seed_fact_rate_sum,mgmt_chemical_items_n,mgmt_chemical_fact_rate_sum,mgmt_fert_N_rate_sum,mgmt_fert_P2O5_rate_sum,mgmt_fert_K2O_rate_sum,mgmt_fert_S_rate_sum,mgmt_fert_Mg_rate_sum,physical_t_ha,productivity_t_ha,prod_fact_t_ha,target_v17,target_v17_source,target_v17_conflict
231,2020,21.0,44.0,235.0,7.2625,3.685,204.0575,646.09227125,9.26,453.75,55.0,0.3940909090909092,0.501,0.168,0.0878093539699962,0.3805,0.457,0.0025791605301914,0.425,21.675000000000008,199.0,0.3329999999999999,1.0,4,1,44__21,15.37704918032787,34.6,166.29999999999998,2754.87,4.07,1.7613114754098358,45,525.0400000000001,-358.7400000000001,1180.1,6,91,14,5,32.6,564.9,95.81,14.4,15.65483870967742,29.8,743.2,141.02,2.81,47.2,17.04,30.3,722.21,139.34,3.12,1,72.1,20.16774193548387,34.6,724.5600000000001,148.87,4.07,5,-0.0466247257892735,0.1092479166666666,-0.2349882783882783,-0.1431106643356642,-0.1726672896794198,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,1,213.0,1.0,420.55555555555554,420.55555555555554,27.633333333333333,27.633333333333333,10.624444444444444,10.624444444444444,0.2788888888888888,0.2788888888888888,1.9811111111111108,1.9811111111111108,414.8888888888889,414.8888888888889,13.133333333333333,13.133333333333333,0.1144444444444444,0.1144444444444444,0.8033333333333333,0.8033333333333333,6.022222222222222,6.022222222222222,7.4,7.4,5.493333333333333,5.493333333333333,,,,,,,,,,,,,,,,,,,,oil_seed_raps_winter,Давыдкин увал левый,Рапс озимый,0.362,v17_prod_fact_t_ha,True,,,,,,,,,,,,,3.62,0.362,0.362,prod_fact_t_ha,False
232,2020,21.0,44.0,296.0,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,54.0,0.369925925925926,0.472,0.163,0.0809215101770094,0.347,0.426,0.0022250836850275,0.356,19.97600000000001,197.0,0.3089999999999999,0.0,4,1,44__21,15.37704918032787,34.6,166.29999999999998,2754.87,4.07,1.7613114754098358,45,525.0400000000001,-358.7400000000001,1180.1,6,91,14,5,32.6,564.9,95.81,14.4,15.65483870967742,29.8,743.2,141.02,2.81,47.2,17.04,30.3,722.21,139.34,3.12,1,72.1,20.16774193548387,34.6,724.5600000000001,148.87,4.07,5,-0.0600290937912944,0.1148385251322751,-0.2903697802197802,-0.2625881313131313,-0.2344420109448955,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,1,213.0,1.0,426.8333333333333,426.8333333333333,33.0075,33.0075,10.916666666666666,10.916666666666666,0.2808333333333333,0.2808333333333333,1.5549999999999995,1.5549999999999995,375.5,375.5,11.740833333333336,11.740833333333336,0.1125,0.1125,0.6,0.6,5.8900000000000015,5.8900000000000015,7.688333333333333,7.688333333333333,4.966666666666668,4.966666666666668,,,,,,,,,,,,,,,,,,,,oil_seed_raps_winter,Давыдкин увал правый,Рапс озимый,0.223,v17_prod_fact_t_ha,True,,,,,,,,,,,,,2.23,0.223,0.223,prod_fact_t_ha,False
195,2021,3.0,20.0,123.0,6.9,3.6425,225.2,499.4803025,7.5175,427.5,59.0,0.4755423728813559,0.753,0.18,0.2143004640277408,0.2615,0.702,0.0065686074612041,0.597,28.057,199.0,0.573,31.0,3,2,20__3,13.790983606557376,33.2,197.4,2700.9599999999996,3.84,1.6840983606557378,44,491.86999999999995,-294.46999999999997,1042.8,9,91,18,5,8.0,571.28,79.95,28.5,14.109677419354838,32.5,737.35,138.06,3.83,104.7,16.413333333333334,33.2,667.39,129.02,3.84,2,56.2,20.338709677419356,33.0,724.94,144.84,3.55,5,0.055207977056521,0.1403089852607709,-0.0228394688644688,0.0631193594104307,0.1058360215065047,14,2021-05-12,2021-08-22,1,81.0,132.0,5.0,1021.2999999999998,185.9,366.7,-180.8,1882.68,3.84,38.0,9.0,54.0,10.0,46.0,0.5451024844720497,0.7327142857142858,0.6125714285714287,67.0,0.5174285714285715,0.6702857142857143,0.7275714285714286,0.6864285714285714,,,824.3,0.336051948051948,0.5888571428571429,0.7120522273425499,0.731675644028103,0.63873249857712,,0.0626161876161876,1,1,3,1,578.0,1.0,261.6666666666667,261.6666666666667,29.26666666666667,29.26666666666667,15.9,15.9,0.2833333333333334,0.2833333333333334,2.6633333333333336,2.6633333333333336,452.3333333333333,452.3333333333333,26.133333333333336,26.133333333333336,0.0666666666666666,0.0666666666666666,0.9133333333333334,0.9133333333333334,6.0,6.0,7.223333333333334,7.223333333333334,6.133333333333333,6.133333333333333,,,,,202.0,10.0,77.0,77.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barley_spring,Коновалиха 1,Ячмень яровой,2.022276422764228,v17_physical_t_ha,True,1.0,58.36206896551724,1.0,193.7578125,6.0,1.154853912601626,18.675862068965515,0.0,0.0,0.0,0.0,2.022276422764228,2.0222764,2.0222764,2.022276422764228,physical_t_ha,False
197,2021,3.0,20.0,343.0,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,60.0,0.4917666666666667,0.758,0.15,0.2326474705548194,0.25125,0.74,0.0069573927420859,0.659,29.506,186.0,0.608,31.0,3,2,20__3,14.16967213114754,32.7,184.2,2707.26,3.82,1.6839344262295084,42,509.57,-325.37,1082.2,8,94,18,4,7.7,572.73,82.36,27.2,14.625806451612902,32.2,737.06,144.55,3.82,100.8,16.793333333333333,32.3,669.74,133.55,3.59,2,48.5,20.548387096774192,32.7,727.73,149.11,3.52,4,0.0460115116427828,0.1203948801198802,-0.0141741666666666,0.0704565218511646,0.0646960727874418,14,2021-05-11,2021-08-23,1,82.0,131.0,5.0,1055.9,171.8,383.58,-211.78000000000003,1910.04,3.82,37.0,8.0,58.0,15.0,46.0,0.5743074534161492,0.7512857142857143,0.6588571428571429,65.0,0.5447857142857142,0.7015238095238095,0.7502857142857143,0.7207142857142858,,,814.1999999999998,0.3483588301462317,0.5829235880398671,0.7466730937773882,0.7511492632927611,0.700470588235294,,0.0672161406458451,1,1,26,1,578.0,1.0,382.15384615384613,382.15384615384613,29.47692307692307,29.47692307692307,7.899230769230769,7.899230769230769,0.1715384615384615,0.1715384615384615,1.780769230769231,1.780769230769231,387.0,387.0,23.89230769230769,23.89230769230769,0.1553846153846154,0.1553846153846154,0.5392307692307692,0.5392307692307692,6.515384615384617,6.515384615384617,4.764615384615386,4.764615384615386,5.715384615384614,5.715384615384614,,,,,202.0,10.0,77.0,77.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barley_spring,Казачий увал,Ячмень яровой,2.5284548104956266,v17_physical_t_ha,True,1.0,62.121212121212125,1.0,193.75454545454545,6.0,1.1874668844129923,19.87878787878788,0.0,0.0,0.0,0.0,2.5284548104956266,2.5965868,2.5965868,2.5284548104956266,physical_t_ha,False
207,2021,3.0,20.0,110.91,6.875,3.55,244.935,425.663535,5.4125,412.5,59.0,0.4702033898305084,0.754,0.181,0.2271651963421928,0.216,0.6995,0.0066358622456688,0.601,27.741999999999997,198.0,0.573,30.0,3,2,20__3,13.790983606557376,33.2,197.4,2700.9599999999996,3.84,1.6840983606557378,44,491.86999999999995,-294.46999999999997,1042.8,9,91,18,5,8.0,571.28,79.95,28.5,14.109677419354838,32.5,737.35,138.06,3.83,104.7,16.413333333333334,33.2,667.39,129.02,3.84,2,56.2,20.338709677419356,33.0,724.94,144.84,3.55,5,0.0487029882410755,0.1527324578199578,-0.0258067765567765,0.0694341553287981,0.0888511151080478,14,2021-05-13,2021-08-24,1,80.0,133.0,5.0,1015.0,185.6,362.5,-176.9,1860.77,3.84,38.0,9.0,53.0,10.0,45.0,0.5480063492063492,0.7408571428571429,0.6111428571428572,60.0,0.5509285714285714,0.7111428571428571,0.7408571428571429,0.6581428571428571,,,733.4000000000001,0.3426938775510203,0.6158131176999102,0.7333579109062979,0.7346932084309135,0.6290904951622083,,0.0743272959897645,2,1,4,1,578.0,1.0,447.0,447.0,44.3,44.3,7.3975,7.3975,0.1425,0.1425,1.835,1.835,379.5,379.5,24.925,24.925,0.1725,0.1725,0.5325,0.5325,6.475,6.475,5.550000000000001,5.550000000000001,5.275,5.275,,,,,202.0,10.0,77.0,77.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barley_spring,Александров ключ,Ячмень яровой,3.525020286718961,v17_physical_t_ha,True,1.0,60.989010989010985,1.0,202.84545454545457,6.0,1.142272727272727,19.516483516483515,0.0,0.0,0.0,0.0,3.525020286718961,3.5541818,3.5541818,3.525020286718961,physical_t_ha,False
208,2021,40.0,43.0,130.0,6.8,3.916,202.758,706.31834,5.7,504.0,53.0,0.4958867924528302,0.779,0.126,0.2105378252554551,0.321,0.705,0.0067809341883981,0.725,26.282,197.0,0.653,28.0,2,1,43__40,13.089344262295082,31.3,206.4,2713.6800000000003,3.5,1.5109016393442625,30,494.9500000000001,-288.55000000000007,975.5,5,95,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,65.9,19.458064516129035,31.3,728.34,145.92,3.09,2,0.0503947359295845,0.1199998846391703,-0.0482224999999999,0.0880444392908679,0.1007674865808794,14,2021-05-07,2021-10-15,1,86.0,127.0,5.0,1005.7,197.3,391.68999999999994,-194.38999999999993,1992.68,3.5,28.0,5.0,62.0,14.0,43.0,0.5540531561461794,0.7661428571428571,0.7294285714285714,68.0,0.4815714285714286,0.60975,0.7524285714285713,0.7618571428571429,,,769.6999999999999,0.4037732919254659,0.5360110497237569,0.7194138248847926,0.7642739726027398,0.7320194805194805,,0.0677911371968013,0,0,4,1,578.0,1.0,593.25,593.25,27.725,27.725,20.45,20.45,0.2725,0.2725,5.5,5.5,397.5,397.5,16.325000000000003,16.325000000000003,0.07,0.07,2.62,2.62,5.325,5.325,12.1,12.1,6.025,6.025,,,,,,,,,,,,,,,,,,,,sunflower,Карелкино,Подсолнечник,2.1216153846153847,v17_physical_t_ha,True,9.0,155.38863265306122,3.0,0.42,2.0,1.1030927835051547,24.653061224489797,24.653061224489797,24.653061224489797,0.0,0.0,2.1216153846153847,2.8434021,2.8434021,2.1216153846153847,physical_t_ha,False
209,2021,40.0,16.0,301.65,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,55.0,0.4801090909090909,0.753,0.186,0.201157891195157,0.267,0.624,0.0063718880564683,0.736,26.406,206.0,0.567,31.0,3,4,16__40,14.16967213114754,32.7,184.2,2707.26,3.82,1.6839344262295084,42,509.57,-325.37,1082.2,8,94,18,4,7.7,572.73,82.36,27.2,14.625806451612902,32.2,737.06,144.55,3.82,100.8,16.793333333333333,32.3,669.74,133.55,3.59,2,48.5,20.548387096774192,32.7,727.73,149.11,3.52,4,0.0499640108300441,0.231400357578929,-0.0236086996336996,0.1148204906204906,0.0426722728021749,14,2021-05-08,2021-10-24,1,85.0,128.0,5.0,1084.7999999999995,172.39999999999998,398.12,-225.72000000000003,1979.76,3.82,39.0,8.0,61.0,15.0,45.0,0.5317714285714286,0.7458571428571429,0.7405714285714285,83.0,0.549,0.5709285714285715,0.665,0.7241785714285713,,,1070.8999999999996,0.3470338733431516,0.5812183055040198,0.5912380952380953,0.6775629370629371,0.7259489489489489,,0.0502603150686774,0,0,13,1,578.0,1.0,422.15384615384613,422.15384615384613,16.492307692307694,16.492307692307694,5.675384615384615,5.675384615384615,0.1661538461538461,0.1661538461538461,1.709230769230769,1.709230769230769,436.53846153846155,436.53846153846155,18.653846153846153,18.653846153846153,0.1299999999999999,0.1299999999999999,0.6561538461538462,0.6561538461538462,6.184615384615385,6.184615384615385,8.205384615384615,8.205384615384615,5.653846153846154,5.653846153846154,,,,,,,,,,,,,,,,,,,,sunflower,Козлов Увал левый,Подсолнечник,2.268059008785016,v17_physical_t_ha,True,9.0,107.9941065535125,3.0,0.43,3.0,1.2407590759075906,10.829113625648278,48.63768505421971,0.3267326732673267,0.0,0.0,2.268059008785016,2.2579538,2.2579538,2.268059008785016,physical_t_ha,False
210,2021,40.0,44.0,247.0,7.2125,3.72,230.06625,480.10587375,9.455,423.75,52.0,0.4843846153846154,0.775,0.194,0.2127400141239711,0.32175,0.72725,0.00674874164703,0.728,25.188,200.0,0.581,25.0,2,1,44__40,14.16967213114754,32.7,184.2,2707.26,3.82,1.6839344262295084,42,509.57,-325.37,1082.2,8,94,18,4,7.7,572.73,82.36,27.2,14.625806451612902,32.2,737.06,144.55,3.82,100.8,16.793333333333333,32.3,669.74,133.55,3.59,2,48.5,20.548387096774192,32.7,727.73,149.11,3.52,4,0.0378923902755471,0.1217144815501958,-0.0212514208014208,0.0985185142238712,0.1012771908230149,14,2021-05-07,2021-10-08,1,86.0,127.0,5.0,1096.2999999999995,174.3,401.22,-226.92,1989.94,3.82,39.0,8.0,61.0,15.0,42.0,0.5383571428571428,0.7638571428571429,0.7358571428571429,75.0,0.4361428571428571,0.5784107142857142,0.7351428571428571,0.7638571428571429,,,946.2999999999996,0.3419513991163476,0.4875355596784169,0.6398956859971713,0.7495697278911565,0.7625900900900902,,0.0569083109588618,0,0,6,1,578.0,1.0,420.0,420.0,21.91166666666666,21.91166666666666,12.033333333333331,12.033333333333331,0.285,0.285,1.4533333333333334,1.4533333333333334,393.1666666666667,393.1666666666667,8.85,8.85,0.1016666666666666,0.1016666666666666,0.5800000000000001,0.5800000000000001,5.791666666666667,5.791666666666667,7.993333333333332,7.993333333333332,5.086666666666667,5.086666666666667,,,,,,,,,,,,,,,,,,,,sunflower,Козлов увал правый,Подсолнечник,1.4783400809716598,v17_physical_t_ha,True,3.0,145.0,3.0,0.42,2.0,1.2499999999999998,23.2,23.2,23.2,0.0,0.0,1.4783400809716598,2.4023026,2.4023026,1.4783400809716598,physical_t_ha,False
211,2021,40.0,44.0,93.0,6.245,4.8,25.325,403.5,,342.0,53.0,0.4791698113207546,0.77,0.158,0.2300446007493474,0.262,0.73,0.007041166217372,0.719,25.395999999999997,197.0,0.612,24.0,2,1,44__40,14.16967213114754,32.7,184.2,2707.26,3.82,1.6839344262295084,42,509.57,-325.37,1082.2,8,94,18,4,7.7,572.73,82.36,27.2,14.625806451612902,32.2,737.06,144.55,3.82,100.8,16.793333333333333,32.3,669.74,133.55,3.59,2,48.5,20.548387096774192,32.7,727.73,149.11,3.52,4,0.0507787046481448,0.1450345083487939,-0.0432983070500928,0.1051883992991135,0.1257604420315134,14,2021-05-07,2021-10-08,1,86.0,127.0,5.0,1096.2999999999995,174.3,401.22,-226.92,1989.94,3.82,39.0,8.0,61.0,15.0,42.0,0.5430068027210885,0.7647142857142858,0.7264285714285713,61.0,0.4084285714285714,0.6084285714285714,0.7617142857142857,0.7567142857142857,,,742.7999999999998,0.3389057437407952,0.458095238095238,0.691872023809524,0.7644950166112957,0.7525675675675675,,0.0763434267518443,0,0,4,1,578.0,1.0,403.5,403.5,25.325,25.325,10.5775,10.5775,0.265,0.265,1.3975,1.3975,342.0,342.0,11.0325,11.0325,0.1,0.1,0.5325,0.5325,6.244999999999999,6.244999999999999,8.455,8.455,4.8,4.8,,,,,,,,,,,,,,,,,,,,sunflower,Козлов ув.пр(низ) 05-080-025-208,Подсолнечник,2.1389247311827955,v17_physical_t_ha,True,3.0,160.0,3.0,0.42,2.0,1.2499999999999998,25.6,25.6,25.6,0.0,0.0,2.1389247311827955,2.1389247,2.1389247,2.1389247311827955,physical_t_ha,False
212,2021,40.0,43.0,136.0,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,53.0,0.4621320754716981,0.79,0.201,0.2289452466252492,0.241,0.717,0.0070103357823681,0.712,24.493,197.0,0.589,21.0,2,1,43__40,13.089344262295082,31.3,206.4,2713.6800000000003,3.5,1.5109016393442625,30,494.9500000000001,-288.55000000000007,975.5,5,95,18,2,7.7,575.99,78.27,24.1,13.545161290322582,31.0,735.04,140.2,3.5,108.7,15.773333333333332,30.6,674.31,130.56,3.11,1,65.9,19.458064516129035,31.3,728.34,145.92,3.09,2,0.045712643718285,0.163300414862915,-0.047300641025641,0.1169384637188208,0.1397114121564377,14,2021-05-05,2021-10-09,1,88.0,125.0,5.0,1025.6,197.3,401.28,-203.97999999999996,2040.55,3.5,29.0,5.0,64.0,14.0,43.0,0.5097109634551494,0.7764285714285715,0.7198571428571429,70.0,0.3629142857142857,0.5786607142857142,0.7524285714285714,0.7675000000000001,,,789.6,0.2886130298273155,0.4470426203630623,0.7226033834586465,0.7754958360025626,0.7306390041493777,,0.072332268370607,1,1,5,1,578.0,1.0,624.0,624.0,71.34,71.34,14.2,14.2,0.244,0.244,3.566,3.566,515.8,515.8,56.8,56.8,0.034,0.034,1.672,1.672,5.9,5.9,9.292,9.292,6.06,6.06,,,,,167.0,45.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sunflower,Костенькина стрелка,Подсолнечник,3.3983823529411765,v17_physical_t_ha,True,11.0,61.17980384030944,3.0,0.3937007874015748,2.0,1.1023622047244095,5.39719298245614,24.035087719298243,0.22,0.0,0.0,3.3983823529411765,3.6392125999999996,3.6392125999999996,3.3983823529411765,physical_t_ha,False
213,2021,43.0,43.0,14.0,7.2,3.39,148.5,272.23874,13.42,420.0,50.0,0.49668,0.746,0.197,0.1966841569623745,0.3325,0.672,0.0063869377861567,0.71,24.834,202.0,0.5489999999999999,27.0,3,1,43__43,14.16967213114754,32.7,184.2,2707.26,3.82,1.6839344262295084,42,509.57,-325.37,1082.2,8,94,18,4,7.7,572.73,82.36,27.2,14.625806451612902,32.2,737.06,144.55,3.82,100.8,16.793333333333333,32.3,669.74,133.55,3.59,2,48.5,20.548387096774192,32.7,727.73,149.11,3.52,4,0.0452735764917223,0.1121752860235002,-0.0215446581196581,0.0818152648938362,0.0739615232295177,14,2021-05-12,2021-09-06,1,81.0,132.0,5.0,1049.4,171.8,379.28,-207.48,1885.83,3.82,37.0,8.0,57.0,15.0,38.0,0.5706240601503759,0.7384285714285713,0.7157142857142856,70.0,0.559,0.6224285714285714,0.727031746031746,0.7341428571428572,,,899.3999999999997,0.4419693192713327,0.5649162052417867,0.6825223488168275,0.730843362425356,0.7311548619447779,,0.0509666655762373,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wheat_spring,Лесополосы (Козлов увал левый) 05-080-025-182,Пшеница яровая,1.3155714285714286,v17_physical_t_ha,True,5.0,47.05882352941177,4.0,227.94117647058823,9.0,0.564,4.705882352941177,21.647058823529413,0.0,0.0,0.0,1.3155714285714286,1.3155714,1.3155714,1.3155714285714286,physical_t_ha,False
214,2021,43.0,43.0,9.0,7.1,3.67,236.12,399.02591,8.82,420.0,50.0,0.4984,0.752,0.199,0.1984761950461566,0.336,0.68625,0.0064461800879791,0.71,24.92,197.0,0.5529999999999999,27.0,2,1,43__43,14.16967213114754,32.7,184.2,2707.26,3.82,1.6839344262295084,42,509.57,-325.37,1082.2,8,94,18,4,7.7,572.73,82.36,27.2,14.625806451612902,32.2,737.06,144.55,3.82,100.8,16.793333333333333,32.3,669.74,133.55,3.59,2,48.5,20.548387096774192,32.7,727.73,149.11,3.52,4,0.0454154132478869,0.1042074417645845,-0.0226049145299145,0.0817806431663574,0.0819916093826808,14,2021-05-12,2021-09-06,1,81.0,132.0,5.0,1049.4,171.8,379.28,-207.48,1885.83,3.82,37.0,8.0,57.0,15.0,38.0,0.5726015037593987,0.7441428571428571,0.7168571428571429,68.0,0.5519999999999999,0.6252857142857142,0.7369365079365079,0.7379285714285714,,,865.7999999999998,0.4353787152444871,0.5601819859726836,0.693085013146363,0.740411805236564,0.7340864345738294,,0.053516143299425,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wheat_spring,Лесополосы (Козлов увал правый) 05-080-025-208,Пшеница яровая,1.5857777777777777,v17_physical_t_ha,True,6.0,500.0,4.0,227.91666666666663,9.0,0.564,80.0,80.0,80.0,0.0,0.0,1.5857777777777777,1.5857778,1.5857778,1.5857777777777777,physical_t_ha,False
215,2021,40.0,43.0,79.0,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,51.0,0.4651960784313724,0.73,0.146,0.1923494593036986,0.3329999999999999,0.6799999999999999,0.0066199749647764,0.714,23.72499999999999,202.0,0.584,21.0,2,1,43__40,13.605737704918033,33.0,243.2,2692.25,3.73,1.646967213114754,40,481.05,-237.85,1027.8000000000002,9,90,10,5,9.1,569.79,76.93,28.1,13.806451612903226,32.1,734.91,134.07999999999998,3.67,111.9,16.336666666666666,33.0,666.35,126.5,3.73,2,94.1,20.361290322580647,32.9,721.2,143.54,3.45,5,0.0003075592994307,0.1048362811791384,-0.0631159523809523,0.1048362811791384,0.0742144030714183,14,2021-05-04,2021-09-26,1,89.0,124.0,5.0,1082.9000000000003,232.3,393.42,-161.12,2050.91,3.73,39.0,9.0,61.0,10.0,45.0,0.491663492063492,0.7227142857142856,0.7114285714285715,73.0,0.4117142857142856,0.5311428571428571,0.6672857142857144,0.7226571428571428,,,857.0000000000002,0.357366124893071,0.4596556456643793,0.5908976833976834,0.718956512605042,0.7213791554357593,,0.0608070664494785,1,1,3,1,578.0,1.0,330.6666666666667,330.6666666666667,17.5,17.5,12.303333333333333,12.303333333333333,0.35,0.35,5.23,5.23,453.0,453.0,21.366666666666664,21.366666666666664,0.0933333333333333,0.0933333333333333,0.9633333333333334,0.9633333333333334,5.633333333333333,5.633333333333333,3.9,3.9,5.433333333333334,5.433333333333334,,,,,185.0,27.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sunflower,Лоскутиха,Подсолнечник,2.9865822784810128,v17_physical_t_ha,True,5.0,74.60000000000001,3.0,0.42,1.0,1.1139240506329111,7.56,33.984,0.22,0.0,0.0,2.9865822784810128,2.9865823,2.9865823,2.9865822784810128,physical_t_ha,False
216,2021,40.0,43.0,37.0,6.4,3.71,242.68,688.96085,7.64,540.0,49.0,0.5483265306122449,0.759,0.188,0.1771684759994377,0.505,0.708,0.0059790111164626,0.719,26.868,200.0,0.571,37.0,2,1,43__40,13.605737704918033,33.0,243.2,2692.25,3.73,1.646967213114754,40,480.29,-237.09000000000003,1027.8000000000002,9,90,10,5,9.1,569.79,76.74,28.1,13.806451612903226,32.1,734.91,133.85,3.67,111.9,16.336666666666666,33.0,666.35,126.34,3.73,2,94.1,20.361290322580647,32.9,721.2,143.36,3.45,5,0.0241405867524047,0.1032205433455433,-0.0404757936507936,0.0606173076923076,0.0514106174249031,14,2021-05-03,2021-09-24,1,90.0,123.0,5.0,1086.1,232.3,396.88000000000005,-164.58000000000007,2076.9700000000003,3.73,39.0,9.0,62.0,10.0,45.0,0.5672793650793652,0.7497142857142858,0.7262857142857142,74.0,0.5427857142857143,0.6264285714285714,0.7144285714285713,0.7494761904761905,,,860.2000000000002,0.5083130881094953,0.5833112913287585,0.6874044401544401,0.7473019434982969,0.7438519003931847,,0.061610268378063,2,1,2,1,578.0,1.0,591.0,591.0,37.599999999999994,37.599999999999994,1.815,1.815,0.175,0.175,5.085,5.085,426.5,426.5,21.950000000000003,21.950000000000003,0.145,0.145,0.94,0.94,5.35,5.35,6.195,6.195,5.65,5.65,,,,,185.0,27.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sunflower,Никитушкин,Подсолнечник,2.925945945945946,v17_physical_t_ha,True,5.0,68.00555555555556,3.0,0.4194444444444444,1.0,1.135135135135135,6.900555555555555,30.950555555555557,0.22,0.0,0.0,2.925945945945946,2.9259459,2.9259459,2.925945945945946,physical_t_ha,False
