field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_hot_d30_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_apr_precip,wx_apr_srad,wx_apr_et0,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years
216,2010,40.0,40.0,2.8838,estimate_normalized,True,37.0,6.4,3.71,242.68,688.96085,7.64,540.0,36.0,0.5111388888888888,0.715,0.193,0.1714074341668246,0.39975,0.6932499999999999,0.0068413244625835,0.691,18.400999999999996,187.0,0.522,21.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,5,85,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,-0.0665272743974133,0.0499833333333332,-0.208775,0.0148333333333333,0.0207010822510822,3
217,2010,40.0,40.0,2.0382,estimate_normalized,True,408.0,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,47.0,0.3906808510638298,0.709,0.171,0.1768345911071746,0.237,0.53,0.0065060230127143,0.709,18.362,211.0,0.5379999999999999,17.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,1,87,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,-0.0759275371496116,0.0407824074074073,-0.2014095238095237,0.0407824074074073,-0.0867949074074073,3
218,2010,40.0,40.0,2.4997,estimate_normalized,True,39.0,7.2,3.87,198.74,289.9543,4.86,390.0,37.0,0.470918918918919,0.728,0.147,0.2042248864283417,0.257,0.664,0.0075748201698979,0.664,17.424000000000003,210.0,0.581,19.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,1,87,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,0.0009879343629343,0.0866888888888888,-0.0760833333333333,-0.0011988095238094,0.0531009379509379,3
219,2010,40.0,40.0,2.4063,estimate_normalized,True,210.0,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,49.0,0.4215714285714285,0.767,0.158,0.2275195439014918,0.186,0.732,0.008072175041023,0.732,20.656999999999996,205.0,0.609,16.0,1,99,40__40,11.868032786885246,32.4,288.9,2675.37,3.43,1.241967213114754,19,434.75,-145.85000000000002,890.6999999999999,5,85,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,79.8,17.906451612903226,30.9,657.41,121.37,2.68,2,0.0134714650145772,0.1478539682539682,-0.0752555555555555,0.0882380952380952,0.0887671693121692,3
220,2010,40.0,40.0,1.9949,estimate_normalized,True,25.0,7.3,3.74,197.06,380.11444,6.0,420.0,38.0,0.474078947368421,0.694,0.174,0.1851520543796294,0.24975,0.6205,0.0067416704858743,0.672,18.015,210.0,0.52,20.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,1,87,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,-0.0676815406571985,0.0279722222222221,-0.1454583333333333,0.0097571428571429,-0.0217848544973544,3
222,2010,40.0,40.0,2.4025,estimate_normalized,True,62.0,6.9,3.725,206.315,278.80506,4.845,420.0,41.0,0.4563414634146341,0.749,0.135,0.2176788426207004,0.202,0.696,0.0080168133070395,0.737,18.709999999999997,195.0,0.614,19.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,1,87,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,-0.0139499967737772,0.0847238095238095,-0.0981999999999999,0.0800527777777777,0.0720826719576719,3
223,2010,40.0,40.0,2.8213,estimate_normalized,True,70.0,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,42.0,0.5016190476190477,0.697,0.176,0.1965665950863851,0.2485,0.672,0.0068539722622265,0.687,21.068000000000005,210.0,0.5209999999999999,26.0,1,99,40__40,10.651639344262293,31.2,239.8,2675.1699999999996,3.3,1.1714754098360656,18,425.0799999999998,-185.27999999999983,782.0000000000001,1,87,12,1,29.0,631.9,68.02,98.0,9.148387096774194,23.0,650.79,101.91,1.76,52.9,16.716666666666665,31.2,741.28,136.56,3.3,1,59.9,16.693548387096776,29.7,651.2,118.59,2.54,0,0.0499732520786092,0.1695499999999999,-0.006875,0.0209845238095238,0.0115450549450549,3
224,2010,40.0,40.0,2.7485,estimate_normalized,True,104.0,6.5,3.808,191.728,598.903534,18.618,516.0,44.0,0.4993863636363636,0.769,0.152,0.216873676669695,0.32475,0.7424999999999999,0.0085014220842121,0.742,21.973,198.0,0.617,23.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,5,85,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,0.0338815804145349,0.1670833333333333,-0.1284249999999999,0.054986111111111,0.098186221340388,3
226,2010,40.0,40.0,2.0662,estimate_normalized,True,40.0,7.2,3.79,218.81,806.48818,8.56,420.0,40.0,0.4486,0.667,0.165,0.1585934740145382,0.334,0.61025,0.0063962539357894,0.667,17.944,212.0,0.502,14.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,4,85,12,2,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,-0.0559176289682539,0.0305634920634921,-0.13385,0.0305634920634921,-0.0099197931697931,3
227,2010,40.0,40.0,2.7361,estimate_normalized,True,346.0,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,50.0,0.4349,0.756,0.124,0.2345089550528934,0.198,0.73775,0.0081917090829499,0.721,21.745,190.0,0.632,19.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,4,85,12,2,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,-0.0073176587301587,0.1461904761904762,-0.170047619047619,0.0679722222222223,0.0680031216931217,3
228,2010,40.0,40.0,2.3478000000000003,estimate_normalized,True,59.0,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,39.0,0.520948717948718,0.633,0.191,0.1368305987517653,0.4385,0.618,0.0035334524669951,0.455,20.317,185.0,0.442,26.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,5,85,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,0.0682331264414597,0.2122999999999999,-0.2231111111111111,-0.214111111111111,-0.0627874118165784,3
229,2010,40.0,40.0,1.4924,estimate_normalized,True,12.0,6.4,2.36,225.3,220.85171,12.11,480.0,40.0,0.4211999999999999,0.562,0.124,0.1569691370938886,0.26,0.545,0.0049883194072735,0.486,16.848,187.0,0.438,22.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,5,85,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,0.0324154133597883,0.1464,-0.1011138888888889,-0.0958194444444443,-0.0463382154882154,3
230,2010,40.0,40.0,2.5814,estimate_normalized,True,223.0,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,48.0,0.420125,0.768,0.187,0.2117362377463999,0.2299999999999999,0.65525,0.0078295010033027,0.748,20.166,210.0,0.581,16.0,1,99,40__40,11.868032786885246,32.4,288.9,2675.37,3.43,1.241967213114754,19,434.75,-145.85000000000002,890.6999999999999,5,85,12,2,34.0,629.11,70.9,127.3,10.332258064516129,24.3,644.56,103.7,1.87,47.8,17.873333333333335,32.4,744.29,138.78,3.43,3,79.8,17.906451612903226,30.9,657.41,121.37,2.68,2,-0.0157597415123456,0.1293148148148147,-0.1277777777777777,0.1144702380952381,0.0706357760141093,3
231,2010,40.0,40.0,2.7244,estimate_normalized,True,235.0,7.2625,3.685,204.0575,646.09227125,9.26,453.75,45.0,0.438,0.73,0.192,0.1701236151874408,0.298,0.569,0.0066041848399283,0.723,19.71,205.0,0.538,16.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,4,85,12,2,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,-0.0217539101330768,0.1385277777777777,-0.0972222222222221,0.1385277777777777,0.0169132173382173,3
232,2010,40.0,40.0,2.0457,estimate_normalized,True,296.0,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,48.0,0.3901874999999999,0.748,0.163,0.2118646045876548,0.211,0.60375,0.0078194727844805,0.733,18.729,205.0,0.585,15.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,4,85,12,2,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,-0.0299119681437389,0.0806587301587301,-0.1241203703703703,0.0772857142857142,0.0384940854119425,3
233,2010,40.0,40.0,2.9024,estimate_normalized,True,39.0,6.7,3.57,211.75,698.55237,6.06,510.0,40.0,0.5506,0.728,0.181,0.1802504923710334,0.49075,0.6922499999999999,0.0064740584672109,0.657,22.024,185.0,0.5469999999999999,27.0,1,99,40__40,11.074590163934428,31.5,288.9,2675.37,3.22,1.1769672131147544,18,425.46,-136.56,811.8000000000001,4,85,12,2,34.0,629.11,69.81,127.3,9.435483870967742,23.6,644.56,100.71,1.8,47.8,17.01,31.5,744.29,135.87,3.22,2,79.8,17.13225806451613,30.0,657.41,119.07,2.58,2,0.0737033465608465,0.2377129629629629,-0.0637499999999999,0.0065277777777779,0.0661940365961199,3
234,2010,40.0,40.0,3.0815,estimate_normalized,True,35.0,6.5,3.73,181.31,492.74302,14.32,480.0,40.0,0.50735,0.723,0.194,0.1788818814189967,0.32525,0.67125,0.0063988065167971,0.671,20.294,176.0,0.5289999999999999,26.0,1,99,40__40,12.255737704918031,32.5,288.9,2675.37,3.29,1.218934426229508,20,434.06,-145.16000000000005,918.1,5,85,12,2,34.0,629.11,73.06,127.3,10.66451612903226,24.8,644.56,102.93,1.93,47.8,18.19,32.5,744.29,138.17000000000002,3.29,3,79.8,18.151612903225807,30.8,657.41,119.9,2.62,2,-0.041625076058201,0.0647936507936508,-0.1435,-0.0148305555555554,-0.0052489057239056,3
195,2011,40.0,40.0,1.6393999999999995,estimate_normalized,True,123.0,6.9,3.6425,225.2,499.4803025,7.5175,427.5,62.0,0.4013870967741936,0.676,0.161,0.191703934605381,0.19925,0.56275,0.005537490144752,0.537,24.886000000000003,178.0,0.515,28.0,1,99,40__40,13.73360655737705,31.5,228.1,2724.2299999999996,3.47,1.508688524590164,25,487.49999999999994,-259.4,1007.7,4,85,17,3,52.1,559.07,81.11,54.1,11.529032258064516,27.4,717.51,124.59,2.53,88.7,18.543333333333333,28.8,707.97,133.47,2.48,0,33.2,18.793548387096777,31.5,739.68,148.33,3.47,4,-0.0126865462942075,0.1036687499999999,-0.1084541666666666,-0.0673199404761905,-0.0584144319131161,4
197,2011,40.0,40.0,2.1288,estimate_normalized,True,343.0,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,70.0,0.4461285714285714,0.747,0.111,0.2338999738245005,0.18725,0.696,0.0071386691326857,0.654,31.229,191.0,0.636,33.0,1,99,40__40,14.594262295081966,32.3,228.1,2724.2299999999996,3.61,1.5918852459016395,31,499.48,-271.38,1103.9999999999998,4,85,17,3,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,33.2,19.661290322580644,32.3,739.68,151.85,3.61,4,-0.0035319587984766,0.0521185515873016,-0.0607,0.0521185515873016,0.0193846996753246,4
207,2011,40.0,40.0,1.7486000000000002,estimate_normalized,True,110.91,6.875,3.55,244.935,425.663535,5.4125,412.5,65.0,0.4269538461538462,0.725,0.152,0.2145642762415338,0.183,0.626,0.0057161495492611,0.478,27.752,185.0,0.573,30.0,1,99,40__40,13.73360655737705,31.5,228.1,2724.2299999999996,3.47,1.508688524590164,25,487.49999999999994,-259.4,1007.7,4,85,17,3,52.1,559.07,81.11,54.1,11.529032258064516,27.4,717.51,124.59,2.53,88.7,18.543333333333333,28.8,707.97,133.47,2.48,0,33.2,18.793548387096777,31.5,739.68,148.33,3.47,4,0.0095414069335223,0.1600687499999999,-0.1514616071428571,-0.1514616071428571,-0.0678064484126984,4
208,2011,40.0,40.0,2.301,estimate_normalized,True,130.0,6.8,3.916,202.758,706.31834,5.7,504.0,62.0,0.4986774193548386,0.798,0.119,0.2430189674127773,0.216,0.7464999999999999,0.0062820138635534,0.494,30.917999999999996,176.0,0.679,34.0,1,99,40__40,13.44016393442623,31.1,204.8,2728.8500000000004,3.38,1.5074590163934425,25,494.0599999999999,-289.2599999999999,980.7000000000002,3,86,17,2,40.6,560.67,80.32,50.4,11.261290322580646,26.9,718.78,126.58,2.49,76.3,18.333333333333332,28.5,711.78,136.22,2.56,0,37.5,18.53548387096774,31.1,737.62,150.94,3.38,3,0.043750437797716,0.2248,-0.1810555555555555,-0.1810555555555555,-0.0010978129509379,4
209,2011,40.0,40.0,2.1288,estimate_normalized,True,301.65,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,73.0,0.4843972602739725,0.817,0.155,0.2412697995126565,0.209,0.732,0.0060122084223119,0.403,35.361,184.0,0.6619999999999999,37.0,1,99,40__40,14.594262295081966,32.3,228.1,2724.2299999999996,3.61,1.5918852459016395,31,499.48,-271.38,1103.9999999999998,4,85,17,3,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,33.2,19.661290322580644,32.3,739.68,151.85,3.61,4,0.0713622308564089,0.3107986111111111,-0.2735138888888888,-0.2735138888888888,-0.0185091269841269,4
210,2011,40.0,40.0,2.3706,estimate_normalized,True,247.0,7.2125,3.72,230.06625,480.10587375,9.455,423.75,65.0,0.4991846153846154,0.817,0.135,0.251060635783941,0.221,0.753,0.0064014177423538,0.462,32.447,189.0,0.6819999999999999,36.0,1,99,40__40,14.594262295081966,32.3,228.1,2724.2299999999996,3.61,1.5918852459016395,31,499.48,-271.38,1103.9999999999998,4,85,17,3,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,33.2,19.661290322580644,32.3,739.68,151.85,3.61,4,0.0635129065983873,0.2716888888888888,-0.1988531746031746,-0.1988531746031746,0.0203687545093795,4
212,2011,40.0,40.0,2.1887,estimate_normalized,True,136.0,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,63.0,0.4477142857142857,0.737,0.167,0.2261144132760149,0.201,0.6765000000000001,0.0064091398067035,0.603,28.206,178.0,0.57,32.0,1,99,40__40,13.44016393442623,31.1,204.8,2728.8500000000004,3.38,1.5074590163934425,25,494.0599999999999,-289.2599999999999,980.7000000000002,3,86,17,2,40.6,560.67,80.32,50.4,11.261290322580646,26.9,718.78,126.58,2.49,76.3,18.333333333333332,28.5,711.78,136.22,2.56,0,37.5,18.53548387096774,31.1,737.62,150.94,3.38,3,0.0193694014979729,0.1816180555555555,-0.0800708333333334,-0.054125,-0.040648253968254,4
213,2011,40.0,40.0,1.984,estimate_normalized,True,14.0,7.2,3.39,148.5,272.23874,13.42,420.0,62.0,0.4741935483870967,0.788,0.156,0.2235216550604377,0.22875,0.69275,0.0056680392497976,0.458,29.399999999999995,178.0,0.632,31.0,1,99,40__40,14.594262295081966,32.3,228.1,2724.2299999999996,3.61,1.5918852459016395,31,499.48,-271.38,1103.9999999999998,4,85,17,3,52.1,559.07,82.75,54.1,12.419354838709678,28.2,717.51,128.16,2.64,88.7,19.45,29.7,707.97,136.72,2.64,0,33.2,19.661290322580644,32.3,739.68,151.85,3.61,4,0.0383903322297475,0.2587319444444445,-0.2003460317460316,-0.2003460317460316,-0.0282885367063491,4
