field_id,year,crop_id,prev_crop_id,target_yield_t_ha,target_source,unit_fix_applied,field_tillable_area,field_soil_pH,field_soil_OM,field_soil_P,field_soil_K,field_soil_N,field_soil_Mg,ndvi_n_obs_asof,ndvi_mean_asof,ndvi_max_asof,ndvi_min_asof,ndvi_std_asof,ndvi_p25_asof,ndvi_p75_asof,ndvi_slope_asof,ndvi_last_value_asof,ndvi_integral_asof,ndvi_peak_doy_asof,ndvi_amplitude_asof,ndvi_above_05_days_asof,years_since_sunflower,years_since_wheat,rotation_pair,wx_temp_mean_to_asof,wx_temp_max_to_asof,wx_precip_sum_to_asof,wx_srad_sum_to_asof,wx_vpd_max_to_asof,wx_vpd_mean_to_asof,wx_vpd_days_high_to_asof,wx_et0_sum_to_asof,wx_water_balance_to_asof,wx_gdd_sunflower_to_asof,wx_hot_d30_to_asof,wx_dry_days_to_asof,wx_drought_run_to_asof,wx_heat_run_to_asof,wx_apr_precip,wx_apr_srad,wx_apr_et0,wx_may_precip,wx_may_temp_mean,wx_may_temp_max,wx_may_srad,wx_may_et0,wx_may_vpd_max,wx_jun_precip,wx_jun_temp_mean,wx_jun_temp_max,wx_jun_srad,wx_jun_et0,wx_jun_vpd_max,wx_jun_hot_d30,wx_jul_precip,wx_jul_temp_mean,wx_jul_temp_max,wx_jul_srad,wx_jul_et0,wx_jul_vpd_max,wx_jul_hot_d30,ndvi_anom_mean_asof,ndvi_anom_max_asof,ndvi_anom_min_asof,ndvi_anom_last_value_asof,ndvi_anom_last30d_mean_asof,ndvi_baseline_n_years
223,2013,40.0,40.0,1.459,estimate_normalized,True,70.0,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,35.0,0.4392857142857143,0.606,0.193,0.1021876625006509,0.4155,0.501,0.0021555307589688,0.403,15.375,165.0,0.413,9.0,1,99,40__40,11.78360655737705,29.6,228.4,2575.87,2.89,1.288688524590164,16,442.02,-213.62000000000003,809.5999999999999,0,77,17,0,23.9,561.12,74.3,64.0,9.551612903225807,24.9,666.87,110.29,2.43,31.6,15.183333333333334,27.2,685.56,132.33,2.72,0,108.9,17.90967741935484,29.6,662.32,125.1,2.89,0,-0.061388486785701,0.18458,-0.2819863155363156,-0.2819863155363156,-0.243328676046176,6
224,2013,40.0,40.0,2.4626,estimate_normalized,True,104.0,6.5,3.808,191.728,598.903534,18.618,516.0,33.0,0.5107878787878787,0.738,0.215,0.1899793860549177,0.347,0.715,0.0076045779208648,0.715,16.855999999999998,191.0,0.523,16.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,2,71,13,1,31.3,558.45,75.61,82.1,10.98709677419355,26.0,662.22,110.35,2.47,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.0450145731120731,0.1185431818181818,-0.0194575757575757,0.0168801587301588,0.0353908730158729,6
226,2013,40.0,40.0,1.8177,estimate_normalized,True,40.0,7.2,3.79,218.81,806.48818,8.56,420.0,28.0,0.5555714285714286,0.653,0.264,0.1189316816410126,0.5385,0.63325,0.004060158116118,0.635,15.556,198.0,0.389,22.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,0,71,13,0,31.3,558.45,75.01,82.1,9.78064516129032,25.0,662.22,107.99,2.37,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,0.0464615623034373,0.1963628571428571,-0.0425925925925925,-0.02021829004329,-0.0235221795334295,6
227,2013,40.0,40.0,2.0164999999999997,estimate_normalized,True,346.0,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,35.0,0.4291999999999999,0.719,0.179,0.2047065914215479,0.228,0.646,0.0071997690607661,0.718,15.021999999999998,198.0,0.54,13.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,0,71,13,0,31.3,558.45,75.01,82.1,9.78064516129032,25.0,662.22,107.99,2.37,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,-0.0269495004281432,0.0359110389610389,-0.1406260683760684,0.0349157647907647,0.0034692866161616,6
228,2013,40.0,40.0,2.4112,estimate_normalized,True,59.0,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,30.0,0.6266333333333332,0.707,0.506,0.0587029149380354,0.57675,0.6847500000000001,0.0004919845888335,0.528,18.798999999999996,179.0,0.2009999999999999,30.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,2,71,13,1,31.3,558.45,75.61,82.1,10.98709677419355,26.0,662.22,110.35,2.47,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.1840568939270606,0.367075,-0.1185773268398268,-0.1185773268398268,-0.0519151635401635,6
229,2013,40.0,40.0,1.8671,estimate_normalized,True,12.0,6.4,2.36,225.3,220.85171,12.11,480.0,31.0,0.558258064516129,0.647,0.339,0.0831170832725606,0.5215000000000001,0.622,0.0021631723880499,0.52,17.306,170.0,0.308,24.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,2,71,13,1,31.3,558.45,75.61,82.1,10.98709677419355,26.0,662.22,110.35,2.47,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.1703871513910223,0.2850033333333334,-0.0376492424242423,-0.0376492424242423,0.0216475812356367,6
230,2013,40.0,40.0,2.8546,estimate_normalized,True,223.0,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,39.0,0.4774615384615383,0.716,0.155,0.2130030511583374,0.267,0.6944999999999999,0.0077218482890073,0.682,18.620999999999995,192.0,0.5609999999999999,21.0,1,99,40__40,12.912295081967212,30.7,280.40000000000003,2566.25,2.98,1.3490983606557376,21,446.97,-166.56999999999994,922.3,2,71,13,1,31.3,558.45,76.84,82.1,10.680645161290323,25.9,662.22,111.63,2.54,39.1,16.293333333333333,28.0,685.43,132.48,2.76,0,127.9,19.009677419354837,30.7,660.15,126.02,2.98,2,0.0350266745244309,0.1692821484071483,-0.0400942735042735,0.0026493506493507,0.0308849216370049,6
231,2013,40.0,40.0,2.2302,estimate_normalized,True,235.0,7.2625,3.685,204.0575,646.09227125,9.26,453.75,39.0,0.4608974358974358,0.744,0.16,0.2149364598859326,0.2805,0.716,0.0074678924375091,0.744,17.974999999999998,198.0,0.584,18.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,0,71,13,0,31.3,558.45,75.01,82.1,9.78064516129032,25.0,662.22,107.99,2.37,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,0.0240576318221189,0.1118738095238094,-0.1227908249158248,0.1084133116883117,0.0815283359387526,6
232,2013,40.0,40.0,2.3914999999999997,estimate_normalized,True,296.0,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,40.0,0.488575,0.746,0.175,0.2314694242767281,0.28175,0.7224999999999999,0.00795519979582,0.72,19.543,190.0,0.571,19.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,0,71,13,0,31.3,558.45,75.01,82.1,9.78064516129032,25.0,662.22,107.99,2.37,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,0.0651908393967144,0.1630766293891293,0.0072124999999999,0.0438603535353535,0.0601995455547538,6
233,2013,40.0,40.0,1.5523,estimate_normalized,True,39.0,6.7,3.57,211.75,698.55237,6.06,510.0,31.0,0.4735483870967742,0.603,0.207,0.1047879082871921,0.4295,0.533,0.003175351201794,0.603,14.68,201.0,0.396,16.0,1,99,40__40,12.054918032786883,29.8,280.40000000000003,2566.25,2.82,1.267622950819672,16,435.0499999999999,-154.64999999999992,829.9,0,71,13,0,31.3,558.45,75.01,82.1,9.78064516129032,25.0,662.22,107.99,2.37,39.1,15.42,26.9,685.43,128.81,2.56,0,127.9,18.11935483870968,29.8,660.15,123.24,2.82,0,-0.0050211858601374,0.1801733333333333,-0.1722619047619047,-0.05183373015873,-0.1117104129923574,6
234,2013,40.0,40.0,2.1286,estimate_normalized,True,35.0,6.5,3.73,181.31,492.74302,14.32,480.0,27.0,0.6466296296296297,0.736,0.489,0.0736654842278898,0.613,0.7064999999999999,0.0014232401428431,0.617,17.459,177.0,0.247,26.0,1,99,40__40,13.126229508196722,30.5,280.40000000000003,2566.25,2.84,1.2922131147540985,16,440.76,-160.35999999999996,942.2,2,71,13,1,31.3,558.45,75.61,82.1,10.98709677419355,26.0,662.22,110.35,2.47,39.1,16.493333333333332,27.7,685.43,130.29,2.64,0,127.9,19.258064516129032,30.5,660.15,124.51,2.84,2,0.115502793187608,0.2970964646464646,-0.0863982683982683,-0.0863982683982683,-0.0604619592752925,6
195,2014,40.0,40.0,2.7474,estimate_normalized,True,123.0,6.9,3.6425,225.2,499.4803025,7.5175,427.5,60.0,0.4122333333333333,0.737,0.148,0.2305578283689847,0.19675,0.67025,0.0062738614279538,0.719,24.734,179.0,0.589,25.0,1,99,40__40,13.198360655737703,34.1,339.09999999999997,2588.22,4.02,1.4863934426229506,30,468.46,-129.36,922.7,7,79,14,3,62.0,525.82,83.09,60.2,11.32258064516129,24.9,695.42,122.57,2.27,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,0.0162794973487016,0.1450545454545454,-0.1200155677655678,0.0821359973359973,0.0232135995918463,7
197,2014,40.0,40.0,2.2187,estimate_normalized,True,343.0,6.976923076923077,3.579230769230769,216.96,502.5284007692308,4.591538461538462,454.61538461538464,62.0,0.4321290322580645,0.713,0.154,0.22275680966898,0.196,0.67,0.0062774861274658,0.571,26.792,182.0,0.5589999999999999,28.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,4.38,1.579754098360656,32,481.59,-142.49,1019.8,11,79,14,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.0145556653650358,0.077970238095238,-0.0395658111729538,-0.015908843537415,-0.0236726178763516,7
207,2014,40.0,40.0,2.2424,estimate_normalized,True,110.91,6.875,3.55,244.935,425.663535,5.4125,412.5,58.0,0.4172758620689655,0.703,0.168,0.2113949395133267,0.204,0.6485000000000001,0.0057876797369194,0.637,24.202,182.0,0.5349999999999999,25.0,1,99,40__40,13.198360655737703,34.1,339.09999999999997,2588.22,4.02,1.4863934426229506,30,468.46,-129.36,922.7,7,79,14,3,62.0,525.82,83.09,60.2,11.32258064516129,24.9,695.42,122.57,2.27,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,-0.0018838792081913,0.0563749999999999,-0.0815833333333333,0.042063553113553,0.0134622061980828,7
208,2014,40.0,40.0,2.9195,estimate_normalized,True,130.0,6.8,3.916,202.758,706.31834,5.7,504.0,57.0,0.4465263157894736,0.738,0.145,0.2164860601049405,0.225,0.692,0.006241939530186,0.708,25.452,190.0,0.593,25.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,4.32,1.5083606557377047,30,478.41,-190.3100000000001,899.1,6,81,10,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,0.019735076439608,0.0826984126984127,-0.0118029272314986,0.0184990842490841,0.0159445699322322,7
209,2014,40.0,40.0,2.7874,estimate_normalized,True,301.65,7.042857142857143,3.5357142857142856,171.9557142857143,277.5815457142857,7.35,437.1428571428572,63.0,0.4278888888888889,0.711,0.159,0.227149074266296,0.199,0.6924999999999999,0.0062856173828878,0.634,26.957,195.0,0.5519999999999999,28.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,4.38,1.579754098360656,32,481.59,-142.49,1019.8,11,79,14,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.0291619165248331,0.1229900793650793,-0.071560915275201,0.020903008895866,0.0222549583556451,7
210,2014,40.0,40.0,2.9256,estimate_normalized,True,247.0,7.2125,3.72,230.06625,480.10587375,9.455,423.75,61.0,0.4389836065573769,0.783,0.167,0.2325892384217629,0.214,0.699,0.0065314991594278,0.717,26.777999999999995,188.0,0.616,25.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,4.38,1.579754098360656,32,481.59,-142.49,1019.8,11,79,14,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.0173499228591377,0.1216742630385487,-0.1044399877899878,0.0621060439560438,0.0796633518267446,7
212,2014,40.0,40.0,2.45,estimate_normalized,True,136.0,7.140000000000001,3.766,232.258,464.594502,5.536,432.0,57.0,0.3712631578947369,0.728,0.148,0.2097535334219906,0.18,0.605,0.0058469093023135,0.728,21.162000000000003,213.0,0.58,20.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,4.32,1.5083606557377047,30,478.41,-190.3100000000001,899.1,6,81,10,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,-0.0356997105475114,0.0271410256410254,-0.1753086270871985,0.0271410256410254,-0.0298985414188985,7
213,2014,40.0,40.0,2.4244,estimate_normalized,True,14.0,7.2,3.39,148.5,272.23874,13.42,420.0,58.0,0.4468793103448276,0.732,0.169,0.215379382804983,0.233,0.68225,0.0060521183885049,0.674,25.919,188.0,0.563,26.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,4.38,1.579754098360656,32,481.59,-142.49,1019.8,11,79,14,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.022765004650699,0.105213095238095,-0.0629794372294371,0.0182902930402928,0.0334590768688982,7
214,2014,40.0,40.0,2.6513,estimate_normalized,True,9.0,7.1,3.67,236.12,399.02591,8.82,420.0,58.0,0.4475689655172413,0.736,0.17,0.2164729904366478,0.2335,0.68525,0.0060909542862727,0.68,25.959,188.0,0.566,26.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,4.38,1.579754098360656,32,481.59,-142.49,1019.8,11,79,14,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.02174976104363,0.1031380952380951,-0.0596571067821067,0.0231857142857142,0.0373244706351849,7
215,2014,40.0,40.0,2.6138000000000003,estimate_normalized,True,79.0,6.666666666666667,3.776666666666667,192.12,392.99891,12.116666666666667,430.0,54.0,0.6127037037037035,0.74,0.371,0.1068572307523471,0.54625,0.71,0.0016439951009857,0.443,33.08599999999999,161.0,0.369,44.0,1,99,40__40,13.798360655737708,34.0,339.09999999999997,2588.22,3.79,1.465573770491803,29,467.42,-128.32,983.5,11,79,14,4,62.0,525.82,83.65,60.2,11.893548387096772,25.3,695.42,122.3,2.24,72.0,17.65666666666667,31.3,721.96,135.33,3.0,4,144.9,18.95483870967742,34.0,645.02,126.14,3.79,7,0.1853079239044872,0.3800648148148148,-0.1761162171162171,-0.1761162171162171,-0.0592081715407608,7
216,2014,40.0,40.0,2.9909,estimate_normalized,True,37.0,6.4,3.71,242.68,688.96085,7.64,540.0,52.0,0.5480192307692308,0.755,0.181,0.212887880421074,0.31375,0.728,0.0067888803857562,0.685,28.497,184.0,0.5740000000000001,34.0,1,99,40__40,14.31393442622951,34.7,339.09999999999997,2588.22,4.0,1.5051639344262298,30,473.9899999999999,-134.89,1042.5,11,79,14,4,62.0,525.82,84.9,60.2,12.374193548387098,25.9,695.42,124.03,2.28,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,144.9,19.51290322580645,34.7,645.02,127.97,4.0,7,0.0438125130303351,0.0912125850340135,-0.0297638888888888,0.0220498168498168,0.0414126574003197,7
217,2014,40.0,40.0,3.0689,estimate_normalized,True,408.0,6.94,3.484666666666667,201.10266666666664,313.7409,4.662000000000001,472.0,58.0,0.4100172413793104,0.776,0.159,0.2344876653898371,0.19225,0.61925,0.006457241709898,0.748,23.781,201.0,0.617,20.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,4.32,1.5083606557377047,30,478.41,-190.3100000000001,899.1,6,81,10,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,0.0051401772276545,0.0930477891156463,-0.1164101731601732,0.0832339517625231,0.0838222836356765,7
218,2014,40.0,40.0,2.1887,estimate_normalized,True,39.0,7.2,3.87,198.74,289.9543,4.86,390.0,54.0,0.4346481481481482,0.658,0.156,0.1698077515797516,0.249,0.5905,0.0053892259555731,0.601,23.471000000000004,196.0,0.502,24.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,4.32,1.5083606557377047,30,478.41,-190.3100000000001,899.1,6,81,10,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,0.0302768206349405,0.0882559523809523,-0.016367032967033,-0.016367032967033,0.0086063774717346,7
219,2014,40.0,40.0,2.3038,estimate_normalized,True,210.0,6.8,3.69625,212.37625,656.214605,8.491249999999999,446.25,58.0,0.4448448275862069,0.792,0.156,0.2489009498135226,0.1855,0.7015,0.0067310076599532,0.577,25.801,188.0,0.636,27.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,4.38,1.579754098360656,32,481.59,-142.49,1019.8,11,79,14,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.0575840726772025,0.2042717223252936,-0.0195,-0.0195,0.0443567131006119,7
220,2014,40.0,40.0,2.0431,estimate_normalized,True,25.0,7.3,3.74,197.06,380.11444,6.0,420.0,49.0,0.5158571428571429,0.711,0.165,0.1869750610894077,0.32,0.693,0.0049777732476868,0.494,25.277,172.0,0.5459999999999999,30.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,4.32,1.5083606557377047,30,478.41,-190.3100000000001,899.1,6,81,10,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,0.0552950246863751,0.1645094627594627,-0.1011146020646019,-0.1011146020646019,-0.0297002183927184,7
222,2014,40.0,40.0,2.3248,estimate_normalized,True,62.0,6.9,3.725,206.315,278.80506,4.845,420.0,55.0,0.5742727272727273,0.735,0.265,0.1402111984304009,0.4649999999999999,0.7244999999999999,0.0026422534202193,0.455,31.584999999999997,173.0,0.47,39.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,4.32,1.5083606557377047,30,478.41,-190.3100000000001,899.1,6,81,10,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,0.15818317407186,0.3433652777777777,-0.1294020027591454,-0.1294020027591454,-0.0600183602472563,7
223,2014,40.0,40.0,2.4033,estimate_normalized,True,70.0,6.433333333333334,3.6633333333333336,175.33333333333334,560.82853,6.72,430.0,53.0,0.5733396226415095,0.733,0.253,0.1382402807523882,0.449,0.715,0.001634841893979,0.378,30.387000000000004,170.0,0.48,36.0,1,99,40__40,12.927049180327868,34.3,288.09999999999997,2602.01,4.32,1.5083606557377047,30,478.41,-190.3100000000001,899.1,6,81,10,3,55.8,530.78,84.89,50.8,10.932258064516128,24.6,702.17,124.34,2.28,64.2,16.826666666666668,30.6,725.15,138.17,3.13,1,117.3,18.345161290322583,34.3,643.91,131.01,4.32,5,0.1439883775628873,0.4065638888888889,-0.2521341991341992,-0.2521341991341992,-0.1209674504397719,7
224,2014,40.0,40.0,2.6593,estimate_normalized,True,104.0,6.5,3.808,191.728,598.903534,18.618,516.0,54.0,0.4914444444444444,0.747,0.169,0.2031283727165388,0.2695,0.71775,0.0067189178545465,0.74,26.537999999999997,191.0,0.578,27.0,1,99,40__40,14.31393442622951,34.7,339.09999999999997,2588.22,4.0,1.5051639344262298,30,473.9899999999999,-134.89,1042.5,11,79,14,4,62.0,525.82,84.9,60.2,12.374193548387098,25.9,695.42,124.03,2.28,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,144.9,19.51290322580645,34.7,645.02,127.97,4.0,7,0.0395122906643122,0.1070901360544217,-0.03965182436611,0.0401694139194139,0.0478085270549556,7
226,2014,40.0,40.0,2.2283,estimate_normalized,True,40.0,7.2,3.79,218.81,806.48818,8.56,420.0,51.0,0.5629019607843138,0.724,0.228,0.1507106375497931,0.455,0.7015,0.0034265667923011,0.476,28.708,175.0,0.496,33.0,1,99,40__40,13.198360655737703,34.1,339.09999999999997,2588.22,4.02,1.4863934426229506,30,468.46,-129.36,922.7,7,79,14,3,62.0,525.82,83.09,60.2,11.32258064516129,24.9,695.42,122.57,2.27,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,0.1271288644462113,0.273725,-0.1474973526473526,-0.1474973526473526,-0.054892076779041,7
227,2014,40.0,40.0,2.401,estimate_normalized,True,346.0,6.953846153846154,3.8015384615384615,195.0484615384616,763.0697146153847,10.056153846153848,475.38461538461536,63.0,0.4104761904761905,0.69,0.161,0.2165739623757628,0.195,0.6475,0.0059085410387084,0.641,25.86,180.0,0.5289999999999999,27.0,1,99,40__40,13.198360655737703,34.1,339.09999999999997,2588.22,4.02,1.4863934426229506,30,468.46,-129.36,922.7,7,79,14,3,62.0,525.82,83.09,60.2,11.32258064516129,24.9,695.42,122.57,2.27,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,0.0111480567542025,0.1082019841269841,-0.0997670068027211,-0.0138707482993195,-0.0310084184994899,7
228,2014,40.0,40.0,3.021,estimate_normalized,True,59.0,6.699999999999999,3.515,179.82,438.82045,7.755,420.0,50.0,0.4262399999999999,0.702,0.205,0.1786114845131745,0.2635,0.628,0.005003668147999,0.685,21.312,188.0,0.497,20.0,1,99,40__40,14.31393442622951,34.7,339.09999999999997,2588.22,4.0,1.5051639344262298,30,473.9899999999999,-134.89,1042.5,11,79,14,4,62.0,525.82,84.9,60.2,12.374193548387098,25.9,695.42,124.03,2.28,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,144.9,19.51290322580645,34.7,645.02,127.97,4.0,7,-0.016530349501964,0.0744421768707482,-0.2022506012506012,0.0521991341991342,0.0349629692097224,7
229,2014,40.0,40.0,1.8888000000000005,estimate_normalized,True,12.0,6.4,2.36,225.3,220.85171,12.11,480.0,52.0,0.374076923076923,0.595,0.086,0.1672143771599621,0.2085,0.5427500000000001,0.0048159011524788,0.54,19.452,204.0,0.509,15.0,1,99,40__40,14.31393442622951,34.7,339.09999999999997,2588.22,4.0,1.5051639344262298,30,473.9899999999999,-134.89,1042.5,11,79,14,4,62.0,525.82,84.9,60.2,12.374193548387098,25.9,695.42,124.03,2.28,72.0,18.209999999999997,31.9,721.96,137.09,3.09,4,144.9,19.51290322580645,34.7,645.02,127.97,4.0,7,0.0073196477423882,0.0860791666666666,-0.0955544733044732,0.0441621212121212,0.0308968207117557,7
230,2014,40.0,40.0,2.0745,estimate_normalized,True,223.0,7.1000000000000005,3.73,184.71,792.107215,3.6633333333333336,445.0,59.0,0.4384237288135593,0.732,0.148,0.2238884561402745,0.2045,0.6715,0.006124010758661,0.545,25.867,189.0,0.584,28.0,1,99,40__40,14.078688524590165,35.2,339.09999999999997,2588.22,4.38,1.579754098360656,32,481.59,-142.49,1019.8,11,79,14,4,62.0,525.82,86.22,60.2,12.14516129032258,25.8,695.42,125.71,2.39,72.0,17.936666666666667,31.8,721.96,138.58,3.25,4,144.9,19.39032258064516,35.2,645.02,131.08,4.38,7,0.0420626052739949,0.1667751958359101,-0.0441291280148422,-0.0432053113553113,-0.0089440495571447,7
231,2014,40.0,40.0,2.6751,estimate_normalized,True,235.0,7.2625,3.685,204.0575,646.09227125,9.26,453.75,59.0,0.4379830508474577,0.724,0.161,0.2265305375848672,0.201,0.6675,0.0061641994849588,0.652,25.841000000000005,182.0,0.563,27.0,1,99,40__40,13.198360655737703,34.1,339.09999999999997,2588.22,4.02,1.4863934426229506,30,468.46,-129.36,922.7,7,79,14,3,62.0,525.82,83.09,60.2,11.32258064516129,24.9,695.42,122.57,2.27,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,0.0204530794880667,0.1224040404040404,-0.0673921356421355,0.0148529304029304,0.018384214705048,7
232,2014,40.0,40.0,2.4254,estimate_normalized,True,296.0,6.609090909090909,3.7290909090909095,211.9754545454545,649.4797309090909,7.533636363636364,452.7272727272728,59.0,0.432728813559322,0.745,0.149,0.2369743482154802,0.197,0.6904999999999999,0.0064245153741096,0.618,25.531,182.0,0.596,27.0,1,99,40__40,13.198360655737703,34.1,339.09999999999997,2588.22,4.02,1.4863934426229506,30,468.46,-129.36,922.7,7,79,14,3,62.0,525.82,83.09,60.2,11.32258064516129,24.9,695.42,122.57,2.27,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,0.0171470783900056,0.0998986394557823,-0.052286111111111,0.000981868131868,0.0173613673638971,7
233,2014,40.0,40.0,2.4834,estimate_normalized,True,39.0,6.7,3.57,211.75,698.55237,6.06,510.0,54.0,0.6256111111111111,0.801,0.328,0.1213532365645488,0.559,0.73675,0.0006833530921259,0.38,33.783,153.0,0.473,44.0,1,99,40__40,13.198360655737703,34.1,339.09999999999997,2588.22,4.02,1.4863934426229506,30,468.46,-129.36,922.7,7,79,14,3,62.0,525.82,83.09,60.2,11.32258064516129,24.9,695.42,122.57,2.27,72.0,17.043333333333333,30.9,721.96,135.17,3.07,2,144.9,18.461290322580645,34.1,645.02,127.63,4.02,5,0.1969989127287547,0.383679761904762,-0.2690403429903428,-0.2690403429903428,-0.0963590990178652,7
