field_id,year,crop_id,standard_name,target_yield_t_ha,oof_pred_t_ha
222,2018,40.0,sunflower,2.0337,1.6677779826905643
222,2019,40.0,sunflower,2.648,2.4789100714219994
222,2021,40.0,sunflower,2.9396774193548385,2.2910490667496335
222,2025,40.0,sunflower,2.972258064516129,2.3726550329751186
223,2010,40.0,sunflower,2.8213,
223,2011,40.0,sunflower,2.9623999999999997,
223,2012,40.0,sunflower,1.3923,
223,2013,40.0,sunflower,1.459,
223,2014,40.0,sunflower,2.4033,
223,2015,40.0,sunflower,1.401,
223,2016,40.0,sunflower,2.1369,
223,2018,40.0,sunflower,1.5562,1.6475221589979925
223,2019,40.0,sunflower,2.651,2.6201240145245834
223,2021,40.0,sunflower,2.8625714285714285,2.325469133107103
223,2025,40.0,sunflower,3.305142857142857,2.4521186120883147
224,2010,40.0,sunflower,2.7485,
224,2011,40.0,sunflower,2.2157,
224,2012,40.0,sunflower,2.8529,
224,2013,40.0,sunflower,2.4626,
224,2014,40.0,sunflower,2.6593,
224,2015,40.0,sunflower,1.9421,
224,2016,40.0,sunflower,2.7308,
224,2018,40.0,sunflower,2.1925,2.391385836036976
224,2019,40.0,sunflower,3.961,2.7073097677813016
224,2021,40.0,sunflower,2.0925,2.214226242247031
224,2025,40.0,sunflower,3.0742307692307693,2.794077965443932
225,2019,40.0,sunflower,3.961,2.3791976187460233
225,2021,40.0,sunflower,1.85,2.28431407806451
226,2010,40.0,sunflower,2.0662,
226,2011,40.0,sunflower,2.5954,
226,2012,40.0,sunflower,1.3478,
226,2013,40.0,sunflower,1.8177,
226,2014,40.0,sunflower,2.2283,
226,2015,40.0,sunflower,1.8338,
226,2016,40.0,sunflower,2.7698,
226,2017,40.0,sunflower,2.629,2.197516153206948
226,2018,40.0,sunflower,2.0143,2.390794447136693
226,2019,40.0,sunflower,2.9829999999999997,2.581236539088617
226,2021,40.0,sunflower,2.4555,2.220857118701029
226,2025,40.0,sunflower,3.0420000000000003,2.48329992588068
227,2010,40.0,sunflower,2.7361,
227,2011,40.0,sunflower,1.7692,
227,2012,40.0,sunflower,1.6476,
227,2013,40.0,sunflower,2.0164999999999997,
227,2014,40.0,sunflower,2.401,
227,2015,40.0,sunflower,1.6342,
227,2016,40.0,sunflower,1.8933,
227,2017,40.0,sunflower,1.7968,2.2788757452269506
227,2018,40.0,sunflower,2.613,2.5409057096261876
227,2023,40.0,sunflower,2.6015895953757227,2.3838690969560266
228,2010,40.0,sunflower,2.3478000000000003,
228,2011,40.0,sunflower,1.8424,
228,2012,40.0,sunflower,1.1162,
228,2013,40.0,sunflower,2.4112,
228,2014,40.0,sunflower,3.021,
228,2015,40.0,sunflower,1.6277,
228,2016,40.0,sunflower,1.5539999999999998,
228,2017,40.0,sunflower,3.34,2.3796953064348108
228,2024,40.0,sunflower,3.052881355932203,2.686686484530274
229,2010,40.0,sunflower,1.4924,
229,2011,40.0,sunflower,1.6809,
229,2012,40.0,sunflower,0.9024,
229,2013,40.0,sunflower,1.8671,
229,2014,40.0,sunflower,1.8888000000000005,
229,2015,40.0,sunflower,1.6917000000000002,
229,2016,40.0,sunflower,1.5335,
229,2017,40.0,sunflower,3.34,2.1245212862716443
229,2024,40.0,sunflower,3.2544166666666663,2.4558679381627377
230,2010,40.0,sunflower,2.5814,
230,2011,40.0,sunflower,1.7643,
230,2012,40.0,sunflower,2.2159,
230,2013,40.0,sunflower,2.8546,
230,2014,40.0,sunflower,2.0745,
230,2015,40.0,sunflower,2.0985,
230,2016,40.0,sunflower,2.1473,
230,2017,40.0,sunflower,2.8902,2.3717800138053735
230,2018,40.0,sunflower,1.6839,2.1440962596135216
230,2022,40.0,sunflower,3.257219730941704,2.358067336693563
230,2024,40.0,sunflower,3.2521793721973093,2.5889641125806406
231,2010,40.0,sunflower,2.7244,
231,2011,40.0,sunflower,1.6755,
231,2012,40.0,sunflower,1.7558,
231,2013,40.0,sunflower,2.2302,
231,2014,40.0,sunflower,2.6751,
231,2015,40.0,sunflower,1.9308,
231,2016,40.0,sunflower,3.3901000000000003,
231,2023,40.0,sunflower,2.2995063829787235,1.8491395675720135
232,2010,40.0,sunflower,2.0457,
232,2011,40.0,sunflower,1.7736,
232,2012,40.0,sunflower,2.3602,
232,2013,40.0,sunflower,2.3914999999999997,
232,2014,40.0,sunflower,2.4254,
232,2015,40.0,sunflower,1.3354,
232,2016,40.0,sunflower,2.2876000000000003,
232,2023,40.0,sunflower,2.6881993243243243,1.9802866068049927
233,2010,40.0,sunflower,2.9024,
233,2011,40.0,sunflower,2.1271,
233,2012,40.0,sunflower,1.9567,
233,2013,40.0,sunflower,1.5523,
233,2014,40.0,sunflower,2.4834,
233,2015,40.0,sunflower,2.2576,
233,2016,40.0,sunflower,2.2677,
233,2017,40.0,sunflower,2.0928,1.95196220485102
233,2018,40.0,sunflower,1.9316,2.3135399818808757
233,2019,40.0,sunflower,2.564,2.6387070076957126
234,2010,40.0,sunflower,3.0815,
234,2011,40.0,sunflower,2.5765,
234,2012,40.0,sunflower,1.7617,
234,2013,40.0,sunflower,2.1286,
234,2014,40.0,sunflower,2.2455,
234,2015,40.0,sunflower,2.3784,
234,2016,40.0,sunflower,2.7931999999999997,
234,2017,40.0,sunflower,2.7084,2.478910123932028
234,2018,40.0,sunflower,2.1424,2.469950440084996
234,2024,40.0,sunflower,3.295057142857143,2.4935061927567777
