item_id,datetime,eo_cloud_cover,pixels,ndvi_mean,ndre_mean,evi_mean,gcvi_mean,field_id
S2B_MSIL2A_20230713T052649_R105_T44UNA_20230713T105152,2023-07-13T05:26:49.024000+00:00,8.8e-05,12260,0.28630173206329346,0.21716752648353577,0.30218514800071716,0.862935483455658,195
