field_id,year,yield_t_ha,harvested_weight_t,completed_area_ha,completed_date,humidity,protein_content,oil_content,operation_id
273,2024,3.591851851851852,193.96,54.0,2024-09-29,0.0,0.0,0.0,31079
273,2025,4.41962962962963,238.66,54.0,2025-09-19,0.0,0.0,0.0,35723
274,2021,5.857807017543859,1335.58,228.0,2021-08-21,0.0,0.0,0.0,7041
274,2022,2.5334061135371178,580.15,229.0,2022-08-07,0.0,0.0,0.0,8718
274,2023,1.0836363636363637,178.8,165.0,2023-07-25,19.0,0.0,0.0,12591
274,2024,3.426468571428571,599.632,175.0,2024-09-22,0.0,0.0,0.0,31080
274,2025,4.091004366812228,936.84,229.0,2025-09-21,0.0,0.0,0.0,35724
276,2021,3.422096774193548,212.17,62.0,2021-10-24,0.0,0.0,0.0,7657
276,2022,2.9274193548387095,181.5,62.0,2022-08-30,0.0,0.0,0.0,8800
276,2023,2.634193548387097,163.32,62.0,2023-10-18,18.2,0.0,0.0,12994
276,2024,3.63741935483871,225.52,62.0,2024-08-19,0.0,0.0,0.0,30487
276,2025,1.4903225806451614,92.4,62.0,2025-09-15,0.0,0.0,0.0,35725
277,2021,3.3421333333333334,250.66,75.0,2021-10-24,0.0,0.0,0.0,7658
277,2022,1.5733333333333333,118.0,75.0,2022-08-30,0.0,0.0,0.0,8801
277,2023,2.6744000000000003,200.58,75.0,2023-10-18,20.0,0.0,0.0,12995
277,2024,4.257866666666667,319.34,75.0,2024-08-21,0.0,0.0,0.0,30488
277,2025,1.9090666666666667,143.18,75.0,2025-09-16,0.0,0.0,0.0,35726
278,2021,5.365869565217392,493.66,92.0,2021-08-24,0.0,0.0,0.0,7042
278,2022,2.907608695652174,267.5,92.0,2022-09-21,0.0,0.0,0.0,8764
278,2023,1.7219565217391304,158.42,92.0,2023-09-28,15.1,0.0,0.0,12850
278,2024,2.430869565217391,223.64,92.0,2024-08-06,0.0,0.0,0.0,30118
278,2025,3.899173913043478,358.724,92.0,2025-07-22,0.0,0.0,0.0,35205
279,2021,4.9775,278.74,56.0,2021-08-24,0.0,0.0,0.0,7043
279,2023,1.069090909090909,35.28,33.0,2023-10-01,17.0,0.0,0.0,12851
279,2024,1.87,61.71,33.0,2024-08-14,0.0,0.0,0.0,30119
279,2025,4.40060606060606,145.22,33.0,2025-07-21,0.0,0.0,0.0,35206
280,2021,3.253586956521739,299.33,92.0,2021-08-28,0.0,0.0,0.0,7044
280,2023,1.953478260869565,179.72,92.0,2023-10-02,29.2,0.0,0.0,12852
