field_id,year,estimate_value,cropwise_t_ha,estimate_date,history_item_id
284,2010,19.814,1.9814,2010-10-09,5513
284,2011,20.932,2.0932,2011-10-08,5514
284,2012,14.854,1.4853999999999998,2012-10-06,5515
284,2013,19.251,1.9251,2013-10-05,5516
284,2014,24.701,2.4701,2014-10-04,5517
284,2015,18.774,1.8774000000000002,2015-10-03,5518
284,2016,28.662,2.8662,2016-10-08,5519
284,2017,20.85,2.085,2017-10-07,5520
284,2018,21.843,2.1843,2018-10-06,5521
284,2019,29.821,2.9821,2019-07-13,5522
284,2020,20.236,2.0236,2020-07-18,5523
284,2021,39.348,3.9348,2021-09-11,5524
284,2022,20.191,2.0191,2022-10-01,6485
284,2023,33.974,3.3973999999999998,2023-07-08,8899
284,2024,24.27,2.427,2024-08-24,8993
284,2025,37.438,3.7438000000000002,2025-08-16,11364
286,2010,25.067,2.5067,2010-10-09,5553
286,2011,20.159,2.0159,2011-10-08,5554
286,2012,18.897,1.8897,2012-10-06,5555
286,2013,18.93,1.893,2013-10-05,5556
286,2014,27.639,2.7639,2014-10-04,5557
286,2015,12.677,1.2677,2015-10-03,5558
286,2016,32.077,3.2077,2016-10-08,5559
286,2017,27.941,2.7941,2017-10-07,5560
286,2018,25.304,2.5303999999999998,2018-10-06,5561
286,2019,23.256,2.3256,2019-10-05,5562
286,2020,21.639,2.1639,2020-07-18,5563
286,2021,27.262,2.7262,2021-09-11,5564
286,2022,24.909,2.4909,2022-09-17,6487
286,2023,31.237,3.1237,2023-10-07,8901
286,2024,30.538,3.0538,2024-09-14,8995
286,2025,26.075,2.6075,2025-08-23,11365
287,2010,21.593,2.1593,2010-10-09,5573
287,2011,23.077,2.3077,2011-10-08,5574
287,2012,15.647,1.5647,2012-10-06,5575
287,2013,18.298,1.8297999999999999,2013-10-05,5576
287,2014,20.905,2.0905,2014-10-04,5577
287,2015,12.123,1.2123,2015-10-03,5578
287,2016,24.786,2.4786,2016-10-08,5579
287,2017,23.37,2.337,2017-10-07,5580
287,2018,19.5,1.95,2018-10-06,5581
287,2019,33.626,3.3625999999999996,2019-07-13,5582
287,2020,10.345,1.0345,2020-10-03,5583
287,2021,34.126,3.4126,2021-08-28,5584
287,2022,29.405,2.9405,2022-09-17,6481
287,2023,18.205,1.8204999999999998,2023-07-29,8895
287,2024,33.275,3.3274999999999997,2024-09-14,8989
287,2025,24.823,2.4823,2025-08-23,11368
288,2010,23.361,2.3361,2010-10-09,5593
288,2011,20.08,2.008,2011-10-08,5594
288,2012,18.732,1.8732,2012-10-06,5595
288,2013,18.099,1.8099,2013-10-05,5596
288,2014,19.669,1.9669,2014-10-04,5597
288,2015,15.053,1.5053,2015-10-03,5598
288,2016,26.708,2.6708,2016-10-08,5599
288,2017,25.779,2.5779,2017-10-07,5600
288,2018,15.572,1.5572,2018-10-06,5601
288,2019,26.733,2.6733000000000002,2019-10-05,5602
288,2020,20.906,2.0906,2020-07-18,5603
288,2021,27.48,2.748,2021-09-11,5604
288,2022,22.32,2.232,2022-09-17,6488
288,2023,24.756,2.4756,2023-10-07,8902
288,2024,22.691,2.2691,2024-09-14,8996
288,2025,28.542,2.8542,2025-08-23,11367
289,2010,17.498,1.7498,2010-10-09,5613
289,2011,22.292,2.2292,2011-10-08,5614
289,2012,20.931,2.0931,2012-10-06,5615
289,2013,23.742,2.3742,2013-10-05,5616
289,2014,24.31,2.431,2014-10-04,5617
289,2015,13.566,1.3566,2015-10-03,5618
289,2016,23.553,2.3553,2016-10-08,5619
289,2017,22.663,2.2663,2017-10-07,5620
289,2018,19.867,1.9867000000000001,2018-10-06,5621
289,2019,30.872,3.0872,2019-07-13,5622
289,2020,16.914,1.6914000000000002,2020-07-18,5623
289,2021,34.472,3.4472,2021-09-11,5624
289,2022,22.743,2.2742999999999998,2022-09-17,6490
289,2023,16.491,1.6491,2023-08-26,8904
289,2024,18.11,1.811,2024-09-14,8998
289,2025,38.841,3.8841,2025-08-16,11371
291,2010,21.852,2.1852,2010-10-09,5653
291,2011,19.582,1.9582000000000002,2011-10-08,5654
291,2012,26.235,2.6235,2012-10-06,5655
291,2013,19.669,1.9669,2013-10-05,5656
291,2014,25.996,2.5995999999999997,2014-10-04,5657
291,2015,21.043,2.1043,2015-10-03,5658
291,2016,25.622,2.5622,2016-10-08,5659
291,2017,24.976,2.4976,2017-10-07,5660
291,2018,23.077,2.3077,2018-10-06,5661
291,2019,27.444,2.7443999999999997,2019-10-05,5662
291,2020,28.659,2.8659,2020-07-18,5663
291,2021,41.035,4.1034999999999995,2021-09-11,5664
291,2022,24.503,2.4503,2022-09-17,6496
291,2023,21.94,2.194,2023-10-07,8910
291,2024,27.714,2.7714,2024-09-14,9004
291,2025,27.461,2.7460999999999998,2025-08-23,11376
292,2010,27.327,2.7327000000000004,2010-10-09,5673
292,2011,24.305,2.4305,2011-10-08,5674
292,2012,18.263,1.8263000000000003,2012-10-06,5675
292,2013,18.562,1.8562,2013-10-05,5676
292,2014,24.209,2.4209,2014-10-04,5677
292,2015,21.754,2.1754000000000002,2015-10-03,5678
292,2016,21.519,2.1519,2016-10-08,5679
292,2017,23.09,2.309,2017-10-07,5680
292,2018,18.542,1.8542,2018-10-06,5681
292,2019,19.937,1.9937,2019-10-05,5682
292,2020,20.316,2.0316,2020-07-18,5683
292,2021,24.262,2.4262,2021-10-02,5684
292,2022,28.853,2.8853,2022-09-03,6512
292,2023,27.39,2.739,2023-08-26,8923
292,2024,37.325,3.7325000000000004,2024-09-07,9017
292,2025,20.902,2.0902000000000003,2025-10-01,11404
292,2026,29.02,2.902,2026-06-07,19576
293,2010,20.721,2.0721,2010-10-09,5693
293,2011,27.98,2.798,2011-10-08,5694
293,2012,20.981,2.0981,2012-10-06,5695
293,2013,18.446,1.8446000000000002,2013-10-05,5696
293,2014,22.092,2.2092,2014-10-04,5697
293,2015,18.674,1.8674,2015-10-03,5698
293,2016,25.159,2.5159,2016-10-08,5699
293,2017,23.457,2.3457,2017-07-15,5700
293,2018,14.321,1.4321,2018-07-14,5701
293,2019,43.009,4.3009,2019-07-13,5702
293,2020,10.498,1.0497999999999998,2020-10-03,5703
293,2021,26.025,2.6025,2021-10-23,5704
293,2022,33.311,3.3311,2022-09-03,6523
293,2023,16.41,1.641,2023-09-02,8931
293,2024,40.096,4.0096,2024-09-07,9025
293,2025,26.261,2.6261,2025-10-01,11431
293,2026,32.377,3.2377000000000002,2026-06-07,19626
295,2010,17.594,1.7594,2010-10-09,5733
295,2011,18.982,1.8981999999999999,2011-10-08,5734
295,2012,18.036,1.8036,2012-10-06,5735
295,2013,25.584,2.5584,2013-10-05,5736
295,2014,26.97,2.697,2014-10-04,5737
295,2015,18.044,1.8044,2015-10-03,5738
295,2016,23.612,2.3611999999999997,2016-10-08,5739
295,2017,21.571,2.1571000000000002,2017-07-15,5740
295,2018,17.053,1.7053,2018-07-14,5741
295,2019,36.635,3.6635,2019-07-13,5742
295,2020,15.416,1.5416,2020-10-03,5743
295,2021,38.929,3.8929,2021-08-28,5744
295,2022,29.23,2.923,2022-09-24,6538
295,2023,14.806,1.4806,2023-10-07,8944
295,2024,30.689,3.0689,2024-08-17,9038
295,2025,31.723,3.1723,2025-07-12,11451
295,2026,20.22,2.022,2026-06-07,19689
296,2010,20.452,2.0452000000000004,2010-10-09,5753
296,2011,22.888,2.2888,2011-10-08,5754
296,2012,20.538,2.0538,2012-10-06,5755
296,2013,25.745,2.5745,2013-10-05,5756
296,2014,32.836,3.2836,2014-10-04,5757
296,2015,21.217,2.1216999999999997,2015-10-03,5758
296,2016,28.664,2.8664,2016-10-08,5759
296,2017,16.634,1.6634,2017-10-07,5760
296,2018,18.802,1.8801999999999999,2018-10-06,5761
296,2019,62.466,6.2466,2019-10-05,5762
296,2020,14.303,1.4303000000000001,2020-10-03,5763
296,2021,37.635,3.7634999999999996,2021-09-04,5764
296,2022,20.709,2.0709,2022-09-24,6539
296,2023,13.448,1.3448,2023-10-07,8945
296,2024,36.896,3.6896,2024-08-10,9039
296,2025,41.879,4.1879,2025-07-12,11452
296,2026,19.505,1.9505,2026-06-07,19690
297,2010,21.499,2.1498999999999997,2010-10-09,5773
297,2011,16.901,1.6901,2011-10-08,5774
297,2012,14.122,1.4122,2012-10-06,5775
297,2013,20.645,2.0645,2013-10-05,5776
297,2014,20.684,2.0684,2014-10-04,5777
297,2015,11.625,1.1625,2015-10-03,5778
297,2016,23.842,2.3842,2016-10-08,5779
297,2017,23.295,2.3295000000000003,2017-10-07,5780
297,2018,20.275,2.0275,2018-10-06,5781
297,2019,39.413,3.9412999999999996,2019-07-13,5782
297,2020,12.355,1.2355,2020-10-03,5783
297,2021,31.184,3.1184000000000003,2021-09-11,5784
297,2022,31.428,3.1428000000000003,2022-09-17,6489
297,2023,21.145,2.1145,2023-10-07,8903
297,2024,27.32,2.732,2024-09-14,8997
297,2025,29.219,2.9219,2025-08-23,11369
298,2010,18.509,1.8509,2010-10-09,5793
298,2011,18.658,1.8658000000000001,2011-10-08,5794
298,2012,11.958,1.1958,2012-10-06,5795
298,2013,20.232,2.0232,2013-10-05,5796
298,2014,20.596,2.0596,2014-10-04,5797
298,2015,20.128,2.0128,2015-10-03,5798
298,2016,19.076,1.9076,2016-10-08,5799
298,2017,16.647,1.6646999999999998,2017-10-07,5800
298,2018,22.268,2.2268,2018-10-06,5801
298,2019,31.739,3.1739,2019-07-13,5802
298,2020,20.198,2.0198,2020-09-19,5803
298,2021,76.358,7.635800000000001,2021-10-16,5804
298,2022,33.882,3.3882,2022-08-13,6449
298,2023,18.244,1.8244,2023-10-14,8615
298,2024,41.801,4.1801,2024-09-14,8661
298,2025,28.873,2.8873,2025-11-15,10905
298,2026,19.884,1.9884,2026-06-07,19386
299,2010,20.233,2.0233,2010-10-09,5813
299,2011,23.859,2.3859000000000004,2011-10-08,5814
299,2012,20.862,2.0862,2012-10-06,5815
299,2013,18.292,1.8292000000000002,2013-10-05,5816
299,2014,20.853,2.0853,2014-10-04,5817
299,2015,19.403,1.9403,2015-10-03,5818
299,2016,32.421,3.2420999999999998,2016-10-08,5819
299,2017,17.656,1.7655999999999998,2017-10-07,5820
299,2018,25.297,2.5297,2018-08-04,5821
299,2019,27.389,2.7389,2019-10-05,5822
299,2020,23.096,2.3096,2020-07-18,5823
299,2021,30.163,3.0163,2021-07-17,5824
299,2022,34.467,3.4467,2022-07-16,6447
299,2023,24.111,2.4111000000000002,2023-10-07,8613
299,2024,39.921,3.9920999999999998,2024-08-17,8659
299,2025,33.614,3.3613999999999997,2025-11-15,10903
299,2026,19.686,1.9686,2026-06-07,19384
300,2010,12.146,1.2146000000000001,2010-10-09,5833
300,2011,28.272,2.8272,2011-10-08,5834
300,2012,22.262,2.2262,2012-10-06,5835
300,2013,22.365,2.2365,2013-10-05,5836
300,2014,26.011,2.6010999999999997,2014-10-04,5837
300,2015,25.572,2.5572,2015-10-03,5838
300,2016,23.476,2.3476,2016-10-08,5839
300,2017,25.076,2.5076,2017-10-07,5840
300,2018,39.655,3.9655,2018-08-04,5841
300,2020,22.412,2.2412,2020-07-18,5843
300,2021,27.914,2.7914000000000003,2021-07-17,5844
300,2022,28.258,2.8258,2022-07-16,6529
300,2023,22.486,2.2486,2023-10-07,8644
300,2024,34.123,3.4122999999999997,2024-08-10,8690
300,2025,25.007,2.5007,2025-10-01,10939
300,2026,24.351,2.4351,2026-06-07,19649
301,2010,13.546,1.3546,2010-10-09,5853
301,2011,28.622,2.8622,2011-10-08,5854
301,2012,16.98,1.698,2012-10-06,5855
301,2013,19.284,1.9284,2013-10-05,5856
301,2014,30.659,3.0659,2014-10-04,5857
301,2015,11.591,1.1591,2015-10-03,5858
301,2016,33.733,3.3732999999999995,2016-10-08,5859
301,2017,21.042,2.1042,2017-10-07,5860
301,2018,23.687,2.3687,2018-07-14,5861
301,2020,19.575,1.9575,2020-07-18,5863
301,2021,25.307,2.5307,2021-07-17,5864
301,2022,34.735,3.4735,2022-07-16,6471
301,2023,22.908,2.2908,2023-10-07,8628
301,2024,38.462,3.8462000000000005,2024-08-31,8674
301,2025,29.257,2.9257,2025-10-01,10919
301,2026,26.9,2.69,2026-06-07,19468
302,2010,26.332,2.6332,2010-10-09,5873
302,2011,21.255,2.1254999999999997,2011-10-08,5874
302,2012,18.832,1.8832,2012-10-06,5875
302,2013,24.144,2.4143999999999997,2013-10-05,5876
302,2014,20.408,2.0408,2014-10-04,5877
302,2015,11.38,1.1380000000000001,2015-10-03,5878
302,2016,24.04,2.404,2016-10-08,5879
302,2017,21.746,2.1746,2017-10-07,5880
302,2018,23.883,2.3883,2018-07-14,5881
302,2019,21.786,2.1786000000000003,2019-09-07,5882
302,2020,26.02,2.602,2020-07-18,5883
302,2021,22.623,2.2623,2021-09-04,5884
302,2022,28.371,2.8371,2022-09-24,6474
302,2023,10.991,1.0991,2023-09-09,8630
302,2024,33.491,3.3491,2024-08-24,8676
302,2025,29.423,2.9423,2025-10-01,10922
302,2026,25.262,2.5262000000000002,2026-06-07,19472
303,2010,21.772,2.1772,2010-10-09,5893
303,2011,19.901,1.9901,2011-10-08,5894
303,2012,20.395,2.0395,2012-10-06,5895
303,2013,21.914,2.1914000000000002,2013-10-05,5896
303,2014,26.099,2.6099,2014-10-04,5897
303,2015,23.408,2.3408,2015-10-03,5898
303,2016,25.142,2.5141999999999998,2016-10-08,5899
303,2017,30.329,3.0329,2017-10-07,5900
303,2018,25.426,2.5425999999999997,2018-08-04,5901
303,2020,29.771,2.9771,2020-07-18,5903
303,2021,37.601,3.7601,2021-07-17,5904
303,2022,30.403,3.0403,2022-09-24,6469
303,2023,26.931,2.6931000000000003,2023-08-12,8627
303,2024,37.0,3.7,2024-08-10,8673
303,2025,50.234,5.0234000000000005,2025-07-12,10918
303,2026,26.308,2.6308,2026-06-07,19458
304,2010,24.605,2.4605,2010-10-09,5913
304,2011,24.997,2.4997,2011-10-08,5914
304,2012,24.049,2.4049,2012-10-06,5915
304,2013,19.936,1.9936,2013-10-05,5916
304,2014,10.642,1.0642,2014-10-04,5917
304,2015,18.833,1.8832999999999998,2015-10-03,5918
304,2016,17.04,1.704,2016-10-08,5919
304,2017,24.184,2.4184,2017-10-07,5920
304,2018,23.98,2.398,2018-07-14,5921
304,2019,21.617,2.1617,2019-09-07,5922
304,2020,24.179,2.4179,2020-07-18,5923
304,2021,31.229,3.1229,2021-07-17,5924
304,2022,28.534,2.8533999999999997,2022-09-24,6431
304,2023,14.895,1.4895,2023-09-16,8603
304,2024,41.087,4.108700000000001,2024-08-31,8649
304,2025,29.099,2.9099,2025-10-01,10894
304,2026,24.665,2.4665,2026-06-07,19330
305,2010,22.198,2.2198,2010-10-09,5933
305,2011,26.662,2.6662,2011-10-08,5934
305,2012,22.425,2.2425,2012-10-06,5935
305,2013,22.862,2.2862,2013-10-05,5936
305,2014,10.264,1.0264,2014-10-04,5937
305,2015,23.006,2.3006,2015-10-03,5938
305,2016,31.106,3.1106000000000003,2016-10-08,5939
305,2017,17.388,1.7388000000000001,2017-10-07,5940
305,2019,24.798,2.4798,2019-09-28,5942
305,2020,30.336,3.0336,2020-07-18,5943
305,2021,30.17,3.0170000000000003,2021-10-02,5944
305,2022,33.606,3.3606000000000003,2022-08-27,6457
305,2023,21.256,2.1256,2023-08-12,8623
305,2024,50.891,5.0891,2024-07-20,8669
305,2025,23.036,2.3036000000000003,2025-10-01,10914
305,2026,29.955,2.9955,2026-06-07,19435
306,2010,26.214,2.6214,2010-10-09,5953
306,2011,20.246,2.0246,2011-10-08,5954
306,2012,20.889,2.0888999999999998,2012-10-06,5955
306,2013,23.29,2.3289999999999997,2013-10-05,5956
306,2014,23.125,2.3125,2014-10-04,5957
306,2015,17.08,1.7079999999999997,2015-10-03,5958
306,2016,31.655,3.1655,2016-10-08,5959
306,2017,18.721,1.8721,2017-10-07,5960
306,2018,50.865,5.0865,2018-10-06,5961
306,2019,23.106,2.3106,2019-09-28,5962
306,2020,28.575,2.8575,2020-07-18,5963
306,2021,25.056,2.5056000000000003,2021-10-16,5964
306,2022,35.325,3.5325,2022-08-20,6478
306,2023,18.807,1.8806999999999998,2023-07-15,8632
306,2024,34.924,3.4924,2024-10-05,8678
306,2025,37.604,3.7603999999999997,2025-08-30,10924
306,2026,26.783,2.6783,2026-06-07,19502
307,2021,39.089,3.9089,2021-07-17,5984
307,2022,21.409,2.1409,2022-09-03,6458
307,2023,14.395,1.4395,2023-10-21,8624
308,2010,15.091,1.5090999999999999,2010-10-09,5993
308,2011,21.128,2.1128,2011-10-08,5994
308,2012,22.926,2.2925999999999997,2012-10-06,5995
308,2013,16.927,1.6926999999999999,2013-10-05,5996
308,2014,22.982,2.2982,2014-10-04,5997
308,2015,21.749,2.1749,2015-10-03,5998
308,2016,23.961,2.3960999999999997,2016-10-08,5999
308,2017,24.053,2.4053,2017-10-07,6000
308,2018,27.847,2.7847,2018-07-14,6001
308,2019,25.318,2.5318,2019-09-14,6002
308,2020,23.894,2.3893999999999997,2020-07-18,6003
308,2021,23.883,2.3883,2021-10-23,6004
308,2022,30.014,3.0014,2022-09-03,6514
308,2023,14.033,1.4033,2023-08-05,8640
308,2024,58.338,5.8338,2024-07-20,8686
308,2025,32.172,3.2171999999999996,2025-10-01,10934
308,2026,30.621,3.0621,2026-06-07,19585
309,2019,26.339,2.6338999999999997,2019-09-07,6022
309,2020,17.725,1.7725000000000002,2020-07-18,6023
309,2021,28.234,2.8234000000000004,2021-09-25,6024
309,2022,47.457,4.7457,2022-07-16,6435
310,2010,24.26,2.426,2010-10-09,6033
310,2011,26.636,2.6635999999999997,2011-10-08,6034
310,2012,28.573,2.8573,2012-10-06,6035
310,2013,23.681,2.3681,2013-10-05,6036
310,2014,32.8,3.28,2014-10-04,6037
310,2015,20.28,2.028,2015-10-03,6038
310,2016,30.497,3.0497,2016-10-08,6039
310,2017,21.717,2.1717,2017-10-07,6040
310,2018,29.312,2.9312,2018-07-14,6041
310,2019,22.54,2.254,2019-10-05,6042
310,2020,14.651,1.4651,2020-07-18,6043
310,2021,27.86,2.786,2021-10-02,6044
310,2022,49.864,4.9864,2022-09-03,6508
310,2023,21.478,2.1478,2023-10-14,8636
310,2024,36.255,3.6255,2024-09-07,8682
310,2025,46.987,4.6987000000000005,2025-08-09,10938
310,2026,21.86,2.186,2026-06-07,19343
311,2010,30.136,3.0136,2010-10-09,6053
311,2011,27.65,2.7649999999999997,2011-10-08,6054
311,2012,19.902,1.9902000000000002,2012-10-06,6055
311,2013,22.582,2.2582,2013-10-05,6056
311,2014,28.739,2.8739,2014-10-04,6057
311,2015,11.035,1.1035,2015-10-03,6058
311,2016,25.216,2.5216000000000003,2016-10-08,6059
311,2017,33.685,3.3685,2017-10-07,6060
311,2018,28.967,2.8967,2018-07-14,6061
311,2019,17.288,1.7288000000000001,2019-09-28,6062
311,2020,53.488,5.3488,2020-10-03,6063
311,2021,35.005,3.5005,2021-09-04,6064
311,2022,29.229,2.9229,2022-07-16,6509
311,2023,26.729,2.6729,2023-10-07,8637
311,2024,41.226,4.1226,2024-09-14,8683
311,2025,25.947,2.5947,2025-10-01,10929
311,2026,38.663,3.8663,2026-06-07,19564
312,2010,26.129,2.6129000000000002,2010-10-09,6073
312,2011,25.171,2.5171,2011-10-08,6074
312,2012,19.377,1.9377,2012-10-06,6075
312,2013,20.362,2.0362,2013-10-05,6076
312,2014,19.889,1.9889,2014-10-04,6077
312,2015,18.337,1.8336999999999999,2015-10-03,6078
312,2016,26.224,2.6224,2016-10-08,6079
312,2017,26.053,2.6053,2017-10-07,6080
312,2018,31.679,3.1679,2018-07-14,6081
312,2019,14.855,1.4855,2019-10-05,6082
312,2020,29.784,2.9783999999999997,2020-07-18,6083
312,2021,27.26,2.726,2021-08-28,6084
312,2022,26.786,2.6786000000000003,2022-09-24,6517
312,2023,22.225,2.2225,2023-08-26,8642
312,2024,26.37,2.637,2024-09-28,8688
312,2025,34.54,3.4539999999999997,2025-08-23,10936
312,2026,39.178,3.9177999999999997,2026-06-07,19588
313,2010,11.237,1.1237,2010-10-09,6093
313,2011,20.751,2.0751,2011-10-08,6094
313,2012,26.593,2.6593,2012-10-06,6095
313,2013,19.455,1.9454999999999998,2013-10-05,6096
313,2014,24.381,2.4381,2014-10-04,6097
313,2015,17.126,1.7126000000000001,2015-10-03,6098
313,2016,14.134,1.4134,2016-10-08,6099
313,2017,15.895,1.5895,2017-10-07,6100
313,2018,24.818,2.4818000000000002,2018-10-06,6101
313,2019,23.065,2.3065,2019-07-27,6102
313,2020,20.12,2.012,2020-07-18,6103
313,2021,34.54,3.4539999999999997,2021-10-23,6104
313,2022,32.943,3.2943,2022-08-27,6467
313,2023,20.058,2.0058,2023-08-26,8625
313,2024,39.873,3.9873,2024-08-10,8671
313,2025,44.804,4.4804,2025-07-12,10916
313,2026,27.46,2.746,2026-06-07,19456
314,2010,23.082,2.3082000000000003,2010-10-09,6113
314,2011,25.138,2.5138000000000003,2011-10-08,6114
314,2012,19.891,1.9890999999999999,2012-10-06,6115
314,2013,18.186,1.8186,2013-10-05,6116
314,2014,27.463,2.7463,2014-10-04,6117
314,2015,21.414,2.1414,2015-10-03,6118
314,2016,33.294,3.3293999999999997,2016-10-08,6119
314,2017,25.566,2.5566,2017-10-07,6120
314,2018,14.907,1.4907,2018-10-06,6121
314,2019,24.943,2.4943,2019-09-14,6122
314,2020,18.951,1.8951,2020-07-18,6123
314,2021,26.716,2.6716,2021-10-02,6124
314,2022,39.883,3.9883,2022-09-03,6515
314,2023,16.416,1.6416,2023-08-05,8641
314,2024,47.57,4.757,2024-07-20,8687
314,2025,32.069,3.2069,2025-10-01,10935
314,2026,28.478,2.8478000000000003,2026-06-07,19586
315,2010,25.408,2.5408,2010-10-09,6133
315,2011,12.489,1.2489000000000001,2011-10-08,6134
315,2012,14.063,1.4063,2012-10-06,6135
315,2013,17.699,1.7699000000000003,2013-10-05,6136
315,2014,23.873,2.3873,2014-10-04,6137
315,2015,16.195,1.6195,2015-10-03,6138
315,2016,24.882,2.4882,2016-10-08,6139
315,2017,28.518,2.8518,2017-10-07,6140
315,2019,23.036,2.3036000000000003,2019-09-07,6142
315,2020,26.928,2.6928,2020-08-01,6143
315,2021,24.494,2.4494,2021-09-25,6144
315,2022,25.59,2.559,2022-08-27,6436
315,2023,20.537,2.0537,2023-08-26,8605
315,2024,26.567,2.6567,2024-10-05,8651
315,2025,38.086,3.8085999999999998,2025-08-16,10896
315,2026,29.353,2.9353000000000002,2026-06-07,19344
316,2010,22.488,2.2488,2010-10-09,6153
316,2011,24.605,2.4605,2011-10-08,6154
316,2012,20.402,2.0402,2012-10-06,6155
316,2013,19.832,1.9832,2013-10-05,6156
316,2014,25.36,2.536,2014-10-04,6157
316,2015,10.565,1.0565,2015-10-03,6158
316,2016,28.836,2.8836,2016-10-08,6159
316,2017,24.604,2.4604,2017-10-07,6160
316,2019,24.718,2.4718,2019-09-07,6162
316,2020,19.994,1.9994,2020-08-01,6163
316,2021,28.614,2.8614,2021-09-25,6164
316,2022,24.928,2.4928,2022-08-06,6525
316,2023,21.774,2.1774,2023-07-15,8643
317,2010,23.201,2.3201,2010-10-09,6173
317,2011,22.752,2.2752,2011-10-08,6174
317,2012,23.57,2.357,2012-10-06,6175
317,2013,16.028,1.6027999999999998,2013-10-05,6176
317,2014,11.571,1.1571,2014-10-04,6177
317,2015,22.546,2.2546,2015-10-03,6178
317,2016,33.398,3.3398000000000003,2016-10-08,6179
317,2017,8.603,0.8603,2017-10-07,6180
317,2018,18.279,1.8279,2018-11-24,6181
317,2019,24.006,2.4006,2019-09-21,6182
317,2020,31.27,3.127,2020-07-18,6183
317,2021,27.063,2.7062999999999997,2021-10-02,6184
317,2022,38.691,3.8691000000000004,2022-08-27,6443
317,2023,18.288,1.8288,2023-08-05,8609
317,2024,49.175,4.9174999999999995,2024-07-20,8655
317,2025,27.301,2.7300999999999997,2025-10-01,10900
317,2026,22.215,2.2215,2026-06-07,19356
318,2010,19.406,1.9405999999999999,2010-10-09,6193
318,2011,30.171,3.0171,2011-10-08,6194
318,2012,26.19,2.619,2012-10-06,6195
318,2013,25.165,2.5164999999999997,2013-10-05,6196
318,2014,24.39,2.439,2014-10-04,6197
318,2015,15.598,1.5598,2015-10-03,6198
318,2016,23.427,2.3427,2016-10-08,6199
318,2017,7.364,0.7363999999999999,2017-10-07,6200
318,2018,15.037,1.5037,2018-10-06,6201
318,2019,85.388,8.5388,2019-09-21,6202
318,2020,27.859,2.7859000000000003,2020-07-18,6203
318,2021,23.208,2.3207999999999998,2021-10-23,6204
318,2022,39.905,3.9905,2022-08-27,6510
318,2023,21.717,2.1717,2023-07-15,8638
318,2024,31.484,3.1484,2024-10-05,8684
318,2025,37.939,3.7939,2025-08-30,10930
318,2026,21.226,2.1226,2026-06-07,19568
319,2010,23.724,2.3724,2010-10-09,6213
319,2011,22.226,2.2226,2011-10-08,6214
319,2012,21.3,2.13,2012-10-06,6215
319,2013,18.757,1.8757000000000001,2013-10-05,6216
319,2014,23.439,2.3439,2014-10-04,6217
319,2015,22.261,2.2260999999999997,2015-10-03,6218
319,2016,7.985,0.7985,2016-10-08,6219
319,2017,15.172,1.5172,2017-10-07,6220
319,2018,21.565,2.1565000000000003,2018-10-06,6221
319,2019,33.568,3.3568,2019-07-20,6222
319,2020,15.324,1.5324,2020-10-03,6223
319,2021,28.954,2.8954,2021-10-02,6224
319,2022,32.16,3.2159999999999997,2022-08-13,6448
319,2023,19.488,1.9487999999999999,2023-07-15,8614
319,2024,30.995,3.0995,2024-09-28,8660
319,2025,37.04,3.7039999999999997,2025-08-30,10904
319,2026,19.153,1.9152999999999998,2026-06-07,19385
320,2010,24.641,2.4640999999999997,2010-10-09,6233
320,2011,24.582,2.4582,2011-10-08,6234
320,2012,19.198,1.9198,2012-10-06,6235
320,2013,19.507,1.9507,2013-10-05,6236
320,2014,29.757,2.9757000000000002,2014-10-04,6237
320,2015,20.194,2.0194,2015-10-03,6238
320,2016,16.799,1.6799,2016-10-08,6239
320,2017,24.906,2.4905999999999997,2017-10-07,6240
320,2018,14.327,1.4327,2018-10-06,6241
320,2019,21.769,2.1769,2019-10-05,6242
320,2020,23.036,2.3036000000000003,2020-10-03,6243
320,2021,32.456,3.2456000000000005,2021-09-11,6244
320,2022,31.345,3.1345,2022-08-06,6446
320,2023,21.939,2.1939,2023-07-15,8612
320,2024,31.489,3.1489000000000003,2024-09-28,8658
320,2025,39.575,3.9575000000000005,2025-08-30,10931
320,2026,22.423,2.2422999999999997,2026-06-07,19569
321,2010,15.662,1.5662,2010-10-09,6253
321,2011,20.048,2.0048,2011-10-08,6254
321,2012,14.085,1.4085,2012-10-06,6255
321,2013,18.71,1.871,2013-10-05,6256
321,2014,22.588,2.2588,2014-10-04,6257
321,2015,27.804,2.7803999999999998,2015-10-03,6258
321,2016,14.544,1.4544000000000001,2016-10-08,6259
321,2017,14.511,1.4510999999999998,2017-10-07,6260
321,2018,24.913,2.4913,2018-10-06,6261
321,2019,32.307,3.2307,2019-07-20,6262
321,2020,25.849,2.5849,2020-10-03,6263
321,2021,32.805,3.2805,2021-09-11,6264
321,2022,28.574,2.8574,2022-08-13,6535
321,2023,20.962,2.0962,2023-07-15,8646
321,2024,31.758,3.1757999999999997,2024-09-28,8692
321,2025,36.807,3.6807000000000003,2025-08-30,10941
321,2026,23.099,2.3099,2026-06-07,19673
322,2010,17.31,1.7309999999999999,2010-10-09,6273
322,2011,27.181,2.7181,2011-10-08,6274
322,2012,14.746,1.4746000000000001,2012-10-06,6275
322,2013,22.095,2.2095,2013-10-05,6276
322,2014,8.253,0.8253,2014-10-04,6277
322,2015,19.384,1.9384000000000001,2015-10-03,6278
322,2016,28.481,2.8481,2016-10-08,6279
