scenario,asof_tag,n,n_cw,v4_mape,v5_mape,ens_mape,v4_r2,v5_r2,ens_r2,v4_rmse,v5_rmse,ens_rmse,cw_mape,cw_r2,cw_rmse
all_crops,07_01,252,251,34.23018367308611,34.093853274533835,34.11689343266423,-0.11564446318502797,-0.12617738589667926,-0.11828818613019143,1.1244828186019695,1.1297785319128748,1.1258143637538,33.06552987867542,-0.02173424344298458,1.0720470134355866
all_crops,08_01,252,251,34.056378549833546,34.6082279083638,34.264160415758674,-0.09072400068999853,-0.074099525488321,-0.07828779474725245,1.1118529473848429,1.1033471542642364,1.1054962190418687,29.659306877108133,0.1908491351229724,0.954024676354434
all_crops,09_01,252,251,34.49205527622858,34.46701570479212,34.409300596419826,-0.05871314027514685,-0.10535518899148566,-0.07820330085588068,1.0954159709110467,1.1192854133667214,1.1054529052309314,28.769724920429425,0.18177214536288855,0.9593608392296762
sunflower,07_01,97,97,23.063508707837347,23.03631235114856,22.993425159682253,-0.15501662565788954,-0.12947012074659825,-0.1374479486571374,0.6804020341916613,0.672835439930249,0.6752074903271242,26.29414829844063,-0.29042343557481654,0.7191800082743631
sunflower,08_01,97,97,19.62015965822199,20.30741785599142,19.91011770339314,0.19065826596398316,0.16094784510280635,0.180184862552225,0.5695573402992068,0.579917165586905,0.5732307139880064,21.520577947778246,0.13386272002223565,0.5892028669979168
sunflower,09_01,97,97,20.35007552328798,20.94665686341305,20.582361653856143,0.17121406136303075,0.18260455618512572,0.18489928780599385,0.576358460421753,0.5723841403968093,0.5715801286175771,18.59501495895086,0.2769209342782445,0.5383495813182279
wheat_combined,07_01,62,62,40.693018811767296,40.805248486397865,40.70456553581288,0.03947675990037358,-0.008388652009660325,0.020672560187910416,1.1207499723552519,1.1483354527092688,1.1316672814417748,31.477115174775882,0.4846584872369887,0.8209228840339121
wheat_combined,08_01,62,62,40.05448479934097,38.737442589034565,39.24177776018463,0.11823615922253572,0.1149683377550047,0.12444300411908937,1.073818646132047,1.075806594795347,1.0700326005245278,27.972956988150294,0.5708991131431091,0.7490908707210737
wheat_combined,09_01,62,62,37.90841469014812,39.9979420795146,38.92509857095213,0.2010465521214666,0.1419574163681837,0.1749288414750242,1.0221521250591268,1.0592762112023453,1.0387248012802315,29.685478675413872,0.5294503233014709,0.7844360387430598
