scenario,asof_tag,asof_label,n,params,residual,mape,mae,rmse,r2,cw_mape,cw_mae,cw_rmse,cw_r2,naive_mape,naive_mae,naive_rmse,naive_r2
sunflower,07_01,1 Jul,59,mae_l20,True,23.738796670304335,0.5103481132212638,0.6463457543861678,-0.06945946474024556,26.147494061682192,0.6193085878655563,0.7595094845174608,-0.47672943177740223,23.172465066426902,0.596595440473784,0.7141308286105303,-0.3055397245145972
sunflower,08_01,1 Aug,59,mae_l20,False,24.45905027384235,0.6361031016032843,0.7425279028987802,-0.4114324049190954,24.410829084746492,0.5573874623820972,0.6770655765553913,-0.17353486110102412,23.172465066426902,0.596595440473784,0.7141308286105303,-0.3055397245145972
sunflower,09_01,1 Sep,59,mae_l20,False,27.99707508399571,0.7657404982211488,0.9015407897005527,-1.080679983991812,21.86621814022737,0.4988836785964446,0.625067240253298,-0.0002026567136235169,23.172465066426902,0.596595440473784,0.7141308286105303,-0.3055397245145972
wheat_combined,07_01,1 Jul,88,fast_l10,True,126.9183233264399,1.052059576781536,1.2268052945671015,0.2123449164773199,96.22824691713461,0.7846395297282829,0.9776092999297237,0.49983252637696496,156.7986697565818,1.2401578124376937,1.504259596224925,-0.18421451089453678
wheat_combined,08_01,1 Aug,88,shallow_l30,True,122.18907663273461,0.9346198966614822,1.154255855314105,0.3027492827385674,85.88253410635527,0.7594881400702408,0.9331239258741458,0.5443163489000138,156.7986697565818,1.2401578124376937,1.504259596224925,-0.18421451089453678
wheat_combined,09_01,1 Sep,88,mae_l20,False,96.53961460265869,0.802366558915628,0.970825895445288,0.5067495375476041,86.23237892227564,0.7773413613085083,0.939017200974181,0.5385423048135961,156.7986697565818,1.2401578124376937,1.504259596224925,-0.18421451089453678
all_crops,07_01,1 Jul,180,mae_l20,True,95.94706924486776,0.8612383076105505,1.109752528908505,0.09458015162323397,78.5710498096336,0.8032490633883965,1.0999704360750782,0.11047174094320678,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,08_01,1 Aug,180,mae_l20,False,75.44495641871258,0.7582615906653299,0.9950630989547208,0.2720543314461591,68.54218449436469,0.7047903561071314,0.8723108900376432,0.4405770068147986,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,09_01,1 Sep,180,mae_l20,False,68.84946449503985,0.768746430480645,0.9855462000144645,0.2859120582522999,67.83754864186227,0.7003625616845661,0.8785929653378668,0.43249045896328775,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
