scenario,asof_tag,asof_label,version,model,n_ml,n_cw,mape,rmse,mae,r2,cw_mape,cw_rmse,cw_mae,cw_r2
sunflower,07_01,1 Jul,v17_v12_full,v17_v12_full_default,25,25,23.689343833245385,0.6578955367086904,0.5874724427499418,-0.2798632675353423,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v12_full,v17_v12_full_l30,25,25,25.435327643569185,0.707465375307846,0.6250663366127064,-0.47999440564306517,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v12_full,v17_v12_full_no_fid,25,25,25.33291418590167,0.6815848521362406,0.6021086715480941,-0.3736925866789915,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v12_clean,v17_v12_clean_default,25,25,23.689343833245385,0.6578955367086904,0.5874724427499418,-0.2798632675353423,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v12_clean,v17_v12_clean_l30,25,25,25.435327643569185,0.707465375307846,0.6250663366127064,-0.47999440564306517,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v12_clean,v17_v12_clean_no_fid,25,25,25.33291418590167,0.6815848521362406,0.6021086715480941,-0.3736925866789915,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v14_full,v17_v14_full_l10,25,25,25.597116379533862,0.6921117022159745,0.6191238825695241,-0.41645270925802413,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v14_full,v17_v14_full_l30,25,25,25.30996969907796,0.696807777159509,0.6176360680943563,-0.4357395805674249,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v14_clean,v17_v14_clean_l10,25,25,25.597116379533862,0.6921117022159745,0.6191238825695241,-0.41645270925802413,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v14_clean,v17_v14_clean_l30,25,25,25.30996969907796,0.696807777159509,0.6176360680943563,-0.4357395805674249,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v15_rates_full,v17_rates_full_l10,25,25,25.003204560678615,0.6738383825758689,0.5956451266101057,-0.34264495773378667,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
sunflower,07_01,1 Jul,v17_v15_rates_full,v17_rates_full_l30,25,25,25.624895890592196,0.7037338871041834,0.6256043242454155,-0.4644232764319811,31.708269836322962,0.8449296770287452,0.696999761787589,-1.1110125903923742
