scenario,asof_tag,asof_label,method,n,mape,mae,rmse,r2,cw_mape,cw_mae,cw_rmse,cw_r2,naive_mape,naive_mae,naive_rmse,naive_r2
all_crops,07_01,1 Jul,peer_raw,180,95.94706924486776,0.8612383076105505,1.109752528908505,0.09458015162323397,78.5710498096336,0.8032490633883965,1.0999704360750782,0.11047174094320678,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,07_01,1 Jul,residual_global,180,76.53171561372818,0.847763876360951,1.0482101823659302,0.1922174404241198,78.5710498096336,0.8032490633883965,1.0999704360750782,0.11047174094320678,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,07_01,1 Jul,residual_crop,180,80.42311435702165,0.8821253308671264,1.0902445335842443,0.1261325566209337,78.5710498096336,0.8032490633883965,1.0999704360750782,0.11047174094320678,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,07_01,1 Jul,linear_global,180,84.1192346308728,0.8924434465710744,1.0884551743872146,0.12899866513375924,78.5710498096336,0.8032490633883965,1.0999704360750782,0.11047174094320678,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,07_01,1 Jul,linear_crop,180,86.18866045137294,0.9101649089335291,1.1255449131044315,0.06862755921576003,78.5710498096336,0.8032490633883965,1.0999704360750782,0.11047174094320678,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,07_01,1 Jul,blend_crop_mean,180,118.64115207662765,1.1977822157479967,1.537042155921066,-0.7368778703209402,78.5710498096336,0.8032490633883965,1.0999704360750782,0.11047174094320678,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,08_01,1 Aug,peer_raw,180,75.44495641871258,0.7582615906653297,0.9950630989547208,0.2720543314461591,68.5421844943647,0.7047903561071314,0.8723108900376432,0.4405770068147986,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,08_01,1 Aug,residual_global,180,70.52776549071893,0.8176706472254348,1.0352902632141385,0.21200768300710615,68.5421844943647,0.7047903561071314,0.8723108900376432,0.4405770068147986,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,08_01,1 Aug,residual_crop,180,76.7733316469603,0.8887400219121102,1.1154626464469033,0.08523869105283277,68.5421844943647,0.7047903561071314,0.8723108900376432,0.4405770068147986,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,08_01,1 Aug,linear_global,180,81.61908409650239,0.8794453396971386,1.0876513758175292,0.13028461817321135,68.5421844943647,0.7047903561071314,0.8723108900376432,0.4405770068147986,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,08_01,1 Aug,linear_crop,180,86.39881999798033,0.926610434503133,1.164498676822803,0.003044616645727638,68.5421844943647,0.7047903561071314,0.8723108900376432,0.4405770068147986,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,08_01,1 Aug,blend_crop_mean,180,117.35929237677489,1.1640293520153633,1.5208944463027345,-0.7005753203205509,68.5421844943647,0.7047903561071314,0.8723108900376432,0.4405770068147986,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,09_01,1 Sep,peer_raw,180,68.84946449503985,0.768746430480645,0.9855462000144645,0.2859120582522999,67.83754864186228,0.7003625616845661,0.8785929653378668,0.43249045896328775,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,09_01,1 Sep,residual_global,180,66.94954282457543,0.8232469217646465,1.0369340677077634,0.2095033927955985,67.83754864186228,0.7003625616845661,0.8785929653378668,0.43249045896328775,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,09_01,1 Sep,residual_crop,180,68.67448630781068,0.8427986156048705,1.0545942552842995,0.182347956415002,67.83754864186228,0.7003625616845661,0.8785929653378668,0.43249045896328775,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,09_01,1 Sep,linear_global,180,78.3877358497976,0.8769239010817399,1.074336468007408,0.15144819823935085,67.83754864186228,0.7003625616845661,0.8785929653378668,0.43249045896328775,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,09_01,1 Sep,linear_crop,180,80.8314764354926,0.9005270175060148,1.1178268728680847,0.08135690300699405,67.83754864186228,0.7003625616845661,0.8785929653378668,0.43249045896328775,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
all_crops,09_01,1 Sep,blend_crop_mean,180,115.54487081680311,1.1200538334149583,1.4595392185111,-0.566135241914723,67.83754864186228,0.7003625616845661,0.8785929653378668,0.43249045896328775,108.56029250041364,0.9984242411631459,1.2961917424848486,-0.23519699044152387
sunflower,07_01,1 Jul,peer_raw,59,23.738796670304335,0.5103481132212638,0.6463457543861678,-0.06945946474024556,26.147494061682192,0.6193085878655563,0.7595094845174607,-0.4767294317774018,23.172465066426902,0.596595440473784,0.7141308286105303,-0.3055397245145972
sunflower,07_01,1 Jul,residual_global,59,24.71862659823819,0.552644877400096,0.6663071834481453,-0.13653684181946368,26.147494061682192,0.6193085878655563,0.7595094845174607,-0.4767294317774018,23.172465066426902,0.596595440473784,0.7141308286105303,-0.3055397245145972
sunflower,07_01,1 Jul,residual_crop,59,24.71862659823819,0.552644877400096,0.6663071834481453,-0.13653684181946368,26.147494061682192,0.6193085878655563,0.7595094845174607,-0.4767294317774018,23.172465066426902,0.596595440473784,0.7141308286105303,-0.3055397245145972
sunflower,07_01,1 Jul,linear_global,59,24.57910846342319,0.5581975011228729,0.668290887719803,-0.14331422356944823,26.147494061682192,0.6193085878655563,0.7595094845174607,-0.4767294317774018,23.172465066426902,0.596595440473784,0.7141308286105303,-0.3055397245145972
sunflower,07_01,1 Jul,linear_crop,59,24.578392410408657,0.5581928775487432,0.6682908493509454,-0.14331409228631897,26.147494061682192,0.6193085878655563,0.7595094845174607,-0.4767294317774018,23.172465066426902,0.596595440473784,0.7141308286105303,-0.3055397245145972
sunflower,07_01,1 Jul,blend_crop_mean,59,24.570618475674546,0.5582902350016923,0.6685445829224583,-0.1441824334873174,26.147494061682192,0.6193085878655563,0.7595094845174607,-0.4767294317774018,23.172465066426902,0.596595440473784,0.7141308286105303,-0.3055397245145972
