field_id,season,operation_type,agro_operation_id,mix_item_applicable_id,mix_item_applicable_name,mix_item_applicable_type,mix_item_fact_rate,mix_item_planned_rate,mix_item_rate_unit,mix_item_unit_id,actual_start_datetime,completed_date
219,2022,application,8066,51,,Seed,0.0,0.0,,19,2022-05-19T22:47:00.000+05:00,2022-05-21
219,2022,application,8066,50,,Seed,0.0,0.0,,19,2022-05-19T22:47:00.000+05:00,2022-05-21
219,2023,application,11809,33,,Seed,0.0,0.0,,34,2023-05-12T09:43:00.000+05:00,2023-05-13
219,2023,application,11809,39,,Seed,0.0,0.0,,34,2023-05-12T09:43:00.000+05:00,2023-05-13
219,2023,application,11809,43,,Seed,0.0,0.0,,34,2023-05-12T09:43:00.000+05:00,2023-05-13
219,2023,application,11809,28,,Seed,414.0,0.0,,34,2023-05-12T09:43:00.000+05:00,2023-05-13
219,2024,application,27486,37,,Seed,0.0,170.0,,19,2024-05-17T23:14:00.000+05:00,2024-05-19
219,2024,application,27486,155,,Seed,0.0,0.0,,32,2024-05-17T23:14:00.000+05:00,2024-05-19
219,2024,application,27486,132,,Seed,0.0,0.0,,19,2024-05-17T23:14:00.000+05:00,2024-05-19
219,2025,application,33014,134,,Seed,200.0,200.0,,19,2025-05-08T22:50:00.000+05:00,2025-05-12
220,2021,application,4273,39,,Seed,0.0,0.4231,,34,2021-05-05T06:49:00.000+05:00,2021-05-05
220,2021,application,4273,28,,Seed,0.0,0.4231,,34,2021-05-05T06:49:00.000+05:00,2021-05-05
220,2021,application,4273,26,,Seed,0.42,0.4231,,34,2021-05-05T06:49:00.000+05:00,2021-05-05
220,2022,application,8067,37,,Seed,226.8,220.0,,19,2022-05-19T19:48:00.000+05:00,2022-05-20
220,2022,application,8067,49,,Seed,0.0,0.0,,19,2022-05-19T19:48:00.000+05:00,2022-05-20
220,2022,application,8067,51,,Seed,0.0,0.0,,19,2022-05-19T19:48:00.000+05:00,2022-05-20
220,2022,application,8067,50,,Seed,0.0,0.0,,19,2022-05-19T19:48:00.000+05:00,2022-05-20
220,2023,application,11803,62,,Seed,204.8,195.0,,19,2023-05-10T03:55:00.000+05:00,2023-05-10
220,2023,application,11803,94,,Seed,0.0,0.0,,19,2023-05-10T03:55:00.000+05:00,2023-05-10
220,2024,application,27487,37,,Seed,0.0,170.0,,19,2024-05-22T02:30:00.000+05:00,2024-05-22
220,2024,application,27487,155,,Seed,0.0,0.0,,32,2024-05-22T02:30:00.000+05:00,2024-05-22
220,2024,application,27487,132,,Seed,0.0,0.0,,19,2024-05-22T02:30:00.000+05:00,2024-05-22
220,2025,application,33144,200,,Seed,205.0,205.0,,19,2025-05-22T21:26:00.000+05:00,2025-05-23
221,2021,application,4274,39,,Seed,0.31428571428571433,0.42310000000000003,,34,2021-05-03T22:31:00.000+05:00,2021-05-03
221,2021,application,4274,28,,Seed,0.0,0.42310000000000003,,34,2021-05-03T22:31:00.000+05:00,2021-05-03
221,2021,application,4274,26,,Seed,0.0,0.42310000000000003,,34,2021-05-03T22:31:00.000+05:00,2021-05-03
222,2021,application,4275,39,,Seed,0.42000000000000004,0.42310000000000003,,34,2021-05-04T13:43:00.000+05:00,2021-05-04
222,2021,application,4275,28,,Seed,0.0,0.42310000000000003,,34,2021-05-04T13:43:00.000+05:00,2021-05-04
222,2021,application,4275,26,,Seed,0.0,0.42310000000000003,,34,2021-05-04T13:43:00.000+05:00,2021-05-04
222,2022,application,8069,37,,Seed,0.0,220.0,,19,2022-05-16T02:33:00.000+05:00,2022-05-17
222,2022,application,8069,49,,Seed,0.0,0.0,,19,2022-05-16T02:33:00.000+05:00,2022-05-17
222,2022,application,8069,51,,Seed,204.39999999999998,0.0,,19,2022-05-16T02:33:00.000+05:00,2022-05-17
222,2022,application,8069,50,,Seed,0.0,0.0,,19,2022-05-16T02:33:00.000+05:00,2022-05-17
222,2023,application,11760,93,,Seed,0.0,0.0,,19,2023-05-12T02:42:00.000+05:00,2023-05-13
222,2023,application,11760,36,,Seed,0.0,0.0,,19,2023-05-12T02:42:00.000+05:00,2023-05-13
222,2023,application,11760,94,,Seed,0.0,0.0,,19,2023-05-12T02:42:00.000+05:00,2023-05-13
222,2023,application,11760,95,,Seed,0.0,0.0,,19,2023-05-12T02:42:00.000+05:00,2023-05-13
222,2023,application,11760,62,,Seed,206.0,0.0,,19,2023-05-12T02:42:00.000+05:00,2023-05-13
222,2023,application,11760,49,,Seed,0.0,0.0,,19,2023-05-12T02:42:00.000+05:00,2023-05-13
222,2024,application,27488,37,,Seed,0.0,170.0,,19,2024-05-19T13:44:00.000+05:00,2024-05-20
222,2024,application,27488,155,,Seed,0.0,0.0,,32,2024-05-19T13:44:00.000+05:00,2024-05-20
222,2024,application,27488,132,,Seed,0.0,0.0,,19,2024-05-19T13:44:00.000+05:00,2024-05-20
222,2025,application,34290,34,,Seed,0.4,0.4,,34,2025-05-16T22:14:00.000+05:00,2025-05-17
223,2021,application,4276,39,,Seed,0.42000000000000004,0.42310000000000003,,34,2021-05-04T19:35:00.000+05:00,2021-05-04
223,2021,application,4276,28,,Seed,0.0,0.42310000000000003,,34,2021-05-04T19:35:00.000+05:00,2021-05-04
223,2021,application,4276,26,,Seed,0.0,0.42310000000000003,,34,2021-05-04T19:35:00.000+05:00,2021-05-04
223,2022,application,8070,37,,Seed,0.0,220.0,,19,2022-05-17T01:15:00.000+05:00,2022-05-18
223,2022,application,8070,49,,Seed,0.0,0.0,,19,2022-05-17T01:15:00.000+05:00,2022-05-18
223,2022,application,8070,51,,Seed,0.0,0.0,,19,2022-05-17T01:15:00.000+05:00,2022-05-18
223,2022,application,8070,50,,Seed,0.0,0.0,,19,2022-05-17T01:15:00.000+05:00,2022-05-18
223,2023,application,11761,93,,Seed,0.0,0.0,,19,2023-05-13T15:11:00.000+05:00,2023-05-16
223,2023,application,11761,36,,Seed,0.0,0.0,,19,2023-05-13T15:11:00.000+05:00,2023-05-16
223,2023,application,11761,94,,Seed,0.0,0.0,,19,2023-05-13T15:11:00.000+05:00,2023-05-16
223,2023,application,11761,95,,Seed,0.0,0.0,,19,2023-05-13T15:11:00.000+05:00,2023-05-16
223,2023,application,11761,62,,Seed,192.0,0.0,,19,2023-05-13T15:11:00.000+05:00,2023-05-16
223,2023,application,11761,49,,Seed,0.0,0.0,,19,2023-05-13T15:11:00.000+05:00,2023-05-16
223,2024,application,27489,37,,Seed,0.0,170.0,,19,2024-05-16T04:55:00.000+05:00,2024-05-19
223,2024,application,27489,155,,Seed,0.0,0.0,,32,2024-05-16T04:55:00.000+05:00,2024-05-19
223,2024,application,27489,132,,Seed,0.0,0.0,,19,2024-05-16T04:55:00.000+05:00,2024-05-19
223,2025,application,34291,34,,Seed,0.4,0.4,,34,2025-05-16T13:02:00.000+05:00,2025-05-16
224,2021,application,4277,39,,Seed,0.41,0.42310000000000003,,34,2021-05-03T09:15:00.000+05:00,2021-05-03
224,2021,application,4277,28,,Seed,0.0,0.42310000000000003,,34,2021-05-03T09:15:00.000+05:00,2021-05-03
224,2021,application,4277,26,,Seed,0.0,0.42310000000000003,,34,2021-05-03T09:15:00.000+05:00,2021-05-03
224,2022,application,8071,37,,Seed,0.0,220.0,,19,2022-05-12T08:06:00.000+05:00,2022-05-13
224,2022,application,8071,49,,Seed,0.0,0.0,,19,2022-05-12T08:06:00.000+05:00,2022-05-13
224,2022,application,8071,51,,Seed,0.0,0.0,,19,2022-05-12T08:06:00.000+05:00,2022-05-13
224,2022,application,8071,50,,Seed,0.0,0.0,,19,2022-05-12T08:06:00.000+05:00,2022-05-13
224,2022,other,10261,29,,Seed,0.0,0.0,,19,2022-05-25T08:29:00.000+05:00,2022-05-25
224,2023,application,11804,62,,Seed,203.0,195.0,,19,2023-05-07T13:44:00.000+05:00,2023-05-18
224,2023,application,11804,94,,Seed,0.0,0.0,,19,2023-05-07T13:44:00.000+05:00,2023-05-18
224,2024,application,16906,121,,Seed,26.634615384615383,0.0,,19,2023-09-05T09:29:00.000+05:00,2023-09-07
224,2024,application,16906,122,,Seed,72.5,0.0,,19,2023-09-05T09:29:00.000+05:00,2023-09-07
224,2024,application,16906,123,,Seed,0.0,0.0,,22,2023-09-05T09:29:00.000+05:00,2023-09-07
224,2024,application,16906,81,,Seed,0.0,0.0,,19,2023-09-05T09:29:00.000+05:00,2023-09-07
224,2024,application,16906,124,,Seed,192.30769230769232,0.0,,22,2023-09-05T09:29:00.000+05:00,2023-09-07
224,2024,application,16906,73,,Seed,0.0,0.0,,19,2023-09-05T09:29:00.000+05:00,2023-09-07
224,2025,application,32825,39,,Seed,0.4,0.4,,34,2025-05-05T01:21:00.000+05:00,2025-05-06
225,2021,application,4278,39,,Seed,0.41,0.4231,,34,2021-05-04T10:04:00.000+05:00,2021-05-04
225,2021,application,4278,28,,Seed,0.0,0.4231,,34,2021-05-04T10:04:00.000+05:00,2021-05-04
225,2021,application,4278,26,,Seed,0.0,0.4231,,34,2021-05-04T10:04:00.000+05:00,2021-05-04
226,2021,application,4279,39,,Seed,0.42051282051282046,0.42310000000000003,,34,2021-05-02T09:05:00.000+05:00,2021-05-02
226,2021,application,4279,28,,Seed,0.0,0.42310000000000003,,34,2021-05-02T09:05:00.000+05:00,2021-05-02
226,2021,application,4279,26,,Seed,0.0,0.42310000000000003,,34,2021-05-02T09:05:00.000+05:00,2021-05-02
226,2022,application,8073,37,,Seed,0.0,220.0,,19,2022-05-13T07:10:00.000+05:00,2022-05-13
226,2022,application,8073,49,,Seed,0.0,0.0,,19,2022-05-13T07:10:00.000+05:00,2022-05-13
226,2022,application,8073,51,,Seed,0.0,0.0,,19,2022-05-13T07:10:00.000+05:00,2022-05-13
226,2022,application,8073,50,,Seed,0.0,0.0,,19,2022-05-13T07:10:00.000+05:00,2022-05-13
226,2023,application,11805,62,,Seed,203.57894736842104,195.0,,19,2023-05-07T19:07:00.000+05:00,2023-05-10
226,2023,application,11805,94,,Seed,0.0,0.0,,19,2023-05-07T19:07:00.000+05:00,2023-05-10
226,2024,application,17088,73,,Seed,0.0,0.0,,19,2023-09-10T09:09:00.000+05:00,2023-09-10
226,2024,application,17088,81,,Seed,0.0,0.0,,19,2023-09-10T09:09:00.000+05:00,2023-09-10
226,2024,application,17088,121,,Seed,175.0,0.0,,19,2023-09-10T09:09:00.000+05:00,2023-09-10
226,2024,application,17088,122,,Seed,142.5,0.0,,19,2023-09-10T09:09:00.000+05:00,2023-09-10
226,2024,application,17088,123,,Seed,0.0,0.0,,22,2023-09-10T09:09:00.000+05:00,2023-09-10
226,2024,application,17088,124,,Seed,0.0,0.0,,22,2023-09-10T09:09:00.000+05:00,2023-09-10
226,2025,application,32826,39,,Seed,0.4,0.4,,34,2025-05-05T10:28:00.000+05:00,2025-05-05
227,2021,application,6765,45,,Seed,0.0,0.0,,19,2020-08-31T23:00:00.000+05:00,2020-09-03
227,2022,application,7181,9,,Seed,239.0,234.0,,19,2021-08-24T23:00:00.000+05:00,2021-08-29
227,2022,application,7181,25,,Seed,248.0,256.0,,19,2021-08-24T23:00:00.000+05:00,2021-08-29
227,2022,application,7181,40,,Seed,0.0,218.0,,19,2021-08-24T23:00:00.000+05:00,2021-08-29
227,2022,application,7181,41,,Seed,218.0,235.0,,19,2021-08-24T23:00:00.000+05:00,2021-08-29
227,2023,application,11810,33,,Seed,0.41329479768786126,0.0,,34,2023-05-10T13:50:00.000+05:00,2023-05-11
227,2023,application,11810,39,,Seed,0.0,0.0,,34,2023-05-10T13:50:00.000+05:00,2023-05-11
227,2023,application,11810,43,,Seed,0.0,0.0,,34,2023-05-10T13:50:00.000+05:00,2023-05-11
227,2023,application,11810,28,,Seed,0.0,0.0,,34,2023-05-10T13:50:00.000+05:00,2023-05-11
227,2024,application,27477,133,,Seed,0.0,0.0,,19,2024-05-08T03:57:00.000+05:00,2024-05-10
227,2024,application,27477,134,,Seed,0.0,0.0,,19,2024-05-08T03:57:00.000+05:00,2024-05-10
227,2025,application,32656,182,,Seed,362.5433526011561,320.0,,32,2025-04-26T14:00:00.000+05:00,2025-05-01
228,2021,application,6687,44,,Seed,0.0,0.0,,19,2020-08-31T23:00:00.000+05:00,2020-09-03
228,2022,application,8207,51,,Seed,215.0,195.0,,19,2022-05-03T14:10:00.000+05:00,2022-05-04
228,2022,application,8207,30,,Seed,0.0,195.0,,19,2022-05-03T14:10:00.000+05:00,2022-05-04
228,2023,application,11018,60,,Seed,0.0,230.0,,19,2022-08-30T20:08:00.000+05:00,2022-08-31
228,2023,application,11018,65,,Seed,0.0,0.0,,19,2022-08-30T20:08:00.000+05:00,2022-08-31
228,2023,application,11018,75,,Seed,0.0,0.0,,19,2022-08-30T20:08:00.000+05:00,2022-08-31
228,2023,application,11018,40,,Seed,236.78,0.0,,19,2022-08-30T20:08:00.000+05:00,2022-08-31
228,2023,application,11018,80,,Seed,0.0,0.0,,19,2022-08-30T20:08:00.000+05:00,2022-08-31
228,2023,application,11018,78,,Seed,0.0,0.0,,19,2022-08-30T20:08:00.000+05:00,2022-08-31
228,2023,other,13858,93,,Seed,0.0,0.0,,19,2023-04-29T23:00:00.000+05:00,
228,2023,other,13858,50,,Seed,0.0,0.0,,19,2023-04-29T23:00:00.000+05:00,
228,2024,application,27302,83,,Seed,0.0,0.30926276,,32,2024-04-28T14:27:00.000+05:00,2024-04-29
228,2024,application,27302,109,,Seed,0.0,0.019281663559322034,,32,2024-04-28T14:27:00.000+05:00,2024-04-29
228,2024,application,27302,161,,Seed,0.0,0.03780718338983051,,34,2024-04-28T14:27:00.000+05:00,2024-04-29
228,2024,application,27302,162,,Seed,0.0,0.026843100169491527,,34,2024-04-28T14:27:00.000+05:00,2024-04-29
228,2025,application,34339,199,,Seed,200.0,200.0,,19,2025-05-16T16:33:00.000+05:00,2025-05-17
229,2021,application,6766,44,,Seed,0.0,0.0,,19,2020-08-31T23:00:00.000+05:00,2020-09-03
229,2022,application,8208,51,,Seed,236.66666666666666,195.0,,19,2022-05-03T19:29:00.000+05:00,2022-05-03
229,2022,application,8208,30,,Seed,0.0,195.0,,19,2022-05-03T19:29:00.000+05:00,2022-05-03
229,2023,application,11019,60,,Seed,0.0,230.0,,19,2022-09-01T19:59:00.000+05:00,2022-09-01
229,2023,application,11019,65,,Seed,0.0,0.0,,19,2022-09-01T19:59:00.000+05:00,2022-09-01
229,2023,application,11019,75,,Seed,0.0,0.0,,19,2022-09-01T19:59:00.000+05:00,2022-09-01
229,2023,application,11019,40,,Seed,236.78275,0.0,,19,2022-09-01T19:59:00.000+05:00,2022-09-01
229,2023,application,11019,80,,Seed,0.0,0.0,,19,2022-09-01T19:59:00.000+05:00,2022-09-01
229,2023,application,11019,78,,Seed,0.0,0.0,,19,2022-09-01T19:59:00.000+05:00,2022-09-01
229,2023,other,13859,93,,Seed,0.0,0.0,,19,2023-04-29T23:00:00.000+05:00,
229,2023,other,13859,50,,Seed,0.0,0.0,,19,2023-04-29T23:00:00.000+05:00,
229,2024,application,27303,83,,Seed,0.0,0.30926276,,32,2024-04-29T04:06:00.000+05:00,2024-04-29
229,2024,application,27303,109,,Seed,0.0,0.019281663333333334,,32,2024-04-29T04:06:00.000+05:00,2024-04-29
229,2024,application,27303,161,,Seed,0.0,0.037807183333333334,,34,2024-04-29T04:06:00.000+05:00,2024-04-29
229,2024,application,27303,162,,Seed,0.0,0.026843099999999998,,34,2024-04-29T04:06:00.000+05:00,2024-04-29
229,2025,application,34340,199,,Seed,200.0,200.0,,19,2025-05-17T16:24:00.000+05:00,2025-05-17
230,2021,application,6835,44,,Seed,0.0,0.0,,19,2020-08-31T23:00:00.000+05:00,2020-09-03
230,2022,application,8389,34,,Seed,0.0,0.0,,34,2022-05-07T02:51:00.000+05:00,2022-05-13
230,2022,application,8389,39,,Seed,0.0,0.0,,34,2022-05-07T02:51:00.000+05:00,2022-05-13
230,2022,application,8389,47,,Seed,0.0,0.0,,34,2022-05-07T02:51:00.000+05:00,2022-05-13
230,2022,application,8389,46,,Seed,0.0,0.0,,34,2022-05-07T02:51:00.000+05:00,2022-05-13
230,2022,application,8389,28,,Seed,0.3420627802690583,0.0,,34,2022-05-07T02:51:00.000+05:00,2022-05-13
230,2022,application,8389,33,,Seed,0.0,0.0,,34,2022-05-07T02:51:00.000+05:00,2022-05-13
230,2022,application,8389,52,,Seed,0.0,0.0,,34,2022-05-07T02:51:00.000+05:00,2022-05-13
230,2023,application,11762,93,,Seed,0.0,0.0,,19,2023-05-26T18:43:00.000+05:00,2023-05-27
230,2023,application,11762,36,,Seed,0.0,0.0,,19,2023-05-26T18:43:00.000+05:00,2023-05-27
230,2023,application,11762,94,,Seed,233.0,0.0,,19,2023-05-26T18:43:00.000+05:00,2023-05-27
230,2023,application,11762,95,,Seed,0.0,0.0,,19,2023-05-26T18:43:00.000+05:00,2023-05-27
230,2023,application,11762,62,,Seed,0.0,0.0,,19,2023-05-26T18:43:00.000+05:00,2023-05-27
230,2023,application,11762,49,,Seed,0.0,0.0,,19,2023-05-26T18:43:00.000+05:00,2023-05-27
230,2024,application,27304,83,,Seed,0.0,0.30926275991031393,,32,2024-05-04T02:06:00.000+05:00,2024-05-12
230,2024,application,27304,109,,Seed,0.0,0.01928166349775785,,32,2024-05-04T02:06:00.000+05:00,2024-05-12
230,2024,application,27304,161,,Seed,0.45454545454545453,0.0378071833632287,,34,2024-05-04T02:06:00.000+05:00,2024-05-12
230,2024,application,27304,162,,Seed,0.0,0.0268431001793722,,34,2024-05-04T02:06:00.000+05:00,2024-05-12
230,2025,application,33147,200,,Seed,205.0,205.0,,19,2025-05-16T17:21:00.000+05:00,2025-05-18
231,2021,application,6972,45,,Seed,0.0,0.0,,19,2020-08-31T23:00:00.000+05:00,2020-09-03
231,2022,application,7175,9,,Seed,0.0,234.0,,19,2021-08-25T16:19:00.000+05:00,2021-08-27
231,2022,application,7175,25,,Seed,0.0,256.0,,19,2021-08-25T16:19:00.000+05:00,2021-08-27
231,2022,application,7175,40,,Seed,211.7,218.0,,19,2021-08-25T16:19:00.000+05:00,2021-08-27
231,2022,application,7175,41,,Seed,0.0,235.0,,19,2021-08-25T16:19:00.000+05:00,2021-08-27
231,2022,other,9999,29,,Seed,0.0,100.0,,19,2022-05-02T09:13:00.000+05:00,2022-05-02
231,2023,application,11811,33,,Seed,0.0,0.0,,34,2023-05-03T20:55:00.000+05:00,2023-05-08
231,2023,application,11811,39,,Seed,0.41630901287553645,0.0,,34,2023-05-03T20:55:00.000+05:00,2023-05-08
231,2023,application,11811,43,,Seed,0.0,0.0,,34,2023-05-03T20:55:00.000+05:00,2023-05-08
231,2023,application,11811,28,,Seed,0.0,0.0,,34,2023-05-03T20:55:00.000+05:00,2023-05-08
231,2024,application,27490,37,,Seed,0.0,170.0,,19,2024-05-10T14:16:00.000+05:00,2024-05-13
231,2024,application,27490,155,,Seed,0.0,0.0,,32,2024-05-10T14:16:00.000+05:00,2024-05-13
231,2024,application,27490,132,,Seed,0.0,0.0,,19,2024-05-10T14:16:00.000+05:00,2024-05-13
231,2025,application,32657,182,,Seed,320.0,320.0,,32,2025-04-26T14:00:00.000+05:00,2025-04-29
232,2021,application,6946,45,,Seed,0.0,0.0,,19,2020-08-31T23:00:00.000+05:00,2020-09-03
232,2022,application,7176,9,,Seed,0.0,234.0,,19,2021-08-29T11:09:00.000+05:00,2021-08-31
232,2022,application,7176,25,,Seed,0.0,256.0,,19,2021-08-29T11:09:00.000+05:00,2021-08-31
232,2022,application,7176,40,,Seed,218.0,218.0,,19,2021-08-29T11:09:00.000+05:00,2021-08-31
232,2022,application,7176,41,,Seed,0.0,235.0,,19,2021-08-29T11:09:00.000+05:00,2021-08-31
232,2022,other,10000,29,,Seed,0.0,100.0,,19,2022-05-02T09:14:00.000+05:00,2022-05-02
232,2023,application,11812,33,,Seed,0.0,0.0,,34,2023-05-07T13:20:00.000+05:00,2023-05-08
232,2023,application,11812,39,,Seed,277.0,0.0,,34,2023-05-07T13:20:00.000+05:00,2023-05-08
232,2023,application,11812,43,,Seed,0.0,0.0,,34,2023-05-07T13:20:00.000+05:00,2023-05-08
232,2023,application,11812,28,,Seed,0.0,0.0,,34,2023-05-07T13:20:00.000+05:00,2023-05-08
232,2024,application,27491,37,,Seed,0.0,170.0,,19,2024-05-13T02:24:00.000+05:00,2024-05-15
232,2024,application,27491,155,,Seed,0.0,0.0,,32,2024-05-13T02:24:00.000+05:00,2024-05-15
232,2024,application,27491,132,,Seed,0.0,0.0,,19,2024-05-13T02:24:00.000+05:00,2024-05-15
232,2025,application,32658,182,,Seed,320.0,320.0,,32,2025-04-29T03:57:00.000+05:00,2025-05-02
233,2021,application,6953,44,,Seed,0.0,0.0,,19,2020-08-31T23:00:00.000+05:00,2020-09-03
233,2022,application,10047,30,,Seed,0.0,150.0,,19,2022-05-06T20:41:00.000+05:00,2022-05-10
233,2022,application,10047,48,,Seed,0.0,15.0,,19,2022-05-06T20:41:00.000+05:00,2022-05-10
233,2022,application,10099,48,,Seed,0.0,15.0,,19,2022-05-10T03:10:00.000+05:00,2022-05-10
233,2024,application,16187,48,,Seed,11.153846153846153,12.0,,19,2023-08-02T09:15:00.000+05:00,2023-08-02
234,2021,application,6745,44,,Seed,0.0,0.0,,19,2020-08-31T23:00:00.000+05:00,2020-09-03
234,2022,application,8209,51,,Seed,0.195,195.0,,19,2022-05-04T18:34:00.000+05:00,2022-05-05
234,2022,application,8209,30,,Seed,0.0,195.0,,19,2022-05-04T18:34:00.000+05:00,2022-05-05
234,2023,application,11020,60,,Seed,0.0,230.0,,19,2022-09-01T21:59:00.000+05:00,2022-09-02
234,2023,application,11020,65,,Seed,0.0,0.0,,19,2022-09-01T21:59:00.000+05:00,2022-09-02
234,2023,application,11020,75,,Seed,0.0,0.0,,19,2022-09-01T21:59:00.000+05:00,2022-09-02
234,2023,application,11020,40,,Seed,236.78277142857146,0.0,,19,2022-09-01T21:59:00.000+05:00,2022-09-02
234,2023,application,11020,80,,Seed,0.0,0.0,,19,2022-09-01T21:59:00.000+05:00,2022-09-02
234,2023,application,11020,78,,Seed,0.0,0.0,,19,2022-09-01T21:59:00.000+05:00,2022-09-02
234,2023,other,13860,50,,Seed,0.0,0.0,,19,2023-05-06T10:34:00.000+05:00,2023-05-06
234,2023,other,13860,93,,Seed,0.0,0.0,,19,2023-05-06T10:34:00.000+05:00,2023-05-06
234,2024,application,27305,83,,Seed,0.0,0.30926276,,32,2024-05-03T09:41:00.000+05:00,2024-05-03
234,2024,application,27305,109,,Seed,0.0,0.019281663428571426,,32,2024-05-03T09:41:00.000+05:00,2024-05-03
234,2024,application,27305,161,,Seed,0.0,0.03780718342857143,,34,2024-05-03T09:41:00.000+05:00,2024-05-03
234,2024,application,27305,162,,Seed,0.0,0.026843100285714287,,34,2024-05-03T09:41:00.000+05:00,2024-05-03
234,2025,application,34337,84,,Seed,200.0,200.0,,19,2025-05-15T14:37:00.000+05:00,2025-05-15
