field_id,year,crop_id,target_yield_t_ha,dataset_tag,subset_tag,model_pred_oof_t_ha,model_pred_train_t_ha
223,2014,40.0,24.033,phases,allcrops,26.0565801983446,24.79489625382413
223,2015,40.0,14.01,phases,allcrops,16.90391260957008,15.435430791296179
223,2016,40.0,21.369,phases,allcrops,21.83788574143181,20.68731665133823
223,2017,20.0,15.957,phases,allcrops,24.0188662977774,16.357226960215197
223,2018,40.0,15.562,phases,allcrops,16.172324881071663,14.839605304024726
223,2019,40.0,24.601,phases,allcrops,25.622828665141597,23.853748014889305
223,2020,43.0,11.26,phases,allcrops,16.62894054466337,13.504347506530644
223,2021,40.0,26.7,phases,allcrops,27.005106063063554,27.909076820319264
223,2022,43.0,28.408,phases,allcrops,27.49353662487036,30.018355117684145
223,2023,3.0,19.374,phases,allcrops,25.20920766032142,20.789576584124095
223,2024,43.0,42.385,phases,allcrops,32.63834636701716,40.34423422943745
223,2025,40.0,27.165,phases,allcrops,28.13638256337524,28.31953965237095
224,2010,40.0,27.485,phases,allcrops,24.4283426235135,27.98852873953264
224,2011,40.0,22.157,phases,allcrops,25.705301273941537,23.586267720986825
224,2012,40.0,28.529,phases,allcrops,22.385448637927777,24.44028905501484
224,2013,40.0,24.626,phases,allcrops,24.999087353951282,24.220545760667402
224,2014,40.0,26.593,phases,allcrops,25.76248440519977,26.318910282103058
224,2015,40.0,19.421,phases,allcrops,22.824798116362278,20.43605524171768
224,2016,40.0,27.308,phases,allcrops,25.09414432478144,27.533057553528295
224,2017,20.0,18.488,phases,allcrops,21.809338324873654,17.764886590929528
224,2018,40.0,21.925,phases,allcrops,20.853541465993214,20.369736737792973
224,2019,40.0,23.3,phases,allcrops,26.84570903354778,24.09919367397231
224,2020,43.0,17.282,phases,allcrops,19.635685879165052,16.528602442564505
224,2021,40.0,24.671,phases,allcrops,25.75466787727456,26.140667911421165
224,2022,43.0,33.052,phases,allcrops,30.72909190335135,33.580806348441854
224,2023,3.0,22.415,phases,allcrops,26.61152965301064,24.405606214509504
224,2024,44.0,49.363,phases,allcrops,33.75600875501854,49.82282260007645
224,2025,40.0,29.077,phases,allcrops,25.592845617882993,28.121268624445122
225,2017,20.0,20.693,phases,allcrops,28.659158837797996,20.522390450323098
225,2019,40.0,19.401,phases,allcrops,26.15016112776747,21.567564719438934
225,2020,43.0,35.471,phases,allcrops,28.28085107745085,32.055656008251965
225,2021,40.0,21.724,phases,allcrops,21.4364339221144,21.57088237832156
225,2022,43.0,45.8,phases,allcrops,37.368013300184295,45.26985529811388
226,2010,40.0,20.662,phases,allcrops,18.540722452265737,20.066143449999146
226,2011,40.0,25.954,phases,allcrops,24.682719915910464,24.53811519118631
226,2012,40.0,13.478,phases,allcrops,20.422135626602834,17.292384187181437
226,2013,40.0,18.177,phases,allcrops,24.16839957744628,18.744595730230763
226,2014,40.0,22.283,phases,allcrops,25.25846033267689,23.65489930930146
226,2015,40.0,18.338,phases,allcrops,24.596084282993548,21.429245699785618
226,2016,40.0,27.698,phases,allcrops,20.613789248218506,25.182185331297834
226,2017,40.0,26.29,phases,allcrops,22.386812601931627,23.021756522987168
226,2018,40.0,20.143,phases,allcrops,23.730470338926505,21.58013209947474
226,2019,40.0,23.403,phases,allcrops,24.445037793912366,22.71557395468478
226,2020,43.0,15.046,phases,allcrops,18.309613433282184,14.54032327242949
226,2021,40.0,27.516,phases,allcrops,25.422565313452925,26.198354158263424
226,2022,43.0,29.26,phases,allcrops,30.378149968041125,31.34238302171857
226,2023,3.0,21.623,phases,allcrops,24.166135909672654,21.976955447077877
226,2024,44.0,45.445,phases,allcrops,30.771040279856077,47.56402285001501
226,2025,40.0,32.845,phases,allcrops,26.273244009822964,29.45195498852796
227,2010,40.0,27.361,phases,allcrops,21.744021251286675,24.71161360679897
227,2011,40.0,17.692,phases,allcrops,21.798079354313714,18.809211688184874
227,2012,40.0,16.476,phases,allcrops,16.782339189757206,16.80298304347377
227,2013,40.0,20.165,phases,allcrops,21.31591021156237,21.10616227161513
227,2014,40.0,24.01,phases,allcrops,20.741744252798107,22.498399651748446
227,2015,40.0,16.342,phases,allcrops,22.25339299077484,18.306103942116376
227,2016,40.0,18.933,phases,allcrops,18.076044062162563,18.256481941822635
227,2017,40.0,17.968,phases,allcrops,23.05194423971256,19.222201159146785
227,2018,40.0,24.438,phases,allcrops,24.711209747275554,23.74030806455145
227,2019,20.0,19.179,phases,allcrops,17.949565397995677,17.09982841940508
227,2020,44.0,22.098,phases,allcrops,19.16017226067441,20.889007238020707
227,2021,44.0,35.711,phases,allcrops,37.17890282802038,37.12749676036982
227,2022,44.0,32.383,phases,allcrops,27.02139210785661,32.14711606525968
227,2023,40.0,25.029,phases,allcrops,25.97255746253568,25.061407234587186
227,2024,3.0,35.776,phases,allcrops,35.39786074456322,36.44631621420634
227,2025,24.0,28.22,phases,allcrops,21.73506153568938,26.257288057347353
228,2010,40.0,23.478,phases,allcrops,19.4784993592818,22.811247509267016
228,2011,40.0,18.424,phases,allcrops,22.568057691434245,22.617101412998682
228,2012,40.0,11.162,phases,allcrops,16.879449136223737,11.968329475192288
228,2013,40.0,24.112,phases,allcrops,28.848042625253534,23.06655766700424
228,2014,40.0,30.21,phases,allcrops,27.310066495118885,31.174161142591622
228,2015,40.0,16.277,phases,allcrops,18.270360281762784,16.29040759693629
228,2016,40.0,15.54,phases,allcrops,22.710921941168085,17.604943714292187
228,2017,40.0,30.466,phases,allcrops,27.86065227464026,28.943141454890217
228,2018,16.0,64.855,phases,allcrops,17.6243582238898,50.17166976959071
228,2019,36.0,22.165,phases,allcrops,28.99138903596576,21.7994791166206
228,2020,44.0,20.305,phases,allcrops,21.9500043744245,22.48880527577377
228,2021,44.0,37.058,phases,allcrops,39.18118092842182,37.958684589046904
228,2022,43.0,32.991,phases,allcrops,29.9044567624866,33.68353896553766
228,2023,44.0,22.995,phases,allcrops,25.438868804520386,24.25052170010246
228,2024,40.0,26.042,phases,allcrops,35.55142734289026,30.32275964172354
228,2025,43.0,35.23,phases,allcrops,37.432951738118106,34.9819537852433
229,2010,40.0,14.924,phases,allcrops,13.671882381019984,16.09445508319783
229,2011,40.0,16.809,phases,allcrops,15.234512455365753,16.196042080004602
229,2012,40.0,9.024,phases,allcrops,15.044463230347974,10.771499918836737
229,2013,40.0,18.671,phases,allcrops,26.02019955077912,20.184030976655887
229,2014,40.0,18.888,phases,allcrops,19.542396164727265,19.066394389117644
229,2015,40.0,16.917,phases,allcrops,15.079464938936189,14.970710800526033
