field_id,year,y_true,y_model_oof,field_name_fields,y_cropwise_pred,field_name_cropwise
230,2025,29.788,31.94544582436829,бригадная стрелка,29.788,бригадная стрелка
231,2010,27.244,21.699668703179285,давыдкин увал левый,,
231,2011,16.755,21.582273413886497,давыдкин увал левый,,
231,2012,17.558,19.14205024921524,давыдкин увал левый,,
231,2013,22.302,27.99298931945705,давыдкин увал левый,,
231,2014,26.751,24.39667414377385,давыдкин увал левый,,
231,2015,19.308,19.17369021477691,давыдкин увал левый,,
231,2016,33.901,24.099961921248788,давыдкин увал левый,,
231,2017,22.209,22.04931931663156,давыдкин увал левый,,
231,2018,9.584,22.77917314655853,давыдкин увал левый,9.584,давыдкин увал левый
231,2019,42.558,30.711641082504368,давыдкин увал левый,42.558,давыдкин увал левый
231,2020,16.897,14.534822986152816,давыдкин увал левый,16.897,давыдкин увал левый
231,2021,34.016,31.848905719742923,давыдкин увал левый,34.016,давыдкин увал левый
231,2022,22.88,23.11663338804489,давыдкин увал левый,22.88,давыдкин увал левый
231,2023,22.106,19.06883797994845,давыдкин увал левый,22.106,давыдкин увал левый
231,2024,36.423,34.71730416617642,давыдкин увал левый,36.423,давыдкин увал левый
231,2025,24.7,22.271261088211396,давыдкин увал левый,24.7,давыдкин увал левый
232,2010,20.457,21.77344996061729,давыдкин увал правый,,
232,2011,17.736,18.930521681637195,давыдкин увал правый,,
232,2012,23.602,26.02400614788694,давыдкин увал правый,,
232,2013,23.915,23.424861939143405,давыдкин увал правый,,
232,2014,24.254,24.90373085570705,давыдкин увал правый,,
232,2015,13.354,18.4156066288979,давыдкин увал правый,,
232,2016,22.876,23.18703350859145,давыдкин увал правый,,
232,2017,27.603,29.375762829567645,давыдкин увал правый,,
232,2018,12.02,18.996341702846934,давыдкин увал правый,12.02,давыдкин увал правый
232,2019,41.161,28.05459552367535,давыдкин увал правый,41.161,давыдкин увал правый
232,2020,18.421,13.0231740793383,давыдкин увал правый,18.421,давыдкин увал правый
232,2021,29.818,34.181105973123486,давыдкин увал правый,29.818,давыдкин увал правый
232,2022,18.508,19.336454056457796,давыдкин увал правый,18.508,давыдкин увал правый
