field_id,year,crop_id,target_yield_t_ha,model_pred_oof_t_ha,model_pred_train_t_ha
219,2025,3.0,38.607,33.32406501422429,37.75616276093538
220,2010,40.0,19.949,20.226672633442472,20.875851572605526
220,2011,40.0,24.819,21.411475938310545,22.544687375358297
220,2012,40.0,17.906,20.446767942416635,18.166871460870095
220,2013,40.0,18.199,20.870504056412322,18.864159259428902
220,2014,40.0,20.431,22.926864621895902,21.374672248252118
220,2015,40.0,23.007,23.59763773231799,21.487062071453373
220,2016,40.0,27.921,18.8093687265956,25.91128135834281
220,2017,20.0,20.171,18.52575724616421,18.473386209733718
220,2018,40.0,19.641,21.320919496856614,19.833607537016437
220,2019,40.0,22.518,24.724839356884306,23.213893533445443
220,2020,43.0,17.675,25.288688451978512,21.84692484841956
220,2021,40.0,25.487,27.30549597472836,28.139570930382405
220,2022,43.0,32.34,29.976992495481426,33.021029223112954
220,2023,3.0,25.408,30.775503156916,25.629088008083404
220,2024,43.0,39.769,30.917844031536752,38.909336301183565
220,2025,43.0,36.214,29.000106165791905,33.72096718838497
221,2017,20.0,12.331,27.723898023252715,14.268864670177162
221,2019,40.0,28.217,27.34964010407636,24.660653395011895
221,2020,43.0,28.632,26.763403244459838,29.870456020160496
221,2021,40.0,27.167,28.83159655091866,27.88426257384612
221,2022,43.0,41.328,34.15269633480546,41.331649730371176
222,2010,40.0,24.025,19.48640125317618,22.373062282675345
222,2011,40.0,22.814,24.97951459737953,23.960597176364875
222,2012,40.0,13.562,19.266600614628288,15.092393416909182
222,2013,40.0,11.753,16.182644965745244,11.900153773719424
222,2014,40.0,23.248,27.421669501190653,24.21313519112551
222,2015,40.0,19.893,17.174774425270538,18.879121955921406
222,2016,40.0,16.724,22.197826451905804,18.433734686687917
222,2017,20.0,14.756,23.746577053439037,15.149791639444333
222,2018,40.0,20.337,17.45140242803613,17.60599886589998
222,2019,40.0,25.605,22.88031808327815,21.846866644873675
222,2020,43.0,9.872,15.729971915088544,12.438943290326762
222,2021,40.0,27.129,28.189747500515114,28.93784541311271
222,2022,43.0,34.904,30.411832560088705,33.58579402640847
222,2023,3.0,20.631,25.101329218128253,20.47008498713806
222,2024,43.0,42.83,31.64339205774401,40.748523861846316
222,2025,40.0,29.642,24.388234763597747,27.852815450089835
223,2010,40.0,28.213,22.143328547385153,26.187902790141848
223,2011,40.0,29.624,23.043113027874323,25.28794164469111
223,2012,40.0,13.923,21.593235952304855,17.191452898606933
223,2013,40.0,14.59,16.83473074475257,14.721105636791016
223,2014,40.0,24.033,27.855647817379573,24.3647241150703
223,2015,40.0,14.01,17.68595202853715,16.032219368111882
223,2016,40.0,21.369,21.780310171846203,21.04668406253621
223,2017,20.0,15.957,24.39605443269636,15.879753354846692
223,2018,40.0,15.562,15.218027269142674,13.881202302853493
223,2019,40.0,24.601,24.789730489545416,23.731233237436808
223,2020,43.0,11.26,16.566914452123857,13.736990468166692
223,2021,40.0,26.7,28.060747757769303,27.7964405961023
223,2022,43.0,28.408,27.770623041925436,30.1485793258403
223,2023,3.0,19.374,25.16150982640959,20.125048996686246
223,2024,43.0,42.385,32.298483601531466,39.059987396612435
223,2025,40.0,27.165,26.569156405355844,28.578580766075678
224,2010,40.0,27.485,24.677541074810502,28.371187997234212
224,2011,40.0,22.157,25.03914565746573,23.671400469307887
224,2012,40.0,28.529,21.60307750398684,24.27040095962593
224,2013,40.0,24.626,25.951983930245547,24.558583001943784
224,2014,40.0,26.593,24.37829232414717,26.661270708317097
224,2015,40.0,19.421,22.72553887764212,20.44278638077263
224,2016,40.0,27.308,25.237983146757216,26.99970792859696
224,2017,20.0,18.488,22.971463786066153,17.851064432876544
224,2018,40.0,21.925,22.148107588325267,21.11430613686294
224,2019,40.0,23.3,27.367204564098188,24.3603579306184
224,2020,43.0,17.282,18.02473377081057,16.879377795919492
224,2021,40.0,24.671,26.544808781062496,26.359124145285346
224,2022,43.0,33.052,28.570815202192136,34.546947341599406
224,2023,3.0,22.415,29.688375242768874,23.512655008574814
224,2024,44.0,49.363,32.96978967377547,49.94635292465667
224,2025,40.0,29.077,26.14425509168754,27.515545472138413
225,2017,20.0,20.693,29.65176502017305,21.26029942516579
225,2019,40.0,19.401,26.931137097166683,22.10369618338833
225,2020,43.0,35.471,27.636624254329412,31.438701134753828
225,2021,40.0,21.724,23.67889786697749,22.30511090219317
225,2022,43.0,45.8,33.687691061170646,44.24331893534299
226,2010,40.0,20.662,18.511610211352455,19.696830820289062
226,2011,40.0,25.954,24.24113441485427,25.098104396027054
226,2012,40.0,13.478,20.091779422743574,17.051439950098075
226,2013,40.0,18.177,24.186935687455264,19.11839888025103
226,2014,40.0,22.283,26.247242782589147,23.507274941350936
226,2015,40.0,18.338,24.917556266528305,21.8045058193118
226,2016,40.0,27.698,20.80341781557668,25.527877660941957
226,2017,40.0,26.29,23.659611344444944,23.27744431519142
226,2018,40.0,20.143,24.474655909984346,21.859708583479023
226,2019,40.0,23.403,24.81290724821144,23.13299523150548
226,2020,43.0,15.046,16.382537539532784,14.307056207149046
226,2021,40.0,27.516,25.87707046011554,26.63282703826795
226,2022,43.0,29.26,28.315067136501483,31.301089037123123
226,2023,3.0,21.623,27.1164100522959,21.850458050190497
226,2024,44.0,45.445,30.473770210125668,47.32799980967921
226,2025,40.0,32.845,25.671702269742607,29.162218691421522
227,2010,40.0,27.361,21.018860166343547,24.095711668077342
227,2011,40.0,17.692,21.78104631817262,18.703565826005853
227,2012,40.0,16.476,17.283761410920814,16.715446583972135
227,2013,40.0,20.165,22.60378125556374,20.965524351682557
227,2014,40.0,24.01,20.744274010146977,22.47707872293418
227,2015,40.0,16.342,21.141112804322326,18.00124959106166
227,2016,40.0,18.933,18.89897471812332,18.235816366792875
227,2017,40.0,17.968,24.45576116013585,19.527468034743734
227,2018,40.0,24.438,25.065497244869388,24.092833505342554
227,2019,20.0,19.179,16.12245177165729,17.545432284249053
227,2020,44.0,22.098,18.049077801763634,21.164627334714492
227,2021,44.0,35.711,37.40853734580355,37.58421813347968
227,2022,44.0,32.383,27.380879848502556,32.10739719095306
227,2023,40.0,25.029,25.47478642689679,25.02913312281557
227,2024,3.0,35.776,33.52075087070869,36.06547500334807
227,2025,24.0,28.22,21.10369015580895,27.43938366311983
228,2010,40.0,23.478,18.73074762363057,22.917968950292995
228,2011,40.0,18.424,23.476763475357945,22.917273388260682
228,2012,40.0,11.162,16.966989789405893,11.979246178835393
228,2013,40.0,24.112,28.983830449399385,22.799002965545995
228,2014,40.0,30.21,28.5566975225143,30.82460934719306
228,2015,40.0,16.277,18.628470476481954,16.611563297401407
228,2016,40.0,15.54,23.904964822515502,18.22068435782524
228,2017,40.0,30.466,28.13399702629335,29.21775994134596
228,2018,16.0,64.855,17.193865589813814,51.81187722413978
228,2019,36.0,22.165,26.49312621721867,21.529302669339266
228,2020,44.0,20.305,22.014372601475923,21.74999724801315
228,2021,44.0,37.058,37.89794247507024,37.27932655390585
228,2022,43.0,32.991,29.44572325607237,34.36801150819893
228,2023,44.0,22.995,23.68434589161612,23.699582783750124
228,2024,40.0,26.042,32.344005147918075,29.858272876736923
228,2025,43.0,35.23,36.63973814758783,34.609893065350086
229,2010,40.0,14.924,13.577125059573472,15.812275840637962
229,2011,40.0,16.809,15.08508759192293,16.1785790369259
229,2012,40.0,9.024,14.504296975102017,9.960369841732016
229,2013,40.0,18.671,26.042290044696948,20.113575592612815
229,2014,40.0,18.888,21.004895255431602,19.76172786192979
229,2015,40.0,16.917,13.319559652999478,14.574258537796362
229,2016,40.0,15.335,16.99747932841504,15.893350116372828
229,2017,40.0,23.881,24.653394954669476,23.53154422178888
229,2018,16.0,28.837,16.62698355063146,30.349441147568314
229,2019,36.0,16.983,22.334809633638667,17.281066313836067
229,2020,44.0,22.21,20.079878756551146,21.515916982207116
229,2021,44.0,24.469,23.976204853622505,24.338420403454986
229,2022,43.0,26.656,20.67602204265521,26.443159709165542
229,2023,44.0,20.76,22.423622530210444,21.05877155877446
229,2024,40.0,20.838,24.52261540407986,22.630353100461658
229,2025,43.0,31.488,32.177132222492034,29.299520203527326
230,2010,40.0,25.814,22.77999210864134,25.426543370997084
230,2011,40.0,17.643,24.46169304155647,19.71327022396577
