field_id,year,crop_id,target_yield_t_ha,model_pred_oof_t_ha,model_pred_train_t_ha
233,2011,40.0,21.271,23.277263938681408,22.651713550268326
233,2012,40.0,19.567,18.815681671893092,18.42266721730207
233,2013,40.0,15.523,17.38730556305744,14.951717225966691
233,2014,40.0,24.834,25.187752849947877,24.752343632771552
233,2015,40.0,22.576,22.329422269679124,22.658864398503535
233,2016,40.0,22.677,20.076151749990306,22.397400748612753
233,2017,40.0,20.928,20.714335915816278,21.27673334211202
233,2018,40.0,19.316,24.489742800345297,20.909249804327526
233,2019,40.0,25.64,25.539992385650653,24.259907335839923
234,2010,40.0,30.815,26.488459012110127,30.09312948428715
234,2011,40.0,25.765,23.00070240665459,24.9460343621644
234,2012,40.0,17.617,23.238692625958546,19.033872340146054
234,2013,40.0,21.286,23.748309836702365,22.081277832524243
234,2014,40.0,22.455,16.443825277401,22.330511857272914
234,2015,40.0,23.784,24.213838428591593,23.827442355202912
234,2016,40.0,27.932,22.842236784561923,26.977826092965802
234,2017,40.0,27.084,25.36523768314727,27.103972601027984
234,2018,40.0,21.424,25.590950981075327,21.80885296527552
234,2024,40.0,26.562,27.473327459034905,25.913699717635158
