asof_tag,source,n_used,r2,rmse,mape,y_pred_col
0701,model,441,0.4746740503255257,5.602322306082711,17.919434460476136,y_model_oof
0701,cropwise,440,0.323508186516536,6.315662346680095,20.826209079351056,cropwise_pred_asof_0701
0801,model,441,0.4746740503255257,5.602322306082711,17.919434460476136,y_model_oof
0801,cropwise,440,0.7335335626301542,3.9637740343584857,12.789295396545294,cropwise_pred_asof_0801
0901,model,441,0.4746740503255257,5.602322306082711,17.919434460476136,y_model_oof
0901,cropwise,440,0.9040954827741883,2.3779743313279362,6.880152940210811,cropwise_pred_asof_0901
