test_year,n_train,n_test,r2,rmse,mae,mape
2017,189,30,-0.0018631790246117497,0.6839297243594131,0.5349863666034704,39.15904638738436
2018,219,27,0.11271292515846432,0.681723353035339,0.518159089673568,31.514185295864607
2019,246,30,-0.22835198611855811,1.0485670729932035,0.7497697237618722,33.38425871432536
2020,276,29,-0.4542195391949071,1.8558018866584935,1.381891484506311,42.0595054888115
2021,305,30,-0.26392078877339986,0.9064635378229536,0.6439973996633409,25.330446023030284
2022,335,30,-0.29323090743623537,1.069287256669374,0.920695155468647,34.999651870746504
2023,365,26,-0.18362983480684525,0.9585619313043718,0.8007947039713288,49.74906841867093
2024,391,24,-0.8425961723518824,1.2300124343573808,1.0310733405243893,26.03124980204902
2025,415,26,-0.0028105634160684456,0.897731112258622,0.7776881392838644,34.60505238167324
