scenario,asof_tag,version_used,model_used,field_id,year,standard_name,target_yield_t_ha,pred,abs_err_ml,cropwise_asof_t_ha,abs_err_cw
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,220,2022,wheat_spring,3.4832,1.9684268927694524,1.5147731072305477,3.4874,0.0041999999999999815
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,222,2022,wheat_spring,3.2700483870967743,2.204330300912697,1.0657180861840772,3.586,0.3159516129032256
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,223,2022,wheat_spring,3.2311428571428573,1.710186774148635,1.5209560829942224,2.9478999999999997,0.2832428571428576
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,224,2022,wheat_spring,3.079423076923077,2.1658479983874046,0.9135750785356724,3.3052,0.2257769230769231
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,226,2022,wheat_spring,1.6934999999999998,1.8733569235003085,0.17985692350030869,2.926,1.2325000000000004
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,227,2022,wheat_winter,2.217514450867052,2.1610652916886472,0.05644915917840487,3.2383,1.020785549132948
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,228,2022,wheat_spring,4.564745762711865,1.9950232496748161,2.5697225130370485,3.2991,1.2656457627118645
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,229,2022,wheat_spring,2.841666666666667,2.130606801533666,0.7110598651330009,2.6656,0.17606666666666682
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,230,2022,sunflower,3.257219730941704,2.0861887109743114,1.1710310199673928,2.7875,0.46971973094170405
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,231,2022,wheat_winter,1.5712340425531914,1.9923671254154232,0.4211330828622317,2.288,0.7167659574468084
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,232,2022,wheat_winter,1.847837837837838,1.550521229709035,0.297316608128803,1.8508,0.002962162162162052
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,234,2022,wheat_spring,3.975428571428571,2.4093633901188602,1.5660651813097108,3.5317999999999996,0.4436285714285715
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,195,2023,wheat_winter,0.8904065040650406,1.623526345236899,0.7331198411718585,1.8031,0.9126934959349593
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,197,2023,wheat_winter,1.0820991253644316,1.6278602395032493,0.5457611141388177,2.1736999999999997,1.091600874635568
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,207,2023,wheat_winter,1.068974844468488,2.0570061579232526,0.9880313134547647,2.1542000000000003,1.0852251555315124
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,208,2023,wheat_spring,2.018076923076923,1.6815346184352387,0.33654230464168444,1.4264,0.5916769230769232
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,209,2023,wheat_winter,1.4882148184982598,1.878420638179734,0.39020581968147416,3.0968,1.6085851815017402
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,210,2023,pea,1.7267206477732793,1.76645584016374,0.03973519239046075,1.6518000000000002,0.07492064777327911
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,212,2023,wheat_spring,2.9445588235294116,1.7936464122243965,1.150912411305015,2.073,0.8715588235294116
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,215,2023,barley_spring,2.2745063291139243,2.0746820170142763,0.1998243120996479,2.4396,0.16509367088607574
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,216,2023,barley_spring,2.696783783783784,2.3130945560125498,0.38368922777123426,2.5551,0.1416837837837841
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,217,2023,barley_spring,2.021480392156863,1.4321955426864352,0.5892848494704277,1.8331,0.18838039215686297
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,218,2023,barley_spring,3.3693589743589745,1.9929873635604047,1.3763716107985697,2.3995,0.9698589743589743
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,219,2023,sunflower,2.802523809523809,2.2059450266969662,0.596578782826843,2.4396,0.3629238095238092
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,220,2023,barley_spring,3.3728800000000003,1.8750815950720985,1.4977984049279018,2.5408,0.8320800000000004
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,222,2023,barley_spring,4.5005,1.7316540731034449,2.768845926896555,2.0631,2.4374
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,223,2023,barley_spring,2.3584285714285715,1.7669709395259994,0.5914576319025722,2.0345,0.32392857142857157
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,224,2023,barley_spring,2.481451923076923,2.1353752350520776,0.3460766880248456,2.2415,0.23995192307692337
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,227,2023,sunflower,2.6015895953757227,2.0757489687272668,0.5258406266484559,2.253,0.34858959537572254
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,228,2023,wheat_winter,1.5016949152542372,2.3546340170961404,0.8529391018419032,2.2995,0.797805084745763
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,229,2023,wheat_winter,3.443333333333334,2.047801276859456,1.3955320564738778,2.076,1.3673333333333337
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,230,2023,wheat_spring,0.9786995515695068,1.4260722846577614,0.44737273308825454,2.0961,1.1174004484304931
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,231,2023,sunflower,2.2995063829787235,2.0447272241195864,0.25477915885913704,2.2117,0.08780638297872345
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,232,2023,sunflower,2.6881993243243243,2.075082528984178,0.6131167953401464,2.3653,0.32289932432432433
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,234,2023,wheat_winter,1.7062857142857142,1.7961909419329374,0.0899052276472232,2.4153,0.7090142857142856
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,195,2024,sunflower,2.7365853658536587,2.71802618671059,0.018559179143068594,3.2249000000000003,0.4883146341463416
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,197,2024,sunflower,3.2877551020408164,2.62411508527634,0.6636400167644765,3.2267,0.06105510204081632
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,207,2024,sunflower,3.107023712920386,2.6802986457932056,0.4267250671271805,2.8238,0.2832237129203863
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,208,2024,sunflower,2.360615384615385,2.6243568743782735,0.26374148976288847,2.4902,0.1295846153846152
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,210,2024,wheat_winter,5.519493927125506,2.981304229165462,2.538189697960044,5.754099999999999,0.23460607287449342
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,212,2024,sunflower,1.900882352941176,2.7446798803822,0.8437975274410241,2.5872,0.6863176470588241
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,215,2024,wheat_winter,4.476708860759494,3.056881299731495,1.4198275610279993,4.2056,0.2711088607594947
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,216,2024,wheat_winter,5.342162162162162,3.127301297738332,2.21486086442383,5.3586,0.016437837837838032
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,217,2024,sunflower,2.9758823529411766,2.8030548412420773,0.17282751169909938,3.2312,0.2553176470588232
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,218,2024,wheat_spring,4.027153846153846,2.9326988515252648,1.094454994628581,3.4,0.627153846153846
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,219,2024,wheat_spring,3.6718380952380953,2.9201972056275993,0.751640889610496,3.2952,0.37663809523809544
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,220,2024,wheat_spring,3.12756,3.0190632786993605,0.10849672130063936,3.8434,0.71584
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,222,2024,wheat_spring,3.6562580645161287,3.1100267761507334,0.5462312883653953,3.9848,0.32854193548387123
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,223,2024,wheat_spring,3.350857142857143,2.940427061149091,0.4104300817080522,4.2385,0.8876428571428572
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,224,2024,wheat_winter,5.0582692307692305,3.1861068509312913,1.8721623798379392,4.9363,0.12196923076923039
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,226,2024,wheat_winter,4.9315,2.9516595695670738,1.979840430432926,4.5445,0.38699999999999957
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,227,2024,barley_spring,3.007739884393064,3.104231803348719,0.09649191895565501,3.5776000000000003,0.5698601156069363
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,228,2024,sunflower,3.052881355932203,2.665761362673394,0.3871199932588092,3.0939,0.041018644067797094
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,229,2024,sunflower,3.2544166666666663,2.5507590780732743,0.703657588593392,2.2845,0.9699166666666663
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,230,2024,sunflower,3.2521793721973093,2.5864821193676315,0.6656972528296778,3.0899,0.16227937219730926
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,231,2024,wheat_spring,3.806382978723404,3.149324327115269,0.6570586516081347,3.636,0.1703829787234037
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,232,2024,wheat_spring,3.330304054054054,3.228381272398757,0.101922781655297,3.8371000000000004,0.5067959459459463
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,234,2024,sunflower,3.295057142857143,2.3095104779183266,0.9855466649388163,2.6495,0.6455571428571427
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,195,2025,wheat_spring,2.7195121951219514,2.4563387045117664,0.263173490610185,2.8708,0.1512878048780486
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,197,2025,wheat_spring,3.779416909620991,2.5743121255627046,1.2051047840582862,3.1238,0.6556169096209907
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,208,2025,wheat_spring,3.8430769230769233,2.611460950381433,1.23161597269549,3.0721,0.7709769230769234
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,209,2025,sunflower,2.332040444223438,2.5072005201410863,0.17516007591764815,3.0953,0.7632595557765618
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,210,2025,sunflower,3.192550607287449,2.5300246782802365,0.6625259290072125,2.6427,0.549850607287449
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,212,2025,wheat_spring,1.7024264705882353,2.2697425529208686,0.5673160823326333,2.8967,1.1942735294117648
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,213,2025,barley_spring,1.53,2.21631286493477,0.6863128649347698,3.0796,1.5496
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,214,2025,barley_spring,1.53,2.2628663157497293,0.7328663157497293,3.0119,1.4818999999999998
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,215,2025,sunflower,3.0739240506329115,2.4532418208245863,0.6206822298083252,2.6681,0.4058240506329116
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,216,2025,sunflower,2.986756756756757,2.534233284227478,0.45252347252927905,2.9402,0.04655675675675708
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,217,2025,wheat_spring,2.5629901960784314,2.5866984763066365,0.023708280228205147,2.7186,0.15560980392156853
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,218,2025,wheat_spring,4.112820512820513,2.5556880281300636,1.5571324846904497,2.6460999999999997,1.4667205128205136
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,219,2025,barley_spring,3.528095238095238,3.3557987735861827,0.17229646450905545,3.8607,0.33260476190476185
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,220,2025,wheat_spring,3.3072000000000004,2.8951344641884704,0.41206553581152994,3.6214,0.3141999999999996
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,222,2025,sunflower,2.972258064516129,2.323405111825113,0.6488529526910161,2.5682,0.4040580645161289
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,223,2025,sunflower,3.305142857142857,2.369771172213672,0.9353716849291853,2.6925999999999997,0.6125428571428575
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,224,2025,sunflower,3.0742307692307693,2.836196453363947,0.23803431586682233,3.1024000000000003,0.028169230769230946
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,226,2025,sunflower,3.0420000000000003,2.5469217392995933,0.49507826070040695,3.3878999999999997,0.34589999999999943
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,227,2025,pea,1.5521965317919073,2.587813472211561,1.0356169404196538,2.822,1.2698034682080928
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,228,2025,wheat_spring,3.004576271186441,2.7168437845364277,0.2877324866500133,3.5229999999999997,0.5184237288135587
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,229,2025,wheat_spring,3.5050000000000003,2.683593724641437,0.8214062753585631,3.1488,0.3562000000000003
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,230,2025,wheat_spring,3.6687443946188343,2.7866770778158703,0.882067316802964,2.9788,0.6899443946188342
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,231,2025,pea,1.3324255319148937,2.5179589174206867,1.185533385505793,2.4899999999999998,1.1575744680851061
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,232,2025,pea,1.8102027027027028,2.454783804597001,0.6445811018942982,2.4699999999999998,0.659797297297297
all_crops,09_01,v17_v12_clean,v17_v12_clean_no_fid,234,2025,,4.494857142857143,2.9056188838928607,1.589238258964282,4.459300000000001,0.035557142857141955
