field_id,year,standard_name_x,physical_t_ha,productivity_t_ha,physical_t_ha_raw,productivity_raw,additional_raw,additional_t_ha,additional_crop_id,estimate_raw_max,estimate_t_ha_max,prod_crop_ru,prod_fact_t_ha,prod_forecast_t_ha,yield_map_t_ha,yield_map_n,standard_name_y,factual_target_t_ha,factual_target_source
252,2025,oil_seed_raps_spring,,2.1437349,,21.437349,21.437349,2.1437349,20.0,,,,,,,,oil_seed_raps_spring,2.1437349,productivity_normalized
252,2026,wheat_winter,,,,,,,,,,,,,,,,,
252,2027,wheat_winter,,,,,,,,,,,,,,,,,
252,2028,,,,,,,,,,,,,,,,,,
252,2029,,,,,,,,,,,,,,,,,,
252,2030,,,,,,,,,,,,,,,,,,
253,2000,sunflower,,,,,,,,,,,,,,,,,
253,2001,sunflower,,,,,,,,,,,,,,,,,
253,2002,sunflower,,,,,,,,,,,,,,,,,
253,2003,sunflower,,,,,,,,,,,,,,,,,
253,2004,sunflower,,,,,,,,,,,,,,,,,
253,2005,sunflower,,,,,,,,,,,,,,,,,
253,2006,sunflower,,,,,,,,,,,,,,,,,
253,2007,sunflower,,,,,,,,,,,,,,,,,
253,2008,sunflower,,,,,,,,,,,,,,,,,
253,2009,sunflower,,,,,,,,,,,,,,,,,
253,2010,sunflower,,,,,,,,,,,,,,,,,
253,2011,sunflower,,,,,,,,,,,,,,,,,
253,2012,sunflower,,,,,,,,,,,,,,,,,
253,2013,sunflower,,,,,,,,,,,,,,,,,
253,2014,sunflower,,,,,,,,,,,,,,,,,
253,2015,sunflower,,,,,,,,,,,,,,,,,
253,2016,sunflower,,,,,,,,,,,,,,,,,
253,2017,sunflower,,2.676,,26.76,26.76,2.676,40.0,,,,,,,,sunflower,2.676,productivity_normalized
253,2018,sunflower,,,,,,,,,,,,,,,,,
253,2019,wheat_winter,,5.114,,51.14,51.14,5.114,44.0,,,,,,,,wheat_winter,5.114,productivity_normalized
253,2020,wheat_spring,,3.71,,3.71,3.71,3.71,43.0,,,,,,,,wheat_spring,3.71,productivity_normalized
253,2021,wheat_winter,,2.4343529,,24.343529,24.343529,2.4343529,44.0,,,,,,,,wheat_winter,2.4343529,productivity_normalized
253,2022,rye_winter,,2.3553846,,23.553846,23.553846,2.3553846,32.0,,,,,,,,rye_winter,2.3553846,productivity_normalized
253,2023,sunflower,,2.5995294,,25.995294,25.995294,2.5995294,40.0,,,,,,,,sunflower,2.5995294,productivity_normalized
253,2024,wheat_spring,,3.896,,38.96,38.96,3.896,43.0,,,,,,,,wheat_spring,3.896,productivity_normalized
253,2025,oil_seed_raps_spring,,2.3537647,,23.537647,23.537647,2.3537647,20.0,,,,,,,,oil_seed_raps_spring,2.3537647,productivity_normalized
253,2026,wheat_winter,,,,,,,,,,,,,,,,,
253,2027,wheat_winter,,,,,,,,,,,,,,,,,
253,2028,,,,,,,,,,,,,,,,,,
253,2029,,,,,,,,,,,,,,,,,,
253,2030,,,,,,,,,,,,,,,,,,
254,2000,sunflower,,,,,,,,,,,,,,,,,
254,2001,sunflower,,,,,,,,,,,,,,,,,
254,2002,sunflower,,,,,,,,,,,,,,,,,
254,2003,sunflower,,,,,,,,,,,,,,,,,
254,2004,sunflower,,,,,,,,,,,,,,,,,
254,2005,sunflower,,,,,,,,,,,,,,,,,
254,2006,sunflower,,,,,,,,,,,,,,,,,
254,2007,sunflower,,,,,,,,,,,,,,,,,
254,2008,sunflower,,,,,,,,,,,,,,,,,
254,2009,sunflower,,,,,,,,,,,,,,,,,
254,2010,sunflower,,,,,,,,,,,,,,,,,
254,2011,sunflower,,,,,,,,,,,,,,,,,
254,2012,sunflower,,,,,,,,,,,,,,,,,
254,2013,sunflower,,,,,,,,,,,,,,,,,
254,2014,sunflower,,,,,,,,,,,,,,,,,
254,2015,sunflower,,,,,,,,,,,,,,,,,
254,2016,sunflower,,,,,,,,,,,,,,,,,
254,2017,sunflower,,2.936,,29.36,29.36,2.936,40.0,,,,,,,,sunflower,2.936,productivity_normalized
254,2018,maize,,3.281,,32.81,32.81,3.281,16.0,,,,,,,,maize,3.281,productivity_normalized
254,2019,soya,,1.136,,11.36,11.36,1.136,36.0,,,,,,,,soya,1.136,productivity_normalized
254,2020,wheat_winter,,0.835,,8.35,8.35,0.835,44.0,,,,,,,,wheat_winter,0.835,productivity_normalized
254,2021,wheat_winter,,2.1813514,,21.813514,21.813514,2.1813514,44.0,,,,,,,,wheat_winter,2.1813514,productivity_normalized
254,2022,pea,,2.3140541,,23.140541,23.140541,2.3140541,24.0,,,,,,,,pea,2.3140541,productivity_normalized
254,2023,wheat_winter,,5.264189,,5.264189,5.264189,5.264189,44.0,,,,,,,,wheat_winter,5.264189,productivity_normalized
254,2024,sunflower,,3.4018783999999997,,34.018784,34.018784,3.4018783999999997,40.0,,,,,,,,sunflower,3.4018783999999997,productivity_normalized
254,2025,wheat_spring,,4.1056080999999995,,41.056081,41.056081,4.1056080999999995,43.0,,,,,,,,wheat_spring,4.1056080999999995,productivity_normalized
254,2026,oil_seed_raps_spring,,,,,,,,,,,,,,,,,
254,2027,pea,,,,,,,,,,,,,,,,,
254,2028,,,,,,,,,,,,,,,,,,
254,2029,,,,,,,,,,,,,,,,,,
254,2030,,,,,,,,,,,,,,,,,,
255,2000,sunflower,,,,,,,,,,,,,,,,,
255,2001,sunflower,,,,,,,,,,,,,,,,,
255,2002,sunflower,,,,,,,,,,,,,,,,,
255,2003,sunflower,,,,,,,,,,,,,,,,,
255,2004,sunflower,,,,,,,,,,,,,,,,,
255,2005,sunflower,,,,,,,,,,,,,,,,,
255,2006,sunflower,,,,,,,,,,,,,,,,,
255,2007,sunflower,,,,,,,,,,,,,,,,,
255,2008,sunflower,,,,,,,,,,,,,,,,,
255,2009,sunflower,,,,,,,,,,,,,,,,,
255,2010,sunflower,,,,,,,,,,,,,,,,,
255,2011,sunflower,,,,,,,,,,,,,,,,,
255,2012,sunflower,,,,,,,,,,,,,,,,,
255,2013,sunflower,,,,,,,,,,,,,,,,,
255,2014,sunflower,,,,,,,,,,,,,,,,,
255,2015,sunflower,,,,,,,,,,,,,,,,,
255,2016,sunflower,,,,,,,,,,,,,,,,,
255,2017,wheat_spring,,2.0,,20.0,20.0,2.0,43.0,,,,,,,,wheat_spring,2.0,productivity_normalized
255,2018,oil_seed_raps_winter,,1.0,,10.0,10.0,1.0,21.0,,,,,,,,oil_seed_raps_winter,1.0,productivity_normalized
255,2019,wheat_winter,,1.3,,13.0,13.0,1.3,44.0,,,,,,,,wheat_winter,1.3,productivity_normalized
255,2020,sunflower,,2.5,,25.0,25.0,2.5,40.0,,,,,,,,sunflower,2.5,productivity_normalized
255,2021,wheat_spring,,3.4953570999999997,,34.953571,34.953571,3.4953570999999997,43.0,,,,,,,,wheat_spring,3.4953570999999997,productivity_normalized
255,2022,wheat_spring,,,,,,,,,,,,,,,,,
255,2023,sunflower,,2.5888660999999997,,25.888661,25.888661,2.5888660999999997,40.0,,,,,,,,sunflower,2.5888660999999997,productivity_normalized
255,2024,wheat_spring,,4.014821400000001,,40.148214,40.148214,4.014821400000001,43.0,,,,,,,,wheat_spring,4.014821400000001,productivity_normalized
255,2025,barley_spring,,4.2278571,,42.278571,42.278571,4.2278571,3.0,,,,,,,,barley_spring,4.2278571,productivity_normalized
255,2026,wheat_winter,,,,,,,,,,,,,,,,,
255,2027,wheat_winter,,,,,,,,,,,,,,,,,
255,2028,,,,,,,,,,,,,,,,,,
255,2029,,,,,,,,,,,,,,,,,,
255,2030,,,,,,,,,,,,,,,,,,
256,2000,sunflower,,,,,,,,,,,,,,,,,
256,2001,sunflower,,,,,,,,,,,,,,,,,
256,2002,sunflower,,,,,,,,,,,,,,,,,
256,2003,sunflower,,,,,,,,,,,,,,,,,
256,2004,sunflower,,,,,,,,,,,,,,,,,
256,2005,sunflower,,,,,,,,,,,,,,,,,
256,2006,sunflower,,,,,,,,,,,,,,,,,
256,2007,sunflower,,,,,,,,,,,,,,,,,
256,2008,sunflower,,,,,,,,,,,,,,,,,
256,2009,sunflower,,,,,,,,,,,,,,,,,
256,2010,sunflower,,,,,,,,,,,,,,,,,
256,2011,sunflower,,,,,,,,,,,,,,,,,
256,2012,sunflower,,,,,,,,,,,,,,,,,
256,2013,sunflower,,,,,,,,,,,,,,,,,
256,2014,sunflower,,,,,,,,,,,,,,,,,
256,2015,sunflower,,,,,,,,,,,,,,,,,
256,2016,sunflower,,,,,,,,,,,,,,,,,
256,2017,sunflower,,,,,,,,,,,,,,,,,
256,2018,soya,,1.202,,12.02,12.02,1.202,36.0,,,,,,,,soya,1.202,productivity_normalized
256,2019,wheat_winter,,3.371,,33.71,33.71,3.371,44.0,,,,,,,,wheat_winter,3.371,productivity_normalized
256,2020,sunflower,,2.129,,21.29,21.29,2.129,40.0,,,,,,,,sunflower,2.129,productivity_normalized
256,2021,wheat_spring,,3.4889286,,34.889286,34.889286,3.4889286,43.0,,,,,,,,wheat_spring,3.4889286,productivity_normalized
256,2022,wheat_spring,,0.178571,,0.178571,0.178571,0.178571,43.0,,,,,,,,,,
256,2023,wheat_winter,,1.0053571,,10.053571,10.053571,1.0053571,44.0,,,,,,,,wheat_winter,1.0053571,productivity_normalized
256,2024,wheat_spring,,5.9772321,,59.772321,59.772321,5.9772321,43.0,,,,,,,,wheat_spring,5.9772321,productivity_normalized
256,2025,sunflower,,3.7389286,,37.389286,37.389286,3.7389286,40.0,,,,,,,,sunflower,3.7389286,productivity_normalized
256,2026,barley_spring,,,,,,,,,,,,,,,,,
256,2027,wheat_winter,,,,,,,,,,,,,,,,,
256,2028,,,,,,,,,,,,,,,,,,
256,2029,,,,,,,,,,,,,,,,,,
256,2030,,,,,,,,,,,,,,,,,,
257,2000,sunflower,,,,,,,,,,,,,,,,,
257,2001,sunflower,,,,,,,,,,,,,,,,,
257,2002,sunflower,,,,,,,,,,,,,,,,,
257,2003,sunflower,,,,,,,,,,,,,,,,,
257,2004,sunflower,,,,,,,,,,,,,,,,,
257,2005,sunflower,,,,,,,,,,,,,,,,,
257,2006,sunflower,,,,,,,,,,,,,,,,,
257,2007,sunflower,,,,,,,,,,,,,,,,,
257,2008,sunflower,,,,,,,,,,,,,,,,,
257,2009,sunflower,,,,,,,,,,,,,,,,,
257,2010,sunflower,,,,,,,,,,,,,,,,,
257,2011,sunflower,,,,,,,,,,,,,,,,,
257,2012,sunflower,,,,,,,,,,,,,,,,,
257,2013,sunflower,,,,,,,,,,,,,,,,,
257,2014,sunflower,,,,,,,,,,,,,,,,,
257,2015,sunflower,,,,,,,,,,,,,,,,,
257,2016,sunflower,,,,,,,,,,,,,,,,,
257,2017,barley_spring,,2.032,,20.32,20.32,2.032,3.0,,,,,,,,barley_spring,2.032,productivity_normalized
257,2018,sunflower,,,,,,,,,,,,,,,,,
257,2019,wheat_winter,,4.893,,48.93,48.93,4.893,44.0,,,,,,,,wheat_winter,4.893,productivity_normalized
257,2020,sunflower,,4.55,,4.55,4.55,4.55,40.0,,,,,,,,sunflower,4.55,productivity_normalized
257,2021,wheat_spring,,5.5088889000000005,,55.088889,55.088889,5.5088889000000005,43.0,,,,,,,,wheat_spring,5.5088889000000005,productivity_normalized
257,2022,barley_spring,,1.7641667,,17.641667,17.641667,1.7641667,3.0,,,,,,,,barley_spring,1.7641667,productivity_normalized
257,2023,wheat_spring,,2.7502500000000003,,27.5025,27.5025,2.7502500000000003,43.0,,,,,,,,wheat_spring,2.7502500000000003,productivity_normalized
257,2024,pea,,1.4186667,,14.186667,14.186667,1.4186667,24.0,,,,,,,,pea,1.4186667,productivity_normalized
257,2025,barley_spring,,1.53,,15.3,15.3,1.53,3.0,,,,,,,,barley_spring,1.53,productivity_normalized
257,2026,wheat_spring,,,,,,,,,,,,,,,,,
257,2027,,,,,,,,,,,,,,,,,,
257,2028,,,,,,,,,,,,,,,,,,
257,2029,,,,,,,,,,,,,,,,,,
257,2030,,,,,,,,,,,,,,,,,,
258,2000,sunflower,,,,,,,,,,,,,,,,,
258,2001,sunflower,,,,,,,,,,,,,,,,,
258,2002,sunflower,,,,,,,,,,,,,,,,,
258,2003,sunflower,,,,,,,,,,,,,,,,,
258,2004,sunflower,,,,,,,,,,,,,,,,,
258,2005,sunflower,,,,,,,,,,,,,,,,,
258,2006,sunflower,,,,,,,,,,,,,,,,,
258,2007,sunflower,,,,,,,,,,,,,,,,,
258,2008,sunflower,,,,,,,,,,,,,,,,,
258,2009,sunflower,,,,,,,,,,,,,,,,,
258,2010,sunflower,,,,,,,,,,,,,,,,,
258,2011,sunflower,,,,,,,,,,,,,,,,,
258,2012,sunflower,,,,,,,,,,,,,,,,,
258,2013,sunflower,,,,,,,,,,,,,,,,,
258,2014,sunflower,,,,,,,,,,,,,,,,,
258,2015,sunflower,,,,,,,,,,,,,,,,,
258,2016,sunflower,,,,,,,,,,,,,,,,,
258,2017,sunflower,,1.533,,15.33,15.33,1.533,40.0,,,,,,,,sunflower,1.533,productivity_normalized
258,2018,sunflower,,,,,,,,,,,,,,,,,
258,2019,oil_seed_raps_spring,,1.763,,17.63,17.63,1.763,20.0,,,,,,,,oil_seed_raps_spring,1.763,productivity_normalized
258,2020,sunflower,,1.277,,12.77,12.77,1.277,40.0,,,,,,,,sunflower,1.277,productivity_normalized
258,2021,wheat_spring,,3.3691011000000004,,33.691011,33.691011,3.3691011000000004,43.0,,,,,,,,wheat_spring,3.3691011000000004,productivity_normalized
258,2022,sunflower,,2.0300787,,20.300787,20.300787,2.0300787,40.0,,,,,,,,sunflower,2.0300787,productivity_normalized
258,2023,wheat_spring,,1.3868539,,13.868539,13.868539,1.3868539,43.0,,,,,,,,wheat_spring,1.3868539,productivity_normalized
258,2024,wheat_spring,,5.0623596,,50.623596,50.623596,5.0623596,43.0,,,,,,,,wheat_spring,5.0623596,productivity_normalized
258,2025,sunflower,,3.6079774999999996,,36.079775,36.079775,3.6079774999999996,40.0,,,,,,,,sunflower,3.6079775,productivity_normalized
258,2026,wheat_spring,,,,,,,,,,,,,,,,,
258,2027,barley_spring,,,,,,,,,,,,,,,,,
258,2028,,,,,,,,,,,,,,,,,,
258,2029,,,,,,,,,,,,,,,,,,
258,2030,,,,,,,,,,,,,,,,,,
259,2000,sunflower,,,,,,,,,,,,,,,,,
259,2001,sunflower,,,,,,,,,,,,,,,,,
259,2002,sunflower,,,,,,,,,,,,,,,,,
259,2003,sunflower,,,,,,,,,,,,,,,,,
259,2004,sunflower,,,,,,,,,,,,,,,,,
259,2005,sunflower,,,,,,,,,,,,,,,,,
259,2006,sunflower,,,,,,,,,,,,,,,,,
259,2007,sunflower,,,,,,,,,,,,,,,,,
259,2008,sunflower,,,,,,,,,,,,,,,,,
259,2009,sunflower,,,,,,,,,,,,,,,,,
259,2010,sunflower,,,,,,,,,,,,,,,,,
259,2011,sunflower,,,,,,,,,,,,,,,,,
259,2012,sunflower,,,,,,,,,,,,,,,,,
259,2013,sunflower,,,,,,,,,,,,,,,,,
259,2014,sunflower,,,,,,,,,,,,,,,,,
259,2015,sunflower,,,,,,,,,,,,,,,,,
259,2016,sunflower,,,,,,,,,,,,,,,,,
259,2017,sunflower,,,,,,,,,,,,,,,,,
259,2018,sunflower,,1.8800000000000001,,18.8,18.8,1.8800000000000001,40.0,,,,,,,,sunflower,1.88,productivity_normalized
259,2019,oil_seed_raps_spring,,,,,,,,,,,,,,,,,
259,2020,sunflower,,1.813,,18.13,18.13,1.813,40.0,,,,,,,,sunflower,1.813,productivity_normalized
259,2021,wheat_spring,,3.2456021999999995,,32.456022,32.456022,3.2456021999999995,43.0,,,,,,,,wheat_spring,3.2456021999999995,productivity_normalized
259,2022,sunflower,,2.0272213,,20.272213,20.272213,2.0272213,40.0,,,,,,,,sunflower,2.0272213,productivity_normalized
259,2023,wheat_spring,,1.0800307999999998,,10.800308,10.800308,1.0800307999999998,43.0,,,,,,,,wheat_spring,1.0800307999999998,productivity_normalized
259,2024,sunflower,,2.832056,,28.32056,28.32056,2.832056,40.0,,,,,,,,sunflower,2.832056,productivity_normalized
259,2025,wheat_spring,,2.1594957999999997,,21.594958,21.594958,2.1594957999999997,43.0,,,,,,,,wheat_spring,2.1594957999999997,productivity_normalized
259,2026,pea,,,,,,,,,,,,,,,,,
259,2027,pea,,,,,,,,,,,,,,,,,
259,2028,,,,,,,,,,,,,,,,,,
259,2029,,,,,,,,,,,,,,,,,,
259,2030,,,,,,,,,,,,,,,,,,
260,2000,sunflower,,,,,,,,,,,,,,,,,
260,2001,sunflower,,,,,,,,,,,,,,,,,
260,2002,sunflower,,,,,,,,,,,,,,,,,
260,2003,sunflower,,,,,,,,,,,,,,,,,
260,2004,sunflower,,,,,,,,,,,,,,,,,
260,2005,sunflower,,,,,,,,,,,,,,,,,
260,2006,sunflower,,,,,,,,,,,,,,,,,
260,2007,sunflower,,,,,,,,,,,,,,,,,
260,2008,sunflower,,,,,,,,,,,,,,,,,
260,2009,sunflower,,,,,,,,,,,,,,,,,
260,2010,sunflower,,,,,,,,,,,,,,,,,
260,2011,sunflower,,,,,,,,,,,,,,,,,
260,2012,sunflower,,,,,,,,,,,,,,,,,
260,2013,sunflower,,,,,,,,,,,,,,,,,
260,2014,sunflower,,,,,,,,,,,,,,,,,
260,2015,sunflower,,,,,,,,,,,,,,,,,
260,2016,sunflower,,,,,,,,,,,,,,,,,
260,2017,wheat_spring,,1.98,,19.8,19.8,1.98,43.0,,,,,,,,wheat_spring,1.98,productivity_normalized
260,2018,oil_seed_raps_winter,,1.201,,12.01,12.01,1.201,21.0,,,,,,,,oil_seed_raps_winter,1.201,productivity_normalized
260,2019,sunflower,,2.3600000000000003,,23.6,23.6,2.3600000000000003,40.0,,,,,,,,sunflower,2.3600000000000003,productivity_normalized
260,2020,wheat_winter,,4.52,,4.52,4.52,4.52,44.0,,,,,,,,wheat_winter,4.52,productivity_normalized
260,2021,wheat_spring,,4.1022,,41.022,41.022,4.1022,43.0,,,,,,,,wheat_spring,4.1022,productivity_normalized
260,2022,barley_spring,,3.7374,,37.374,37.374,3.7374,3.0,,,,,,,,barley_spring,3.7374,productivity_normalized
260,2023,sunflower,,1.8446000000000002,,18.446,18.446,1.8446000000000002,40.0,,,,,,,,sunflower,1.8446,productivity_normalized
260,2024,wheat_spring,,3.2131999999999996,,32.132,32.132,3.2131999999999996,43.0,,,,,,,,wheat_spring,3.2131999999999996,productivity_normalized
260,2025,barley_spring,,4.0914,,40.914,40.914,4.0914,3.0,,,,,,,,barley_spring,4.0914,productivity_normalized
260,2026,sunflower,,,,,,,,,,,,,,,,,
260,2027,wheat_winter,,,,,,,,,,,,,,,,,
260,2028,,,,,,,,,,,,,,,,,,
260,2029,,,,,,,,,,,,,,,,,,
260,2030,,,,,,,,,,,,,,,,,,
261,2000,sunflower,,,,,,,,,,,,,,,,,
261,2001,sunflower,,,,,,,,,,,,,,,,,
261,2002,sunflower,,,,,,,,,,,,,,,,,
261,2003,sunflower,,,,,,,,,,,,,,,,,
261,2004,sunflower,,,,,,,,,,,,,,,,,
261,2005,sunflower,,,,,,,,,,,,,,,,,
261,2006,sunflower,,,,,,,,,,,,,,,,,
261,2007,sunflower,,,,,,,,,,,,,,,,,
261,2008,sunflower,,,,,,,,,,,,,,,,,
261,2009,sunflower,,,,,,,,,,,,,,,,,
261,2010,sunflower,,,,,,,,,,,,,,,,,
261,2011,sunflower,,,,,,,,,,,,,,,,,
261,2012,sunflower,,,,,,,,,,,,,,,,,
261,2013,sunflower,,,,,,,,,,,,,,,,,
261,2014,sunflower,,,,,,,,,,,,,,,,,
261,2015,sunflower,,,,,,,,,,,,,,,,,
261,2016,sunflower,,,,,,,,,,,,,,,,,
261,2017,wheat_spring,,2.691,,26.91,26.91,2.691,43.0,,,,,,,,wheat_spring,2.691,productivity_normalized
261,2018,oil_seed_raps_winter,,1.201,,12.01,12.01,1.201,21.0,,,,,,,,oil_seed_raps_winter,1.201,productivity_normalized
261,2019,sunflower,,2.036,,20.36,20.36,2.036,40.0,,,,,,,,sunflower,2.036,productivity_normalized
261,2020,wheat_winter,,5.39,,5.39,5.39,5.39,44.0,,,,,,,,wheat_winter,5.39,productivity_normalized
261,2021,wheat_spring,,5.3874286,,53.874286,53.874286,5.3874286,43.0,,,,,,,,wheat_spring,5.3874286,productivity_normalized
261,2022,wheat_spring,,4.0085714,,40.085714,40.085714,4.0085714,43.0,,,,,,,,wheat_spring,4.0085714,productivity_normalized
261,2023,sunflower,,2.8538571,,28.538571,28.538571,2.8538571,40.0,,,,,,,,sunflower,2.8538571,productivity_normalized
261,2024,wheat_spring,,4.1227713999999995,,41.227714,41.227714,4.1227713999999995,43.0,,,,,,,,wheat_spring,4.1227713999999995,productivity_normalized
261,2025,barley_spring,,4.7802857,,47.802857,47.802857,4.7802857,3.0,,,,,,,,barley_spring,4.7802857,productivity_normalized
261,2026,sunflower,,,,,,,,,,,,,,,,,
261,2027,wheat_winter,,,,,,,,,,,,,,,,,
261,2028,,,,,,,,,,,,,,,,,,
261,2029,,,,,,,,,,,,,,,,,,
261,2030,,,,,,,,,,,,,,,,,,
262,2000,sunflower,,,,,,,,,,,,,,,,,
262,2001,sunflower,,,,,,,,,,,,,,,,,
262,2002,sunflower,,,,,,,,,,,,,,,,,
262,2003,sunflower,,,,,,,,,,,,,,,,,
262,2004,sunflower,,,,,,,,,,,,,,,,,
262,2005,sunflower,,,,,,,,,,,,,,,,,
262,2006,sunflower,,,,,,,,,,,,,,,,,
262,2007,sunflower,,,,,,,,,,,,,,,,,
262,2008,sunflower,,,,,,,,,,,,,,,,,
262,2009,sunflower,,,,,,,,,,,,,,,,,
262,2010,sunflower,,,,,,,,,,,,,,,,,
262,2011,sunflower,,,,,,,,,,,,,,,,,
262,2012,sunflower,,,,,,,,,,,,,,,,,
262,2013,sunflower,,,,,,,,,,,,,,,,,
262,2014,sunflower,,,,,,,,,,,,,,,,,
262,2015,sunflower,,,,,,,,,,,,,,,,,
262,2016,sunflower,,,,,,,,,,,,,,,,,
262,2017,wheat_winter,,1.4609999999999999,,14.61,14.61,1.4609999999999999,44.0,,,,,,,,wheat_winter,1.461,productivity_normalized
262,2018,sunflower,,2.362,,23.62,23.62,2.362,40.0,,,,,,,,sunflower,2.362,productivity_normalized
262,2019,oil_seed_raps_spring,,,,,,,,,,,,,,,,,
262,2020,sunflower,,2.065,,20.65,20.65,2.065,40.0,,,,,,,,sunflower,2.065,productivity_normalized
262,2021,wheat_spring,,4.1160526,,41.160526,41.160526,4.1160526,43.0,,,,,,,,wheat_spring,4.1160526,productivity_normalized
262,2022,sunflower,,2.0516842,,20.516842,20.516842,2.0516842,40.0,,,,,,,,sunflower,2.0516842,productivity_normalized
262,2023,wheat_spring,,1.9040658000000001,,19.040658,19.040658,1.9040658000000001,43.0,,,,,,,,wheat_spring,1.9040658,productivity_normalized
262,2024,wheat_spring,,4.3394737,,43.394737,43.394737,4.3394737,43.0,,,,,,,,wheat_spring,4.3394737,productivity_normalized
262,2025,fallow,,,,,,,,,,,,,,,,,
262,2026,sunflower,,,,,,,,,,,,,,,,,
262,2027,barley_spring,,,,,,,,,,,,,,,,,
262,2028,,,,,,,,,,,,,,,,,,
262,2029,,,,,,,,,,,,,,,,,,
262,2030,,,,,,,,,,,,,,,,,,
263,2000,sunflower,,,,,,,,,,,,,,,,,
263,2001,sunflower,,,,,,,,,,,,,,,,,
263,2002,sunflower,,,,,,,,,,,,,,,,,
263,2003,sunflower,,,,,,,,,,,,,,,,,
263,2004,sunflower,,,,,,,,,,,,,,,,,
263,2005,sunflower,,,,,,,,,,,,,,,,,
263,2006,sunflower,,,,,,,,,,,,,,,,,
263,2007,sunflower,,,,,,,,,,,,,,,,,
263,2008,sunflower,,,,,,,,,,,,,,,,,
263,2009,sunflower,,,,,,,,,,,,,,,,,
263,2010,sunflower,,,,,,,,,,,,,,,,,
263,2011,sunflower,,,,,,,,,,,,,,,,,
263,2012,sunflower,,,,,,,,,,,,,,,,,
263,2013,sunflower,,,,,,,,,,,,,,,,,
263,2014,sunflower,,,,,,,,,,,,,,,,,
263,2015,sunflower,,,,,,,,,,,,,,,,,
263,2016,sunflower,,,,,,,,,,,,,,,,,
263,2017,sunflower,,,,,,,,,,,,,,,,,
263,2018,sunflower,,,,,,,,,,,,,,,,,
263,2019,wheat_winter,,,,,,,,,,,,,,,,,
263,2020,sunflower,,2.775,,27.75,27.75,2.775,40.0,,,,,,,,sunflower,2.775,productivity_normalized
263,2021,wheat_spring,,3.779,,37.79,37.79,3.779,43.0,,,,,,,,wheat_spring,3.779,productivity_normalized
263,2022,sunflower,,2.1305,,21.305,21.305,2.1305,40.0,,,,,,,,sunflower,2.1305,productivity_normalized
263,2023,wheat_spring,,1.15425,,11.5425,11.5425,1.15425,43.0,,,,,,,,wheat_spring,1.15425,productivity_normalized
263,2024,pea,,2.317,,23.17,23.17,2.317,24.0,,,,,,,,pea,2.317,productivity_normalized
263,2025,barley_spring,,1.53,,15.3,15.3,1.53,3.0,,,,,,,,barley_spring,1.53,productivity_normalized
263,2026,,,,,,,,,,,,,,,,,,
263,2027,,,,,,,,,,,,,,,,,,
263,2028,,,,,,,,,,,,,,,,,,
263,2029,,,,,,,,,,,,,,,,,,
263,2030,,,,,,,,,,,,,,,,,,
264,2000,sunflower,,,,,,,,,,,,,,,,,
264,2001,sunflower,,,,,,,,,,,,,,,,,
264,2002,sunflower,,,,,,,,,,,,,,,,,
264,2003,sunflower,,,,,,,,,,,,,,,,,
264,2004,sunflower,,,,,,,,,,,,,,,,,
264,2005,sunflower,,,,,,,,,,,,,,,,,
264,2006,sunflower,,,,,,,,,,,,,,,,,
264,2007,sunflower,,,,,,,,,,,,,,,,,
264,2008,sunflower,,,,,,,,,,,,,,,,,
264,2009,sunflower,,,,,,,,,,,,,,,,,
264,2010,sunflower,,,,,,,,,,,,,,,,,
264,2011,sunflower,,,,,,,,,,,,,,,,,
264,2012,sunflower,,,,,,,,,,,,,,,,,
264,2013,sunflower,,,,,,,,,,,,,,,,,
264,2014,sunflower,,,,,,,,,,,,,,,,,
264,2015,sunflower,,,,,,,,,,,,,,,,,
264,2016,sunflower,,,,,,,,,,,,,,,,,
264,2017,sunflower,,,,,,,,,,,,,,,,,
264,2018,sunflower,,,,,,,,,,,,,,,,,
264,2019,wheat_winter,,,,,,,,,,,,,,,,,
264,2020,sunflower,,2.915,,29.15,29.15,2.915,40.0,,,,,,,,sunflower,2.915,productivity_normalized
264,2021,wheat_spring,,3.725,,37.25,37.25,3.725,43.0,,,,,,,,wheat_spring,3.725,productivity_normalized
264,2022,sunflower,,4.337,,43.37,43.37,4.337,40.0,,,,,,,,sunflower,4.337,productivity_normalized
264,2023,wheat_spring,,3.37975,,33.7975,33.7975,3.37975,43.0,,,,,,,,wheat_spring,3.37975,productivity_normalized
264,2024,pea,,2.5,,2.5,2.5,2.5,24.0,,,,,,,,pea,2.5,productivity_normalized
264,2025,barley_spring,,1.53,,15.3,15.3,1.53,3.0,,,,,,,,barley_spring,1.53,productivity_normalized
264,2026,,,,,,,,,,,,,,,,,,
264,2027,,,,,,,,,,,,,,,,,,
264,2028,,,,,,,,,,,,,,,,,,
264,2029,,,,,,,,,,,,,,,,,,
264,2030,,,,,,,,,,,,,,,,,,
265,2000,sunflower,,,,,,,,,,,,,,,,,
265,2001,sunflower,,,,,,,,,,,,,,,,,
265,2002,sunflower,,,,,,,,,,,,,,,,,
265,2003,sunflower,,,,,,,,,,,,,,,,,
265,2004,sunflower,,,,,,,,,,,,,,,,,
265,2005,sunflower,,,,,,,,,,,,,,,,,
265,2006,sunflower,,,,,,,,,,,,,,,,,
265,2007,sunflower,,,,,,,,,,,,,,,,,
265,2008,sunflower,,,,,,,,,,,,,,,,,
265,2009,sunflower,,,,,,,,,,,,,,,,,
