field_id,year,standard_name,target_yield_t_ha,target_source,yield_map_mean_t_ha,yield_map_n,diff_map_minus_target,abs_diff
195,2023,wheat_winter,0.8904065040650406,physical_harvested_weight,3.16,4,2.2695934959349593,2.2695934959349593
224,2022,wheat_spring,3.079423076923077,physical_harvested_weight,1.753303917832358,2,-1.326119159090719,1.326119159090719
230,2022,sunflower,3.257219730941704,physical_harvested_weight,1.945001251303441,2,-1.3122184796382632,1.3122184796382632
228,2022,wheat_spring,4.564745762711865,physical_harvested_weight,3.2843750000000003,1,-1.2803707627118643,1.2803707627118643
225,2021,sunflower,1.85,physical_harvested_weight,0.582375,1,-1.2676250000000002,1.2676250000000002
233,2022,,4.4169230769230765,physical_harvested_weight,3.159791666666667,1,-1.2571314102564095,1.2571314102564095
209,2024,wheat_winter,4.5289739764627885,physical_harvested_weight,3.31,2,-1.2189739764627885,1.2189739764627885
234,2022,wheat_spring,3.975428571428571,physical_harvested_weight,2.8842857142857143,1,-1.0911428571428567,1.0911428571428567
